skolverket_kommunnamn,skolverket_skolnamn,huvudman,skolverket_huvudman_namn,school_unit,skolverket_antal_elever_tcv139,skolverket_andel_natt_malen_alla_amnen_tcv139,skolverket_and_beh_yrk_tcv139,skolverket_gnm_meritvarde_tcv139,year
Sölvesborg,Bokelundsskolan H,Kommunal,Sölvesborg,94309839,125,"60,0","68,8","201,1",2018
Sölvesborg,Mjällby skola H,Kommunal,Sölvesborg,24822447,69,"82,6","84,1","229,7",2018
Tanum,Hamburgsundskolan 6-9,Kommunal,Tanum,81072495,43,"69,8","86,0","233,3",2018
Tanum,Tanumskolan 7-9,Kommunal,Tanum,74079446,83,"75,9","89,2","217,7",2018
Tibro,"Nyboskolan, grundskola",Kommunal,Tibro,97306690,118,"75,4","83,9","217,4",2018
Tidaholm,Forsens grundskola 7-9,Kommunal,Tidaholm,40717964,58,"67,2","79,3","217,2",2018
Tidaholm,Hökensås grundskola 7-9,Kommunal,Tidaholm,42899954,78,"83,3","91,0","227,7",2018
Tierp,Aspenskolan,Kommunal,Tierp,15416514,70,"51,4","74,3","186,9",2018
Tierp,Centralskolan,Kommunal,Tierp,17240817,52,"82,7","90,4","238,0",2018
Tierp,Ol Andersskolan,Kommunal,Tierp,65153737,33,"81,8",~100,"228,4",2018
Tierp,Örbyhus skola,Kommunal,Tierp,69241995,49,"63,3","83,7","224,4",2018
Timrå,Ala skola,Kommunal,Timrå,59092675,52,"75,0","90,4","217,8",2018
Timrå,Arenaskolan,Kommunal,Timrå,81784662,137,"70,1","85,4","209,8",2018
Tingsryd,Idekulla skola,Enskild,Idekulla Skola Handelsbolag,66342347,39,"92,3",~100,"246,3",2018
Tingsryd,Dackeskolan 7-9,Kommunal,Tingsryd,56361478,97,"71,1","79,4","213,7",2018
Tjörn,Bleketskolan,Kommunal,Tjörn,16656370,69,"85,5","88,4","236,2",2018
Tjörn,Häggvallskolan,Kommunal,Tjörn,23228302,90,"81,1","84,4","228,7",2018
Tomelilla,Kastanjeskolan,Kommunal,Tomelilla,90360196,122,"57,4","64,8","198,0",2018
Torsby,Frykenskolan,Kommunal,Torsby,21568934,97,"84,5","89,7","239,8",2018
Torsby,Kvistbergsskolan,Kommunal,Torsby,83025413,17,"82,4",~100,"227,6",2018
Torsås,Torskolan H,Kommunal,Torsås,99636909,75,"68,0","82,7","212,0",2018
Tranemo,Tranängskolan 7-9,Kommunal,Tranemo,33759766,145,"69,7","75,9","218,4",2018
Tranås,Junkaremålsskolan 7-9,Kommunal,Tranås,18476537,135,"85,2","91,1","234,7",2018
Tranås,Ängarydsskolan,Kommunal,Tranås,10155751,85,"83,5","89,4","235,5",2018
Trelleborg,Kunskapsskolan Trelleborg,Enskild,Kunskapsskolan i Sverige Aktiebolag,65892623,52,"92,3",~100,"264,5",2018
Trelleborg,Fågelbäcksskolan 6-9,Kommunal,Trelleborg,94965726,72,"59,7","72,2","209,1",2018
Trelleborg,Liljeborgsskolan 7-9,Kommunal,Trelleborg,42096980,154,"77,9","86,4","240,0",2018
Trelleborg,Pilevallskolan F-9,Kommunal,Trelleborg,24947938,29,"79,3","82,8","211,8",2018
Trelleborg,Vannhögskolan 6-9,Kommunal,Trelleborg,92281801,107,"92,5",~100,"255,6",2018
Trelleborg,Väståkraskolan F-9,Kommunal,Trelleborg,16081769,61,"91,8","91,8","223,6",2018
Trollhättan,"Fridaskolan, Trollhättan",Enskild,Fridaskolorna AB,56884611,76,"89,5",~100,"262,3",2018
Trollhättan,"Nya Skolan, Trollhättan",Enskild,Nya Skolan Trollhättan Aktiebolag,11588924,39,"76,9","82,1","214,1",2018
Trollhättan,Hjortmosseskolan 5-9,Kommunal,Trollhättan,84590859,53,"54,7","66,0","207,5",2018
Trollhättan,Kronan 7-9,Kommunal,Trollhättan,63750711,53,"20,8","34,0","159,2",2018
Trollhättan,Lyrfågelskolan 7-9,Kommunal,Trollhättan,81052393,100,"85,0","89,0","228,9",2018
Trollhättan,Paradisskolan 7-9,Kommunal,Trollhättan,38786603,71,"83,1","93,0","251,2",2018
Trollhättan,Sjuntorpskolan 4-9,Kommunal,Trollhättan,39396701,51,"86,3",~100,"228,6",2018
Trollhättan,Skogshöjdens skola 4-9,Kommunal,Trollhättan,17106266,39,"94,9",~100,"263,5",2018
Trollhättan,Stavreskolan 4-9,Kommunal,Trollhättan,49525819,44,"79,5","81,8","229,4",2018
Trollhättan,Strömslundsskolan 7-9,Kommunal,Trollhättan,96091081,53,"88,7",~100,"251,6",2018
Trollhättan,Sylteskolan 7-9,Kommunal,Trollhättan,66414430,111,"42,3","67,6","189,0",2018
Trosa,Hedebyskolan,Kommunal,Trosa,45500152,52,"76,9","88,5","217,0",2018
Trosa,Tomtaklintskolan,Kommunal,Trosa,51044218,118,"88,1","94,9","253,2",2018
Tyresö,Internationella Engelska Skolan Tyresö,Enskild,Internationella Engelska Skolan i Sverige AB,60904587,125,"92,8",~100,"290,5",2018
Tyresö,Dalskolan,Kommunal,Tyresö,56130729,78,"66,7","83,3","212,2",2018
Tyresö,Kumla skola,Kommunal,Tyresö,37147254,139,"87,8","90,6","242,2",2018
Tyresö,Nyboda skola,Kommunal,Tyresö,31281674,123,"58,5","74,8","205,3",2018
Tyresö,Strandskolan,Kommunal,Tyresö,87665835,58,"98,3",~100,"268,7",2018
Tyresö,Tyresö skola,Kommunal,Tyresö,83020784,103,"85,4","92,2","251,5",2018
Täby,Byängsskolan,Enskild,Byängsskolan AB,65839656,97,"90,7","94,8","271,1",2018
Täby,Futuraskolan International Bergtorp,Enskild,Futuraskolan AB,24142153,158,"93,0",~100,"271,5",2018
Täby,Helleborusskolan,Enskild,Helleborusskolan Täby AB,45984740,40,"37,5","77,5","168,8",2018
Täby,Internationella Engelska Skolan Täby,Enskild,Internationella Engelska Skolan i Sverige AB,12332278,191,"95,8","97,4","291,8",2018
Täby,Kunskapsskolan Täby,Enskild,Kunskapsskolan i Sverige Aktiebolag,25309669,63,"92,1",~100,"257,4",2018
Täby,Mellansjö skola,Enskild,Nytida Enigma AB,54332921,20,..,..,"148,0",2018
Täby,Nytorpsskolan,Enskild,Nytida Enigma AB,34125463,..,..,..,..,2018
Täby,Milstensskolan,Enskild,Pysslingen Förskolor och Skolor AB,23312767,21,"95,2",~100,"277,3",2018
Täby,Capellaskolan,Enskild,Roslagen Utbildning AB,88700175,..,..,..,..,2018
Täby,Spirande lärande i Täby AB,Enskild,Spirande lärande i Täby AB,89424201,30,"93,3","100,0","298,9",2018
Täby,Svalnäs skola,Enskild,"Svalnäs, ekonomisk förening",84230778,..,.,.,..,2018
Täby,Näsbydalskolan,Kommunal,Täby,22807677,138,"87,7","92,0","266,3",2018
Täby,Näsbyparksskolan,Kommunal,Täby,96330648,78,"82,1","91,0","254,0",2018
Täby,Skarpängsskolan,Kommunal,Täby,83454509,122,"97,5","100,0","269,0",2018
Täby,Skolhagenskolan,Kommunal,Täby,69088221,115,"97,4","100,0","263,5",2018
Täby,Vallatorpsskolan,Kommunal,Täby,57206066,58,"77,6","81,0","245,7",2018
Täby,Täby Friskola-Enhagen,Enskild,Täby Friskola Aktiebolag,32231541,87,"98,9","100,0","282,4",2018
Töreboda,Töreboda Centralskola,Kommunal,Töreboda,94707451,100,"64,0","73,0","189,5",2018
Uddevalla,"Fridaskolan, Uddevalla",Enskild,Fridaskolorna AB,27489448,70,"78,6","88,6","231,9",2018
Uddevalla,Hällebergsskolan,Enskild,Hällebergsförsamlingen,52464734,..,..,..,..,2018
Uddevalla,Stenbackeskolan,Enskild,Stiftelsen Uddevalla Kristna Skola,77005811,17,"58,8",~100,"218,7",2018
Uddevalla,Linnéaskolan,Kommunal,Uddevalla,92086024,47,"70,2","74,5","213,5",2018
Uddevalla,Norgårdenskolan 7-9,Kommunal,Uddevalla,10405686,116,"90,5",~100,"240,9",2018
Uddevalla,Ramnerödsskolan,Kommunal,Uddevalla,83416307,70,"40,0","60,0","157,1",2018
Uddevalla,Sommarhemsskolan 7-9,Kommunal,Uddevalla,45535775,116,"68,1","78,4","214,5",2018
Uddevalla,Västerskolan 8-9,Kommunal,Uddevalla,94258829,138,"74,6","87,0","236,2",2018
Ulricehamn,Stenbocksskolan,Kommunal,Ulricehamn,39517088,204,"65,2","73,5","220,4",2018
Ulricehamn,Ätradalsskolan,Kommunal,Ulricehamn,28080863,91,"63,7","74,7","213,4",2018
Umeå,Internationella Engelska Skolan Umeå,Enskild,Internationella Engelska Skolan i Sverige AB,53993567,53,"83,0",~100,"253,0",2018
Umeå,Minervaskolan,Enskild,Minervaskolan i Umeå AB,75713343,89,"89,9",~100,"255,5",2018
Umeå,Primaskolan Umeå,Enskild,Primaskolan i Sverige AB,41363340,58,"58,6","70,7","228,2",2018
Umeå,Språkskolan,Enskild,Språkskolan i Umeå Ek. För.,55815397,14,"85,7",~100,"250,0",2018
Umeå,"Umeå Waldorfskola, gr",Enskild,Stiftelsen Umeå Waldorfskola R Karlsson Mfl,16183719,12,..,..,"208,2",2018
Umeå,"Prolympia, Umeå",Enskild,Ulno AB,28958120,76,"85,5",~100,"233,3",2018
Umeå,Bräntbergsskolan 1,Kommunal,Umeå,44391304,18,"83,3",~100,"266,1",2018
Umeå,Bräntbergsskolan 2,Kommunal,Umeå,51963791,53,"73,6","75,5","220,1",2018
Umeå,Carlshöjdsskolan 2,Kommunal,Umeå,42259280,32,"84,4","84,4","262,3",2018
Umeå,Ersängsskolan 7-9,Kommunal,Umeå,96783420,55,"45,5","61,8","182,3",2018
Umeå,Grubbeskolan 1,Kommunal,Umeå,21768043,84,"78,6","83,3","231,5",2018
Umeå,Grubbeskolan 2,Kommunal,Umeå,89248713,57,"80,7","89,5","236,3",2018
Umeå,Hagaskolan 7-9,Kommunal,Umeå,81936022,88,"84,1","90,9","229,5",2018
Umeå,Hörnefors Centralskola 7-9,Kommunal,Umeå,85438284,32,"87,5",~100,"227,8",2018
Umeå,Linneaskolan,Kommunal,Umeå,39117429,45,"84,4",~100,"234,9",2018
Umeå,Obbola skola 4-9,Kommunal,Umeå,31716818,24,"95,8",~100,"261,2",2018
Umeå,Sjöfruskolan 3,Kommunal,Umeå,76392400,55,"92,7","100,0","262,9",2018
Umeå,Storsjöskolan 2,Kommunal,Umeå,10954341,70,"65,7","81,4","207,8",2018
Umeå,Sävar skola 1 (åk 7-9),Kommunal,Umeå,90639590,67,"71,6","89,6","221,7",2018
Umeå,Tegs centralskola 1,Kommunal,Umeå,96517991,55,"89,1","89,1","234,9",2018
Umeå,Tegs centralskola 2,Kommunal,Umeå,74820849,80,"77,5","88,8","217,8",2018
Umeå,Västangårds skola 6-9,Kommunal,Umeå,36171517,31,"77,4",~100,"215,6",2018
Umeå,Ålidhemsskolan 6-9,Kommunal,Umeå,42752416,47,"83,0","85,1","241,3",2018
Umeå,Hannaskolan,Enskild,Umeå Kristna Skolförening,68950088,..,..,..,..,2018
Upplands Väsby,Vikskolan,Enskild,Magnetica Education AB,60211862,14,..,~100,"215,5",2018
Upplands Väsby,Sandbergska Competens,Enskild,Sandbergska Competens AB,97762139,22,"86,4",~100,"253,1",2018
Upplands Väsby,"Sverigefinska sk, Uppl Väsby",Enskild,Stiftelsen Språkskolan i Upplands Väsby,68403656,..,..,..,..,2018
Upplands Väsby,Södervikskolan,Enskild,Södervikskolan AB,49021135,109,"92,7",~100,"266,1",2018
Upplands Väsby,Grimsta skola,Kommunal,Upplands Väsby,44227469,118,"67,8","83,1","223,6",2018
Upplands Väsby,Runby skola,Kommunal,Upplands Väsby,77624936,62,"77,4","88,7","231,1",2018
Upplands Väsby,Väsby skola,Kommunal,Upplands Väsby,31018677,81,"74,1","76,5","219,9",2018
Upplands Väsby,Vittra Väsby,Enskild,Vittraskolorna AB,24374886,28,"53,6","78,6","224,3",2018
Upplands-Bro,Källskolan Ekhammar,Enskild,Föreningen För Kristen Skola i Upplands-Bro,85796724,22,"81,8",~100,"237,2",2018
Upplands-Bro,Broskolan,Kommunal,Upplands-Bro,16983719,117,"70,1","78,6","229,4",2018
Upplands-Bro,Ekhammarskolan,Kommunal,Upplands-Bro,92284588,95,"78,9","89,5","236,6",2018
Upplands-Bro,Hagnässkolan,Kommunal,Upplands-Bro,16969143,79,"83,5","91,1","243,6",2018
Uppsala,Samsaskolan grundskola,Enskild,Attendo Samsa AB,49262000,17,..,..,"120,5",2018
Uppsala,Gluntens Montessoriskola,Enskild,Gluntens Montessoriskola Ek För,57484572,47,"91,5",~100,"281,0",2018
Uppsala,Katarinaskolan,Enskild,Heliga Katarinas Skolstiftelse,71951060,96,"72,9","91,7","249,7",2018
Uppsala,Internationella Engelska skolan Uppsala,Enskild,Internationella Engelska Skolan i Sverige AB,83401016,122,"92,6",~100,"272,8",2018
Uppsala,JENSEN grundskola Uppsala,Enskild,Jensen Education College AB,25730446,28,"85,7",~100,"231,3",2018
Uppsala,Kunskapsskolan Uppsala,Enskild,Kunskapsskolan i Sverige Aktiebolag,73947432,140,"96,4",~100,"273,9",2018
Uppsala,Kunskapsskolan Uppsala Norra,Enskild,Kunskapsskolan i Sverige Aktiebolag,73806643,78,"87,2","92,3","263,4",2018
Uppsala,LOKS                   Kyrkskolan 7-9,Enskild,LOKS AB,35561766,77,"89,6",~100,"252,8",2018
Uppsala,Magelungens Grundskola Uppsala,Enskild,Magelungen Utveckling AB,39922552,..,.,..,..,2018
Uppsala,Raoul Wallenbergskolan Uppsala,Enskild,Raoul Wallenbergskolorna AB,56867001,50,"72,0","82,0","222,0",2018
Uppsala,Uppsala Musikklasser,Enskild,Stiftelsen Uppsala Musikklasser,89387408,90,"93,3","100,0","275,4",2018
Uppsala,Uppsala waldorfskola,Enskild,Stiftelsen Uppsala Waldorfskola,69405762,16,"62,5",~100,"219,7",2018
Uppsala,Almunge skola,Kommunal,Uppsala,99056007,62,"82,3","88,7","247,2",2018
Uppsala,Björkvallsskolan,Kommunal,Uppsala,89112467,85,"72,9","85,9","222,7",2018
Uppsala,Eriksbergsskolan,Kommunal,Uppsala,18733789,97,"82,5","88,7","241,7",2018
Uppsala,Förberedelseskolan,Kommunal,Uppsala,45618443,11,.,.,..,2018
Uppsala,Gottsundaskolan,Kommunal,Uppsala,93042073,116,"69,8","76,7","218,0",2018
Uppsala,Gränbyskolan,Kommunal,Uppsala,60782519,120,"56,7","73,3","214,1",2018
Uppsala,Gåvsta skola,Kommunal,Uppsala,12275851,26,"80,8",~100,"228,8",2018
Uppsala,Kvarngärdesskolan,Kommunal,Uppsala,61003071,28,"85,7",~100,"284,4",2018
Uppsala,Nannaskolan,Kommunal,Uppsala,29677535,121,"76,0","87,6","238,6",2018
Uppsala,Palmbladsskolan,Kommunal,Uppsala,40275917,94,"61,7","77,7","200,9",2018
Uppsala,Stavby skola,Kommunal,Uppsala,72802066,..,..,..,..,2018
Uppsala,Stordammen,Kommunal,Uppsala,95132430,31,"77,4","77,4","213,8",2018
Uppsala,Tiundaskolan,Kommunal,Uppsala,53847396,119,"87,4","95,8","254,7",2018
Uppsala,Tuna skola,Kommunal,Uppsala,26666728,14,"78,6",~100,"234,1",2018
Uppsala,Tunabergsskolan,Kommunal,Uppsala,54742485,149,"82,6","87,9","238,6",2018
Uppsala,Vaksalaskolan,Kommunal,Uppsala,28006480,91,"81,3","94,5","249,1",2018
Uppsala,Valsätraskolan,Kommunal,Uppsala,56446888,129,"78,3","84,5","240,0",2018
Uppsala,von Bahrs skola,Kommunal,Uppsala,17250578,60,"56,7","86,7","209,7",2018
Uppsala,Västra Stenhagenskolan,Kommunal,Uppsala,48134074,65,"67,7","89,2","215,0",2018
Uppsala,Ärentunaskolan,Kommunal,Uppsala,64800741,139,"55,4","79,1","204,2",2018
Uppvidinge,Åsedaskolan 7-9,Kommunal,Uppvidinge,75658239,63,"57,1","76,2","201,9",2018
Uppvidinge,Älghultskolan,Kommunal,Uppvidinge,73077490,57,"71,9","78,9","226,1",2018
Vadstena,Petrus Magni skola H,Kommunal,Vadstena,21550555,72,"81,9","93,1","236,8",2018
Vaggeryd,Fågelforsskolan Hög,Kommunal,Vaggeryd,38944084,81,"60,5","69,1","192,2",2018
Vaggeryd,Hjortsjöskolan Hög,Kommunal,Vaggeryd,95197505,93,"78,5","90,3","230,0",2018
Vaggeryd,Skolan för nyanlända,Kommunal,Vaggeryd,92909042,..,.,.,.,2018
Valdemarsvik,Vammarskolan 4-9,Kommunal,Valdemarsvik,53620708,79,"67,1","83,5","219,2",2018
Vallentuna,Aktiviaskolan,Enskild,Aktivia AB,48184058,13,..,..,"117,0",2018
Vallentuna,Bällstabergsskolan,Kommunal,Vallentuna,52293921,27,"88,9",~100,"245,3",2018
Vallentuna,Ekebyskolan,Kommunal,Vallentuna,78821726,28,"85,7",~100,"259,0",2018
Vallentuna,Hammarbacksskolan,Kommunal,Vallentuna,31772387,56,"71,4","87,5","207,9",2018
Vallentuna,Hjälmstaskolan,Kommunal,Vallentuna,16855764,83,"81,9","88,0","227,9",2018
Vallentuna,Karbyskolan,Kommunal,Vallentuna,57370453,20,"75,0",~100,"215,7",2018
Vallentuna,Lovisedalsskolan,Kommunal,Vallentuna,29278599,69,"95,7",~100,"258,5",2018
Vallentuna,Olympiaskolan,Kommunal,Vallentuna,10299294,..,.,.,..,2018
Vallentuna,Vallentuna Friskola,Enskild,Vallentuna Friskola AB,72378947,50,"94,0",~100,"245,3",2018
Vallentuna,Vittra Vallentuna,Enskild,Vittraskolorna AB,46206050,25,"100,0","100,0","279,3",2018
Vansbro,Smedbergsskolan 4-9,Kommunal,Vansbro,20545871,80,"61,3","63,8","199,7",2018
Vara,Alléskolan,Kommunal,Vara,45270097,128,"68,0","81,3","207,9",2018
Vara,Nästegårdsskolan,Kommunal,Vara,88862132,53,"58,5","67,9","195,4",2018
Varberg,Kunskapsskolan Varberg,Enskild,Kunskapsskolan i Sverige Aktiebolag,52846430,19,"100,0","100,0","255,4",2018
Varberg,Montessorisk. Lära för livet,Enskild,Montessoristiftelsen Lära För Livet,88650307,..,..,..,..,2018
Varberg,Nyhemsskolan Varbergs Krist sk,Enskild,"Nyhemsskolan-Varbergs Kristna Skola, ekonomisk förening",74843338,..,..,..,..,2018
Varberg,Almers skola 7-9 och grundsärskolan äldre elever,Kommunal,Varberg,72527414,70,"80,0","90,0","232,3",2018
Varberg,Ankarskolan 4-9,Kommunal,Varberg,68653982,70,"95,7",~100,"254,0",2018
Varberg,Bosgårdsskolan 6-9,Kommunal,Varberg,92184735,68,"80,9","85,3","213,6",2018
Varberg,Hagaskolan 4-9,Kommunal,Varberg,26579492,50,"84,0",~100,"228,8",2018
Varberg,Håstensskolan 6 och 9,Kommunal,Varberg,75684823,122,"77,9","84,4","219,2",2018
Varberg,Lindberg skola 4-9,Kommunal,Varberg,23521056,22,"77,3","77,3","207,0",2018
Varberg,Påskbergsskolan 4-9,Kommunal,Varberg,50675351,52,"82,7","88,5","247,6",2018
Varberg,"Rolfstorps skola F-3, 7-9 och fritidshem",Kommunal,Varberg,46202890,47,"78,7","85,1","228,4",2018
Varberg,Trönninge skola 4-9,Kommunal,Varberg,71449540,48,"91,7",~100,"231,9",2018
Varberg,Vidhögeskolan 6-9,Kommunal,Varberg,70460569,53,"73,6","79,2","232,9",2018
Varberg,"Väröbackaskolan F-3, 7-9 och fritidshem",Kommunal,Varberg,68613823,52,"76,9","84,6","235,7",2018
Vaxholm,Kronängsskolan,Kommunal,Vaxholm,48724676,127,"94,5",~100,"256,9",2018
Vellinge,Framtidskomp. V Ingelstad sk,Enskild,Framtidskompassen AB,44979671,43,"93,0",~100,"246,0",2018
Vellinge,Framtidskompassen i Vellinge,Enskild,Framtidskompassen AB,15068529,37,"94,6",~100,"260,9",2018
Vellinge,Skanör Falsterbo Montessorisk.,Enskild,Skanör Falsterbo Montessoriskola AB,46725455,21,"85,7",~100,"246,3",2018
Vellinge,Herrestorpskolan,Kommunal,Vellinge,16650439,28,"89,3",~100,"241,7",2018
Vellinge,Ljungenskolan,Kommunal,Vellinge,41197162,56,"98,2",~100,"283,1",2018
Vellinge,Sandeplanskolan,Kommunal,Vellinge,71367825,57,"80,7",~100,"255,4",2018
Vellinge,Skanörs skola,Kommunal,Vellinge,46945514,39,"94,9",~100,"277,6",2018
Vellinge,Stora Hammars skola,Kommunal,Vellinge,24181728,55,"85,5","87,3","241,7",2018
Vellinge,Södervångskolan,Kommunal,Vellinge,28023150,50,"90,0",~100,"259,5",2018
Vellinge,Tångvallaskolan,Kommunal,Vellinge,58994715,36,"100,0","100,0","268,5",2018
Vellinge,Ängdalaskolan,Enskild,Ängdala Skolor AB,11885832,51,"100,0","100,0","279,7",2018
Vetlanda,Vetlanda Friskola,Enskild,Hope Stiftelsen,13123046,..,..,..,..,2018
Vetlanda,Landsbro skola 7-9,Kommunal,Vetlanda,69564434,112,"67,9","77,7","209,6",2018
Vetlanda,Mogärdeskolan 7-9,Kommunal,Vetlanda,28429330,60,"73,3","85,0","214,7",2018
Vetlanda,Withalaskolan 1,Kommunal,Vetlanda,71069662,142,"76,1","79,6","220,1",2018
Vilhelmina,Hembergsskolan 7-9,Kommunal,Vilhelmina,59758107,62,"59,7","75,8","205,7",2018
Vilhelmina,Saxnäs skola,Kommunal,Vilhelmina,79002691,..,..,..,..,2018
Vilhelmina,Strandskolan,Enskild,Vilhelmina Fria Församling,45737019,13,"76,9",~100,"239,6",2018
Vimmerby,Astrid Lindgrens skola 7-9,Kommunal,Vimmerby,92620495,75,"57,3","68,0","202,1",2018
Vimmerby,Vimarskolan 7-9,Kommunal,Vimmerby,39345593,78,"76,9","82,1","217,1",2018
Vindeln,Renforsskolan,Kommunal,Vindeln,74352559,58,"75,9","84,5","222,1",2018
Vingåker,Slottsskolan 7-9,Kommunal,Vingåker,52426554,105,"39,0","51,4","171,9",2018
Vårgårda,Gullhögskolan,Kommunal,Vårgårda,84179524,123,"64,2","77,2","204,0",2018
Vänersborg,"Fridaskolan, Vänersborg",Enskild,Fridaskolorna AB,10982633,73,"80,8","89,0","252,4",2018
Vänersborg,Dalboskolan,Kommunal,Vänersborg,93140467,55,"49,1","56,4","166,1",2018
Vänersborg,Silvertärnan,Kommunal,Vänersborg,56817466,92,"70,7","78,3","205,5",2018
Vänersborg,Torpaskolan,Kommunal,Vänersborg,56373070,140,"57,1","73,6","192,9",2018
Vänersborg,Vänerparkens skola,Kommunal,Vänersborg,59193729,83,"74,7","80,7","218,0",2018
Vännäs,Hammarskolan AB,Kommunal,Vännäs,94348319,57,"87,7","91,2","238,8",2018
Vännäs,Hammarskolan CD,Kommunal,Vännäs,90298777,58,"82,8","89,7","220,9",2018
Värmdö,Lemshaga Akademi,Enskild,Lemshagastiftelsen,11364996,50,"98,0","100,0","281,8",2018
Värmdö,Brunns skola,Kommunal,Värmdö,42434583,90,"90,0","94,4","256,8",2018
Värmdö,Farstavikens skola,Kommunal,Värmdö,60624757,85,"65,9","71,8","212,5",2018
Värmdö,Hemmestaskolan,Kommunal,Värmdö,24561769,150,"89,3","93,3","240,1",2018
Värmdö,"Kullsvedsskolan, Grundskola",Kommunal,Värmdö,67362048,..,..,..,..,2018
Värmdö,Värmdö Skärgårdsskola,Kommunal,Värmdö,77630712,43,"90,7",~100,"231,7",2018
Värmdö,Ösbyskolan,Kommunal,Värmdö,88283203,76,"88,2","93,4","249,5",2018
Värnamo,Apladalsskolan,Kommunal,Värnamo,40576389,138,"73,2","83,3","222,0",2018
Värnamo,Bors skola,Kommunal,Värnamo,68702432,67,"76,1","82,1","216,3",2018
Värnamo,Forshedaskolan,Kommunal,Värnamo,23192281,81,"86,4","88,9","230,8",2018
Värnamo,Gröndalsskolan,Kommunal,Värnamo,41729877,164,"81,7","86,0","223,3",2018
Västervik,Gamlebyvikens friskola,Enskild,Josua Education AB,80536102,11,"100,0","100,0","278,9",2018
Västervik,Alphaskolan,Enskild,Kunskapsnavet AB,25749057,49,"75,5","81,6","229,9",2018
Västervik,Ankarsrums skola 7-9,Kommunal,Västervik,72904597,42,"45,2","52,4","186,3",2018
Västervik,Ellen Keyskolan RO1,Kommunal,Västervik,95812326,55,"85,5","87,3","246,2",2018
Västervik,Ellen Keyskolan RO2,Kommunal,Västervik,93189549,71,"78,9","85,9","226,9",2018
Västervik,Ludvigsborgsskolan,Kommunal,Västervik,16547623,101,"71,3","75,2","225,6",2018
Västervik,Östra Ringskolan,Kommunal,Västervik,18058977,82,"57,3","80,5","196,4",2018
Västerås,Centuriaskolan,Enskild,021 Skol AB,83896681,22,"90,9","100,0","256,8",2018
Västerås,Entréskolan Västerås,Enskild,AmiSgo AB,77743622,17,"82,4",~100,"236,6",2018
Västerås,Skälbyskolan,Enskild,CK Utbildning AB,50095535,47,"72,3","80,9","217,7",2018
Västerås,Internationella Engelska Skolan Västerås,Enskild,Internationella Engelska Skolan i Sverige AB,46042136,125,"85,6","93,6","266,3",2018
Västerås,JENSEN grundskola Västerås,Enskild,Jensen Education College AB,44284183,60,"85,0",~100,"259,1",2018
Västerås,Kunskapsskolan Västerås,Enskild,Kunskapsskolan i Sverige Aktiebolag,30576881,70,"90,0",~100,"266,4",2018
Västerås,Magelungens grundskola Västerås,Enskild,Magelungen Utveckling AB,82151850,..,.,.,..,2018
Västerås,Rotundaskolan,Enskild,Pysslingen Förskolor och Skolor AB,80009811,48,"77,1","83,3","239,7",2018
Västerås,Fryxellska skolan,Enskild,Stiftelsen Fryx,73093445,143,"97,9","100,0","267,8",2018
Västerås,Pilträdsskolan,Enskild,Stiftelsen Källan,81265119,21,"71,4","76,2","225,6",2018
Västerås,"Västerås Waldorfskola, grund",Enskild,Stiftelsen Västerås Waldorfskola,14896115,13,..,..,"169,6",2018
Västerås,Grundskolan Äventyret,Enskild,Stiftelsen Äventyret,57243353,..,..,..,..,2018
Västerås,Apalbyskolan,Kommunal,Västerås,89379865,45,"66,7","75,6","214,7",2018
Västerås,Irstaskolan,Kommunal,Västerås,61002601,83,"89,2","92,8","246,1",2018
Västerås,Kristiansborgsskolan,Kommunal,Västerås,65736810,131,"65,6","87,8","208,6",2018
Västerås,Nybyggeskolan,Kommunal,Västerås,69664897,184,"54,9","70,1","200,2",2018
Västerås,Persboskolan,Kommunal,Västerås,10453232,60,"60,0","65,0","190,7",2018
Västerås,Pettersbergsskolan,Kommunal,Västerås,66142210,72,"29,2","41,7","151,3",2018
Västerås,Rönnbyskolan,Kommunal,Västerås,99408329,47,"83,0","89,4","258,7",2018
Västerås,Skiljeboskolan,Kommunal,Västerås,77449846,123,"61,0","69,9","213,4",2018
Västerås,Tillbergaskolan,Kommunal,Västerås,33439128,60,"68,3","85,0","216,1",2018
Västerås,Viksängsskolan,Kommunal,Västerås,35110948,170,"77,6","89,4","238,0",2018
Västerås,Önstaskolan,Kommunal,Västerås,84998800,110,"65,5","71,8","223,9",2018
Växjö,Kronoberg Skola,Enskild,Kronoberg Skola Aktiebolag,44785862,100,"92,0",~100,"259,7",2018
Växjö,Växjö Internationella Grundskola 7-9,Enskild,Lacko Internationella Grundskola AB,20002379,23,"65,2",~100,"212,8",2018
Växjö,Thoren Framtid i Växjö,Enskild,Thoren Framtid AB,69600902,101,"75,2","84,2","224,1",2018
Växjö,Braås skola,Kommunal,Växjö,40283052,48,"58,3","77,1","198,2",2018
Växjö,Fagrabäckskolan,Kommunal,Växjö,29751275,247,"74,5","84,2","223,4",2018
Växjö,Lammhults skola,Kommunal,Växjö,57569623,49,"63,3","77,6","218,8",2018
Växjö,Norregårdskolan,Kommunal,Växjö,12286029,185,"77,3","84,3","227,0",2018
Växjö,Pär Lagerkvistskolan 7-9,Kommunal,Växjö,18116804,136,"79,4","82,4","233,5",2018
Växjö,Pär Lagerkvistskolan F-6,Kommunal,Växjö,23757669,..,.,..,..,2018
