skolverket_skolnamn,school_unit,skolverket_kommunnamn,skolverket_kommun,huvudman,skolverket_huvudman_namn,skolverket_huvudman_kod,skolverket_helttj_larare_o_adm_tcv17,skolverket_helttj_adm_tcv17,skolverket_helttj_larare_tcv17,skolverket_helttj_andel_kvi_tcv17,skolverket_helttj_andel_ped_tcv17,skolverket_helttj_andel_specped_tcv17,skolverket_elever_per_helttj_tcv17,skolverket_helttj_syv_tcv17,skolverket_elever_per_syvhelttj_tcv17,skolverket_helttj_andel_tillsv_tcv17,year
Vildmarksgymnasiet,64270497,Hylte,1315,2120001207,Hylte,Kommunal,"3,4","0,2","3,2","23,4","50,0",.,"3,8",.,.,"100,0",2016
Fridegårdsgymnasiet,58125096,Håbo,0305,2120000241,Håbo,Kommunal,"40,8","0,7","40,1","56,3","77,0","9,2","11,4","1,0","456,0","80,0",2016
Fridegårdsgymnasiet- AST-programmen,82914148,Håbo,0305,2120000241,Håbo,Kommunal,"13,7","0,1","13,6","74,9","81,3","7,4","5,3","0,6","120,0","87,5",2016
Pihlskolan gymnasium,20620556,Hällefors,1863,2120001942,Hällefors,Kommunal,"17,6","0,9","16,7","69,9","65,8","6,0","9,2","0,4","405,3","67,5",2016
Fjällbyns gymnasieskola,77839100,Härjedalen,2361,5564001534,Fjällbyns Gymnasieskola i Funäsdalen AB,Enskild,"7,8","0,5","7,3","57,9","43,4",.,"1,7","0,2","60,0","100,0",2016
Härjedalens gymnasium,17173461,Härjedalen,2361,2120002510,Härjedalen,Kommunal,"28,2","1,0","27,2","52,7","49,2","3,7","7,0","0,5","380,0","68,6",2016
Härnösands gymnasium 1,55535552,Härnösand,2280,2120002403,Härnösand,Kommunal,"25,7","1,0","24,7","64,0","80,2","4,9","10,7","0,7","377,1","93,5",2016
Härnösands gymnasium 3,30468157,Härnösand,2280,2120002403,Härnösand,Kommunal,"33,4","1,0","32,4","51,1","81,2","2,5","12,7","0,5","820,0","97,8",2016
Härnösands gymnasium2,19560192,Härnösand,2280,2120002403,Härnösand,Kommunal,"31,2","1,0","30,2","53,0","57,3",.,"7,3","1,0","220,0","98,7",2016
Hulebäcksgymnasiet 1,98053087,Härryda,1401,2120001264,Härryda,Kommunal,"25,3","1,0","24,3","46,5","91,8","4,1","11,0","0,6","445,0","95,1",2016
Hulebäcksgymnasiet 2,92533079,Härryda,1401,2120001264,Härryda,Kommunal,"23,7","1,0","22,7","53,2","96,5",.,"9,7","0,5","440,0","99,1",2016
Hulebäcksgymnasiet 3,61528940,Härryda,1401,2120001264,Härryda,Kommunal,"23,2","1,0","22,2","58,4","95,5",.,"16,8","0,3","1 488,0","95,5",2016
Hulebäcksgymnasiet 4,23681822,Härryda,1401,2120001264,Härryda,Kommunal,"25,0","1,0","24,0","67,4","95,8",.,"16,3","0,4","977,5","83,3",2016
Hulebäcksgymnasiet 5,66861851,Härryda,1401,2120001264,Härryda,Kommunal,"29,6","1,0","28,6","61,8","96,5",.,"14,5","0,7","592,9","86,3",2016
Hulebäcksgymnasiet 6,72206824,Härryda,1401,2120001264,Härryda,Kommunal,"11,3",.,"11,3","42,5","91,2",.,"15,8","0,6","308,6","91,2",2016
Hässleholms Tekniska Skola,92858957,Hässleholm,1293,2120000985,Hässleholm,Kommunal,"84,4","3,5","80,9","61,2","90,6","2,2","11,8","2,0","477,0","95,0",2016
Jacobsskolan,46660042,Hässleholm,1293,2120000985,Hässleholm,Kommunal,"60,3","3,0","57,3","46,7","76,0","1,7","7,8","1,0","446,0","78,4",2016
Norrängsskolan,33678402,Hässleholm,1293,2120000985,Hässleholm,Kommunal,"7,0",.,"7,0","55,7","81,2","16,5","6,2",.,.,"93,4",2016
Ungdomscentrum,23372675,Hässleholm,1293,2120000985,Hässleholm,Kommunal,"4,6","1,0","3,6","94,4","94,4","55,6","66,9","2,0","120,5","100,0",2016
Kullagymnasiet,86296935,Höganäs,1284,2120001165,Höganäs,Kommunal,"41,2","2,0","39,2","47,0","92,2",.,"13,4","2,8","185,2","92,7",2016
Högsby gymnasieskola,67783774,Högsby,0821,2120000688,Högsby,Kommunal,"16,3","0,4","15,9","54,2","58,8","9,4","7,7","0,5","246,0","62,2",2016
"Hörby Lärcenter, Gymnasieutb.",95324620,Hörby,1266,2120001108,Hörby,Kommunal,"2,2","0,4","1,8","55,2","86,2","55,2","37,6","1,0","68,0","86,2",2016
Hörby Yrkesgymnasium,38917647,Hörby,1266,5568212939,Hörby Yrkesgymnasium AB,Enskild,"8,2","1,0","7,2","34,7","27,8",.,"9,2",.,.,"100,0",2016
Gymnasieutbildningen i Höör,45101776,Höör,1267,2120001116,Höör,Kommunal,"7,8","0,5","7,3","91,0","78,0",.,"11,4","0,2","415,0","77,3",2016
Karolinaskolan,21363125,Höör,1267,7420002045,"Föreningen Fogdaröd omsorg, vård & utbildning utan personligt ansvar",Enskild,"5,9","0,7","5,2","60,7","85,6",.,"5,0",.,.,"100,0",2016
Bokenskolan,39555838,Jokkmokk,2510,2220000760,Jokkmokk,Kommunal,"26,6","0,9","25,7","57,2","56,1","6,2","6,8","1,0","175,0","57,7",2016
Didaktus Jakobsberg,85214294,Järfälla,0123,5564732856,Didaktus Skolor AB,Enskild,"11,5","1,5","10,0","66,3","53,8",.,"32,5","0,4","807,5","100,0",2016
Järfälla gymnasium,82084961,Järfälla,0123,2120000043,Järfälla,Kommunal,"94,2",.,"94,2","44,0","87,5",.,"12,9","2,5","487,6","82,0",2016
Bäckadalsgymnasiet RO 1,10317430,Jönköping,0680,2120000530,Jönköping,Kommunal,"34,8","1,0","33,8","26,0","74,6","3,0","11,2",.,.,"74,3",2016
Bäckadalsgymnasiet Ro 2,62147240,Jönköping,0680,2120000530,Jönköping,Kommunal,"36,4","0,8","35,7","66,5","93,3","4,1","8,7","1,0","312,0","91,0",2016
Bäckadalsgymnasiet RO 3,99948872,Jönköping,0680,2120000530,Jönköping,Kommunal,"40,6","1,0","39,6","20,0","47,8",.,"10,2","1,0","405,0","87,6",2016
Erik Dahlbergsgymnasiet Ro 1,67279263,Jönköping,0680,2120000530,Jönköping,Kommunal,"31,4","1,0","30,4","46,5","84,7","2,5","15,6","1,0","474,0","78,9",2016
Erik Dahlbergsgymnasiet RO 2,40037982,Jönköping,0680,2120000530,Jönköping,Kommunal,"24,7","1,0","23,7","78,3","84,2",.,"14,4","1,0","342,0","71,7",2016
Erik Dahlbergsgymnasiet RO 3,51210136,Jönköping,0680,2120000530,Jönköping,Kommunal,"28,9","1,0","27,9","56,9","89,2","7,2","13,5","0,5","735,3","89,2",2016
Erik Dahlbergsgymnasiet RO 4,73829818,Jönköping,0680,2120000530,Jönköping,Kommunal,"24,0","1,0","23,0","35,8","89,6","8,7","11,8","1,0","271,0","75,8",2016
Grennaskolan GY,54395430,Jönköping,0680,2120000530,Jönköping,Kommunal,"11,0","1,0","10,0","9,0","97,4","8,9","8,7","0,4","241,7","90,1",2016
JENSEN Gymnasium Jönköping,18881773,Jönköping,0680,5566358759,Jensen Education College AB,Enskild,"7,1","0,9","6,2","71,9","58,7",.,"11,3",.,.,"74,8",2016
Kungsgymnasiet,50908408,Jönköping,0680,8260017648,Jönköpings Kristna Skolförening,Enskild,"5,0","0,5","4,6","38,5","93,4","2,2","7,9","0,1","720,0","82,4",2016
LBS Ljud & Bildskolan Jönköping,18594470,Jönköping,0680,5564851649,Ljud & Bildskolan Lbs AB,Enskild,"16,8","1,0","15,8","24,1","64,6",.,"16,9","0,3","890,0","48,1",2016
Magelungens Gymnasium Jönköping,69271071,Jönköping,0680,5564891447,Magelungen Utveckling AB,Enskild,"8,5","1,0","7,5","79,9","98,0","17,4","3,8","0,2","140,0","88,6",2016
Mottagningsskola gymn,54946505,Jönköping,0680,2120000530,Jönköping,Kommunal,"0,4","0,4",.,.,.,.,.,"1,0","9,0",.,2016
Per Brahegymnasiet RO 1,78295411,Jönköping,0680,2120000530,Jönköping,Kommunal,"32,2","1,0","31,2","65,2","93,6","3,2","15,2","0,9","526,7","89,1",2016
Per Brahegymnasiet RO 2,80686587,Jönköping,0680,2120000530,Jönköping,Kommunal,"20,6","1,0","19,6","43,8","93,0","5,1","16,0","0,5","626,0","92,7",2016
Per Brahegymnasiet RO 3,72232853,Jönköping,0680,2120000530,Jönköping,Kommunal,"27,5","1,0","26,5","65,0","89,0","3,8","11,6","1,0","308,0","92,6",2016
Plusgymnasiet i Jönköping,12279302,Jönköping,0680,5565789129,Plusgymnasiet AB,Enskild,"25,4","3,0","22,4","72,4","71,0",.,"15,2","0,2","1 700,0","74,1",2016
Praktiska Jönköping,17849518,Jönköping,0680,5562575786,Praktiska Sverige AB,Enskild,"8,5","1,0","7,5","36,2","24,2",.,"12,5",.,.,"51,0",2016
Sandagymnasiet RO 1,62177293,Jönköping,0680,2120000530,Jönköping,Kommunal,"32,7","1,0","31,7","52,2","87,6","7,9","17,8","0,9","625,6","84,9",2016
Sandagymnasiet RO 2,20323435,Jönköping,0680,2120000530,Jönköping,Kommunal,"26,0","1,0","25,0","52,2","90,6","4,0","11,0","0,9","305,6","90,4",2016
Sandagymnasiet RO 4,46137123,Jönköping,0680,2120000530,Jönköping,Kommunal,"13,2","0,4","12,8","24,8","72,2","1,8","15,6","0,1","2 000,0","96,9",2016
Vettergymnasiet Jönköping,12448823,Jönköping,0680,5567507420,Wetterbygdens Gymnasium AB,Enskild,"5,9","0,5","5,4","55,6","37,0",.,"11,3","0,1","610,0","81,5",2016
Furuhedsskolan 1,40667807,Kalix,2514,2120002692,Kalix,Kommunal,"31,8","1,0","30,8","53,3","89,7","1,6","9,1","1,7","164,1","92,1",2016
Furuhedsskolan 2,18091973,Kalix,2514,2120002692,Kalix,Kommunal,"46,5","1,0","45,5","34,8","68,6","3,3","7,4","1,1","305,5","86,3",2016
Calmare Internationella Skola,88466776,Kalmar,0880,5565896213,CIS Kalmar AB,Enskild,"15,4","1,0","14,4","50,5","78,7",.,"13,0",.,.,"87,5",2016
Dag Hammarskjöld Gymnasiet,36539945,Kalmar,0880,8324012288,Stiftelsen Kalmar Waldorfskola,Enskild,"2,5","0,2","2,3","56,4","80,9",.,"7,6",.,.,"85,8",2016
Fria Läroverken i Kalmar,40634612,Kalmar,0880,5569306979,Gymnasieskolor i Syd AB,Enskild,"11,4","1,0","10,4","16,3","74,0",.,"13,5","0,2","700,0","74,0",2016
Helgesbogymnasiet,35390185,Kalmar,0880,2620000071,Hushållningssällskapet Kalmar-Kronoberg-Blekinge,Enskild,"4,2","0,2","4,0",.,"75,0",.,"6,3",.,.,"75,0",2016
Ingelstorpgymnasiet,88624631,Kalmar,0880,2620000071,Hushållningssällskapet Kalmar-Kronoberg-Blekinge,Enskild,"12,4","0,8","11,6","69,0","77,6","8,6","7,3","0,2","425,0","80,2",2016
"Jenny Nyströmsskolan 1 ES, IM",62439199,Kalmar,0880,8324016453,Kalmar,Kommunal,"28,7",.,"28,7","39,6","75,4","3,5","11,0","0,6","526,7","81,1",2016
"Jenny Nyströmsskolan 2 HT, RL, NA",66132676,Kalmar,0880,8324016453,Kalmar,Kommunal,"28,1","1,0","27,1","57,7","85,5",.,"10,6","1,0","288,0","90,2",2016
"Jenny Nyströmsskolan 4 BF, VO",80762863,Kalmar,0880,8324016453,Kalmar,Kommunal,"24,8","1,0","23,8","69,1","96,6","8,4","10,0","0,4","592,5","91,0",2016
"Lars Kaggskolan 1 NA, HV",77688926,Kalmar,0880,8324016453,Kalmar,Kommunal,"26,6","1,0","25,6","81,3","81,4",.,"12,5",.,.,"86,1",2016
"Lars Kaggskolan 2 TE, VF",14508922,Kalmar,0880,8324016453,Kalmar,Kommunal,"23,1","1,0","22,1","29,3","88,2","4,5","14,7","3,0","108,0","94,2",2016
Lars Kaggskolan 3 IM,89409574,Kalmar,0880,8324016453,Kalmar,Kommunal,"25,6","1,0","24,6","89,4","89,4","3,3","12,1","0,5","592,0","65,8",2016
"Lars Kaggskolan 4 BA, EE, FT",69629086,Kalmar,0880,8324016453,Kalmar,Kommunal,"32,8","1,0","31,8","12,1","69,1",.,"11,1",.,.,"78,0",2016
Plusgymnasiet Kalmar,37358234,Kalmar,0880,5565789129,Plusgymnasiet AB,Enskild,"8,4","1,0","7,4","78,4","62,2",.,"13,4","0,4","247,5","70,3",2016
Praktiska Kalmar,31657916,Kalmar,0880,5562575786,Praktiska Sverige AB,Enskild,"11,0","1,0","10,0","21,6","47,7","10,1","11,2",.,.,"100,0",2016
"Stagneliusskolan 1 SASAM, SAMED, IMIND",21008461,Kalmar,0880,8324016453,Kalmar,Kommunal,"25,1","1,0","24,1","67,9","93,8",.,"10,0",.,.,"87,1",2016
"Stagneliusskolan 2 EK, HA",54606928,Kalmar,0880,8324016453,Kalmar,Kommunal,"21,3","1,0","20,3","55,2","90,1","19,7","17,6","2,0","179,0","93,6",2016
Stagneliusskolan 3 SABET,53893730,Kalmar,0880,8324016453,Kalmar,Kommunal,"28,7","1,0","27,7","46,0","88,1",.,"14,1",.,.,"100,0",2016
SYAB Transportgymnasium,46241804,Kalmar,0880,5567290035,SYAB Transportgymnasium AB,Enskild,"9,0","1,0","8,0","18,8","73,8",.,"10,6","0,1","850,0","98,8",2016
Vuxenutbildningen i Karlsborg och Karlsborgs gymnasieskola,55870331,Karlsborg,1446,2120001629,Karlsborg,Kommunal,"3,8","0,4","3,4","54,4","20,1",.,"9,9","0,2","170,0","20,1",2016
Fria Läroverken i Karlshamn,42573391,Karlshamn,1082,5569306979,Gymnasieskolor i Syd AB,Enskild,"10,6","0,5","10,1","38,9","61,3",.,"11,0","0,1","1 110,0","59,3",2016
Vägga gymnasieskola 1,21673083,Karlshamn,1082,2120000845,Karlshamn,Kommunal,"12,7","0,5","12,2","56,9","62,3",.,"13,7",.,.,"57,4",2016
Vägga gymnasieskola 2,64574972,Karlshamn,1082,2120000845,Karlshamn,Kommunal,"30,8","1,0","29,8","68,3","82,9","4,5","8,4","0,8","313,8","74,2",2016
Vägga gymnasieskola 3,19741742,Karlshamn,1082,2120000845,Karlshamn,Kommunal,"26,7","1,0","25,7","49,1","77,5","5,2","9,9","0,8","320,0","88,2",2016
Vägga gymnasieskola 4,29032715,Karlshamn,1082,2120000845,Karlshamn,Kommunal,"34,1","1,0","33,1","33,4","72,2","4,0","9,8","0,9","362,2","70,8",2016
Karlskoga Idrottsgymnasium,45830583,Karlskoga,1883,5567823611,Karlskoga Idrottsgymnasium AB,Enskild,"6,3","0,6","5,7","77,1","84,2",.,"13,7",.,.,"79,8",2016
Möckelngymnasiet Ro 2,48931433,Karlskoga,1883,2120001991,Karlskoga,Kommunal,"27,6","1,0","26,6","55,8","99,5",.,"12,8",.,.,"99,5",2016
Möckelngymnasiet Ro 3,97270136,Karlskoga,1883,2120001991,Karlskoga,Kommunal,"34,9","1,0","33,9","61,1","90,1","3,0","11,4",.,.,"91,3",2016
Möckelngymnasiet Ro 4,19909435,Karlskoga,1883,2120001991,Karlskoga,Kommunal,"25,0","1,0","24,0","40,7","81,6","12,5","9,8","1,0","234,0","83,6",2016
af Chapmangymnasiet,30530571,Karlskrona,1080,2120000829,Karlskrona,Kommunal,"52,3","2,0","50,3","68,5","81,8","4,0","14,7","2,0","369,0","81,6",2016
Aspero Idrottsgymn. Karlskrona,78839208,Karlskrona,1080,5566363973,Aspero Friskolor AB,Enskild,"11,7","1,0","10,7","52,1","77,9",.,"17,2","0,1","1 840,0","87,0",2016
Ehrensvärdska gymnasiet,96024712,Karlskrona,1080,2120000829,Karlskrona,Kommunal,"49,8","2,0","47,8","55,6","91,6","3,4","11,6",.,.,"97,9",2016
"Mikael Elias Gymnasium, Karlskrona",30458073,Karlskrona,1080,5565583282,Mikael Elias Gymnasium AB,Enskild,"8,4","0,8","7,6","12,6","53,0",.,"5,3",.,.,"94,7",2016
Praktiska Karlskrona,40829056,Karlskrona,1080,5562575786,Praktiska Sverige AB,Enskild,"9,2","1,0","8,2","41,5","36,6",.,"12,2",.,.,"57,3",2016
Törnströmska gymnasiet,85800840,Karlskrona,1080,2120000829,Karlskrona,Kommunal,"46,9",.,"46,9","36,2","79,3","2,1","10,0",.,.,"95,0",2016
Folkuniversitetets gymnasium i Karlstad,68920727,Karlstad,1780,8572006313,Folkuniversitetet Stiftelsen Kursver Ksamheten Vid Göteborgs Universitet,Enskild,"15,2","1,0","14,2","66,4","86,6",.,"9,6","0,2","680,0","92,9",2016
Fria Läroverken Karlstad,27115998,Karlstad,1780,5569172041,Fria Läroverken i Sverige AB,Enskild,"32,8","1,0","31,8","36,3","70,3","5,5","15,2",.,.,"82,9",2016
IT-Gymnasiet Karlstad,41867682,Karlstad,1780,5565970471,IT Gymnasiet Sverige AB,Enskild,"8,7","1,0","7,7","15,6","61,7",.,"13,1",.,.,"50,0",2016
Klara Gymnasium Karlstad,79516949,Karlstad,1780,5566303938,Klaragymnasium AB,Enskild,"22,7","1,7","21,0","46,0","96,4","4,0","15,0","0,2","2 106,7","96,4",2016
Lillerudsgymnasiet,65662401,Karlstad,1780,5566243548,Lillerudsgymnasiet AB,Enskild,"23,2","1,0","22,2","65,7","78,8","2,3","9,6","0,5","426,0","87,5",2016
Nobelgymnasiet,39583059,Karlstad,1780,2120001850,Karlstad,Kommunal,"90,3","1,0","89,3","52,9","87,2","3,4","12,5","2,0","557,0","95,2",2016
Plusgymnasiet Karlstad,93947551,Karlstad,1780,5565789129,Plusgymnasiet AB,Enskild,"3,9","1,0","2,9","48,5","43,3","10,3","8,9",.,.,"29,6",2016
Praktiska Karlstad,38645259,Karlstad,1780,5562575786,Praktiska Sverige AB,Enskild,"17,2","1,0","16,2","42,6","72,2","6,2","11,0","0,2","890,0","88,9",2016
Sundstagymnasiet,96684210,Karlstad,1780,2120001850,Karlstad,Kommunal,"71,2","0,9","70,3","42,9","97,3","2,7","13,4","1,8","540,0","94,4",2016
Thoren Business School Karlstad,87207941,Karlstad,1780,5566139290,Thorengruppen AB,Enskild,"16,0","1,0","15,0","65,2","86,7",.,"18,2","0,5","546,0","75,2",2016
Tingvallagymnasiet,11673760,Karlstad,1780,2120001850,Karlstad,Kommunal,"49,0","0,6","48,4","68,8","90,1","7,2","14,3","1,5","460,7","94,6",2016
Älvkullegymnasiet,46574937,Karlstad,1780,2120001850,Karlstad,Kommunal,"64,0","1,0","63,0","47,0","88,4","3,2","16,5","2,0","520,0","92,4",2016
Duveholmsgymnasiet 1,23836342,Katrineholm,0483,2120000340,Katrineholm,Kommunal,"40,0","1,5","38,5","60,9","80,1","1,3","12,1","0,5","930,0","99,8",2016
Duveholmsgymnasiet 2,36680378,Katrineholm,0483,2120000340,Katrineholm,Kommunal,"3,9","0,3","3,7","71,5","95,3",.,"1,4","0,5","10,0","100,0",2016
Ellwynska skolan,30602363,Katrineholm,0483,2120000340,Katrineholm,Kommunal,"11,8","0,8","11,1","75,2","73,9",.,"14,5","0,3","644,0","100,0",2016
Katrineholms Tekniska College 1,63791419,Katrineholm,0483,2120000340,Katrineholm,Kommunal,"19,0","1,0","18,0","43,2","79,0",.,"13,2","0,5","474,0","100,0",2016
Katrineholms Tekniska College 2,39805497,Katrineholm,0483,2120000340,Katrineholm,Kommunal,"19,0","1,0","18,0","31,4","82,0",.,"9,1","0,5","328,0","100,0",2016
Lindengymnasiet,38400227,Katrineholm,0483,2120000340,Katrineholm,Kommunal,"28,8","1,0","27,8","45,2","70,7",.,"12,3","1,0","360,0","92,8",2016
Allhamra Gymnasieskola,94660328,Kinda,0513,2120000399,Kinda,Kommunal,"8,0","0,5","7,5","60,3","49,9",.,"6,9","1,0","52,0","73,9",2016
Hjalmar Lundbohmsskolan enhet 1,81619482,Kiruna,2584,2220000760,Kiruna,Kommunal,"33,5","1,0","32,5","58,5","89,2","3,1","9,4",.,.,"81,5",2016
Hjalmar Lundbohmsskolan enhet 2,83829189,Kiruna,2584,2220000760,Kiruna,Kommunal,"22,0","1,0","21,0","31,0","47,6","4,8","7,9",.,.,"47,6",2016
Hjalmar Lundbohmsskolan enhet 3,46145886,Kiruna,2584,2220000760,Kiruna,Kommunal,"22,5","1,0","21,5","34,9","76,7","4,7","8,9",.,.,"76,7",2016
Hjalmar Lundbohmsskolan enhet 4,12395564,Kiruna,2584,2220000760,Kiruna,Kommunal,"16,8","1,0","15,8","82,5","87,3",.,"7,5","4,0","29,5","93,7",2016
Rymdgymnasiet,90006712,Kiruna,2584,5565528022,Malmens Friskola AB,Enskild,"6,8","0,7","6,1","56,6","37,6",.,"14,4","0,3","293,3","37,6",2016
"Flygteknikcenter, Ljungbyhed",43649848,Klippan,1276,2120000928,Klippan,Kommunal,"9,3","1,0","8,3","11,5","33,6","1,2","7,6","0,1","1 260,0","87,9",2016
Segragymnasiet Klippan,75344502,Klippan,1276,5569162562,Sveriges Naturbruksgymnasium AB,Enskild,"9,6","1,0","8,6","75,4","53,2",.,"11,6","0,1","990,0","91,8",2016
Tegelbruksskolan,84247499,Klippan,1276,2120000928,Klippan,Kommunal,"29,0","1,0","28,0","20,0","53,5",.,"10,9","1,0","305,0","61,5",2016
Åbyskolan 1,27041885,Klippan,1276,2120000928,Klippan,Kommunal,"22,3","1,0","21,3","48,6","87,1","2,8","10,4","0,5","493,3","95,8",2016
Åbyskolan 2,39149668,Klippan,1276,2120000928,Klippan,Kommunal,"13,3","1,0","12,3","54,7","88,2","2,9","13,0","0,5","353,3","100,0",2016
Åbyskolan 3,13509408,Klippan,1276,2120000928,Klippan,Kommunal,"10,8","1,0","9,8","73,5","83,7",.,"19,9","1,0","195,0","67,3",2016
Sjögrenska gymnasiet,97064126,Knivsta,0330,2120003013,Knivsta,Kommunal,"12,8","0,5","12,3","52,8","75,6","8,1","6,9",.,.,"50,4",2016
Nordviksskolan,32580162,Kramfors,2282,5568350309,Nordvik Höga Kusten kompetens AB,Enskild,"5,6",.,"5,6","80,4","26,8",.,"12,0",.,.,"76,8",2016
Räddningsgymnasiet Sandö,38233622,Kramfors,2282,2120002429,Kramfors,Kommunal,"7,2","0,2","7,0","42,9","100,0",.,"13,3",.,.,"100,0",2016
Ådalsskolan 1,48156011,Kramfors,2282,2120002429,Kramfors,Kommunal,"15,0","2,0","13,0","63,9","80,8","7,7","11,2","3,7","39,2","80,8",2016
Ådalsskolan 2,48722826,Kramfors,2282,2120002429,Kramfors,Kommunal,"50,8","1,0","49,8","35,8","76,0",.,"11,8",.,.,"84,2",2016
Christian 4:s Gymnasium ES,73063662,Kristianstad,1290,2120000951,Kristianstad,Kommunal,"21,1","1,0","20,1","52,6","92,5","2,9","11,8","0,5","528,9","93,2",2016
"Christian 4:s Gymnasium HU, SA",40766349,Kristianstad,1290,2120000951,Kristianstad,Kommunal,"4,2","0,2","4,0","44,1","100,0","1,8","19,0","0,2","506,7","100,0",2016
Framtidsgymnasiet Kristianstad,71571158,Kristianstad,1290,5565755500,Framtidsgymnasiet i Sverige AB,Enskild,"15,8","1,0","14,8","13,5","13,5",.,"12,0","0,1","1 770,0","68,9",2016
IT-Gymnasiet Kristianstad,53691739,Kristianstad,1290,5565970471,IT Gymnasiet Sverige AB,Enskild,"9,5","1,0","8,5","11,8","49,4",.,"20,0",.,.,"35,3",2016
LBS Ljud & Bildskolan Kristianstad,43251309,Kristianstad,1290,5564851649,Ljud & Bildskolan Lbs AB,Enskild,"12,1","1,0","11,1","37,8","64,0","3,6","12,1","0,2","670,0","73,0",2016
Lejongymnasiet,52705247,Kristianstad,1290,5566456348,Lejonskolan AB,Enskild,"1,1","0,1","1,0","75,0","90,0","65,0","6,0","0,1","120,0","100,0",2016
"Milnergymnasiet BF, HV, VO",97596286,Kristianstad,1290,2120000951,Kristianstad,Kommunal,"26,4","1,0","25,4","73,6","73,2","3,9","12,1","0,8","382,5","82,6",2016
Plusgymnasiet Kristianstad,67554405,Kristianstad,1290,5565789129,Plusgymnasiet AB,Enskild,"31,6","1,0","30,6","59,4","75,8","4,5","16,0","0,5","980,0","80,4",2016
Praktiska Kristianstad,86473502,Kristianstad,1290,5562575786,Praktiska Sverige AB,Enskild,"9,7","1,0","8,7","62,4","43,4",.,"9,0",.,.,"23,7",2016
"Söderportgymnasiet EK, HU, SA",73944169,Kristianstad,1290,2120000951,Kristianstad,Kommunal,"24,4","1,1","23,3","54,2","96,4","1,5","19,0","1,0","443,0","99,3",2016
"Söderportgymnasiet HA, IB, NA",98239050,Kristianstad,1290,2120000951,Kristianstad,Kommunal,"18,7","1,0","17,7","48,0","81,6",.,"12,8","0,4","567,5","88,7",2016
"Söderportgymnasiet IM, ISPEC",13520728,Kristianstad,1290,2120000951,Kristianstad,Kommunal,"7,9","1,0","6,9","56,0","85,5","32,7","27,6","1,5","126,7","100,0",2016
"Söderportgymnasiet IM, RG",94455820,Kristianstad,1290,2120000951,Kristianstad,Kommunal,"8,0","1,0","7,0","74,8","99,0","28,5","2,1",.,.,"100,0",2016
"Wendesgymnasiet BA, HV",58368956,Kristianstad,1290,2120000951,Kristianstad,Kommunal,"18,0",.,"18,0","19,7","66,7","4,2","9,8","0,4","505,7","77,8",2016
"Wendesgymnasiet FT, VF",73567152,Kristianstad,1290,2120000951,Kristianstad,Kommunal,"22,1","1,0","21,1","27,2","81,1","12,0","8,5","0,4","450,0","81,1",2016
Wendesgymnasiet IM,24047305,Kristianstad,1290,2120000951,Kristianstad,Kommunal,"2,0",.,"2,0","5,0","84,9",.,"4,5",.,.,"100,0",2016
Önnestadsgymnasiet,61547652,Kristianstad,1290,5567502777,Hushållningssällskapets Kompetensutveckling i Syd AB (HUSKAB),Enskild,"15,1","1,0","14,1","49,3","62,1","7,1","10,9","0,2","765,0","65,6",2016
"Österänggymnasiet EE, IN, RL",60209222,Kristianstad,1290,2120000951,Kristianstad,Kommunal,"19,8","1,0","18,8","33,7","86,4",.,"11,2",.,.,"92,5",2016
"Österänggymnasiet HT, SA",62104139,Kristianstad,1290,2120000951,Kristianstad,Kommunal,"14,7","1,0","13,7","66,4","87,0",.,"16,6",.,.,"89,7",2016
Österänggymnasiet IM,21702982,Kristianstad,1290,2120000951,Kristianstad,Kommunal,"8,1","1,0","7,1","64,1","88,0","14,1","25,8","0,8","244,0","85,9",2016
"Österänggymnasiet NA, TE",87034307,Kristianstad,1290,2120000951,Kristianstad,Kommunal,"29,4","1,0","28,4","46,1","95,0",.,"14,8",.,.,"97,9",2016
Brogårdsgymnasiet,78872213,Kristinehamn,1781,2120001868,Kristinehamn,Kommunal,"43,0","1,0","42,0","54,9","88,6",.,"10,3","0,6","721,7","88,4",2016
Presterudsgymnasiet,84286698,Kristinehamn,1781,2120001868,Kristinehamn,Kommunal,"23,9","0,8","23,1","54,1","67,5","8,7","9,1","1,6","131,9","50,2",2016
Dille Gård Naturbruksgymnasium,62490359,Krokom,2309,5564173853,Dille Gård AB,Enskild,"11,4","0,9","10,5","73,8","37,1",.,"7,0","0,2","486,7","92,4",2016
"Jämtlands Gymn, Torsta",64725297,Krokom,2309,2220001636,Krokom,Kommunal,"3,9","1,0","2,9","34,1","100,0",.,"28,3","0,5","166,0","98,3",2016
"Jämtlands Gymn, Wången",43362941,Krokom,2309,2220001636,Krokom,Kommunal,"2,9","0,3","2,6","61,5","76,9",.,"29,6","0,2","513,3","38,5",2016
John Norlandergymnasiet,23350817,Kumla,1881,2120001975,Kumla,Kommunal,"16,3","0,5","15,8","64,5","59,8","5,1","12,1","0,5","382,0","47,9",2016
Aranäsgymnasiet Enhet 1,76860623,Kungsbacka,1384,2120001256,Kungsbacka,Kommunal,"16,5","0,5","16,0","78,9","95,4","11,0","26,7","0,3","1 331,3","88,6",2016
Aranäsgymnasiet Enhet 2,58191646,Kungsbacka,1384,2120001256,Kungsbacka,Kommunal,"30,4","1,0","29,4","45,2","83,6","2,5","10,3","0,5","604,0","93,4",2016
