skolverket_skolnamn,school_unit,skolverket_kommunnamn,skolverket_kommun,huvudman,skolverket_huvudman_namn,skolverket_huvudman_kod,skolverket_helttj_larare_o_adm_tcv17,skolverket_helttj_adm_tcv17,skolverket_helttj_larare_tcv17,skolverket_helttj_andel_kvi_tcv17,skolverket_helttj_andel_ped_tcv17,skolverket_helttj_andel_specped_tcv17,skolverket_elever_per_helttj_tcv17,skolverket_helttj_syv_tcv17,skolverket_elever_per_syvhelttj_tcv17,skolverket_helttj_andel_tillsv_tcv17,year
Aranäsgymnasiet Enhet 3,80405898,Kungsbacka,1384,2120001256,Kungsbacka,Kommunal,"21,9","1,0","20,9","73,7","87,8","8,4","12,4","0,6","448,3","97,9",2016
Aranäsgymnasiet Enhet 4,56021320,Kungsbacka,1384,2120001256,Kungsbacka,Kommunal,"25,7","1,0","24,7","76,9","84,6","3,0","6,4","0,5","314,0","91,4",2016
Beda Hallbergs gymnasium,63179610,Kungsbacka,1384,2120001256,Kungsbacka,Kommunal,"12,1","1,0","11,1","94,6","100,0","9,0","8,3",.,.,"100,0",2016
Drottning Blankas Gymn. Kungsbacka,64569393,Kungsbacka,1384,5565668794,Drottning Blankas Gymnasieskola AB,Enskild,"11,8","0,9","11,0","62,2","85,4",.,"12,5","0,2","685,0","96,4",2016
Elof Lindälvs gymn Enhet 1,87262566,Kungsbacka,1384,2120001256,Kungsbacka,Kommunal,"28,8","1,0","27,8","28,4","70,9","3,6","12,0","0,5","670,0","96,4",2016
Elof Lindälvs gymn Enhet 2,64160122,Kungsbacka,1384,2120001256,Kungsbacka,Kommunal,"28,4","1,0","27,4","55,3","86,9",.,"12,8","0,5","700,0","100,0",2016
Elof Lindälvs gymn Enhet 3,48217580,Kungsbacka,1384,2120001256,Kungsbacka,Kommunal,"28,3","1,0","27,3","60,6","93,9",.,"16,1","0,5","878,0","99,1",2016
Elof Lindälvs gymn Enhet 4,41844601,Kungsbacka,1384,2120001256,Kungsbacka,Kommunal,"20,3","1,0","19,3","65,0","86,0","5,2","12,5","0,4","620,5","96,4",2016
Elof Lindälvs gymn Enhet 5,51620045,Kungsbacka,1384,2120001256,Kungsbacka,Kommunal,"13,1","1,0","12,1","58,8","100,0","8,2","8,7","0,3","420,0","85,6",2016
LBS Ljud & Bildskolan Kungsbacka,86888278,Kungsbacka,1384,5564851649,Ljud & Bildskolan Lbs AB,Enskild,"6,1","0,9","5,2","61,3","74,9",.,"16,8",.,.,"74,9",2016
Praktiska Kungsbacka,23457902,Kungsbacka,1384,5562575786,Praktiska Sverige AB,Enskild,"7,6","1,0","6,6","64,1","56,2","6,1","12,4",.,.,"52,7",2016
Sveriges Ridgymnasium Kungsbacka,27597104,Kungsbacka,1384,5566814504,Sveriges Ridgymnasium AB,Enskild,"9,5","1,0","8,5","94,7","60,0",.,"9,9",.,.,"96,5",2016
Kungsörs Gymnasium,95992977,Kungsör,1960,2120002056,Kungsör,Kommunal,"3,0","0,1","2,9","82,2","93,2","6,8","15,8","0,2","191,7","93,2",2016
Mimers Hus Gymnasium 1,82193704,Kungälv,1482,2120001371,Kungälv,Kommunal,"27,2","1,0","26,2","22,2","91,0","3,8","9,9","0,5","520,0","96,2",2016
Mimers Hus Gymnasium 2,66368167,Kungälv,1482,2120001371,Kungälv,Kommunal,"22,3","1,0","21,3","72,7","83,5","4,7","15,6","0,9","358,1","81,4",2016
Mimers Hus Gymnasium 3,55785999,Kungälv,1482,2120001371,Kungälv,Kommunal,"18,2","1,0","17,2","57,0","84,9",.,"14,4",.,.,"100,0",2016
Mimers Hus Gymnasium 4,51624696,Kungälv,1482,2120001371,Kungälv,Kommunal,"28,3","1,0","27,3","58,4","96,0",.,"11,5","0,9","364,0","99,4",2016
Mimers Hus Gymnasium 5,78651862,Kungälv,1482,2120001371,Kungälv,Kommunal,"21,7","1,0","20,7","35,2","96,1","1,0","15,8","0,5","654,0","100,0",2016
"Kävlinge Lärcentrum, gymn.",88192227,Kävlinge,1261,2120001058,Kävlinge,Kommunal,"7,3","0,3","7,0","82,4","62,8",.,"9,3",.,.,"80,7",2016
Ullvigymnasiet,72022487,Köping,1983,2120002114,Köping,Kommunal,"108,1","1,0","107,1","46,7","72,0","1,9","9,3","4,0","248,0","88,1",2016
Osbecksgymnasiet RO1,71512894,Laholm,1381,2120001223,Laholm,Kommunal,"16,7",.,"16,7","40,0","94,0",.,"15,1",.,.,"100,0",2016
Osbecksgymnasiet RO2,70969556,Laholm,1381,2120001223,Laholm,Kommunal,"12,4","1,0","11,4","57,5","81,6","8,5","12,9",.,.,"81,6",2016
Osbecksgymnasiet RO3,11311971,Laholm,1381,2120001223,Laholm,Kommunal,"16,3","1,0","15,3","37,5","90,8","2,1","7,8","0,5","238,0","97,1",2016
Allvar Gullstrandgymnasiet,47108212,Landskrona,1282,2120001140,Landskrona,Kommunal,"24,8","1,0","23,8","39,7","91,7","4,2","11,8","1,0","280,0","100,0",2016
Selma Lagerlöfgymnasiet,37132612,Landskrona,1282,2120001140,Landskrona,Kommunal,"31,3","1,0","30,3","53,7","84,3","8,3","11,0","1,0","332,0","84,3",2016
Gymnasieutbildning i Lekeberg,24445686,Lekeberg,1814,2120002981,Lekeberg,Kommunal,"1,6","0,1","1,5","93,1","100,0",.,"4,8","0,1","70,0","100,0",2016
Leksands gymnasium,44417214,Leksand,2029,2120002163,Leksand,Kommunal,"52,2","1,0","51,2","56,6","89,8","3,9","11,4","2,5","233,6","92,9",2016
"Lerums Gymnasium, skolenhet 1",25025681,Lerum,1441,2120001447,Lerum,Kommunal,"17,0","1,0","16,0","53,8","100,0","5,0","14,4","0,5","460,0","100,0",2016
"Lerums Gymnasium, skolenhet 2",88776535,Lerum,1441,2120001447,Lerum,Kommunal,"22,0","1,0","21,0","45,6","91,6","4,8","13,6","0,5","568,0","91,6",2016
"Lerums Gymnasium, skolenhet 3",29351272,Lerum,1441,2120001447,Lerum,Kommunal,"11,2","1,0","10,2","50,7","72,9",.,"16,7","0,5","338,0","80,3",2016
"Lerums Gymnasium, skolenhet 4",49488344,Lerum,1441,2120001447,Lerum,Kommunal,"15,5","0,5","15,0","46,1","87,0",.,"9,1",.,.,"85,0",2016
"Lerums Gymnasium, skolenhet 5",74408578,Lerum,1441,2120001447,Lerum,Kommunal,"25,8","1,0","24,8","29,7","86,3","7,3","13,5","0,5","668,0","94,3",2016
Lessebo Gymnasium,75395882,Lessebo,0761,2120000613,Lessebo,Kommunal,"8,0","0,5","7,5","55,3","63,3",.,"13,6","0,5","204,0","95,3",2016
Hersby gymnasium,71043974,Lidingö,0186,2120000191,Lidingö,Kommunal,"65,0","1,0","64,0","41,8","89,1","4,1","15,7","3,0","335,3","97,8",2016
Lunaskolan Östra gymnasium,57777751,Lidingö,0186,5566402672,Stockholms Barn & Ungdomsstöd AB,Enskild,"10,5","1,0","9,5","85,2","87,3","4,2","4,9","0,3","153,3","86,8",2016
Stillerska filmgymnasiet,38732602,Lidingö,0186,5567777270,Stillerska AB,Enskild,"4,5","1,0","3,5","71,0","95,7",.,"14,2",.,.,"72,5",2016
"De la Gardiegymnasiet, enhet 1",89807183,Lidköping,1494,2120001694,Lidköping,Kommunal,"26,5","1,0","25,5","37,6","92,2",.,"13,7",.,.,"80,4",2016
"De la Gardiegymnasiet, enhet 2",86724994,Lidköping,1494,2120001694,Lidköping,Kommunal,"29,7","1,0","28,7","23,7","69,5",.,"10,1",.,.,"83,4",2016
"De la Gardiegymnasiet, enhet 3",61161774,Lidköping,1494,2120001694,Lidköping,Kommunal,"31,7","1,0","30,7","67,2","96,7",.,"16,1",.,.,"90,9",2016
"De la Gardiegymnasiet, enhet 4",86158933,Lidköping,1494,2120001694,Lidköping,Kommunal,"30,4","1,0","29,4","69,0","83,7","6,8","8,7",.,.,"87,1",2016
"De la Gardiegymnasiet, enhet 5",39179525,Lidköping,1494,2120001694,Lidköping,Kommunal,"24,7","1,0","23,7","87,3","100,0",.,"17,7",.,.,"85,2",2016
"De la Gardiegymnasiet, enhet 6",14102256,Lidköping,1494,2120001694,Lidköping,Kommunal,"5,8","1,0","4,8","58,3","58,3",.,"15,4",.,.,"100,0",2016
Elfhems gymnasium,70660980,Lilla Edet,1462,2120001496,Lilla Edet,Kommunal,"7,1","0,7","6,4","21,9","62,5",.,"11,7","1,0","75,0","43,8",2016
Lindeskolan LS 1,75082280,Lindesberg,1885,2120002015,Lindesberg,Kommunal,"27,1","1,0","26,1","60,2","87,0","2,9","9,7","0,5","506,0","84,4",2016
Lindeskolan LS 2,75914181,Lindesberg,1885,2120002015,Lindesberg,Kommunal,"27,0","1,0","26,0","17,2","63,8","1,0","9,2","0,5","478,0","73,9",2016
Lindeskolan LS 3,39302565,Lindesberg,1885,2120002015,Lindesberg,Kommunal,"23,2","1,0","22,2","30,2","71,0","3,4","7,4","0,5","328,0","81,6",2016
Lindeskolan LS 4,96818167,Lindesberg,1885,2120002015,Lindesberg,Kommunal,"17,4","1,0","16,4","50,2","89,3","1,5","12,4","0,5","406,0","82,1",2016
Anders Ljungstedts gymnasium 3,36072799,Linköping,0580,2120000449,Linköping,Kommunal,"12,0",.,"12,0","91,7","84,6","2,1","9,8","0,2","590,0","100,0",2016
Anders Ljungstedts gymnasium 4,61432781,Linköping,0580,2120000449,Linköping,Kommunal,"34,0","0,5","33,5","26,6","66,0","2,7","10,0","0,5","746,7","91,3",2016
Anders Ljungstedts gymnasium 7,78287294,Linköping,0580,2120000449,Linköping,Kommunal,"23,2",.,"23,2","55,8","86,9",.,"6,3",.,.,"92,8",2016
Anders Ljungstedts gymnasium 8,74316305,Linköping,0580,2120000449,Linköping,Kommunal,"31,4","1,5","29,9","42,7","64,5","2,7","8,0",.,.,"89,3",2016
Anders Ljungstedts gymnasium 9,39096170,Linköping,0580,2120000449,Linköping,Kommunal,"25,3","1,5","23,8","61,6","84,0","4,2","9,9",.,.,"81,9",2016
Berzeliusskolan 1,79527481,Linköping,0580,2120000449,Linköping,Kommunal,"31,2","1,0","30,2","62,1","92,4","6,6","14,3",.,.,"88,9",2016
Berzeliusskolan 2,67300857,Linköping,0580,2120000449,Linköping,Kommunal,"22,2","1,0","21,2","51,1","98,1",.,"14,9","1,0","316,0","98,1",2016
Berzeliusskolan 7,67809400,Linköping,0580,2120000449,Linköping,Kommunal,"3,9","0,2","3,7","87,9","94,6",.,"10,7",.,.,"81,2",2016
Birgittaskolan 1,99279503,Linköping,0580,2120000449,Linköping,Kommunal,"33,2","1,0","32,2","81,6","84,3","5,0","10,2","0,7","470,0","90,1",2016
Birgittaskolan 2,63653488,Linköping,0580,2120000449,Linköping,Kommunal,"19,8","0,7","19,1","51,9","100,0","10,5","5,0","0,3","316,7","100,0",2016
Björkö Fria Gymnasium,84476205,Linköping,0580,8220027596,Stiftelsen Waldorfpedagogik i Vreta Kloster,Enskild,"18,3","1,0","17,3","63,9","89,5",.,"9,4","0,3","648,0","95,1",2016
Folkungaskolan 1,24544503,Linköping,0580,2120000449,Linköping,Kommunal,"26,4","1,0","25,4","56,9","95,8",.,"11,8","0,5","598,0","94,0",2016
Folkungaskolan 2,25392789,Linköping,0580,2120000449,Linköping,Kommunal,"25,1","1,0","24,1","65,5","100,0",.,"18,9","0,5","910,0","93,1",2016
Folkungaskolan 3,64394770,Linköping,0580,2120000449,Linköping,Kommunal,"3,0","0,2","2,8","75,2","91,0","29,1","14,4","0,3","160,0","74,1",2016
Framtidsgymnasiet Linköping,72109637,Linköping,0580,5565304481,Framtidsgymnasiet Öst AB,Enskild,"8,4","1,0","7,4","40,5","67,6",.,"11,1",.,.,"91,9",2016
Fria Läroverken Linköping,69240218,Linköping,0580,5569172041,Fria Läroverken i Sverige AB,Enskild,"23,6","1,0","22,6","44,7","77,5",.,"14,6","0,2","1 655,0","74,0",2016
Hagströmska gymnasiet Linköping,14057258,Linköping,0580,5567550461,Hagströmska Gymnasiet AB,Enskild,"8,6","1,0","7,6","28,5","60,3",.,"11,4",.,.,"100,0",2016
JENSEN Gymnasium Linköping,38460895,Linköping,0580,5566358759,Jensen Education College AB,Enskild,"3,8","0,7","3,1","45,2","67,7",.,"19,4",.,.,"93,5",2016
Katedralskolan 1,53821161,Linköping,0580,2120000449,Linköping,Kommunal,"3,3","0,2","3,1","41,1","100,0",.,"5,4","0,0","425,0","91,4",2016
Katedralskolan 2,31199511,Linköping,0580,2120000449,Linköping,Kommunal,"33,2","1,0","32,2","55,6","99,1","3,4","13,6","1,0","456,3","97,1",2016
Katedralskolan 3,12934438,Linköping,0580,2120000449,Linköping,Kommunal,"42,6","1,0","41,6","55,1","98,3","2,2","15,3","1,0","634,0","91,9",2016
"Klara Gymnasium, Linköping",43313366,Linköping,0580,5566303938,Klaragymnasium AB,Enskild,"25,1","1,0","24,1","48,6","72,8","2,1","17,1","0,6","685,0","74,4",2016
LBS Ljud & Bildskolan Linköping,86787111,Linköping,0580,5564851649,Ljud & Bildskolan Lbs AB,Enskild,"11,1","0,9","10,3","37,6","46,3","3,9","15,8",.,.,"29,3",2016
"Mediateknikerutbildningen, MTU",97868185,Linköping,0580,5564631983,"Mediateknikerutbildningen, MTU AB",Enskild,"9,3","0,7","8,6","13,5","28,1","11,7","12,7","1,0","109,0","88,3",2016
Praktiska Linköping,81551726,Linköping,0580,5562575786,Praktiska Sverige AB,Enskild,"11,1","1,0","10,1","47,3","35,3",.,"11,6",.,.,"65,2",2016
Realgymnasiet Linköping,77823650,Linköping,0580,5565715892,Lärande i Sverige AB,Enskild,"14,4","1,0","13,4","45,0","53,1",.,"13,5","2,6","69,6","97,8",2016
Thoren Business School Linköping,37550979,Linköping,0580,5566139290,Thorengruppen AB,Enskild,"9,5","1,0","8,5","50,0","50,0",.,"15,9","0,2","675,0","45,3",2016
Yrkesgymnasiet Linköping,76195214,Linköping,0580,5566139290,Thorengruppen AB,Enskild,"19,4","1,0","18,4","57,1","43,5",.,"13,1",.,.,"54,3",2016
Ljungby Fria Gymnasium,54839753,Ljungby,0781,5563604767,Ljungby Fria Gymnasium AB,Enskild,"1,1",.,"1,1","89,4","29,2",.,"15,0",.,.,"91,2",2016
RyssbyGymnasiet,32705515,Ljungby,0781,5566214069,Ryssbygymnasiet AB,Enskild,"30,2","1,0","29,2","27,6","60,6","3,4","6,3",.,.,"81,2",2016
Sunnerbogymnasiet 1,60214465,Ljungby,0781,2120000670,Ljungby,Kommunal,"13,7","0,5","13,2","76,9","85,6","3,8","6,0","0,2","333,3","89,0",2016
Sunnerbogymnasiet 2,70137084,Ljungby,0781,2120000670,Ljungby,Kommunal,"30,8","1,0","29,8","36,1","70,0",.,"9,3","0,8","334,9","79,5",2016
Sunnerbogymnasiet 3,82002016,Ljungby,0781,2120000670,Ljungby,Kommunal,"26,1","1,0","25,1","51,5","85,3","2,0","11,8","0,8","394,7","87,3",2016
Sunnerbogymnasiet 4,21901328,Ljungby,0781,2120000670,Ljungby,Kommunal,"5,7","0,2","5,5","87,2","55,0","4,6","36,7","0,1","2 500,0","76,1",2016
Slottegymnasiet,23306658,Ljusdal,2161,2120002320,Ljusdal,Kommunal,"73,1","1,0","72,1","50,9","75,1","2,5","7,4","2,0","268,0","93,8",2016
Träutbildningar i Hälsingland,57350392,Ljusdal,2161,5567796718,Träutbildningar i Hälsingland AB,Enskild,"7,0","0,5","6,5","20,1","29,8",.,"8,3",.,.,"81,0",2016
ABB Industrigymnasium Ludvika,97535124,Ludvika,2085,5566081740,Industritekniska Gymnasiet Bergslagen AB,Enskild,"7,4","0,5","6,9","47,4","70,8",.,"14,6",.,.,"65,0",2016
VBU Högbergsskolan 1,11102578,Ludvika,2085,2220000802,Ludvika,Kommunal,"31,0","1,0","30,0","62,2","81,7","5,0","11,6","1,0","348,0","92,7",2016
VBU Högbergsskolan 2,69306209,Ludvika,2085,2220000802,Ludvika,Kommunal,"29,1","1,0","28,1","23,8","74,4","1,8","10,4","0,6","488,3","89,3",2016
VBU Malmen,92651253,Ludvika,2085,2220000802,Ludvika,Kommunal,"16,8","1,0","15,8","15,9","43,6",.,"6,3","0,2","495,0","90,5",2016
"Luleå gymnasieskola, skolenhet A",31740319,Luleå,2580,2120002742,Luleå,Kommunal,"17,9","1,0","16,9","63,4","69,3","0,5","9,9","1,0","166,0","64,5",2016
"Luleå gymnasieskola, skolenhet B",10129345,Luleå,2580,2120002742,Luleå,Kommunal,"24,7","1,0","23,7","77,5","86,7","8,5","17,2","1,0","408,0","67,5",2016
"Luleå gymnasieskola, skolenhet C",17944628,Luleå,2580,2120002742,Luleå,Kommunal,"29,6","1,0","28,6","82,6","94,5","3,0","14,9","0,9","473,3","79,2",2016
"Luleå gymnasieskola, skolenhet D",82826083,Luleå,2580,2120002742,Luleå,Kommunal,"15,1","1,0","14,1","38,4","87,1","12,4","18,1","1,0","255,0","72,9",2016
"Luleå gymnasieskola, skolenhet E",94468610,Luleå,2580,2120002742,Luleå,Kommunal,"22,6","1,0","21,6","61,1","94,0","13,9","10,9","1,0","235,0","69,9",2016
"Luleå gymnasieskola, skolenhet F",94090461,Luleå,2580,2120002742,Luleå,Kommunal,"36,6","1,0","35,6","44,9","79,6","0,4","7,3",.,.,"85,3",2016
"Luleå gymnasieskola, skolenhet G",12954099,Luleå,2580,2120002742,Luleå,Kommunal,"24,6","1,0","23,6","51,0","81,6","6,2","12,5","1,0","295,0","82,8",2016
"Luleå gymnasieskola, skolenhet H",80931789,Luleå,2580,2120002742,Luleå,Kommunal,"30,3","1,0","29,3","46,6","92,1","2,4","13,4","1,0","391,0","70,0",2016
"Luleå Gymnasieskola, skolenhet J",84098842,Luleå,2580,2120002742,Luleå,Kommunal,"9,0","1,0","8,0","31,4","37,7","3,7","7,5",.,.,"88,0",2016
NTI-gymnasiet Luleå,90473340,Luleå,2580,5561203679,Nordens Teknikerinstitut Aktiebolag (Nti),Enskild,"11,6","0,8","10,8","47,4","80,9",.,"11,0",.,.,"90,2",2016
Praktiska Luleå,26167236,Luleå,2580,5562575786,Praktiska Sverige AB,Enskild,"22,4","1,0","21,4","49,5","29,9",.,"11,8","0,3","840,0","15,9",2016
Consensum Gymnasium Lund,69807202,Lund,1281,5566023684,Consensum Lund AB,Enskild,"20,3","1,0","19,3","44,8","71,5","4,7","13,4","0,2","1 290,0","95,4",2016
Drottning Blankas Gymn. Lund,64648904,Lund,1281,5565668794,Drottning Blankas Gymnasieskola AB,Enskild,"13,8","0,9","12,9","70,7","72,7","6,6","13,6","0,1","1 760,0","63,1",2016
Gymnasieskolan Spyken,75939593,Lund,1281,2120001132,Lund,Kommunal,"83,6","1,0","82,6","59,0","91,6","3,6","13,6","1,8","644,0","86,1",2016
Gymnasieskolan Vipan,63035915,Lund,1281,2120001132,Lund,Kommunal,"85,8","0,9","84,9","52,7","88,3","6,8","12,1","2,8","365,7","88,2",2016
JENSEN Gymnasium Lund,26324896,Lund,1281,5566358759,Jensen Education College AB,Enskild,"12,5","1,0","11,5","45,4","93,9",.,"15,5","0,5","356,0","88,6",2016
Katedralskolan,56639389,Lund,1281,2120001132,Lund,Kommunal,"99,7",.,"99,7","55,3","97,3","2,8","14,6","2,5","582,8","94,4",2016
Lars-Erik Larssongymnasiet,95700485,Lund,1281,8465021015,Lars-Erik Larsson Gymnasiet,Enskild,"15,0","1,0","14,0","41,2","82,2","2,1","10,6","0,1","1 480,0","77,6",2016
LBS Ljud & Bildskolan Lund,51449748,Lund,1281,5564851649,Ljud & Bildskolan Lbs AB,Enskild,"23,9","2,0","21,9","36,2","59,5","2,7","17,8","0,8","487,5","45,8",2016
Lunds Dans- o Musikalgymnasium,28267726,Lund,1281,5566981766,Dans o Musikal i Lund AB,Enskild,"17,4","1,0","16,4","75,6","79,0",.,"11,5","0,2","945,0","89,6",2016
Lunds Fordonstekniska Gymn.,28848709,Lund,1281,5566426630,Lunds Fordonstekniska Gymnasium AB,Enskild,"5,8","1,0","4,8","20,4","73,1","2,1","11,9","0,2","380,0","85,6",2016
NTI-gymnasiet Lund,12613085,Lund,1281,5561203679,Nordens Teknikerinstitut Aktiebolag (Nti),Enskild,"13,2","0,7","12,4","32,2","80,6",.,"15,8",.,.,"72,6",2016
Polhemskolan,53896162,Lund,1281,2120001132,Lund,Kommunal,"178,9","4,0","174,9","60,2","91,0","2,9","14,0","4,8","514,3","88,7",2016
ProCivitas Privata Gymnasium Lund,17779637,Lund,1281,5566157102,ProCivitas Privata Gymnasium AB,Enskild,"15,3","1,0","14,3","58,1","80,4",.,"21,1",.,.,"89,9",2016
Realgymnasiet i Lund,11185244,Lund,1281,5565715892,Lärande i Sverige AB,Enskild,"13,0","1,0","12,0","66,9","38,9","3,3","12,9",.,.,"59,8",2016
Sveriges Ridgymnasium Flyinge,56211717,Lund,1281,5566814504,Sveriges Ridgymnasium AB,Enskild,"6,9","0,5","6,4","80,7","45,9","6,2","8,4",.,.,"58,0",2016
Thoren Innovation School Lund,66824652,Lund,1281,5568902653,Thoren Innovation School AB,Enskild,"13,5","1,0","12,5","29,5","71,3",.,"13,9","0,2","870,0","56,9",2016
Tannbergsskolan 1,49168016,Lycksele,2481,2120002635,Lycksele,Kommunal,"26,6","0,3","26,3","24,9","68,7","0,3","8,5","0,9","246,2","98,8",2016
Tannbergsskolan 2,32042066,Lycksele,2481,2120002635,Lycksele,Kommunal,"29,1","1,3","27,8","31,6","52,9",.,"5,9","0,8","206,3","89,3",2016
Tannbergsskolan 3,50821167,Lycksele,2481,2120002635,Lycksele,Kommunal,"35,0","1,7","33,3","70,0","80,8","17,3","6,0","1,4","147,1","77,5",2016
Tannbergsskolan 4,71929526,Lycksele,2481,2120002635,Lycksele,Kommunal,"10,2","1,0","9,2","62,2","84,4","1,4","11,6","1,0","112,6","82,5",2016
Tannbergsskolan 6,54461375,Lycksele,2481,2120002635,Lycksele,Kommunal,"0,9","0,2","0,7","77,8","100,0",.,"15,3",.,.,"100,0",2016
Gullmarsgymnasiet 1,92814975,Lysekil,1484,2120001389,Lysekil,Kommunal,"35,0","1,0","34,0","50,2","79,8","2,2","7,9","0,3","1 068,0","88,4",2016
Gullmarsgymnasiet 2,60873719,Lysekil,1484,2120001389,Lysekil,Kommunal,"27,5","1,0","26,5","55,8","95,3","0,9","12,2","0,8","432,0","94,0",2016
4 ans Gymnasium,28085125,Malmö,1280,5567622682,4ans Gymnasium AB,Enskild,"7,5","0,3","7,2","42,3","49,7",.,"13,1","0,1","940,0","55,3",2016
Agnesfrids gymnasium,28770304,Malmö,1280,2120001124,Malmö,Kommunal,"25,0",.,"25,0","36,0","92,0","12,0","8,4","0,8","280,0","100,0",2016
Bellevue gymnasium,86483208,Malmö,1280,2120001124,Malmö,Kommunal,"12,5","1,0","11,5","34,8","87,0","17,4","11,0","1,0","127,0","100,0",2016
Bladins gymnasium,21938183,Malmö,1280,8460010948,"Bladins Skola, Stiftelsen",Enskild,"16,4","0,7","15,7","60,1","75,7",.,"13,9",.,.,"77,3",2016
Bladins International School of Malmö,78986228,Malmö,1280,8460010948,"Bladins Skola, Stiftelsen",Enskild,"13,2","0,1","13,1","47,6",.,.,"6,0","1,0","78,0","71,6",2016
Bryggeriets Gymnasium,71472793,Malmö,1280,8465017070,Bryggeriets Bildnings Byrå (Bbb),Enskild,"13,2","1,0","12,2","11,9","55,1",.,"12,6","0,2","1 020,0","85,2",2016
Byggymnasiet,64123241,Malmö,1280,2120001124,Malmö,Kommunal,"19,6","1,0","18,6","42,5","79,8","15,6","5,9",.,.,"90,9",2016
Cybergymnasiet Malmö,69063711,Malmö,1280,5565693289,Cybergymnasiet Malmö AB,Enskild,"21,2","1,0","20,2","45,2","82,1",.,"13,6","0,9","312,5","83,1",2016
Design & Construction College Malmö,77609073,Malmö,1280,5569828451,Hermods Design & Construction College AB,Enskild,"18,3","1,0","17,3","49,6","48,4","4,6","10,7","1,0","185,0","78,0",2016
Drottning Blankas Gymn. Malmö,35894996,Malmö,1280,5565668794,Drottning Blankas Gymnasieskola AB,Enskild,"18,7","1,0","17,7","71,1","74,8","11,3","15,6","0,2","1 375,0","83,6",2016
Einar Hansengymnasiet,12926770,Malmö,1280,8450003481,Folkuniversitetet Stiftelsen Kurs- Verksamheten Vid Lunds Universitet,Enskild,"13,9","1,0","12,9","53,5","67,4",.,"13,5","0,5","348,0","86,8",2016
Framtidsgymnasiet Burlöv/Malmö,17119840,Malmö,1280,5565755500,Framtidsgymnasiet i Sverige AB,Enskild,"21,3","1,0","20,3","32,7","40,5",.,"7,3","0,4","370,0","76,0",2016
Fria Läroverken Malmö,68748767,Malmö,1280,5569172041,Fria Läroverken i Sverige AB,Enskild,"29,6","1,0","28,6","55,0","65,5","1,7","12,3","0,6","585,0","78,1",2016
Hermods Gymnasium Malmö,23548714,Malmö,1280,5565286696,Hermods Gymnasium AB,Enskild,"18,4","1,0","17,4","57,5","71,3",.,"16,6","0,5","576,0","90,8",2016
JENSEN Gymnasium Malmö,48593439,Malmö,1280,5566358759,Jensen Education College AB,Enskild,"9,9","1,0","8,9","42,7","84,3",.,"21,9","0,2","975,0","84,3",2016
Kunskapsgymnasiet Malmö,91773491,Malmö,1280,5565661815,Kunskapsskolan i Sverige Aktiebolag,Enskild,"18,8","1,0","17,8","45,4","88,7","3,7","14,3","0,2","1 265,0","100,0",2016
Malmö Borgarskola Ro 1,30361243,Malmö,1280,2120001124,Malmö,Kommunal,"87,5","4,0","83,5","48,1","93,2","2,4","13,9","2,0","578,5","98,8",2016
Malmö Idrottsgymnasium Ro1,25596917,Malmö,1280,2120001124,Malmö,Kommunal,"26,0","0,8","25,2","45,6","93,1","0,8","16,8",.,.,"91,3",2016
Malmö Latinskola Ro 1,65722876,Malmö,1280,2120001124,Malmö,Kommunal,"99,4","2,0","97,4","57,3","88,6","4,6","10,7","3,0","346,7","84,3",2016
Malmö Lärlingscenter Ro1,20984584,Malmö,1280,2120001124,Malmö,Kommunal,"8,4","1,0","7,4","59,6","73,1",.,"13,5",.,.,"46,2",2016
NTI-gymnasiet Malmö,52129378,Malmö,1280,5561203679,Nordens Teknikerinstitut Aktiebolag (Nti),Enskild,"19,1","1,0","18,1","26,8","66,2",.,"13,7","0,1","4 960,0","100,0",2016
Pauliskolan,65381163,Malmö,1280,2120001124,Malmö,Kommunal,"50,9","1,0","49,9","48,1","93,4","6,0","15,3","2,0","382,0","87,7",2016
Peabskolan Malmö,98541468,Malmö,1280,5564427432,Peabskolan AB,Enskild,"8,3","1,0","7,3","15,1","52,1",.,"13,2",.,.,"65,8",2016
Plusgymnasiet Malmö,31155312,Malmö,1280,5565789129,Plusgymnasiet AB,Enskild,"16,2","1,0","15,2","68,6","64,4","4,3","13,5","0,2","1 025,0","57,8",2016
Praktiska Malmö City,25648215,Malmö,1280,5562575786,Praktiska Sverige AB,Enskild,"21,8","1,0","20,8","48,0","50,8",.,"11,8",.,.,"77,8",2016
Praktiska Malmö Limhamn,61823258,Malmö,1280,5562575786,Praktiska Sverige AB,Enskild,"11,9",.,"11,9","42,2","66,2","8,4","12,2",.,.,"74,7",2016
"ProCivitas Privata Gymnasium, Malmö",84424083,Malmö,1280,5566157102,ProCivitas Privata Gymnasium AB,Enskild,"25,3","1,0","24,3","48,2","92,4",.,"24,2","0,9","694,1","78,4",2016
Realgymnasiet Malmö,39178171,Malmö,1280,5565715892,Lärande i Sverige AB,Enskild,"11,3","1,0","10,3","83,4","76,6","9,8","12,4",.,.,"65,9",2016
