skolverket_lageskommun_tcv136,skolverket_skolnamn,school_unit,huvudman,skolverket_huvudman_namn,skolverket_tot_elever_tcv136,skolverket_ar1_tcv136,skolverket_ar2_tcv136,skolverket_ar3_tcv136,skolverket_andel_kvi_tcv136,skolverket_andel_utl_tcv136,skolverket_andel_forald_eftergymn_utb_tcv136,year
Surahammar,Viljan,23384476,Enskild,Viljan Friskola AB,41,16,18,7,24,..,56,2018
Vimmerby,Vimmerby gymnasium 1,44586618,Kommunal,Vimmerby,98,50,48,.,23,80,..,2018
Vimmerby,Vimmerby gymnasium 2,57391913,Kommunal,Vimmerby,292,92,99,101,61,22,47,2018
Vimmerby,Vimmerby gymnasium 3,75374280,Kommunal,Vimmerby,142,56,43,43,13,20,34,2018
Vingåker,Slottsskolan 7-9,52426554,Kommunal,Vingåker,4,4,.,.,..,.,..,2018
Skövde,Volvogymnasiet Skövde,21850904,Enskild,Volvo Personvagnar Aktiebolag,144,48,48,48,31,7,74,2018
Vårgårda,Sundlergymnasiet,46148350,Kommunal,Vårgårda,377,175,101,101,45,38,33,2018
Mariestad,Vänergymnasiet,76007769,Enskild,Vänergymnasiet AB,125,56,36,33,34,..,28,2018
Vännäs,"Liljaskolan, sektor A",90240730,Kommunal,Vännäs,192,49,75,68,21,9,38,2018
Vännäs,"Liljaskolan, sektor B",84908877,Kommunal,Vännäs,225,117,49,59,38,33,26,2018
Vännäs,"Liljaskolan, sektor C",78389879,Kommunal,Vännäs,205,156,23,26,23,61,25,2018
Värmdö,"Gustavsbergs gymnasium ,G2,",24277564,Kommunal,Värmdö,317,140,76,101,41,66,25,2018
Värmdö,Värmdö gymnasium,44412461,Kommunal,Värmdö,1 212,437,384,391,62,12,82,2018
Gislaved,Motorsportsgymnasiet i Anderstorp,90003262,Enskild,"Värmdö Tekniska Utbildningar Aktiebolag, Vtu",73,29,18,26,..,..,41,2018
Stockholm,Odengymnasiet,63943560,Enskild,"Värmdö Tekniska Utbildningar Aktiebolag, Vtu",196,79,58,59,56,47,37,2018
Värmdö,Värmdö Tekniska gymnasieskola,34002355,Enskild,"Värmdö Tekniska Utbildningar Aktiebolag, Vtu",228,72,89,67,5,50,21,2018
Värnamo,Finnvedens Gymnasium 1,16577552,Kommunal,Värnamo,186,152,12,22,25,74,16,2018
Värnamo,Finnvedens Gymnasium 2,36355200,Kommunal,Värnamo,330,137,99,94,66,31,46,2018
Värnamo,Finnvedens Gymnasium 3,96920524,Kommunal,Värnamo,284,101,89,94,38,24,40,2018
Värnamo,Finnvedens Gymnasium 4,18217765,Kommunal,Värnamo,439,157,171,111,36,26,59,2018
Ludvika,VBU Högbergsskolan 1,11102578,Kommunal,"Västerbergslagens Utbildningsförbund,VBU",356,124,119,113,65,20,43,2018
Ludvika,VBU Högbergsskolan 2,69306209,Kommunal,"Västerbergslagens Utbildningsförbund,VBU",305,116,102,87,21,33,41,2018
Ludvika,VBU Högbergsskolan 3,34488594,Kommunal,"Västerbergslagens Utbildningsförbund,VBU",2,2,.,.,.,.,.,2018
Ludvika,VBU Malmen,92651253,Kommunal,"Västerbergslagens Utbildningsförbund,VBU",111,42,38,31,20,14,32,2018
Smedjebacken,VBU Smeden,12496135,Kommunal,"Västerbergslagens Utbildningsförbund,VBU",92,23,47,22,53,50,15,2018
Smedjebacken,VBU Stegelbacken,29220606,Kommunal,"Västerbergslagens Utbildningsförbund,VBU",152,33,47,72,23,97,9,2018
Malung-Sälen,Malung-Sälens gymnasieskola,68381790,Kommunal,Västerdalarnas Utbildningsförbund,381,127,128,126,33,21,48,2018
Vansbro,Vansbro utbildningscenter gy.,95340745,Kommunal,Västerdalarnas Utbildningsförbund,185,95,86,4,35,45,23,2018
Västervik,Västerviks gymnasium Ro 1,96152872,Kommunal,Västervik,191,70,63,58,14,20,38,2018
Västervik,Västerviks gymnasium Ro 2,77835341,Kommunal,Västervik,67,24,26,17,75,48,18,2018
Västervik,Västerviks gymnasium Ro 3,70803636,Kommunal,Västervik,435,150,136,149,54,14,50,2018
Västervik,Västerviks gymnasium Ro 4,44041939,Kommunal,Västervik,170,76,42,52,31,76,12,2018
Västervik,Västerviks gymnasium RO5,49576295,Kommunal,Västervik,186,57,56,73,47,21,74,2018
Västerås,Carlforsska gymnasiet,77712952,Kommunal,Västerås,456,151,151,154,73,40,49,2018
Västerås,Carlforsska gymnasiet EK HA,23797825,Kommunal,Västerås,319,117,107,95,50,25,57,2018
Västerås,Carlforsska gymnasiet IM,57999564,Kommunal,Västerås,275,97,77,101,35,64,17,2018
Västerås,Edströmska,92009807,Kommunal,Västerås,344,133,108,103,12,29,28,2018
Västerås,Hahrska gymnasiet,10342448,Kommunal,Västerås,379,159,134,86,26,34,30,2018
Västerås,Rudbeckianska gymnasiet,88025221,Kommunal,Västerås,1 341,470,463,408,57,41,60,2018
Västerås,Skultuna gymnasieenhet,33537203,Kommunal,Västerås,11,3,5,3,..,..,..,2018
Västerås,Tranellska gymnasiet,14799321,Kommunal,Västerås,163,81,46,36,53,26,31,2018
Västerås,Widénska gymnasiet,70955448,Kommunal,Västerås,561,197,175,189,45,8,70,2018
Västerås,Wijkmanska gymnasiet,68824244,Kommunal,Västerås,301,113,83,105,13,41,41,2018
Västerås,Västerås Citygymnasium,56041699,Enskild,Västerås Citygymnasium AB,263,97,94,72,49,83,12,2018
Västerås,Kopparlundsgymnasiet,46379730,Enskild,Västerås Entreprenörsgymnasium,135,62,40,33,66,39,37,2018
Västerås,Västerås Idrottsgymnasium,45111086,Enskild,Västerås Idrottsgymnasium AB,80,24,28,28,28,16,50,2018
Skara,Naturbruksskolan Uddetorp,46332927,Landsting,Västra Götalands Läns Landsting,121,47,49,25,25,..,45,2018
Svenljunga,Naturbruksskolan Svenljunga,19035583,Landsting,Västra Götalands Läns Landsting,101,39,30,32,14,..,41,2018
Töreboda,Naturbruksskolan Sötåsen,25698509,Landsting,Västra Götalands Läns Landsting,213,76,69,68,72,..,43,2018
Växjö,Katedralskolan 1,46707989,Kommunal,Växjö,358,120,127,111,52,25,80,2018
Växjö,Katedralskolan 2,46986216,Kommunal,Växjö,235,88,70,77,76,22,66,2018
Växjö,Katedralskolan 3,67924816,Kommunal,Växjö,376,157,102,117,65,26,64,2018
Växjö,Katedralskolan 4,92805465,Kommunal,Växjö,357,93,150,114,59,22,69,2018
Växjö,Kungsmadskolan 1,56084099,Kommunal,Växjö,230,80,74,76,57,29,57,2018
Växjö,Kungsmadskolan 2,80711021,Kommunal,Växjö,296,114,88,94,47,28,37,2018
Växjö,Kungsmadskolan 3,54927401,Kommunal,Växjö,228,62,96,70,24,91,13,2018
Växjö,Kungsmadskolan 5,17648596,Kommunal,Växjö,195,70,65,60,8,16,38,2018
Växjö,Kungsmadskolan 6,16720048,Kommunal,Växjö,187,66,64,57,79,17,35,2018
Växjö,Teknikum 1,60088179,Kommunal,Växjö,245,102,72,71,61,40,39,2018
Växjö,Teknikum 2,28391147,Kommunal,Växjö,385,130,140,115,7,31,54,2018
Växjö,Teknikum 3,77843821,Kommunal,Växjö,148,109,23,16,39,63,25,2018
Växjö,Växjö Fria Gymnasium,21778322,Enskild,Växjö Fria Gymnasium AB,465,216,147,102,57,41,49,2018
Jönköping,Vettergymnasiet Jönköping,12448823,Enskild,Wetterbygdens Gymnasium AB,75,45,20,10,20,45,28,2018
Stockholm,Yrkesplugget,26298615,Enskild,Yrkesplugget i Sverige AB,239,98,75,66,8,44,26,2018
Uppsala,Yrkesplugget Uppsala,39147056,Enskild,Yrkesplugget i Sverige AB,228,84,77,67,16,18,29,2018
Ystad,"Ystad Gymnasium, område 1",25847233,Kommunal,Ystad,238,89,75,74,65,26,36,2018
Ystad,"Ystad Gymnasium, område 2",62612992,Kommunal,Ystad,318,114,110,94,34,25,70,2018
Ystad,"Ystad Gymnasium, område 3",85485803,Kommunal,Ystad,254,98,72,84,68,13,54,2018
Ystad,"Ystad Gymnasium, område 4",16161214,Kommunal,Ystad,183,107,49,27,31,81,13,2018
Ystad,"Ystad Gymnasium, område 5",92816527,Kommunal,Ystad,342,139,118,85,21,14,38,2018
Ystad,"Ystad Gymnasium, område 6",98387869,Kommunal,Ystad,244,88,84,72,49,14,54,2018
Åmål,Karlbergsgymnasiet 1,16848652,Kommunal,Åmål,275,113,104,58,60,29,40,2018
Åmål,Karlbergsgymnasiet 2,88429477,Kommunal,Åmål,214,113,52,49,54,39,41,2018
Åmål,Karlbergsgymnasiet 3,94975733,Kommunal,Åmål,287,103,79,105,29,22,59,2018
Ånge,Bobergsgymnasiet,56802300,Kommunal,Ånge,215,109,52,54,42,37,27,2018
Årjäng,Årjängs gymnasieskola,77379848,Kommunal,Årjäng,113,47,33,33,26,66,15,2018
Åstorp,Vuxenutbildningscentrum IM,29535640,Kommunal,Åstorp,79,76,.,3,30,76,..,2018
Åtvidaberg,Bildningscentrum Facetten 1,11620837,Kommunal,Åtvidaberg,23,7,15,1,..,70,..,2018
Åtvidaberg,Bildningscentrum Facetten 2,13981977,Kommunal,Åtvidaberg,57,30,12,15,..,30,51,2018
Åtvidaberg,Bildningscentrum Facetten 3,24538846,Kommunal,Åtvidaberg,126,42,44,40,21,11,52,2018
Åtvidaberg,Bildningscentrum Facetten 4,36886750,Kommunal,Åtvidaberg,56,17,21,18,57,20,27,2018
Älmhult,Haganässkolan 1,67422309,Kommunal,Älmhult,213,88,61,64,36,52,17,2018
Älmhult,Haganässkolan2,67058407,Kommunal,Älmhult,310,99,125,86,45,40,50,2018
Älvdalen,Älvdalens Utbildningscentrum,34421265,Enskild,Älvdalens Utbildningscentrum AB,228,82,78,68,21,..,34,2018
Älvkarleby,Gymnasieutb. Älvkarleby komvux,49279427,Kommunal,Älvkarleby,13,8,2,3,..,..,..,2018
Älvsbyn,Älvsbyns gymnasium,15791044,Kommunal,Älvsbyn,206,59,63,84,37,41,43,2018
Ängelholm,Ängelholms gymnasieskola Ro 1,55010709,Kommunal,Ängelholm,111,111,.,.,30,86,12,2018
Ängelholm,Ängelholms gymnasieskola Ro 2,65392939,Kommunal,Ängelholm,440,152,137,151,50,18,65,2018
Ängelholm,Ängelholms gymnasieskola Ro 3,98696836,Kommunal,Ängelholm,356,120,119,117,59,14,50,2018
Ängelholm,Ängelholms gymnasieskola Ro 4,82160887,Kommunal,Ängelholm,213,88,66,59,29,10,44,2018
Ängelholm,Ängelholms gymnasieskola Ro 5,23175129,Kommunal,Ängelholm,68,25,20,23,..,15,43,2018
Ängelholm,Ängelholms gymnasieskola Ro 7,99710631,Kommunal,Ängelholm,15,5,3,7,..,..,..,2018
Öckerö,Öckerö Seglande gymnasieskola,77358716,Kommunal,Öckerö,302,109,104,89,58,7,76,2018
Örebro,Karolinska gymnasiet,56886667,Kommunal,Örebro,1 144,438,374,332,66,36,59,2018
Örebro,Kvinnerstagymnasiet,33249781,Kommunal,Örebro,217,70,73,74,41,..,40,2018
Örebro,Rudbecksgymnasiet,65421426,Kommunal,Örebro,1 197,400,412,385,59,37,60,2018
Örebro,Rudbecksgymnasiet RGD-RGH,62394916,Kommunal,Örebro,56,19,23,14,73,45,54,2018
Örebro,Tullängsgymnasiet,24349146,Kommunal,Örebro,969,322,305,342,18,14,55,2018
Örebro,Tullängsgymnasiet RGD-RGH,83605345,Kommunal,Örebro,101,39,32,30,10,45,36,2018
Örebro,Virginska gymnasiet,15933512,Kommunal,Örebro,1 405,753,358,294,57,32,44,2018
Örebro,Virginska gymnasiet RGD-RGH,12198363,Kommunal,Örebro,142,46,44,52,54,49,28,2018
Örkelljunga,"Örkelljunga Utb.centrum, gy.",64693272,Kommunal,Örkelljunga,173,64,51,58,42,45,31,2018
Örnsköldsvik,Örnsköldsviks Gymnasium Alfa 1,11341077,Kommunal,Örnsköldsvik,141,28,49,64,31,100,..,2018
Örnsköldsvik,Örnsköldsviks Gymnasium Beta,39528347,Kommunal,Örnsköldsvik,195,87,56,52,20,27,37,2018
Örnsköldsvik,Örnsköldsviks Gymnasium Delta,34988313,Kommunal,Örnsköldsvik,165,48,58,59,55,15,73,2018
Örnsköldsvik,Örnsköldsviks Gymnasium Gamma,85473846,Kommunal,Örnsköldsvik,235,78,77,80,34,6,42,2018
Örnsköldsvik,Örnsköldsviks Gymnasium Kappa,29744774,Kommunal,Örnsköldsvik,39,11,14,14,..,..,38,2018
Örnsköldsvik,Örnsköldsviks Gymnasium Lambda,89690587,Kommunal,Örnsköldsvik,385,146,120,119,64,14,52,2018
Örnsköldsvik,Örnsköldsviks Gymnasium Omega,28045567,Kommunal,Örnsköldsvik,315,112,99,104,68,10,58,2018
Örnsköldsvik,Örnsköldsviks Gymnasium Sigma,20768651,Kommunal,Örnsköldsvik,233,94,69,70,20,16,60,2018
Linköping,Vreta Utbildningscentrum,52634142,Landsting,Östergötlands Läns Landsting,405,153,130,122,46,..,40,2018
Norrköping,Himmelstalunds Utbildningscentrum,25745773,Landsting,Östergötlands Läns Landsting,252,104,84,64,81,6,46,2018
Östersund,Östersunds Gymnasieskola,47559319,Enskild,Östersunds gymnasieskola AB,160,64,62,34,63,26,46,2018
Österåker,Österåkers gymnasium,20752831,Kommunal,Österåker,626,228,200,198,33,27,52,2018
Östhammar,Bruksgymnasiet/Gimo utb.centr.,51023367,Kommunal,Östhammar,332,162,89,81,45,24,35,2018
Östhammar,Forsmarks skola,34739511,Kommunal,Östhammar,33,.,17,16,33,.,67,2018
Östra Göinge,Göinge utbildningscenter,84200045,Kommunal,Östra Göinge,127,106,14,7,41,83,20,2018
Överkalix,Gymnasieskolan,55295253,Kommunal,Överkalix,10,.,10,.,..,..,.,2018
Övertorneå,Gränsälvsgymnasiet,52690153,Kommunal,Övertorneå,183,60,64,59,38,46,30,2018
