skolverket_lageskommun_tcv136,skolverket_skolnamn,school_unit,huvudman,skolverket_huvudman_namn,skolverket_tot_elever_tcv136,skolverket_ar1_tcv136,skolverket_ar2_tcv136,skolverket_ar3_tcv136,skolverket_andel_kvi_tcv136,skolverket_andel_utl_tcv136,skolverket_andel_forald_eftergymn_utb_tcv136,year
Vetlanda,Njudungsgymnasiet 2,82251333,Kommunal,Vetlanda,187,58,69,60,27,15,44,2014
Vetlanda,Njudungsgymnasiet 3,99864908,Kommunal,Vetlanda,185,78,61,46,51,38,24,2014
Vetlanda,Njudungsgymnasiet 4,27106031,Kommunal,Vetlanda,316,121,104,91,67,14,41,2014
Vetlanda,Njudungsgymnasiet 5,59463950,Kommunal,Vetlanda,255,96,86,73,18,15,49,2014
Växjö,Växjö Fria Fordongymnasium,29209307,Enskild,VFG Utbildning AB,118,45,39,34,11,23,26,2014
Helsingborg,Victum Gymnasium,78023197,Enskild,Victum Hälsogymnasium AB,159,55,53,51,82,29,30,2014
Uppsala,CULTUS Gymnasieskola,22239675,Enskild,Victum Utveckling AB,96,30,22,44,67,13,42,2014
Vilhelmina,Malgomajskolan,63931325,Kommunal,Vilhelmina,324,116,130,78,39,27,23,2014
Surahammar,Viljan,23384476,Enskild,Viljan Friskola AB,20,11,9,.,..,.,65,2014
Vimmerby,Vimmerby gymnasium 1,44586618,Kommunal,Vimmerby,56,54,2,.,32,38,..,2014
Vimmerby,Vimmerby gymnasium 2,57391913,Kommunal,Vimmerby,132,33,39,60,63,14,43,2014
Vimmerby,Vimmerby gymnasium 3,75374280,Kommunal,Vimmerby,170,55,41,74,13,12,37,2014
Vimmerby,Vimmerby gymnasium 4,28955076,Kommunal,Vimmerby,135,35,45,55,67,13,42,2014
Vingåker,Introduktionsprogram Gy,60440546,Kommunal,Vingåker,8,5,3,.,..,.,..,2014
Karlskrona,United Continents IB World School,68556155,Enskild,Vita Briggen Karlskrona AB,21,21,.,.,67,..,..,2014
Göteborg,Sjölins Gymnasium Göteborg,53640774,Enskild,Vittragymnasiet AB,465,129,167,169,44,9,67,2014
Nacka,Sjölins gymnasium Nacka,58907711,Enskild,Vittragymnasiet AB,344,122,103,119,60,24,63,2014
Stockholm,Sjölins Ekonomiska gymnasium Södermalm,87844327,Enskild,Vittragymnasiet AB,115,62,30,23,56,20,56,2014
Stockholm,Sjölins gymnasium Södermalm,24339566,Enskild,Vittragymnasiet AB,404,121,143,140,52,27,54,2014
Östersund,Sjölins Gymnasium Östersund,39855761,Enskild,Vittragymnasiet AB,93,26,43,24,63,..,55,2014
Skövde,Volvogymnasiet Skövde,21850904,Enskild,Volvo Personvagnar AB,142,48,47,47,28,..,64,2014
Olofström,Klaragymnasiet med internat,15763669,Kommunal,Vårdförbundet Blekinge,34,10,5,19,..,..,53,2014
Vårgårda,Sundlergymnasiet,46148350,Kommunal,Vårgårda,314,141,90,83,56,25,39,2014
Mariestad,Vänergymnasiet,76007769,Enskild,Vänergymnasiet AB,117,40,36,41,35,..,24,2014
Vännäs,"Liljaskolan, sektor A",90240730,Kommunal,Vännäs,228,70,73,85,24,..,29,2014
Vännäs,"Liljaskolan, sektor B",84908877,Kommunal,Vännäs,204,49,83,72,49,10,51,2014
Vännäs,"Liljaskolan, sektor C",78389879,Kommunal,Vännäs,225,159,47,19,29,43,15,2014
Vännäs,"Liljaskolan, sektor D",97752911,Kommunal,Vännäs,128,36,38,54,27,..,28,2014
Värmdö,"Gustavsbergs gymnasium ,G2,",24277564,Kommunal,Värmdö,328,128,106,94,65,30,31,2014
Värmdö,Värmdö gymnasium,44412461,Kommunal,Värmdö,1 151,400,395,356,57,13,77,2014
Gislaved,Motorsportsgymn. Anderstorp,90003262,Enskild,"Värmdö Tekniska Utbildningar AB, VTU",57,23,15,19,..,..,21,2014
Stockholm,Odenplansgymnasiet,63943560,Enskild,"Värmdö Tekniska Utbildningar AB, VTU",185,73,55,57,64,66,30,2014
Värmdö,Värmdö Tekniska gymnasieskola,34002355,Enskild,"Värmdö Tekniska Utbildningar AB, VTU",189,76,71,42,9,32,25,2014
Värnamo,Finnvedens Gymnasium 1,16577552,Kommunal,Värnamo,156,94,24,38,49,54,20,2014
Värnamo,Finnvedens Gymnasium 2,36355200,Kommunal,Värnamo,288,95,97,96,78,21,40,2014
Värnamo,Finnvedens Gymnasium 3,96920524,Kommunal,Värnamo,253,96,95,62,38,23,42,2014
Värnamo,Finnvedens Gymnasium 4,18217765,Kommunal,Värnamo,423,145,121,157,32,22,52,2014
Ludvika,Malmen,92651253,Kommunal,"Västerbergslagens Utbildningscentrum,Vbu",93,41,26,26,..,14,23,2014
Ludvika,VBU Högbergsskolan 1,11102578,Kommunal,"Västerbergslagens Utbildningscentrum,Vbu",327,114,86,127,71,13,49,2014
Ludvika,VBU Högbergsskolan 2,69306209,Kommunal,"Västerbergslagens Utbildningscentrum,Vbu",318,122,85,111,17,16,42,2014
Smedjebacken,Smeden,12496135,Kommunal,"Västerbergslagens Utbildningscentrum,Vbu",79,16,31,32,65,20,13,2014
Smedjebacken,Stegelbacken,29220606,Kommunal,"Västerbergslagens Utbildningscentrum,Vbu",145,48,63,34,39,68,13,2014
Västervik,Västerviks gymnasium Ro 1,96152872,Kommunal,Västervik,171,49,51,71,48,16,32,2014
Västervik,Västerviks gymnasium Ro 2,77835341,Kommunal,Västervik,526,191,158,177,46,14,53,2014
Västervik,Västerviks gymnasium Ro 3,70803636,Kommunal,Västervik,118,42,39,37,68,10,26,2014
Västervik,Västerviks gymnasium Ro 4,44041939,Kommunal,Västervik,116,61,40,15,40,41,18,2014
Västerås,Carlforsska gymnasiet Ekonomi/Handel,23797825,Kommunal,Västerås,223,91,59,73,58,35,47,2014
Västerås,Carlforsska gymnasiet Estet/Hantverk,96060728,Kommunal,Västerås,336,122,96,118,79,12,50,2014
Västerås,Carlforsska gymnasiet Introduktionsprogram,57999564,Kommunal,Västerås,197,87,69,41,41,56,17,2014
Västerås,Carlforsska gymnasiet Samhäll/Vård och omsorg,77712952,Kommunal,Västerås,334,107,105,122,74,48,45,2014
Västerås,Edströmska,92009807,Kommunal,Västerås,300,106,99,95,14,19,30,2014
Västerås,Hahrska gymnasiet,10342448,Kommunal,Västerås,298,111,89,98,9,26,28,2014
Västerås,Rudbeckianska gymnasiet 1,28668682,Kommunal,Västerås,157,55,42,60,66,20,44,2014
Västerås,Rudbeckianska gymnasiet 2,50258428,Kommunal,Västerås,490,176,158,156,54,45,71,2014
Västerås,Rudbeckianska gymnasiet 3,53896515,Kommunal,Västerås,550,190,185,175,69,28,64,2014
Västerås,Skultuna gymnasieenhet,33537203,Kommunal,Västerås,5,2,1,2,..,..,..,2014
Västerås,Tranellska gymnasiet,14799321,Kommunal,Västerås,149,57,59,33,74,16,34,2014
Västerås,Widenska gymnasiet,70955448,Kommunal,Västerås,491,161,148,182,39,12,61,2014
Västerås,Wijkmanska gymnasiet,68824244,Kommunal,Västerås,300,120,98,82,8,20,53,2014
Västerås,Västerås Citygymnasium,56041699,Enskild,Västerås Citygymnasium AB,179,45,79,55,58,60,16,2014
Västerås,Kopparlundsgymnasiet,46379730,Enskild,Västerås Entreprenörsgymnasium,156,50,49,57,63,11,54,2014
Västerås,Västerås Idrottsgymnasium,45111086,Enskild,Västerås Idrottsgymnasium AB,73,30,15,28,40,19,40,2014
Västerås,Västerås Ridgymnasium,98032567,Enskild,Västerås Ridgymnasium HB,50,17,19,14,100,.,46,2014
Mark,Naturbruksgymnasiet Strömma,93486713,Landsting,Västra Götalands Läns Landsting,127,44,40,43,76,..,34,2014
Munkedal,Naturbruksgymnasiet Dingle,97090958,Landsting,Västra Götalands Läns Landsting,114,41,39,34,77,..,35,2014
Skara,Naturbruksgymnasiet Uddetorp,46332927,Landsting,Västra Götalands Läns Landsting,162,55,66,41,60,..,36,2014
Svenljunga,Naturbruksgymnasiet Svenljunga,19035583,Landsting,Västra Götalands Läns Landsting,109,46,25,38,24,..,42,2014
Töreboda,Naturbruksgymnasiet Sötåsen,25698509,Landsting,Västra Götalands Läns Landsting,133,39,52,42,62,..,33,2014
Vänersborg,Naturbruksgymnasiet Nuntorp,56067054,Landsting,Västra Götalands Läns Landsting,80,25,28,27,61,..,28,2014
Växjö,Katedralskolan 1,46707989,Kommunal,Växjö,345,122,119,104,52,19,78,2014
Växjö,Katedralskolan 2,46986216,Kommunal,Växjö,279,96,96,87,77,18,61,2014
Växjö,Katedralskolan 3,67924816,Kommunal,Växjö,366,128,111,127,62,23,58,2014
Växjö,Katedralskolan 4,92805465,Kommunal,Växjö,306,121,90,95,61,33,59,2014
Växjö,Kungsmadskolan 1,56084099,Kommunal,Växjö,382,149,131,102,42,24,36,2014
Växjö,Kungsmadskolan 2,80711021,Kommunal,Växjö,412,152,137,123,78,14,40,2014
Växjö,Kungsmadskolan 3,54927401,Kommunal,Växjö,136,48,75,13,43,92,10,2014
Växjö,Kungsmadskolan 5,17648596,Kommunal,Växjö,194,67,63,64,..,13,36,2014
Växjö,Teknikum 1,60088179,Kommunal,Växjö,219,85,68,66,59,23,29,2014
Växjö,Teknikum 2,28391147,Kommunal,Växjö,343,124,118,101,8,14,61,2014
Växjö,Teknikum 3,77843821,Kommunal,Växjö,123,82,31,10,45,63,30,2014
Växjö,Växjö Fria Gymnasium,21778322,Enskild,Växjö Fria Gymnasium AB,334,115,109,110,63,19,50,2014
Jönköping,Vettergymnasiet Jönköping,12448823,Enskild,Wetterbygdens Gymnasium AB,47,25,11,11,32,30,36,2014
Stockholm,Yrkesplugget,26298615,Enskild,Yrkesplugget i Sverige AB,245,93,85,67,6,38,27,2014
Uppsala,Yrkesplugget Uppsala,39147056,Enskild,Yrkesplugget i Sverige AB,162,68,52,42,15,17,19,2014
Åmål,Karlbergsgymnasiet 1,16848652,Kommunal,Åmål,260,172,33,55,50,18,33,2014
Åmål,Karlbergsgymnasiet 2,88429477,Kommunal,Åmål,249,65,86,98,44,14,48,2014
Ånge,Bobergsgymnasiet,56802300,Kommunal,Ånge,163,67,34,62,34,21,33,2014
Åre,Åre gymnasieskola,15149235,Kommunal,Åre,288,100,74,114,39,9,51,2014
Årjäng,Årjängs gymnasieskola,77379848,Kommunal,Årjäng,84,31,29,24,38,29,19,2014
Åstorp,Vuxenutbildningscentrum IV,29535640,Kommunal,Åstorp,30,19,10,1,50,73,..,2014
Åtvidaberg,Bildningscentrum Facetten 1,11620837,Kommunal,Åtvidaberg,31,10,10,11,..,58,..,2014
Åtvidaberg,Bildningscentrum Facetten 2,13981977,Kommunal,Åtvidaberg,94,23,36,35,27,..,47,2014
Åtvidaberg,Bildningscentrum Facetten 3,24538846,Kommunal,Åtvidaberg,85,26,32,27,16,..,51,2014
Åtvidaberg,Bildningscentrum Facetten 4,36886750,Kommunal,Åtvidaberg,122,54,34,34,46,8,36,2014
Älmhult,Haganässkolan 1,36234905,Kommunal,Älmhult,460,170,152,138,42,19,43,2014
Älvdalen,Älvdalens Utbildningscentrum,34421265,Enskild,Älvdalens Utbildningscentrum AB,268,86,83,99,24,..,33,2014
Älvkarleby,Gymnasieutb. Älvkarleby komvux,49279427,Kommunal,Älvkarleby,29,14,9,6,34,34,..,2014
Älvsbyn,Älvsbyns gymnasium,15791044,Kommunal,Älvsbyn,198,64,72,62,45,21,38,2014
Ängelholm,Ängelholms gymnasieskola Ro 1,55010709,Kommunal,Ängelholm,65,54,11,.,46,48,15,2014
Ängelholm,Ängelholms gymnasieskola Ro 2,65392939,Kommunal,Ängelholm,255,60,95,100,63,11,51,2014
Ängelholm,Ängelholms gymnasieskola Ro 3,98696836,Kommunal,Ängelholm,314,92,114,108,51,13,64,2014
Ängelholm,Ängelholms gymnasieskola Ro 4,82160887,Kommunal,Ängelholm,235,80,68,87,34,12,34,2014
Ängelholm,Ängelholms gymnasieskola Ro 5,23175129,Kommunal,Ängelholm,73,28,20,25,..,15,44,2014
Ängelholm,Ängelholms gymnasieskola Ro 6,64908550,Kommunal,Ängelholm,310,113,106,91,45,13,52,2014
Öckerö,Öckerö Seglande gymnasieskola,77358716,Kommunal,Öckerö,291,105,96,90,60,6,76,2014
Ödeshög,Gymnasieutbildningen i Ödeshög,99796682,Kommunal,Ödeshög,14,8,5,1,..,..,..,2014
Örebro,Karolinska skolan,56886667,Kommunal,Örebro,1 045,409,294,342,64,30,59,2014
Örebro,Kvinnerstaskolan,33249781,Kommunal,Örebro,264,102,73,89,46,4,31,2014
Örebro,"RGD-RGH, Risbergska skolan",62394916,Kommunal,Örebro,78,23,19,36,63,26,50,2014
Örebro,"RGD-RGH, Tullängsskolan",83605345,Kommunal,Örebro,118,36,35,47,14,29,42,2014
Örebro,"RGD-RGH, Virginska skolan",12198363,Kommunal,Örebro,148,37,43,68,70,36,26,2014
Örebro,Risbergska skolan,73190753,Kommunal,Örebro,480,151,131,198,60,35,50,2014
Örebro,Rudbecksskolan,65421426,Kommunal,Örebro,795,280,267,248,62,44,55,2014
Örebro,Tullängsskolan,24349146,Kommunal,Örebro,1 024,339,331,354,13,17,47,2014
Örebro,Virginska skolan,15933512,Kommunal,Örebro,1 247,642,331,274,61,23,40,2014
Örkelljunga,"Örkelljunga Utb.centrum, gy.",64693272,Kommunal,Örkelljunga,133,44,44,45,50,21,35,2014
Örnsköldsvik,Örnsköldsviks Gymnasium Alfa 1,11341077,Kommunal,Örnsköldsvik,96,31,38,27,45,72,..,2014
Örnsköldsvik,Örnsköldsviks Gymnasium Alfa 2,51534211,Kommunal,Örnsköldsvik,85,33,17,35,24,12,24,2014
Örnsköldsvik,Örnsköldsviks Gymnasium Beta,39528347,Kommunal,Örnsköldsvik,214,80,59,75,14,7,58,2014
Örnsköldsvik,Örnsköldsviks Gymnasium Delta,34988313,Kommunal,Örnsköldsvik,265,91,73,101,68,8,47,2014
Örnsköldsvik,Örnsköldsviks Gymnasium Gamma,85473846,Kommunal,Örnsköldsvik,226,66,76,84,13,5,35,2014
Örnsköldsvik,Örnsköldsviks Gymnasium Lambda,89690587,Kommunal,Örnsköldsvik,266,88,81,97,56,18,57,2014
Örnsköldsvik,Örnsköldsviks Gymnasium Omega,28045567,Kommunal,Örnsköldsvik,401,155,119,127,64,6,59,2014
Örnsköldsvik,Örnsköldsviks Gymnasium Sigma,20768651,Kommunal,Örnsköldsvik,148,45,54,49,55,9,39,2014
Linköping,Vretagymnasiet,52634142,Landsting,Östergötlands Läns Landsting,388,116,137,135,52,..,41,2014
Norrköping,Himmelstalundsgymnasiet,25745773,Landsting,Östergötlands Läns Landsting,305,118,86,101,83,6,37,2014
Östersund,Östersunds Gymnasieskola,47559319,Enskild,Östersunds Gymnasieskola AB,335,106,133,96,64,9,51,2014
Österåker,Österåkers gymnasium,20752831,Kommunal,Österåker,505,191,161,153,37,18,53,2014
Östhammar,Bruksgymnasiet/Gimo utb.centr.,51023367,Kommunal,Östhammar,314,109,118,87,49,13,30,2014
Östhammar,Forsmarks skola,34739511,Kommunal,Östhammar,77,31,32,14,34,..,60,2014
Östra Göinge,Göinge utbildningscenter,84200045,Kommunal,Östra Göinge,55,28,20,7,47,51,..,2014
Överkalix,Gymnasieskolan,55295253,Kommunal,Överkalix,11,2,7,2,..,..,..,2014
Övertorneå,Gränsälvsgymnasiet Övertorneå,52690153,Kommunal,Övertorneå,153,61,43,49,35,35,36,2014
