skolverket_skolnamn,school_unit,skolverket_kommunnamn,skolverket_kommun,huvudman,skolverket_huvudman_namn,skolverket_huvudman_kod,skolverket_helttj_larare_o_adm_tcv17,skolverket_helttj_adm_tcv17,skolverket_helttj_larare_tcv17,skolverket_helttj_andel_kvi_tcv17,skolverket_helttj_andel_ped_tcv17,skolverket_helttj_andel_specped_tcv17,skolverket_elever_per_helttj_tcv17,skolverket_helttj_syv_tcv17,skolverket_elever_per_syvhelttj_tcv17,skolverket_helttj_andel_tillsv_tcv17,year
Hulebäcksgymnasiet 4,23681822,Härryda,1401,2120001264,Härryda,Kommunal,"23,0","1,0","22,0","72,7","95,4",.,"15,2",.,.,"90,9",2015
Hulebäcksgymnasiet 5,66861851,Härryda,1401,2120001264,Härryda,Kommunal,"28,2","1,0","27,2","53,9","98,2",.,"14,8",.,.,"94,5",2015
Hässleholms Tekniska skola,92858957,Hässleholm,1293,2120000985,Hässleholm,Kommunal,"71,4","3,1","68,2","58,9","92,6","3,9","10,6","1,7","434,3","91,0",2015
Hässleholms Tekniska skola 3,18050549,Hässleholm,1293,2120000985,Hässleholm,Kommunal,"12,9","0,4","12,5","57,1","100,0","1,2","15,0","0,3","550,0","90,5",2015
Jacobsskolan,46660042,Hässleholm,1293,2120000985,Hässleholm,Kommunal,"60,8","3,5","57,3","48,2","78,3","4,3","8,4","1,0","480,0","81,6",2015
Norrängsskolan,33678402,Hässleholm,1293,2120000985,Hässleholm,Kommunal,"6,1",.,"6,1","54,1","83,6","5,7","6,6",.,.,"91,0",2015
Ungdomscentrum,23372675,Hässleholm,1293,2120000985,Hässleholm,Kommunal,"3,2","1,0","2,2","45,5","68,2",.,"59,5","2,0","65,5","86,4",2015
Kullagymnasiet,86296935,Höganäs,1284,2120001165,Höganäs,Kommunal,"42,7","2,0","40,7","44,7","89,8",.,"12,0","1,4","346,8","82,5",2015
Högsby gymnasieskola,67783774,Högsby,0821,2120000688,Högsby,Kommunal,"11,0","0,4","10,6","61,5","75,0","13,2","9,7","0,4","257,5","71,1",2015
"Hörby Lärcenter, Gymnasieutb.",95324620,Hörby,1266,2120001108,Hörby,Kommunal,"2,6","0,4","2,2","51,6","100,0","45,2","17,2","0,5","76,0","96,8",2015
Hörby Yrkesgymnasium,38917647,Hörby,1266,5568212939,Hörby Yrkesgymnasium AB,Enskild,"9,6","0,6","9,0","33,1","30,9",.,"7,8",.,.,"100,0",2015
Gymnasieutbildningen i Höör,45101776,Höör,1267,2120001116,Höör,Kommunal,"6,3","0,3","6,0","89,7","96,7",.,"6,3","0,2","190,0","83,7",2015
Karolinaskolan,21363125,Höör,1267,7420002045,"Föreningen Fogdaröd omsorg, vård & utbildning utan personligt ansvar",Enskild,"5,7","0,6","5,2","55,3","98,1","7,8","5,0",.,.,"73,8",2015
Bokenskolan,39555838,Jokkmokk,2510,2220000760,Jokkmokk,Kommunal,"22,1","0,9","21,2","49,9","68,3","3,8","5,8","1,0","123,0","77,8",2015
Didaktus Jakobsberg,85214294,Järfälla,0123,5564732856,Didaktus Skolor AB,Enskild,"15,2","1,0","14,2","74,6","61,5",.,"18,4","0,4","652,5","99,3",2015
Järfälla Vägledningsc. IMIND,23849498,Järfälla,0123,2120000043,Järfälla,Kommunal,"1,0",.,"1,0","100,0","100,0",.,"19,0","3,0","6,3","100,0",2015
Mälargymnasiet,16254424,Järfälla,0123,2120000043,Järfälla,Kommunal,"43,8","0,9","42,9","58,3","95,1",.,"11,4","1,0","491,0","91,2",2015
"NT-gymnasiet, Järfälla",17743836,Järfälla,0123,2120000043,Järfälla,Kommunal,"25,0","0,9","24,1","34,4","100,0",.,"15,9","1,0","382,0","100,0",2015
YTC Yrkestekn centrum Järfälla,89018033,Järfälla,0123,2120000043,Järfälla,Kommunal,"26,2","1,0","25,2","20,6","57,5","4,0","12,2","0,6","511,7","59,5",2015
Bäckadalsgymnasiet RO 1,10317430,Jönköping,0680,2120000530,Jönköping,Kommunal,"36,2","1,0","35,2","28,4","68,8","5,7","12,1","1,0","426,0","77,7",2015
Bäckadalsgymnasiet Ro 2,62147240,Jönköping,0680,2120000530,Jönköping,Kommunal,"29,9","0,5","29,4","67,1","93,2","3,4","9,1",.,.,"84,6",2015
Bäckadalsgymnasiet RO 3,99948872,Jönköping,0680,2120000530,Jönköping,Kommunal,"36,3","1,0","35,3","24,2","49,7",.,"11,0","1,0","389,0","86,7",2015
Erik Dahlbergsgymnasiet Ro 1,67279263,Jönköping,0680,2120000530,Jönköping,Kommunal,"23,0","1,0","22,0","42,7","81,8","3,4","17,6",.,.,"79,9",2015
Erik Dahlbergsgymnasiet RO 2,40037982,Jönköping,0680,2120000530,Jönköping,Kommunal,"24,1","1,0","23,1","74,0","85,5",.,"15,5","1,0","358,0","78,1",2015
Erik Dahlbergsgymnasiet RO 3,51210136,Jönköping,0680,2120000530,Jönköping,Kommunal,"26,7","1,0","25,7","65,0","94,2","7,8","14,4","0,5","740,0","97,5",2015
Erik Dahlbergsgymnasiet RO 4,73829818,Jönköping,0680,2120000530,Jönköping,Kommunal,"24,7","1,0","23,7","35,3","91,5","8,5","11,7","1,0","276,0","83,1",2015
Grennaskolan GY,54395430,Jönköping,0680,5565187324,Grennaskolan Riksinternat AB,Enskild,"13,5","0,5","13,0","24,1","91,0",.,"7,1",.,.,"100,0",2015
JENSEN Gymnasium Jönköping,18881773,Jönköping,0680,5566358759,Jensen Education College AB,Enskild,"8,4","1,0","7,4","73,0","94,6",.,"10,1","0,1","750,0","81,1",2015
Kungsgymnasiet,50908408,Jönköping,0680,8260017648,Jönköpings Kristna Skolförening,Enskild,"5,6","0,5","5,1","54,9","83,3","2,0","8,0","0,1","820,0","98,0",2015
LBS Ljud & Bildskolan Jönköping,18594470,Jönköping,0680,5564851649,Ljud & Bildskolan Lbs AB,Enskild,"16,4","1,0","15,4","31,8","80,5",.,"16,0","0,3","823,3","54,5",2015
Magelungens Gymnasium Jönköping,69271071,Jönköping,0680,5564891447,Magelungen Utveckling AB,Enskild,"6,3","0,9","5,4","89,0","100,0","9,2","3,7","0,2","100,0","93,8",2015
Per Brahegymnasiet RO 1,78295411,Jönköping,0680,2120000530,Jönköping,Kommunal,"29,8","1,0","28,8","61,4","93,5","3,5","14,1","0,9","451,1","95,4",2015
Per Brahegymnasiet RO 2,80686587,Jönköping,0680,2120000530,Jönköping,Kommunal,"22,8","1,0","21,8","35,6","96,3","9,2","12,8","0,5","556,0","94,8",2015
Per Brahegymnasiet RO 3,72232853,Jönköping,0680,2120000530,Jönköping,Kommunal,"29,7","1,0","28,7","56,4","97,5","4,9","12,8","1,0","367,0","96,7",2015
Plusgymnasiet i Jönköping,12279302,Jönköping,0680,5565789129,Plusgymnasiet AB,Enskild,"26,7","3,0","23,7","71,5","66,7",.,"13,5","0,2","1 605,0","75,5",2015
Praktiska Jönköping,17849518,Jönköping,0680,5562575786,Praktiska Sverige AB,Enskild,"11,2","1,0","10,2","48,0","50,5",.,"10,6","0,2","540,0","77,9",2015
Sandagymnasiet RO 1,62177293,Jönköping,0680,2120000530,Jönköping,Kommunal,"24,3","0,8","23,5","53,9","77,4",.,"20,8","1,0","488,0","82,5",2015
Sandagymnasiet RO 2,20323435,Jönköping,0680,2120000530,Jönköping,Kommunal,"29,6","1,0","28,6","63,3","92,8","3,5","13,6","1,0","389,0","89,3",2015
Sandagymnasiet RO 4,46137123,Jönköping,0680,2120000530,Jönköping,Kommunal,"13,7","1,3","12,4","27,1","78,6",.,"8,0",.,.,"89,1",2015
Vettergymnasiet Jönköping,12448823,Jönköping,0680,5567507420,Wetterbygdens Gymnasium AB,Enskild,"6,4","0,5","5,9","47,9","48,7",.,"7,0","0,1","410,0","72,6",2015
Furuhedsskolan 1,40667807,Kalix,2514,2120002692,Kalix,Kommunal,"32,0","1,0","31,0","55,6","92,4","7,4","8,1","2,0","126,0","90,8",2015
Furuhedsskolan 2,18091973,Kalix,2514,2120002692,Kalix,Kommunal,"31,0","1,0","30,0","41,0","70,2","1,7","9,1",.,.,"81,2",2015
Calmare Internationella Skola,88466776,Kalmar,0880,5565896213,CIS Kalmar AB,Enskild,"14,6","1,0","13,6","59,6","82,0",.,"13,7",.,.,"92,6",2015
Dag Hammarskjöld Gymnasiet,36539945,Kalmar,0880,8324012288,Stiftelsen Kalmar Waldorfskola,Enskild,"3,6","0,2","3,4","69,0",.,.,"8,6",.,.,"89,3",2015
Helgesbogymnasiet,35390185,Kalmar,0880,2620000071,Hushållningssällskapet Kalmar-Kronoberg-Blekinge,Enskild,"4,7","0,7","4,0",.,"100,0",.,"7,3",.,.,"100,0",2015
Ingelstorpgymnasiet,88624631,Kalmar,0880,2620000071,Hushållningssällskapet Kalmar-Kronoberg-Blekinge,Enskild,"9,8","0,7","9,1","49,5","84,6",.,"10,3","0,2","470,0","89,0",2015
Jenny Nyströmsskolan 1 ES,75870780,Kalmar,0880,8324016453,Kalmar,Kommunal,"20,8","1,0","19,8","50,6","86,1",.,"11,5","0,4","567,5","90,4",2015
"Jenny Nyströmsskolan 2 HT, RL",12886223,Kalmar,0880,8324016453,Kalmar,Kommunal,"22,7","1,0","21,7","63,4","73,0","4,6","8,0","0,7","259,7","96,1",2015
Jenny Nyströmsskolan 3 IM,99360748,Kalmar,0880,8324016453,Kalmar,Kommunal,"7,2","0,5","6,7","44,5","85,2","14,8","14,7","0,3","330,0","85,2",2015
"Jenny Nyströmsskolan 4 BF, HV, VO",80762863,Kalmar,0880,8324016453,Kalmar,Kommunal,"15,5","1,0","14,5","55,4","93,1",.,"16,0","0,4","577,5","88,8",2015
Jenny Nyströmsskolan 6 NA,56271955,Kalmar,0880,8324016453,Kalmar,Kommunal,"7,7","0,5","7,2","38,5","100,0",.,"15,0","0,4","281,6","100,0",2015
Lars Kaggskolan 1 NA,77688926,Kalmar,0880,8324016453,Kalmar,Kommunal,"17,9","1,0","16,9","68,6","94,1",.,"13,8",.,.,"88,2",2015
"Lars Kaggskolan 2 EE, TE, VF",14508922,Kalmar,0880,8324016453,Kalmar,Kommunal,"32,3",.,"32,3","22,2","74,6",.,"15,4",.,.,"77,8",2015
Lars Kaggskolan 3 IM,89409574,Kalmar,0880,8324016453,Kalmar,Kommunal,"15,6","1,0","14,6","89,7","89,7",.,"12,0","2,0","87,0","69,1",2015
"Lars Kaggskolan 4 BA, FT, HV",69629086,Kalmar,0880,8324016453,Kalmar,Kommunal,"26,8","1,0","25,8","29,9","84,5","3,9","8,0",.,.,"93,6",2015
Plusgymnasiet Kalmar,37358234,Kalmar,0880,5565789129,Plusgymnasiet AB,Enskild,"9,2","1,0","8,2","68,3","48,2",.,"11,8","0,5","194,0","54,3",2015
Praktiska Kalmar,31657916,Kalmar,0880,5562575786,Praktiska Sverige AB,Enskild,"11,0","1,0","10,0","21,6","47,7","10,1","9,4",.,.,"96,0",2015
"Stagneliusskolan 1 SASAM, SAMED, IMIND",21008461,Kalmar,0880,8324016453,Kalmar,Kommunal,"25,3","1,0","24,3","53,8","91,8",.,"8,5",.,.,"93,4",2015
"Stagneliusskolan 2 EK, HA",54606928,Kalmar,0880,8324016453,Kalmar,Kommunal,"21,5","1,0","20,5","63,2","86,6","14,6","14,5","2,0","149,0","84,9",2015
Stagneliusskolan 3 SABET,53893730,Kalmar,0880,8324016453,Kalmar,Kommunal,"31,4","1,0","30,4","49,7","90,9",.,"13,9",.,.,"92,9",2015
SYAB Transportgymnasium,46241804,Kalmar,0880,5567290035,SYAB Transportgymnasium AB,Enskild,"8,3","1,0","7,3","17,8","69,8",.,"10,8","0,1","790,0","95,9",2015
Östersjögymnasiet i Kalmar,40634612,Kalmar,0880,5569306979,Gymnasieskolor i Syd AB,Enskild,"11,4","1,0","10,4","29,3","92,8",.,"14,4","1,0","150,0","83,2",2015
Vägga gymnasieskola 1,21673083,Karlshamn,1082,2120000845,Karlshamn,Kommunal,"23,6","1,0","22,6","62,1","90,9","5,5","9,9","1,3","172,3","90,3",2015
Vägga gymnasieskola 2,64574972,Karlshamn,1082,2120000845,Karlshamn,Kommunal,"23,8","1,0","22,8","33,7","64,9","3,2","9,9","0,7","347,7","78,6",2015
Vägga gymnasieskola 3,19741742,Karlshamn,1082,2120000845,Karlshamn,Kommunal,"21,6","1,0","20,6","41,1","86,3","3,6","10,7","0,8","293,3","93,8",2015
Vägga gymnasieskola 4,29032715,Karlshamn,1082,2120000845,Karlshamn,Kommunal,"14,6","0,5","14,1","55,2","88,3","5,2","9,6","0,5","302,2","82,9",2015
Vägga gymnasieskola 5,63983100,Karlshamn,1082,2120000845,Karlshamn,Kommunal,"13,4","0,3","13,1","64,0","82,3","3,7","10,0","0,5","291,1","80,1",2015
Östersjögymnasie i Karlshamn,42573391,Karlshamn,1082,5569306979,Gymnasieskolor i Syd AB,Enskild,"9,3","0,5","8,8","42,3","55,1",.,"10,4",.,.,"61,9",2015
Karlskoga Idrottsgymnasium,45830583,Karlskoga,1883,5567823611,Karlskoga Idrottsgymnasium AB,Enskild,"5,3","0,7","4,6","72,8","85,9",.,"20,7","0,1","950,0","73,9",2015
Möckelngymnasiet Ro 2,48931433,Karlskoga,1883,2120001991,Karlskoga,Kommunal,"28,0","1,0","27,0","51,5","99,5",.,"13,1",.,.,"99,5",2015
Möckelngymnasiet Ro 3,97270136,Karlskoga,1883,2120001991,Karlskoga,Kommunal,"29,6","1,0","28,6","52,6","94,4","3,5","11,0",.,.,"94,8",2015
Möckelngymnasiet Ro 4,19909435,Karlskoga,1883,2120001991,Karlskoga,Kommunal,"24,5","1,0","23,5","32,6","73,4","8,5","9,7","1,7","137,6","89,1",2015
af Chapmangymnasiet,30530571,Karlskrona,1080,2120000829,Karlskrona,Kommunal,"43,9","1,0","42,9","71,3","78,6","2,3","15,0","1,0","644,0","79,6",2015
Aspero Idrottsgymn. Karlskrona,78839208,Karlskrona,1080,5566363973,Aspero Friskolor AB,Enskild,"10,5","1,0","9,5","40,8","61,9",.,"17,8","0,1","3 400,0","79,7",2015
Ehrensvärdska gymnasiet,96024712,Karlskrona,1080,2120000829,Karlskrona,Kommunal,"36,3","1,0","35,3","56,7","86,7","2,8","14,0",.,.,"100,0",2015
Fischerströmska gymnasiet,36845597,Karlskrona,1080,2120000829,Karlskrona,Kommunal,"27,8","1,0","26,8","71,2","83,5","11,2","6,7","1,0","180,0","71,2",2015
"Mikael Elias Gymnasium, Karlskrona",30458073,Karlskrona,1080,5565583282,Mikael Elias Gymnasium AB,Enskild,"12,0","1,0","11,0","48,4","64,8",.,"11,7",.,.,"56,2",2015
Praktiska Karlskrona,40829056,Karlskrona,1080,5562575786,Praktiska Sverige AB,Enskild,"8,3","1,0","7,3","50,7","52,7",.,"11,2",.,.,"48,6",2015
Törnströmska gymnasiet,85800840,Karlskrona,1080,2120000829,Karlskrona,Kommunal,"51,2",.,"51,2","37,3","78,3","3,9","9,2",.,.,"88,0",2015
Folkuniversitetets gymnasium i Karlstad,68920727,Karlstad,1780,8572006313,Folkuniversitetet Stiftelsen Kursver Ksamheten Vid Göteborgs Universitet,Enskild,"16,2","1,0","15,2","71,3","83,2",.,"9,6","0,2","730,0","78,5",2015
Fria Läroverken Karlstad,27115998,Karlstad,1780,5569172041,Fria Läroverken i Sverige AB,Enskild,"30,9","1,0","29,9","35,9","71,6",.,"15,4","0,2","2 305,0","77,0",2015
IT-Gymnasiet Karlstad,41867682,Karlstad,1780,5565970471,IT Gymnasiet Sverige AB,Enskild,"6,8","1,5","5,3","16,0","97,2",.,"12,6",.,.,"61,3",2015
Klara Gymnasium Karlstad,79516949,Karlstad,1780,5566303938,Klaragymnasium AB,Enskild,"20,0","1,7","18,3","51,8","100,0","5,5","15,8","0,4","722,5","100,0",2015
Lillerudsgymnasiet,65662401,Karlstad,1780,5566243548,Lillerudsgymnasiet AB,Enskild,"22,5","1,0","21,5","67,0","86,5",.,"10,4","0,5","448,0","95,8",2015
Nobelgymnasiet,39583059,Karlstad,1780,2120001850,Karlstad,Kommunal,"96,8","1,0","95,8","53,3","86,4","4,2","11,8","2,0","563,0","92,4",2015
Plusgymnasiet Karlstad,93947551,Karlstad,1780,5565789129,Plusgymnasiet AB,Enskild,"6,4","0,9","5,5","68,2","65,5",.,"11,8",.,.,"54,5",2015
Praktiska Karlstad,38645259,Karlstad,1780,5562575786,Praktiska Sverige AB,Enskild,"14,5","0,7","13,9","43,3","88,8",.,"11,0",.,.,"79,8",2015
Sundstagymnasiet,96684210,Karlstad,1780,2120001850,Karlstad,Kommunal,"69,4","0,9","68,5","42,4","90,4","1,9","13,2","2,0","452,5","99,2",2015
Thoren Business School Karlstad,87207941,Karlstad,1780,5566139290,Thorengruppen AB,Enskild,"15,3","1,0","14,3","58,0","82,5",.,"15,7","0,5","448,0","72,0",2015
Tingvallagymnasiet,11673760,Karlstad,1780,2120001850,Karlstad,Kommunal,"52,1","0,5","51,6","64,3","94,4","5,1","14,2","2,0","366,5","94,6",2015
Älvkullegymnasiet,46574937,Karlstad,1780,2120001850,Karlstad,Kommunal,"64,0","1,0","63,0","46,8","86,0","3,2","16,0","2,0","504,5","91,3",2015
Duveholmsgymnasiet 1,23836342,Katrineholm,0483,2120000340,Katrineholm,Kommunal,"35,1","1,0","34,1","53,1","88,8","6,7","10,3","0,5","704,0","99,4",2015
Duveholmsgymnasiet 2,36680378,Katrineholm,0483,2120000340,Katrineholm,Kommunal,"5,8","0,5","5,3","43,1","99,6","15,2","8,5","0,5","90,0","100,0",2015
Ellwynska skolan,30602363,Katrineholm,0483,2120000340,Katrineholm,Kommunal,"13,0","0,6","12,4","73,9","83,6",.,"11,7","0,2","725,0","89,9",2015
Katrineholms Tekniska College 1,63791419,Katrineholm,0483,2120000340,Katrineholm,Kommunal,"21,8","1,0","20,8","44,3","87,3","4,8","11,7","0,5","488,0","99,8",2015
Katrineholms Tekniska College 2,39805497,Katrineholm,0483,2120000340,Katrineholm,Kommunal,"15,6","1,0","14,6","20,9","98,3",.,"11,9","0,5","348,0","99,7",2015
Lindengymnasiet,38400227,Katrineholm,0483,2120000340,Katrineholm,Kommunal,"27,9","1,0","26,9","45,7","77,7",.,"12,4","0,8","418,8","89,8",2015
Allhamra Gymnasieskola,94660328,Kinda,0513,2120000399,Kinda,Kommunal,"8,7","0,4","8,3","48,3","54,6",.,"5,7","1,0","47,0","60,3",2015
Hjalmar Lundbohmsskolan enh. 1,81619482,Kiruna,2584,2220000760,Kiruna,Kommunal,"33,1","1,0","32,1","61,0","95,9","3,1","10,1",.,.,"85,7",2015
Hjalmar Lundbohmsskolan enh. 2,83829189,Kiruna,2584,2220000760,Kiruna,Kommunal,"19,8","1,0","18,8","36,2","60,1","5,3","8,7",.,.,"45,2",2015
Hjalmar Lundbohmsskolan enh. 3,46145886,Kiruna,2584,2220000760,Kiruna,Kommunal,"22,2","1,0","21,2","38,5","76,4",.,"8,9",.,.,"70,9",2015
Hjalmar Lundbohmsskolan enh. 4,12395564,Kiruna,2584,2220000760,Kiruna,Kommunal,"12,8","1,0","11,8","85,1","91,5",.,"5,9","4,0","17,3","100,0",2015
Rymdgymnasiet,90006712,Kiruna,2584,5565528022,Malmens Friskola AB,Enskild,"6,7","0,7","6,0","52,9","37,8",.,"15,5",.,.,"51,3",2015
"Flygteknikcenter, Ljungbyhed",43649848,Klippan,1276,2120000928,Klippan,Kommunal,"11,4","1,0","10,4","6,3","23,9",.,"6,5","0,1","1 340,0","80,7",2015
Introduktionsprogrammet,39149668,Klippan,1276,2120000928,Klippan,Kommunal,"8,2","0,5","7,7","59,7","79,2",.,"13,8",.,.,"100,0",2015
Segragymnasiet Klippan,75344502,Klippan,1276,5569162562,Sveriges Naturbruksgymnasium AB,Enskild,"9,8","0,7","9,2","76,5","38,3","4,9","10,4","0,1","1 900,0","67,8",2015
Tegelbruksskolan,84247499,Klippan,1276,2120000928,Klippan,Kommunal,"24,2","1,0","23,2","25,0","54,1",.,"10,2","0,5","474,0","68,0",2015
Åbyskolan,27041885,Klippan,1276,2120000928,Klippan,Kommunal,"34,7","1,3","33,5","57,5","86,6","3,0","11,0","1,8","203,9","94,0",2015
Sjögrenska gymnasiet,97064126,Knivsta,0330,2120003013,Knivsta,Kommunal,"9,4","0,5","8,9","70,8","83,1","5,6","8,9","0,1","790,0","68,5",2015
Nordviksskolan,32580162,Kramfors,2282,5568350309,Nordvik Höga Kusten kompetens AB,Enskild,"9,3","0,5","8,8","80,1","80,1",.,"7,0",.,.,"94,9",2015
Räddningsgymnasiet Sandö,38233622,Kramfors,2282,2120002429,Kramfors,Kommunal,"9,0","0,5","8,5","47,1","100,0",.,"10,9",.,.,"100,0",2015
Ådalsskolan 1,48156011,Kramfors,2282,2120002429,Kramfors,Kommunal,"10,0","1,0","9,0","88,9","100,0","11,1","9,0","2,5","32,3","100,0",2015
Ådalsskolan 2,48722826,Kramfors,2282,2120002429,Kramfors,Kommunal,"48,6","1,0","47,6","35,1","71,6",.,"8,6",.,.,"82,8",2015
Christian 4:s Gymnasium ES,73063662,Kristianstad,1290,2120000951,Kristianstad,Kommunal,"30,8","1,0","29,8","47,8","94,0","4,9","8,1","0,9","265,9","97,4",2015
"Christian 4:s Gymnasium HU, SA",40766349,Kristianstad,1290,2120000951,Kristianstad,Kommunal,"9,9","1,0","8,9","48,2","99,7","3,5","20,0","0,4","456,4","98,0",2015
Framtidsgymnasiet Kristianstad,71571158,Kristianstad,1290,5565755500,Framtidsgymnasiet i Sverige AB,Enskild,"16,2","1,0","15,2","23,7","36,8","10,5","9,9","0,1","1 510,0","93,4",2015
IT-Gymnasiet Kristianstad,53691739,Kristianstad,1290,5565970471,IT Gymnasiet Sverige AB,Enskild,"9,0","1,0","8,0","12,5","52,5",.,"20,1",.,.,"47,5",2015
LBS Ljud & Bildskolan Kristianstad,43251309,Kristianstad,1290,5564851649,Ljud & Bildskolan Lbs AB,Enskild,"12,2","1,0","11,2","33,2","59,2",.,"14,4","0,2","805,0","68,2",2015
Lejongymnasiet,52705247,Kristianstad,1290,5566456348,Lejonskolan AB,Enskild,"2,0","0,2","1,8","60,1","72,7","19,1","11,5","0,2","105,0","94,5",2015
"Milnergymnasiet HV, VO",97596286,Kristianstad,1290,2120000951,Kristianstad,Kommunal,"19,3","1,0","18,3","83,6","60,6","5,5","11,5","0,8","280,0","78,7",2015
Plusgymnasiet Kristianstad,67554405,Kristianstad,1290,5565789129,Plusgymnasiet AB,Enskild,"28,5","1,0","27,5","68,5","70,1","5,8","16,5","0,5","908,0","78,1",2015
Praktiska Kristianstad,86473502,Kristianstad,1290,5562575786,Praktiska Sverige AB,Enskild,"11,3","1,0","10,3","74,6","32,7",.,"8,1",.,.,"29,8",2015
"Söderportgymnasiet EK, SA",73944169,Kristianstad,1290,2120000951,Kristianstad,Kommunal,"25,7","1,0","24,7","60,7","95,7",.,"18,5","1,0","458,0","94,6",2015
"Söderportgymnasiet HA, IB, NA",98239050,Kristianstad,1290,2120000951,Kristianstad,Kommunal,"19,5","1,0","18,5","45,6","89,2",.,"11,2","0,6","346,7","90,4",2015
"Söderportgymnasiet IM, ISPEC",13520728,Kristianstad,1290,2120000951,Kristianstad,Kommunal,"12,8","1,0","11,8","74,0","100,0","17,8","3,9","0,6","76,7","100,0",2015
"Söderportgymnasiet IM, RG",94455820,Kristianstad,1290,2120000951,Kristianstad,Kommunal,"6,5","1,0","5,5","69,5","94,0","36,6","2,2",.,.,"100,0",2015
"Wendesgymnasiet BA, BF, HV",58368956,Kristianstad,1290,2120000951,Kristianstad,Kommunal,"27,1","1,0","26,1","28,6","70,9","5,7","10,2","0,6","458,6","81,8",2015
"Wendesgymnasiet FT, VF",73567152,Kristianstad,1290,2120000951,Kristianstad,Kommunal,"22,7","1,0","21,7","23,6","72,3","7,2","7,8","0,4","402,4","76,2",2015
Önnestadsgymnasiet,61547652,Kristianstad,1290,5567502777,Hushållningssällskapets Kompetensutveckling i Syd AB (HUSKAB),Enskild,"17,0","1,0","16,0","52,5","69,7","6,3","9,6","0,2","770,0","70,0",2015
"Österänggymnasiet EE, HT, IN, RL",60209222,Kristianstad,1290,2120000951,Kristianstad,Kommunal,"29,4","1,0","28,4","48,3","81,0",.,"10,0","0,8","377,3","96,5",2015
Österänggymnasiet IM,21702982,Kristianstad,1290,2120000951,Kristianstad,Kommunal,"16,7","1,0","15,7","75,9","100,0",.,"9,1","1,0","143,0","100,0",2015
"Österänggymnasiet NA, TE",87034307,Kristianstad,1290,2120000951,Kristianstad,Kommunal,"30,3","1,0","29,3","50,6","97,5",.,"14,1","0,8","548,0","100,0",2015
Österänggymnasiet SA,62104139,Kristianstad,1290,2120000951,Kristianstad,Kommunal,"12,1","1,0","11,1","65,1","96,2",.,"15,5","0,3","688,0","97,6",2015
Brogårdsgymnasiet,78872213,Kristinehamn,1781,2120001868,Kristinehamn,Kommunal,"34,2","1,0","33,2","52,0","93,5",.,"11,4","0,6","630,0","90,3",2015
Presterudsgymnasiet,84286698,Kristinehamn,1781,2120001868,Kristinehamn,Kommunal,"19,9","0,8","19,1","32,5","63,4","10,5","12,7","0,6","403,3","49,7",2015
Dille Gård Naturbruksgymnasium,62490359,Krokom,2309,5564173853,Dille Gård AB,Enskild,"10,0","0,9","9,1","70,9","40,1",.,"6,6","0,2","300,0","83,0",2015
"Jämtlands Gymn, Torsta",64725297,Krokom,2309,2220001636,Krokom,Kommunal,"3,8","1,0","2,8","35,7","100,0",.,"27,5","0,5","154,0","98,2",2015
"Jämtlands Gymn, Wången",43362941,Krokom,2309,2220001636,Krokom,Kommunal,"2,8","0,3","2,5","35,4","100,0",.,"24,8",.,.,"96,1",2015
John Norlandergymnasiet,23350817,Kumla,1881,2120001975,Kumla,Kommunal,"15,7","0,4","15,3","59,8","81,3","6,5","6,6","0,5","210,4","79,1",2015
Aranäsgymnasiet Enhet 1,76860623,Kungsbacka,1384,2120001256,Kungsbacka,Kommunal,"14,3","0,5","13,8","83,8","97,8","3,0","14,1",.,.,"95,8",2015
Aranäsgymnasiet Enhet 2,58191646,Kungsbacka,1384,2120001256,Kungsbacka,Kommunal,"28,8",.,"28,8","45,6","80,3","3,5","14,1",.,.,"95,5",2015
Aranäsgymnasiet Enhet 3,80405898,Kungsbacka,1384,2120001256,Kungsbacka,Kommunal,"21,3","1,0","20,3","64,4","94,5","9,4","11,7",.,.,"84,0",2015
Aranäsgymnasiet Enhet 4,56021320,Kungsbacka,1384,2120001256,Kungsbacka,Kommunal,"28,5","1,0","27,5","79,8","84,3","2,3","8,8",.,.,"81,1",2015
Beda Hallbergs gymnasium,63179610,Kungsbacka,1384,2120001256,Kungsbacka,Kommunal,"10,6","0,8","9,8","90,8","100,0",.,"9,5","0,3","310,0","91,8",2015
Drottning Blankas Gymn. Kungsbacka,64569393,Kungsbacka,1384,5565668794,Drottning Blankas Gymnasieskola AB,Enskild,"11,5","0,9","10,6","62,3","54,7",.,"13,6","0,1","1 440,0","84,9",2015
Elof Lindälvs gymn Enhet 1,87262566,Kungsbacka,1384,2120001256,Kungsbacka,Kommunal,"26,0","1,0","25,0","35,5","75,3","4,8","12,3","0,4","767,5","83,2",2015
Elof Lindälvs gymn Enhet 2,64160122,Kungsbacka,1384,2120001256,Kungsbacka,Kommunal,"28,3","1,0","27,3","47,7","84,4",.,"12,2","0,4","835,0","92,1",2015
Elof Lindälvs gymn Enhet 3,48217580,Kungsbacka,1384,2120001256,Kungsbacka,Kommunal,"31,4","1,0","30,4","57,8","93,1",.,"15,2","0,4","1 155,0","95,2",2015
Elof Lindälvs gymn Enhet 4,41844601,Kungsbacka,1384,2120001256,Kungsbacka,Kommunal,"23,6","1,0","22,6","67,9","86,7","4,4","11,1","0,4","630,0","87,2",2015
