skolverket_skolnamn,school_unit,skolverket_kommunnamn,skolverket_kommun,huvudman,skolverket_huvudman_namn,skolverket_huvudman_kod,skolverket_helttj_larare_o_adm_tcv17,skolverket_helttj_adm_tcv17,skolverket_helttj_larare_tcv17,skolverket_helttj_andel_kvi_tcv17,skolverket_helttj_andel_ped_tcv17,skolverket_helttj_andel_specped_tcv17,skolverket_elever_per_helttj_tcv17,skolverket_helttj_syv_tcv17,skolverket_elever_per_syvhelttj_tcv17,skolverket_helttj_andel_tillsv_tcv17,year
Holavedsgymnasiet ASB,99394620,Tranås,0687,2120000597,Tranås,Kommunal,"15,9","0,9","15,0","38,3","85,0","1,5","13,2","0,5","396,0","93,3",2015
Holavedsgymnasiet PKS,76342612,Tranås,0687,2120000597,Tranås,Kommunal,"14,0","0,3","13,7","60,4","72,7","1,1","6,6","0,2","600,0","83,3",2015
Holavedsgymnasiet TSS,95368476,Tranås,0687,2120000597,Tranås,Kommunal,"18,0","0,8","17,3","15,7","54,9","5,1","8,2","0,7","202,9","84,3",2015
Holavedsgymnasiet TYM,14853321,Tranås,0687,2120000597,Tranås,Kommunal,"30,1","1,0","29,1","56,1","76,5","0,3","10,7","0,7","478,5","88,2",2015
Söderslättsgymnasiet Ro 1,76448076,Trelleborg,1287,2120001199,Trelleborg,Kommunal,"26,2","1,0","25,2","33,8","63,8","0,7","12,0","1,4","211,9","91,1",2015
Söderslättsgymnasiet Ro 2,31537066,Trelleborg,1287,2120001199,Trelleborg,Kommunal,"11,0","0,5","10,5","40,0","60,7",.,"13,1","0,5","274,0","82,7",2015
Söderslättsgymnasiet Ro 3,86488203,Trelleborg,1287,2120001199,Trelleborg,Kommunal,"32,1","1,0","31,1","64,9","87,7","0,6","15,6","1,0","485,0","90,6",2015
Söderslättsgymnasiet Ro 4,97509989,Trelleborg,1287,2120001199,Trelleborg,Kommunal,"26,1","1,0","25,1","55,1","79,9","6,5","5,8","1,5","97,3","83,3",2015
Drottning Blankas Gymn. Trollhättan,25156286,Trollhättan,1488,5565668794,Drottning Blankas Gymnasieskola AB,Enskild,"10,0","1,0","9,0","74,9","57,8",.,"12,3",.,.,"37,8",2015
Folkuniversitetets gymnasium i Trollhättan,28081446,Trollhättan,1488,8572006313,Folkuniversitetet Stiftelsen Kursver Ksamheten Vid Göteborgs Universitet,Enskild,"19,9","1,0","18,9","60,3","88,4",.,"13,9","0,2","1 310,0","76,7",2015
LBS Ljud & Bildskolan Trollhättan,21400668,Trollhättan,1488,5564851649,Ljud & Bildskolan Lbs AB,Enskild,"15,2","1,0","14,2","19,7","63,0",.,"11,8","0,1","1 680,0","63,0",2015
Lichron TeknikgymnasiumTrollhättan,67036156,Trollhättan,1488,5567560635,Lichron Teknik AB,Enskild,"8,1","0,9","7,2","45,5","24,5",.,"8,4",.,.,"67,8",2015
Magnus Åbergsgymnasiet 1,92949043,Trollhättan,1488,2220002998,Trollhättan,Kommunal,"37,7","2,0","35,7","47,6","94,5","2,8","10,0","1,0","356,0","86,6",2015
Magnus Åbergsgymnasiet 2,92818240,Trollhättan,1488,2220002998,Trollhättan,Kommunal,"16,6","0,7","16,0","84,0","75,6","2,9","28,6",.,.,"46,8",2015
Magnus Åbergsgymnasiet 4,92608619,Trollhättan,1488,2220002998,Trollhättan,Kommunal,"35,6","2,0","33,6","31,3","91,1","1,5","4,9","1,0","164,0","95,3",2015
Nils Ericsonsgymnasiet 1,84329061,Trollhättan,1488,2220002998,Trollhättan,Kommunal,"36,9",.,"36,9","49,9","92,7",.,"14,7",.,.,"100,0",2015
Nils Ericsonsgymnasiet 2,84225089,Trollhättan,1488,2220002998,Trollhättan,Kommunal,"18,7","1,0","17,7","66,7","97,2","5,6","6,7","2,0","59,0","87,0",2015
Praktiska Trollhättan,71969230,Trollhättan,1488,5562575786,Praktiska Sverige AB,Enskild,"12,9","1,0","11,9","55,4","67,1","1,7","9,3","0,2","555,0","38,6",2015
Trosa Gymnasium,20862637,Trosa,0488,2120002957,Trosa,Kommunal,"0,1","0,1",.,.,.,.,.,"0,1","30,0",.,2015
Tyresö Gymnasium 1,91048178,Tyresö,0138,2120000092,Tyresö,Kommunal,"42,0","0,9","41,1","50,3","68,6","2,4","11,7","1,5","321,3","89,0",2015
Mimers Gymnasium Täby,82718660,Täby,0160,5567797831,Adinova AB,Enskild,"15,8","1,0","14,8","63,6","73,0",.,"3,8","0,1","1 120,0","79,6",2015
Praktiska Täby,76942525,Täby,0160,5562575786,Praktiska Sverige AB,Enskild,"10,7","1,0","9,7","54,9","56,5",.,"9,2",.,.,"62,2",2015
Sparre Gymnasium,12399380,Täby,0160,5567875413,Upplevelse Utbildning i Täby AB,Enskild,"4,3","0,5","3,8","26,3","73,7",.,"14,2",.,.,"60,5",2015
Tibble Fristående Gymnasium,31486865,Täby,0160,5566978556,Tibble Fristående Gymnasium TFG AB,Enskild,"64,8","1,0","63,8","56,5","88,5",.,"15,5","2,0","494,5","86,7",2015
Täby Enskilda gymnasium,97265732,Täby,0160,5565680112,Täby Enskilda Gymnasium AB,Enskild,"47,7","1,0","46,7","57,4","92,3",.,"15,9","0,5","1 482,0","94,2",2015
Täby Yrkesgymnasium,10373112,Täby,0160,5562629179,Utbildningscentret för yrkestrafik i Sverige AB,Enskild,"8,3","1,0","7,3","41,9","53,3",.,"8,7",.,.,"52,6",2015
Åva gymnasium,61720981,Täby,0160,2120000118,Täby,Kommunal,"89,4","1,0","88,4","47,9","87,1",.,"14,1","4,3","292,5","86,7",2015
Gymn.utb. Töreboda Kanalskolan,57446690,Töreboda,1473,2120001678,Töreboda,Kommunal,"10,9","1,0","9,9","50,0","72,2",.,"8,2",.,.,"94,9",2015
Plusgymnasiet i Uddevalla,50424828,Uddevalla,1485,5565789129,Plusgymnasiet AB,Enskild,"29,0","1,0","28,0","47,6","63,7",.,"14,0","0,5","782,0","39,4",2015
Praktiska Uddevalla,38904403,Uddevalla,1485,5562575786,Praktiska Sverige AB,Enskild,"3,4","1,0","2,4","67,5","59,1",.,"10,5",.,.,"50,6",2015
Thoren Innovation School Uddevalla,82931004,Uddevalla,1485,5568902653,Thoren Innovation School AB,Enskild,"7,4","1,0","6,4","70,2","70,2","7,4","14,0","0,2","423,8","70,2",2015
"Uddevalla gymnasieskola, Agneberg BF",83584125,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"5,7","0,3","5,4","80,3","100,0","5,0","12,4","0,1","837,5","81,4",2015
"Uddevalla gymnasieskola, Agneberg EK",95024660,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"15,0","0,3","14,7","65,1","93,2","4,0","16,2","0,2","1 133,3","92,5",2015
"Uddevalla gymnasieskola, Agneberg EKSPINT",32263814,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"2,0","0,2","1,8","63,5","100,0","3,9","37,6","0,1","971,4","100,0",2015
"Uddevalla gymnasieskola, Agneberg HA",12075195,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"7,7","0,3","7,4","83,4","100,0","4,1","8,7","0,1","533,3","99,1",2015
"Uddevalla gymnasieskola, Agneberg HT",35557948,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"4,8","0,3","4,5","76,2","100,0","0,2","6,4","0,4","82,9","77,3",2015
"Uddevalla gymnasieskola, Agneberg RL",62300682,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"8,8","0,4","8,4","83,4","72,9","1,1","9,1","0,3","308,0","81,4",2015
"Uddevalla gymnasieskola, Agneberg SA",47393891,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"23,6","0,6","23,0","76,6","96,0","0,9","10,3","0,2","1 190,0","93,0",2015
"Uddevalla gymnasieskola, Agneberg SASPINT",48414975,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"2,8","0,3","2,5","66,5","100,0","6,5","23,8","0,2","368,8","90,3",2015
"Uddevalla gymnasieskola, Margaretegärde GLU",65265211,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"15,6","0,8","14,8","37,6","88,2",.,"11,2","0,6","301,8","78,8",2015
"Uddevalla gymnasieskola, Margaretegärde IM",67785826,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"32,3","1,0","31,3","54,3","82,9","1,3","11,4","0,3","1 190,0","77,8",2015
"Uddevalla gymnasieskola, Sinclair ES",11533776,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"32,7","0,5","32,2","38,7","90,5","2,5","9,6","0,6","534,5","78,7",2015
"Uddevalla gymnasieskola, Sinclair SAAK",47108751,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"4,8","0,3","4,5","28,0","100,0","4,4","4,9","0,1","183,3","80,6",2015
"Uddevalla gymnasieskola, Östabo 1 VO",97191332,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"10,7","0,4","10,3","87,6","91,4","1,7","12,4","0,2","673,7","94,8",2015
"Uddevalla gymnasieskola, Östrabo 1 IN",71938440,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"3,8","0,1","3,7","13,7","100,0","2,2","8,2","0,1","375,0","100,0",2015
"Uddevalla gymnasieskola, Östrabo 1 TE",28829503,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"25,7","0,9","24,8","40,3","84,3","1,7","11,5",.,.,"97,5",2015
"Uddevalla gymnasieskola, Östrabo Y BA",22811839,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"18,5","0,8","17,7","16,8","88,4",.,"10,4","0,3","575,0","92,8",2015
"Uddevalla gymnasieskola, Östrabo Y EE",33205596,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"7,6","0,4","7,2","18,4","72,3",.,"10,1","0,1","730,0","72,3",2015
"Uddevalla gymnasieskola, Östrabo Y ES",99622695,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"2,2","0,0","2,2","87,0","100,0",.,"7,6","0,0","1 700,0","100,0",2015
"Uddevalla gymnasieskola, Östrabo Y FT",19930101,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"24,5","1,0","23,5","17,1","84,4",.,"9,1","0,3","713,3","97,1",2015
"Uddevalla gymnasieskola, Östrabo Y HV",45132264,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"9,0","0,6","8,4","81,6","88,6",.,"11,4","0,2","527,8","100,0",2015
"Uddevalla gymnasieskola, Östrabo Y VF",61647360,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"4,5","0,2","4,3","22,7","53,2",.,"11,1","0,1","533,3","80,3",2015
"Uddevalla gymnasieskola,Östrabo 1 NA",98651664,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"17,9","0,6","17,3","53,7","99,2","1,9","13,6",.,.,"88,1",2015
Tingsholmsgymnasiets introduktionsprogram gymnasiesärskola,69504751,Ulricehamn,1491,2120001579,Ulricehamn,Kommunal,"7,6",.,"7,6","68,2","89,4","3,3","11,5","0,2","414,3","100,0",2015
Tingsholmsgymnasiets nationella program,33657492,Ulricehamn,1491,2120001579,Ulricehamn,Kommunal,"49,7","1,0","48,7","44,6","75,5","3,1","8,9","0,9","504,7","85,2",2015
Dragonskolan BA,61622991,Umeå,2480,2120002627,Umeå,Kommunal,"18,3","0,8","17,5","19,1","76,0","4,7","11,2","0,4","490,0","93,1",2015
Dragonskolan BF,66644568,Umeå,2480,2120002627,Umeå,Kommunal,"13,3",.,"13,3","78,9","94,0","7,7","11,6","0,5","308,0","77,6",2015
Dragonskolan EE,93659517,Umeå,2480,2120002627,Umeå,Kommunal,"15,2","0,5","14,7","28,0","87,1","2,0","11,7","0,4","430,0","99,4",2015
Dragonskolan EK,79309485,Umeå,2480,2120002627,Umeå,Kommunal,"14,9","0,5","14,4","61,5","93,8","7,0","16,4","0,3","694,1","91,5",2015
Dragonskolan HV,73316818,Umeå,2480,2120002627,Umeå,Kommunal,"8,5","0,4","8,1","91,5","76,1","2,5","11,9","0,3","384,0","85,2",2015
Dragonskolan IC,37078868,Umeå,2480,2120002627,Umeå,Kommunal,"5,8","0,1","5,7","52,6","88,4","2,6","7,2","0,2","273,3","98,1",2015
Dragonskolan IN,27859889,Umeå,2480,2120002627,Umeå,Kommunal,"6,2","0,2","6,0","20,3","47,2","1,7","8,6","0,2","255,0","96,6",2015
Dragonskolan NA,16130958,Umeå,2480,2120002627,Umeå,Kommunal,"16,8","0,4","16,4","61,9","94,7","2,2","13,6","0,4","637,1","98,7",2015
Dragonskolan RH,29161632,Umeå,2480,2120002627,Umeå,Kommunal,"5,5","0,5","5,0","78,8","100,0","27,3","2,4","0,5","24,0","100,0",2015
Dragonskolan SA,82195565,Umeå,2480,2120002627,Umeå,Kommunal,"19,9","1,0","18,9","80,7","97,9","6,2","14,4","0,5","546,0","96,0",2015
Dragonskolan TE,33596572,Umeå,2480,2120002627,Umeå,Kommunal,"17,6","0,8","16,8","35,9","89,3","7,1","13,9","0,4","585,0","97,2",2015
Dragonskolan VF,45541222,Umeå,2480,2120002627,Umeå,Kommunal,"3,3","0,3","3,1","19,3","66,7","5,6","10,5","0,1","320,0","99,3",2015
Dragonskolans Elitidrottsgymnasium,77713695,Umeå,2480,2120002627,Umeå,Kommunal,"32,4","1,0","31,4","31,0","58,5","2,1","8,1","0,5","490,4","82,7",2015
Forslundagymnasiet GY,63451147,Umeå,2480,2120002627,Umeå,Kommunal,"14,1","0,7","13,4","54,8","77,6","7,5","8,4","0,4","260,5","96,3",2015
Fridhemsgymnasiet HA,23782610,Umeå,2480,2120002627,Umeå,Kommunal,"2,9","0,3","2,5","56,5","100,0","30,0","5,5","0,1","140,0","60,5",2015
Fridhemsgymnasiet IM,93669532,Umeå,2480,2120002627,Umeå,Kommunal,"26,4","1,0","25,4","55,5","96,1","3,9","8,1","1,3","158,5","99,7",2015
Fridhemsgymnasiet Lärling,91740395,Umeå,2480,2120002627,Umeå,Kommunal,"6,5","0,3","6,2","49,8","74,9","7,6","8,9","2,0","27,5","71,5",2015
Fridhemsgymnasiet RL,61197669,Umeå,2480,2120002627,Umeå,Kommunal,"8,1","0,3","7,7","35,2","85,1","3,2","6,5","0,1","500,0","94,2",2015
Fridhemsgymnasiet SA,89318541,Umeå,2480,2120002627,Umeå,Kommunal,"3,3","0,3","2,9","81,2","81,2","15,7","6,5","0,1","190,0","77,8",2015
Fridhemsgymnasiet VO,17812651,Umeå,2480,2120002627,Umeå,Kommunal,"7,1","0,3","6,8","80,9","89,0","11,0","10,6","0,1","720,0","78,0",2015
Midgårdsskolan ESBIL,51131594,Umeå,2480,2120002627,Umeå,Kommunal,"5,5","0,2","5,3","60,0","100,0","5,6","12,6","0,2","446,7","96,2",2015
Midgårdsskolan ESDAN,89680395,Umeå,2480,2120002627,Umeå,Kommunal,"3,3","0,2","3,1","91,1","68,1","6,4","9,9","0,2","206,7","74,4",2015
Midgårdsskolan ESEST,53696633,Umeå,2480,2120002627,Umeå,Kommunal,"5,3","0,5","4,8","85,4","100,0","4,2","11,3","0,3","216,0","97,9",2015
Midgårdsskolan ESFILVE,45580855,Umeå,2480,2120002627,Umeå,Kommunal,"2,3","0,2","2,2","34,9","41,9","4,7","7,4","0,1","320,0","93,0",2015
Midgårdsskolan ESMUS,27440210,Umeå,2480,2120002627,Umeå,Kommunal,"19,6","0,4","19,2","33,1","91,2","1,6","8,8","0,4","422,5","96,9",2015
Midgårdsskolan ESTEA,62758285,Umeå,2480,2120002627,Umeå,Kommunal,"4,0","0,2","3,9","94,8","98,7","2,6","13,5","0,1","520,0","94,8",2015
Midgårdsskolan IB,52834190,Umeå,2480,2120002627,Umeå,Kommunal,"2,0","0,4","1,6","90,3","90,3","6,5","7,7","0,2","80,0","100,0",2015
Midgårdsskolan IM,46122886,Umeå,2480,2120002627,Umeå,Kommunal,"13,3","0,4","12,9","58,9","86,1",.,"2,5","0,3","128,0","32,2",2015
Midgårdsskolan NA,16218090,Umeå,2480,2120002627,Umeå,Kommunal,"9,8","0,5","9,3","78,0","90,9","3,2","13,5","0,3","420,0","92,5",2015
Midgårdsskolan SA,64667996,Umeå,2480,2120002627,Umeå,Kommunal,"6,9","0,4","6,5","58,1","100,0","3,1","21,1","0,3","453,3","74,4",2015
Minervagymnasium,23544320,Umeå,2480,5565735049,Minervaskolan i Umeå AB,Enskild,"33,0","1,0","32,0","34,2","93,7",.,"17,6","1,0","563,0","87,7",2015
NTI-gymnasiet Umeå,57668673,Umeå,2480,5561203679,Nordens Teknikerinstitut Aktiebolag (Nti),Enskild,"5,8",.,"5,8","60,1","85,9",.,"24,4","0,2","710,0","100,0",2015
Thoren Business School Umeå,69040241,Umeå,2480,5566139290,Thorengruppen AB,Enskild,"6,5","0,9","5,6","34,1","100,0","3,6","10,0","0,3","186,7","82,1",2015
Umeå Internationella Gymnasium,63993414,Umeå,2480,5566199260,Folkuniversitetet Uppdrag Norr Aktiebolag,Enskild,"11,6","0,9","10,8","55,9","76,8","5,9","7,5","0,3","270,0","100,0",2015
"Umeå Waldorfskola, gy",49136871,Umeå,2480,8940012076,Stiftelsen Umeå Waldorfskola R Karlsson Mfl,Enskild,"5,6","0,4","5,2","71,8",.,.,"3,4",.,.,"100,0",2015
Yrkesgymnasiet Umeå,91905819,Umeå,2480,5566139290,Thorengruppen AB,Enskild,"9,5","0,8","8,8","37,7","80,0","9,1","12,7","0,7","158,6","80,0",2015
Energigymnasiet Upplands Väsby,82372485,Upplands Väsby,0114,5568089246,Energy Maintenance Sweden AB,Enskild,"4,9","0,5","4,4","11,4","22,7",.,"9,3",.,.,"90,9",2015
Peabskolan Upplands Väsby,54882637,Upplands Väsby,0114,5564427432,Peabskolan AB,Enskild,"7,8","0,5","7,3","32,9","53,4","2,7","10,0",.,.,"100,0",2015
Väsby Nya Gymnasium,20855811,Upplands Väsby,0114,2120000019,Upplands Väsby,Kommunal,"34,1","1,0","33,1","62,8","91,8","3,0","17,3","1,0","572,0","100,0",2015
Upplands-Brogymnasiet,53923398,Upplands-Bro,0139,2120000100,Upplands-Bro,Kommunal,"73,0","1,0","72,0","54,0","76,7",.,"11,0","3,9","204,6","84,7",2015
Bolandgymnasiet,87871635,Uppsala,0380,2120003005,Uppsala,Kommunal,"48,3","1,0","47,4","28,6","58,5","2,1","8,7","1,6","264,5","67,4",2015
Celsiusskolan,47844862,Uppsala,0380,2120003005,Uppsala,Kommunal,"64,3","1,0","63,3","48,3","84,9","4,0","14,0","1,4","632,9","76,0",2015
Centrum för Introduktion i Skola,74261212,Uppsala,0380,2120003005,Uppsala,Kommunal,"11,3","0,2","11,1","95,5","100,0","9,0","11,9","0,3","440,0","82,0",2015
CULTUS Gymnasieskola,22239675,Uppsala,0380,5566793492,Victum Utveckling AB,Enskild,"6,5","0,8","5,7","63,2","79,8","1,8","13,5","0,1","770,0","67,5",2015
Ekebygymnasiet,37316242,Uppsala,0380,2120003005,Uppsala,Kommunal,"29,8","0,8","29,0","55,2","87,6","2,8","11,6","1,0","337,0","89,3",2015
Fyrisskolan,72984079,Uppsala,0380,2120003005,Uppsala,Kommunal,"58,4","1,0","57,4","53,3","87,6","2,9","12,5","1,3","550,0","95,2",2015
Grafiskt utbildningscenter GUC,17088475,Uppsala,0380,2120003005,Uppsala,Kommunal,"26,1","1,0","25,1","51,1","88,8","7,2","11,0","0,8","366,7","95,5",2015
Grillska Gymnasiet Uppsala,36480690,Uppsala,0380,8020170794,Stadsmissionens Skolstiftelse,Enskild,"20,4","1,0","19,4","36,2","71,0",.,"13,3","0,5","516,0","48,4",2015
Hagströmska gymnasiet Uppsala,24787883,Uppsala,0380,5567550461,Hagströmska Gymnasiet AB,Enskild,"6,1","0,9","5,2","80,7","61,4",.,"12,0","0,1","775,0","61,4",2015
Internationella Gymnasiet,32995170,Uppsala,0380,8176007055,Folkuniversitetet Stiftelsen Kursverksamheten Vid Uppsala Universitet,Enskild,"13,3","2,0","11,3","67,9","80,6",.,"13,5","0,2","760,0","68,1",2015
IT-Gymnasiet Uppsala,52048443,Uppsala,0380,5565970471,IT Gymnasiet Sverige AB,Enskild,"22,0","1,0","21,0","33,7","70,4",.,"14,3","0,3","1 003,3","77,4",2015
JENSEN Gymnasium Uppsala,61674097,Uppsala,0380,5566358759,Jensen Education College AB,Enskild,"15,1","1,0","14,1","51,2","91,5",.,"17,8",.,.,"79,4",2015
Jällagymnasiet,20173336,Uppsala,0380,2120003005,Uppsala,Kommunal,"28,7","0,9","27,8","66,2","85,6","3,6","8,3","2,3","100,0","81,3",2015
Katedralskolan,32550660,Uppsala,0380,2120003005,Uppsala,Kommunal,"64,7","1,0","63,7","54,9","86,3","2,2","17,2","2,3","487,1","85,1",2015
Kunskapsgymnasiet Uppsala,93488613,Uppsala,0380,5565661815,Kunskapsskolan i Sverige Aktiebolag,Enskild,"10,6","0,5","10,1","42,6","88,1","3,0","11,0",.,.,"71,3",2015
Linnégymnasiet,45600034,Uppsala,0380,2120003005,Uppsala,Kommunal,"6,6","0,5","6,1","69,1","95,2",.,"11,3","0,3","230,0","81,3",2015
Linnéskolan,84010916,Uppsala,0380,2120003005,Uppsala,Kommunal,"4,9","0,1","4,8","95,8","47,9",.,.,.,.,"4,2",2015
Livets Ords Kristna Gymnasium,74560191,Uppsala,0380,5565835146,LOKS AB,Enskild,"11,1","1,0","10,1","61,5","84,7",.,"8,6","0,1","1 740,0","96,9",2015
Lundellska skolan,59599256,Uppsala,0380,2120003005,Uppsala,Kommunal,"74,3","1,0","73,3","68,3","93,4","1,4","15,0","3,0","366,7","83,2",2015
Praktiska Uppsala,69865450,Uppsala,0380,5562575786,Praktiska Sverige AB,Enskild,"18,2",.,"18,2","45,1","48,4","4,4","11,4",.,.,"65,9",2015
Realgymnasiet Uppsala,31112935,Uppsala,0380,5565715892,Lärande i Sverige AB,Enskild,"13,0","0,7","12,4","88,7","74,9",.,"10,9","0,2","670,0","100,0",2015
Rosendalsgymnasiet,26957025,Uppsala,0380,2120003005,Uppsala,Kommunal,"44,4","1,0","43,4","48,4","98,6","2,2","18,2","1,9","416,3","91,4",2015
Thoren Business School Uppsala,90509211,Uppsala,0380,5566139290,Thorengruppen AB,Enskild,"16,9","1,0","15,9","42,7","87,4","6,3","20,6","1,0","326,0","86,9",2015
Uven,34672151,Uppsala,0380,2120003005,Uppsala,Kommunal,"19,2","0,5","18,7","57,5","92,0","8,8","8,6","5,2","30,8","87,4",2015
Yrkesgymnasiet Uppsala,49872493,Uppsala,0380,5566139290,Thorengruppen AB,Enskild,"6,0","1,0","5,0","80,0","70,0",.,"11,4","0,3","190,0",.,2015
Yrkesplugget Uppsala,39147056,Uppsala,0380,5566753736,Yrkesplugget i Sverige AB,Enskild,"13,6","1,0","12,6","28,5","47,7",.,"13,7","0,1","2 471,4","79,4",2015
Uppvidinge gymnasieskola,11953769,Uppvidinge,0760,2120000605,Uppvidinge,Kommunal,"10,5","0,5","10,0","67,5","72,2","1,5","9,3","0,5","186,0","98,0",2015
Vadstenagymnasiet,28646435,Vadstena,0584,2120002825,Vadstena,Kommunal,"8,9","0,7","8,2","35,5","54,2",.,"12,5",.,.,"60,3",2015
Fenix kunskapscentrum/gymn,80426743,Vaggeryd,0665,2120000522,Vaggeryd,Kommunal,"29,0","1,0","28,0","56,3","83,0","3,6","11,5","0,6","538,3","86,4",2015
Vallentuna gymnasium,85788659,Vallentuna,0115,2120000027,Vallentuna,Kommunal,"30,6","1,0","29,6","52,0","83,8",.,"9,7",.,.,"96,1",2015
Vansbro utbildningscenter gy.,95340745,Vansbro,2021,2120002130,Vansbro,Kommunal,"19,6","1,0","18,6","48,9","73,4",.,"7,5","1,0","139,0","68,0",2015
Lagmansgymnasiet,59521477,Vara,1470,2120002924,Vara,Kommunal,"30,8","1,0","29,8","38,8","69,6",.,"8,7","0,5","520,0","68,1",2015
Drottning Blankas Gymn. Varberg,92442684,Varberg,1383,5565668794,Drottning Blankas Gymnasieskola AB,Enskild,"18,3","1,0","17,3","68,7","79,1",.,"12,6",.,.,"74,2",2015
LBS Ljud & Bildskolan Varberg,66095163,Varberg,1383,5564851649,Ljud & Bildskolan Lbs AB,Enskild,"12,1","1,0","11,1","32,4","56,8","4,5","13,3","0,1","2 960,0","70,3",2015
Peder Skrivares skola Enhet 1,54599691,Varberg,1383,2120001249,Varberg,Kommunal,"36,2","1,0","35,2","66,4","95,3","2,8","15,2","1,0","537,0","97,2",2015
Peder Skrivares skola Enhet 2,54004368,Varberg,1383,2120001249,Varberg,Kommunal,"39,6","1,0","38,6","39,0","94,0","2,1","12,6","1,0","487,0","100,0",2015
Peder Skrivares skola Enhet 3,54467211,Varberg,1383,2120001249,Varberg,Kommunal,"35,9","1,0","34,9","18,8","69,1","2,9","8,5","1,0","297,0","82,4",2015
Peder Skrivares skola Enhet 4,54361562,Varberg,1383,2120001249,Varberg,Kommunal,"6,0",.,"6,0","50,0","100,0",.,"17,8",.,.,"66,7",2015
Peder Skrivares skola Enhet 5,54443734,Varberg,1383,2120001249,Varberg,Kommunal,"1,7",.,"1,7","39,4","100,0",.,"5,5",.,.,"60,6",2015
Sveriges Ridgymnasium Varberg,23517683,Varberg,1383,5566814504,Sveriges Ridgymnasium AB,Enskild,"7,1","1,0","6,1","73,9","44,4",.,"10,9",.,.,"72,2",2015
Sundsgymnasiet,31975673,Vellinge,1233,2120001033,Vellinge,Kommunal,"47,9","0,8","47,1","57,1","94,2","2,7","14,2",.,.,"90,9",2015
Njudungsgymnasiet 2,82251333,Vetlanda,0685,2120000571,Vetlanda,Kommunal,"24,1","1,0","23,1","30,9","83,1","4,3","8,5",.,.,"83,7",2015
Njudungsgymnasiet 3,99864908,Vetlanda,0685,2120000571,Vetlanda,Kommunal,"22,7","1,0","21,7","62,3","76,4",.,"9,4","1,0","204,0","68,7",2015
Njudungsgymnasiet 4,27106031,Vetlanda,0685,2120000571,Vetlanda,Kommunal,"23,2","1,0","22,2","54,2","82,2",.,"12,1","1,0","268,0","88,6",2015
Njudungsgymnasiet 5,59463950,Vetlanda,0685,2120000571,Vetlanda,Kommunal,"28,9","1,0","27,9","39,9","75,6",.,"9,7","0,9","318,8","89,4",2015
Njudungsgymnasiet 6,33076536,Vetlanda,0685,2120000571,Vetlanda,Kommunal,"5,5","0,6","4,9","43,0","75,2",.,"15,5",.,.,"75,2",2015
Malgomajskolan,63931325,Vilhelmina,2462,2120002601,Vilhelmina,Kommunal,"52,9","1,0","51,9","42,4","72,3","3,7","6,5","2,0","167,5","70,6",2015
Vimmerby gymnasium 1,44586618,Vimmerby,0884,2120000787,Vimmerby,Kommunal,"8,5","0,5","8,0","81,3","81,3",.,"9,0","0,3","288,0","81,3",2015
Vimmerby gymnasium 2,57391913,Vimmerby,0884,2120000787,Vimmerby,Kommunal,"14,5","1,0","13,5","62,9","70,3",.,"8,5",.,.,"100,0",2015
Vimmerby gymnasium 3,75374280,Vimmerby,0884,2120000787,Vimmerby,Kommunal,"14,7","1,0","13,7","10,2","85,4",.,"11,2",.,.,"92,7",2015
Vimmerby gymnasium 4,28955076,Vimmerby,0884,2120000787,Vimmerby,Kommunal,"12,8","0,5","12,3","65,0","100,0",.,"9,4",.,.,"91,9",2015
Renforsskolan IMSPR,17557894,Vindeln,2404,2120002544,Vindeln,Kommunal,"1,3",.,"1,3","100,0","100,0",.,.,.,.,"100,0",2015
Introduktionsprogram Gy,60440546,Vingåker,0428,2120000308,Vingåker,Kommunal,"1,1","0,1","1,0",.,"100,0",.,"6,0","0,2","30,0","100,0",2015
Flora Dekor Alingsås,78017290,Vårgårda,1442,9696520742,Flora Dekor Alingsås Handelsbolag,Enskild,"2,0","0,6","1,4","100,0","39,3",.,"5,7",.,.,"96,4",2015
Sundlergymnasiet,46148350,Vårgårda,1442,2120001454,Vårgårda,Kommunal,"31,3","1,0","30,3","59,2","83,3","6,6","10,2","1,0","309,0","82,2",2015
