skolverket_kommunnamn,skolverket_skolnamn,huvudman,skolverket_huvudman_namn,school_unit,skolverket_foraldr_utb_tcv95,skolverket_and_utl_bakgr_tcv95,skolverket_andel_pojkar_tcv95,skolverket_ver_and_uppn_malen_tcv95,skolverket_ber_and_uppn_malen_tcv95,skolverket_sal_and_uppn_malen_tcv95,skolverket_ver_meritvarde_tcv95,skolverket_ber_meritvarde_tcv95,skolverket_sal_meritvarde_tcv95,year
Göteborg,ISGR/Swedish-English,Enskild,Göteborgsregionens Internationella Skola AB,80498460,"2,53",0,41,78,90,-12,256,257,-1,2017
Göteborg,JENSEN grundskola Göteborg,Enskild,Jensen Education College AB,62764006,"2,29",3,38,86,80,7,261,238,23,2017
Göteborg,Johannebergsskolans Montessori åk 6-9,Kommunal,Göteborg,46489893,"2,56",11,51,83,82,1,246,241,5,2017
Göteborg,Jättestenskolan 1 F-9,Kommunal,Göteborg,89438692,"2,18",13,62,65,69,-4,211,210,1,2017
Göteborg,Katolska skolan av Notre Dame,Enskild,Stiftelsen Katolska Skolan Av Notre Dame,45045293,"2,01",19,51,51,59,-8,193,195,-2,2017
Göteborg,Klarebergsskolan 7-9,Kommunal,Göteborg,20429308,"2,2",12,59,72,70,2,205,213,-8,2017
Göteborg,Kristinaskolan,Enskild,Stiftelsen För Kristna Skolor i Angeredområdet,46512685,"1,98",10,50,70,64,6,220,204,16,2017
Göteborg,Kunskapsskolan Krokslätt,Enskild,Kunskapsskolan i Sverige Aktiebolag,83045482,"2,27",8,50,71,76,-4,229,227,2,2017
Göteborg,Kålltorpsskolan,Kommunal,Göteborg,16954837,"2,47",3,46,76,85,-9,228,247,-19,2017
Göteborg,Kärralundsskolan,Kommunal,Göteborg,14037390,"2,68",0,59,95,94,1,268,260,8,2017
Göteborg,Kärraskolan 7-9,Kommunal,Göteborg,85930744,"2,1",18,46,57,62,-5,202,203,-1,2017
Göteborg,Lindåsskolan 4-9,Kommunal,Göteborg,61845870,"2,68",18,56,74,81,-8,226,240,-14,2017
Göteborg,Lundenskolan,Kommunal,Göteborg,37379026,"2,27",19,58,67,67,0,230,209,21,2017
Göteborg,Lövgärdesskolan 4-9,Kommunal,Göteborg,31928894,"1,84",38,44,35,40,-5,157,163,-6,2017
Göteborg,Montessoriskolan Casa,Enskild,Stiftelsen Casa Dei Bambini,76938537,"2,68",0,41,100,94,6,281,267,14,2017
Göteborg,Montessoriskolan Centrum,Enskild,Stiftelsen Montessoriskolan Centrum,73995321,"2,58",0,43,86,91,-5,261,260,2,2017
Göteborg,Montessoriskolan Skäret,Enskild,Skäret Skolkooperativ Ek.För.,25894254,"2,72",0,48,93,95,-3,246,267,-21,2017
Göteborg,Nordhemsskolan 2,Kommunal,Göteborg,32380381,"2,42",19,53,66,72,-6,215,222,-7,2017
Göteborg,Nordlyckeskolan,Kommunal,Göteborg,93002896,"2,6",5,50,91,88,3,258,252,6,2017
Göteborg,Nya Påvelundsskolan 1,Kommunal,Göteborg,33511119,"2,65",9,44,87,87,-1,243,254,-11,2017
Göteborg,Nya Påvelundsskolan 2,Kommunal,Göteborg,43441529,"2,61",7,61,79,86,-7,236,246,-10,2017
Göteborg,Nygårdsskolan 4-9,Kommunal,Göteborg,65651613,"2,37",0,69,88,84,4,241,236,5,2017
Göteborg,Nytorpsskolan 4-9,Kommunal,Göteborg,16396010,"1,72",24,44,49,46,3,184,172,12,2017
Göteborg,Prolympia Göteborg,Enskild,Gothenburg Association AB,54367867,"2,29",2,66,79,80,-1,236,230,6,2017
Göteborg,Rudolf Steinerskolan Göteborg,Enskild,Stiftelsen Rudolf Steinerskolan,42817980,"2,65",0,50,83,93,-10,260,261,-1,2017
Göteborg,Römosseskolan,Enskild,Föreningen Islamiska Skolan i Göteborg,72408586,2,0,42,74,73,1,251,221,30,2017
Göteborg,Sandeklevsskolan 2,Kommunal,Göteborg,91683255,"1,58",28,52,43,39,5,173,154,18,2017
Göteborg,Sannaskolan 2,Kommunal,Göteborg,42792002,"2,28",7,57,64,76,-12,203,225,-23,2017
Göteborg,Santosskolan,Kommunal,Göteborg,76261770,"2,19",16,48,64,67,-4,213,212,1,2017
Göteborg,Sjumilaskolan 7-9,Kommunal,Göteborg,70791331,"1,62",29,54,25,39,-14,155,155,0,2017
Göteborg,Skälltorpsskolan,Kommunal,Göteborg,21231498,"2,06",15,59,45,63,-18,181,200,-18,2017
Göteborg,Styrsöskolan,Kommunal,Göteborg,81179515,"2,42",9,56,74,79,-6,215,233,-18,2017
Göteborg,Svartedalsskolan A,Kommunal,Göteborg,12846714,"1,83",41,51,29,37,-8,136,155,-19,2017
Göteborg,The English School Gothenburg,Enskild,Stiftelsen English School In Gothenburg,66890810,"2,61",0,36,100,92,8,299,264,35,2017
Göteborg,Toleredsskolan 7-9,Kommunal,Göteborg,27774991,"2,13",10,64,50,69,-18,187,209,-22,2017
Göteborg,Torpaskolan,Kommunal,Göteborg,11465652,"2,29",9,59,85,75,10,211,222,-11,2017
Göteborg,Torslandaskolan 6-9 spår B,Kommunal,Göteborg,88371868,"2,39",4,57,80,82,-2,224,237,-13,2017
Göteborg,Trulsegårdsskolan B,Kommunal,Göteborg,26152423,"2,48",5,59,86,84,3,238,240,-3,2017
Göteborg,Tynneredsskolan,Kommunal,Göteborg,12026626,"1,79",37,63,29,39,-10,150,154,-4,2017
Göteborg,Vasaskolan,Enskild,Stiftelsen För Kristna Skolor,56168083,"2,4",0,36,82,86,-4,243,251,-8,2017
Göteborg,Victoriaskolan,Enskild,Tyska Skolan Göteborg Ek. För.,80678068,"2,41",4,44,73,83,-10,234,243,-9,2017
Göteborg,Vittra Kronhusparken,Enskild,Vittraskolorna AB,67543412,"2,21",2,40,77,78,-1,234,234,1,2017
Göteborg,Änglagårdskolan,Enskild,Gothenburg Association AB,87427999,"2,3",0,71,80,82,-2,240,231,9,2017
Göteborg,Önneredsskolan 2,Kommunal,Göteborg,26855170,"2,41",3,47,81,83,-3,245,243,2,2017
Götene,Liljestensskolan 1,Kommunal,Götene,34900938,"2,12",18,51,65,63,2,193,203,-10,2017
Habo,Hagabodaskolan,Kommunal,Habo,38553494,"2,25",2,49,77,79,-2,226,233,-8,2017
Hagfors,Kyrkhedens skola F-9,Kommunal,Hagfors,76332227,"2,06",16,53,55,62,-7,178,201,-23,2017
Hagfors,Älvstranden bildn.centrum 7-9,Kommunal,Hagfors,18315553,"2,12",19,51,60,62,-2,187,202,-15,2017
Hallsberg,Folkasboskolan,Kommunal,Hallsberg,99707554,"2,1",13,62,71,66,5,181,204,-23,2017
Hallsberg,Transtenskolan,Kommunal,Hallsberg,63503591,"2,02",11,55,74,65,8,213,205,8,2017
Hallstahammar,Parkskolan,Kommunal,Hallstahammar,91030682,"2,01",23,61,57,56,2,191,186,5,2017
Hallstahammar,Tunboskolan,Kommunal,Hallstahammar,32758035,"2,15",8,38,70,72,-2,224,224,0,2017
Halmstad,Brunnsåkersskolan 3,Kommunal,Halmstad,61539121,"2,37",24,56,63,66,-4,193,210,-17,2017
Halmstad,Eketånga Montessoriskola,Enskild,Ideella Föreningen Eketånga Montessoriskola,28459364,"2,76",0,64,82,96,-14,254,264,-10,2017
Halmstad,Engelska Skolan i Halmstad,Enskild,Internationella Engelska Skolan i Sverige AB,78323330,"2,49",0,50,91,88,3,270,251,19,2017
Halmstad,Furulundsskolan 1,Kommunal,Halmstad,84189577,"2,15",6,57,73,73,0,226,219,7,2017
Halmstad,Fyllingeskolan 1,Kommunal,Halmstad,65388353,"2,24",11,50,70,72,-3,215,221,-5,2017
Halmstad,Getingeskolan 2,Kommunal,Halmstad,28451136,"2,21",0,61,83,79,4,223,228,-6,2017
Halmstad,Gullbrandstorpsskolan 1,Kommunal,Halmstad,74772092,"2,47",1,56,87,87,1,230,246,-16,2017
Halmstad,Stenstorpsskolan 1,Kommunal,Halmstad,52347444,"2,41",3,45,88,84,4,240,245,-4,2017
Halmstad,Söndrumskolan 1,Kommunal,Halmstad,18751410,"2,6",7,57,85,87,-2,240,248,-8,2017
Halmstad,Söndrumskolan 2,Kommunal,Halmstad,67995611,"2,61",0,58,89,92,-3,245,256,-11,2017
Halmstad,Trönningeskolan 1,Kommunal,Halmstad,86573921,"2,17",4,60,69,75,-6,206,221,-15,2017
Halmstad,Vallåsskolan 1,Kommunal,Halmstad,19274764,"2,21",7,52,78,74,4,223,223,0,2017
Halmstad,Wallbergsskolan,Enskild,Wallbergsskolans Ideella Förening,42422737,"2,57",0,52,90,91,0,228,256,-27,2017
Halmstad,Östergårdsskolan 1,Kommunal,Halmstad,74243509,"1,93",20,48,40,56,-16,182,189,-7,2017
Halmstad,Östergårdsskolan 3,Kommunal,Halmstad,63902508,"1,92",12,45,55,61,-6,200,200,0,2017
Halmstad,Östergårdsskolan 4,Kommunal,Halmstad,90716191,"1,91",20,63,63,55,8,186,182,4,2017
Halmstad,Österledskolan 1,Kommunal,Halmstad,92337813,"2,02",7,54,71,68,4,192,209,-18,2017
Halmstad,Österledskolan 2,Kommunal,Halmstad,14732915,"2,14",5,48,63,73,-11,186,222,-35,2017
Hammarö,Hammarlundens skola 7-9,Kommunal,Hammarö,95243847,"2,62",3,52,92,90,2,255,255,-1,2017
Hammarö,Mörmoskolan 7-9,Kommunal,Hammarö,47480841,"2,48",15,60,71,77,-6,213,228,-15,2017
Haninge,Brandbergsskolan,Kommunal,Haninge,73184968,"2,04",27,49,44,54,-10,193,188,5,2017
Haninge,Dalarö skola,Kommunal,Haninge,47640376,"2,33",14,43,86,73,13,255,225,29,2017
Haninge,Deltaskolan,Enskild,Deltaskolan AB,73926940,2,0,67,77,72,5,221,212,9,2017
Haninge,HagaLyckebyskolan,Kommunal,Haninge,81680693,"2,2",6,63,73,75,-2,217,220,-2,2017
Haninge,Ribbyskolan,Kommunal,Haninge,59497255,"2,04",5,59,81,70,11,227,212,16,2017
Haninge,Rudanskolan,Enskild,Pysslingen Förskolor Och Skolor AB,17957898,"2,19",0,54,92,78,14,249,229,20,2017
Haninge,Söderbymalmsskolan,Kommunal,Haninge,10035236,"1,92",9,40,61,64,-3,207,206,1,2017
Haninge,Tungelsta skola,Kommunal,Haninge,38975788,"2,21",5,57,80,75,5,223,223,0,2017
Haninge,Vendelsömalmsskolan,Kommunal,Haninge,72266104,"2,25",14,59,67,70,-3,201,213,-13,2017
Haparanda,Marielundsskolan,Kommunal,Haparanda,13768276,"2,06",13,57,63,65,-1,188,203,-15,2017
Heby,Heby skola 7-9,Kommunal,Heby,36374693,"2,12",2,61,85,75,11,220,220,1,2017
Heby,Östervåla skola 7-9,Kommunal,Heby,88091927,"2,08",9,53,49,69,-20,187,212,-25,2017
Hedemora,Olympica,Enskild,Olympica AB,87686617,"2,27",0,37,80,82,-2,221,241,-21,2017
Hedemora,Vasaskolan 7-9,Kommunal,Hedemora,35494110,"2,12",16,49,70,65,5,198,207,-9,2017
Helsingborg,Dalhemsskolan,Kommunal,Helsingborg,86764194,"1,68",20,58,33,47,-15,165,169,-4,2017
Helsingborg,Elinebergsskolan,Kommunal,Helsingborg,41811292,"2,24",8,49,74,74,0,222,225,-3,2017
Helsingborg,Gantofta skola,Kommunal,Helsingborg,28424574,"2,2",7,61,89,74,16,243,219,25,2017
Helsingborg,Gläntanskolan,Kommunal,Helsingborg,67721487,"1,89",24,58,67,51,16,212,178,34,2017
Helsingborg,Holstagårdsskolan,Kommunal,Helsingborg,28754789,"2,51",5,49,91,85,5,255,247,8,2017
Helsingborg,Högastensskolan,Kommunal,Helsingborg,13175575,"2,21",8,58,79,73,6,235,219,15,2017
Helsingborg,Kubikskolan,Enskild,Kubikskolan Aktiebolag,82943624,"2,38",2,58,71,83,-12,247,238,9,2017
Helsingborg,Kunskapsskolan Helsingborg,Enskild,Kunskapsskolan i Sverige Aktiebolag,48798589,"2,52",0,44,97,89,8,286,256,31,2017
Helsingborg,Laröds skola,Kommunal,Helsingborg,87251726,"2,5",13,33,77,79,-2,239,241,-2,2017
Helsingborg,Maria Parkskolan,Kommunal,Helsingborg,42164778,"2,49",11,46,81,81,0,241,240,1,2017
Helsingborg,Musikgrundskolan Synkopen,Kommunal,Helsingborg,55200547,"2,41",0,18,95,86,9,278,258,20,2017
Helsingborg,PeterSvenskolan 1,Enskild,Pysslingen Förskolor Och Skolor AB,16688128,"2,07",3,46,87,73,14,226,221,5,2017
Helsingborg,PeterSvenskolan 2,Enskild,Pysslingen Förskolor Och Skolor AB,49050798,"2,14",2,45,90,76,14,251,227,24,2017
Helsingborg,Påarps skola,Kommunal,Helsingborg,66351593,"2,03",7,53,67,69,-2,205,211,-6,2017
Helsingborg,Rydebäckskolan,Kommunal,Helsingborg,40385157,"2,56",14,59,85,80,5,248,235,13,2017
Helsingborg,Sally Bauerskolans Högstadium,Enskild,Sally Bauer Skolans Högstadium,53515359,"2,23",2,53,91,78,12,243,230,13,2017
Helsingborg,Slottsvångsskolan,Kommunal,Helsingborg,63957271,"1,81",38,86,38,38,0,160,144,15,2017
Helsingborg,Svensgårdsskolan,Kommunal,Helsingborg,89693828,"2,14",5,46,70,73,-3,243,222,20,2017
Helsingborg,Tågaborgsskolan,Kommunal,Helsingborg,87948789,"2,34",6,56,83,79,4,238,232,6,2017
Helsingborg,Vittra Adolfsberg,Enskild,Vittraskolorna AB,71069736,"1,83",12,48,48,59,-11,189,193,-4,2017
Helsingborg,Vittra Landborgen,Enskild,Vittraskolorna AB,90080902,"2,02",2,48,73,72,1,223,218,5,2017
Helsingborg,Västra Allé,Enskild,Pysslingen Förskolor Och Skolor AB,57590681,"2,28",2,46,85,80,5,261,236,25,2017
Helsingborg,Västra Berga skola,Kommunal,Helsingborg,28060171,"1,96",13,58,75,62,13,228,197,31,2017
Helsingborg,Västra Ramlösa skola,Kommunal,Helsingborg,49010566,"2,29",11,68,87,74,14,238,218,20,2017
Helsingborg,Wieselgrensskolan,Kommunal,Helsingborg,51014228,"2,05",16,49,53,62,-9,204,201,3,2017
Helsingborg,Ättekullaskolan,Kommunal,Helsingborg,64728140,"2,05",0,70,70,74,-4,218,214,4,2017
Herrljunga,Altorpskolan,Kommunal,Herrljunga,24142437,"2,07",7,58,78,70,8,215,212,3,2017
Hjo,Guldkroksskolan 7-9,Kommunal,Hjo,81342093,"2,2",4,53,84,76,8,229,226,3,2017
Hofors,Petreskolan 7-9,Kommunal,Hofors,25716177,"2,04",7,61,76,69,8,219,208,11,2017
Huddinge,Annerstaskolan,Kommunal,Huddinge,79012683,"1,91",23,62,56,52,4,191,178,13,2017
Huddinge,Balingsnässkolan,Kommunal,Huddinge,13654969,"2,36",3,62,87,81,5,224,234,-10,2017
Huddinge,Edboskolan,Kommunal,Huddinge,98477278,"2,5",6,61,89,84,5,270,240,30,2017
Huddinge,Internationella Engelska Skolan Huddinge,Enskild,Internationella Engelska Skolan i Sverige AB,97942210,"2,34",4,56,91,80,11,276,234,42,2017
Huddinge,Kungsklippeskolan,Kommunal,Huddinge,89510449,"2,4",0,54,96,85,11,263,244,19,2017
Huddinge,Kvarnbergsskolan,Kommunal,Huddinge,54516737,"2,29",4,54,85,79,6,227,231,-4,2017
Huddinge,Källbrinksskolan,Kommunal,Huddinge,41213404,"2,37",0,65,91,84,7,245,237,7,2017
Huddinge,Segeltorpsskolan,Kommunal,Huddinge,15483394,"2,39",14,53,76,75,1,217,226,-9,2017
Huddinge,Södertörns friskola,Enskild,Södertörns Friskola Ekonomisk Förening,22019000,"2,62",0,50,85,92,-7,259,260,0,2017
Huddinge,Trångsundsskolan,Kommunal,Huddinge,42601396,"2,28",15,68,68,70,-2,214,211,3,2017
Huddinge,Vistaskolan,Kommunal,Huddinge,50783450,"2,18",13,60,76,69,7,231,210,20,2017
Huddinge,Vårbyskolan,Kommunal,Huddinge,64949601,"1,71",17,59,55,51,5,197,174,22,2017
Huddinge,Östra grundskolan,Kommunal,Huddinge,39229061,"2,1",18,56,75,63,12,228,201,27,2017
Hudiksvall,Ede skola,Kommunal,Hudiksvall,83627088,"2,06",3,56,78,72,6,222,217,5,2017
Hudiksvall,Hudikskolan 7-9,Enskild,Hudik Friskoleutbildning AB,77537602,"2,29",1,64,74,80,-7,204,230,-27,2017
Hudiksvall,Iggesunds skola,Kommunal,Hudiksvall,80631297,"2,07",20,60,53,60,-7,195,194,1,2017
Hudiksvall,Läroverket,Kommunal,Hudiksvall,23786565,"2,24",7,54,66,75,-8,209,224,-14,2017
Hudiksvall,Östra skolan,Kommunal,Hudiksvall,50190330,"2,24",5,53,68,77,-9,204,227,-23,2017
Hultsfred,Albäcksskolan 1,Kommunal,Hultsfred,55252119,"2,02",22,52,60,57,3,195,191,4,2017
Hultsfred,Prolympia Virserum,Enskild,Nya Centralskolan i Virserum AB,12289594,"2,21",27,69,62,59,2,168,191,-24,2017
Hylte,Örnaskolan 3,Kommunal,Hylte,80477825,"2,14",22,55,61,61,0,195,198,-4,2017
Håbo,Futurum,Kommunal,Håbo,61956762,"2,27",2,49,80,79,1,227,234,-7,2017
Håbo,Gransäterskolan,Kommunal,Håbo,90826660,"2,24",9,61,75,73,2,215,219,-3,2017
Håbo,Gröna dalen,Kommunal,Håbo,49674763,"2,04",14,65,57,64,-7,184,199,-15,2017
Håbo,Läraskolan,Enskild,Läraskolan i Bålsta AB,28306495,"2,13",0,35,80,77,3,255,232,22,2017
Håbo,Potentia Education,Enskild,Potentia education AB,15081255,"2,29",4,48,100,79,21,276,234,42,2017
Håbo,Västerängsskolan,Kommunal,Håbo,29299366,"2,12",5,60,71,72,-2,220,216,4,2017
Hällefors,Klockarhagsskolan,Kommunal,Hällefors,38657898,"2,03",12,58,65,64,0,197,202,-5,2017
Härjedalen,Funäsdalens skola,Kommunal,Härjedalen,72295998,"2,08",0,58,95,75,20,236,221,15,2017
Härjedalen,Sonfjällsskolan,Kommunal,Härjedalen,85325551,"2,18",19,61,71,64,7,189,202,-13,2017
Härjedalen,Södra Skolan,Kommunal,Härjedalen,79022806,"1,93",12,46,60,62,-2,188,200,-12,2017
Härnösand,Hedda Wisingskolan,Kommunal,Härnösand,16490220,"2,39",21,53,67,69,-3,205,217,-11,2017
Härnösand,Kiörningskolan,Kommunal,Härnösand,13510547,"2,21",20,48,61,64,-3,200,207,-7,2017
Härnösand,Murbergsskolan 7-9,Kommunal,Härnösand,51904907,"2,32",13,51,76,74,3,232,223,9,2017
Härryda,Båtsmansskolan,Kommunal,Härryda,37772170,"2,56",4,61,81,88,-7,248,247,0,2017
Härryda,Djupedalskolan,Kommunal,Härryda,91978548,"2,23",2,54,87,78,9,236,230,6,2017
Härryda,Ekdalaskolan,Kommunal,Härryda,17730768,"2,33",13,45,70,74,-4,236,227,9,2017
Härryda,"Fridaskolan, Härryda",Enskild,Fridaskolorna AB,27274628,"2,65",0,49,93,93,0,260,262,-1,2017
Härryda,Landvetterskolan 1,Kommunal,Härryda,98934110,"2,31",0,49,86,82,4,231,239,-8,2017
Härryda,Rävlandaskolan,Kommunal,Härryda,34127854,"2,33",17,59,67,70,-3,207,215,-8,2017
Härryda,Önnerödsskolan,Kommunal,Härryda,28698437,"2,33",0,43,95,83,12,250,243,7,2017
Hässleholm,Bjärnums skola 7-9,Kommunal,Hässleholm,83878055,"1,99",29,61,63,51,13,189,177,12,2017
Hässleholm,Furutorpskolan 7-9,Kommunal,Hässleholm,78602001,"2,22",7,44,71,74,-3,214,226,-12,2017
Hässleholm,Hästveda skola 4-9,Kommunal,Hässleholm,50909158,"2,19",13,50,78,69,9,223,215,8,2017
Hässleholm,Internationella Engelska Skolan Hässleholm,Enskild,Internationella Engelska Skolan i Sverige AB,79716826,"2,34",15,19,78,73,5,278,234,43,2017
Hässleholm,Linnéskolan F-9,Kommunal,Hässleholm,84432632,"2,21",20,64,63,64,-2,199,201,-3,2017
Hässleholm,Läredaskolan 7-9,Kommunal,Hässleholm,29689372,"2,17",25,55,54,60,-6,196,197,-1,2017
Hässleholm,T4-skolan F-9,Kommunal,Hässleholm,76278008,"2,05",0,57,74,74,0,197,219,-22,2017
Hässleholm,T4-skolan Montessori F-9,Kommunal,Hässleholm,28804882,"2,5",0,39,86,89,-3,232,256,-24,2017
Hässleholm,Thoren Framtid i Hässleholm,Enskild,Thoren Framtid AB,79864142,"2,33",7,73,67,78,-11,208,223,-16,2017
Hässleholm,Tyringe skola 7-9,Kommunal,Hässleholm,98064311,"2,15",15,67,57,66,-9,180,203,-23,2017
Hässleholm,Vannarödsskolan 6-9,Kommunal,Hässleholm,93845278,"2,3",20,54,68,68,0,195,212,-18,2017
Hässleholm,Västerskolan 7-9,Kommunal,Hässleholm,91571086,"2,16",14,62,73,67,6,193,206,-13,2017
Höganäs,Bruksskolan 7-9,Kommunal,Höganäs,58312480,"2,31",0,58,88,82,5,235,236,-1,2017
Höganäs,Jonstorpsskolan 7-9,Kommunal,Höganäs,66888504,"2,41",9,62,85,79,6,207,230,-23,2017
Höganäs,Lerbergsskolan 7-9,Kommunal,Höganäs,11721378,"2,38",0,64,91,84,7,234,238,-4,2017
Höganäs,Nyhamnsskolan 7-9,Kommunal,Höganäs,18031893,"2,31",3,65,74,80,-6,229,230,-1,2017
Höganäs,Tonlyckeskolan 7-9,Kommunal,Höganäs,36274763,"2,23",6,69,81,75,5,232,219,13,2017
Höganäs,Vikenskolan 7-9,Kommunal,Höganäs,18383147,"2,56",2,53,92,89,3,248,252,-4,2017
Högsby,Fröviskolan 7-9,Kommunal,Högsby,78308250,"2,08",23,59,68,58,9,198,192,6,2017
Hörby,Frostaskolan 7-9,Kommunal,Hörby,38299211,"2,17",14,60,61,67,-7,207,208,-1,2017
Hörby,Georgshillsskolan 4-9,Kommunal,Hörby,90834434,"1,96",14,52,70,61,9,196,197,-1,2017
Hörby,Ludvigsborgs friskola,Enskild,"Ludvigsborgs Fristående Skola, Ek. Förening",52665905,"2,5",0,60,90,88,2,251,248,3,2017
Höör,Ringsjöskolan,Kommunal,Höör,82942801,"2,3",15,57,70,71,-1,213,217,-4,2017
Höör,Sätoftaskolan,Kommunal,Höör,35670754,"2,16",9,44,67,71,-4,209,220,-11,2017
Jokkmokk,Östra skolan,Kommunal,Jokkmokk,86851817,"2,45",0,52,81,87,-6,233,248,-15,2017
Järfälla,Björkebyskolan,Kommunal,Järfälla,40847752,"2,28",11,61,75,73,2,225,219,6,2017
Järfälla,Engelska Skolan i Järfälla,Enskild,Internationella Engelska Skolan i Sverige AB,79093755,"2,53",0,55,95,89,6,267,252,15,2017
Järfälla,Fjällenskolan,Kommunal,Järfälla,15080815,"2,35",6,55,75,79,-4,233,232,1,2017
Järfälla,Kvarnskolan,Kommunal,Järfälla,77763178,"2,29",12,54,75,73,1,221,222,-1,2017
Järfälla,Källtorpskolan,Kommunal,Järfälla,17287315,"2,21",18,52,65,66,0,196,209,-13,2017
Järfälla,Tallbohovskolan,Kommunal,Järfälla,97777849,"2,08",29,54,35,53,-18,163,185,-22,2017
Järfälla,Viksjöskolan,Kommunal,Järfälla,98925408,"2,32",6,54,80,78,2,240,231,9,2017
Järfälla,Vittra Jakobsberg,Enskild,Vittraskolorna AB,66634449,"2,31",4,39,88,80,8,261,238,23,2017
Jönköping,Alfred Dalinskolan,Kommunal,Jönköping,85416841,"2,11",11,47,48,68,-21,183,213,-30,2017
Jönköping,Attarpsskolan 7-9,Kommunal,Jönköping,40546319,"2,46",4,58,91,84,7,232,241,-8,2017
Jönköping,Engelska Skolan i Jönköping,Enskild,Internationella Engelska Skolan i Sverige AB,86499334,"2,39",2,34,86,83,3,270,247,23,2017
Jönköping,Flahultsskolan,Kommunal,Jönköping,28849109,"2,23",1,55,79,79,0,227,231,-4,2017
Jönköping,Grennaskolan GR,Kommunal,Jönköping,66533280,"2,56",0,44,89,90,-1,247,258,-10,2017
Jönköping,Junedalsskolan,Kommunal,Jönköping,20696736,"2,49",9,49,85,82,3,235,241,-6,2017
Jönköping,Kunskapsskolan Jönköping,Enskild,Kunskapsskolan i Sverige Aktiebolag,86562542,"2,13",6,27,79,73,6,218,228,-10,2017
Jönköping,Ljungarumsskolan 7-9,Kommunal,Jönköping,84917564,"2,27",7,45,68,76,-8,206,229,-23,2017
Jönköping,"Prolympia, Jönköping",Enskild,Prolympia AB,95673344,"2,41",0,69,92,85,7,237,238,-1,2017
Jönköping,Ribbaskolan,Kommunal,Jönköping,83919671,"2,32",1,44,81,82,0,235,240,-4,2017
Jönköping,Rosenlundsskolan 7-9,Kommunal,Jönköping,96558008,"2,23",11,55,78,72,6,227,218,8,2017
Jönköping,Sanda idrottshögstadium,Kommunal,Jönköping,98088982,"2,42",3,50,83,84,-1,252,243,9,2017
Jönköping,Stadsgårdsskolan,Kommunal,Jönköping,12759583,"2,03",12,59,62,64,-2,200,202,-2,2017
Jönköping,Strandskolan,Enskild,Jönköpings Kristna Skolförening,23250615,"2,46",0,64,76,87,-11,236,244,-8,2017
Kalix,Manhemsskolan,Kommunal,Kalix,10617819,"2,22",4,43,72,77,-5,214,231,-17,2017
Kalmar,Barkestorpsskolan,Kommunal,Kalmar,58215076,"2,26",4,51,89,78,11,238,231,7,2017
Kalmar,Falkenbergsskolan,Kommunal,Kalmar,99856371,"2,45",7,49,93,82,11,250,241,9,2017
Kalmar,Funkaboskolan,Kommunal,Kalmar,21736926,"2,44",8,53,76,81,-5,220,237,-16,2017
Kalmar,Kalmarsundsskolan,Kommunal,Kalmar,24092221,"1,93",14,61,65,60,5,204,192,12,2017
Kalmar,Lindsdalsskolorna,Kommunal,Kalmar,51848797,"2,34",8,51,80,77,3,220,230,-10,2017
Kalmar,Södermöreskolan,Kommunal,Kalmar,79012102,"2,19",10,67,69,71,-1,196,211,-15,2017
Kalmar,Södra skolan,Enskild,Södra skolan i Kalmar AB,13936858,"2,62",0,41,93,92,1,250,263,-13,2017
Kalmar,Vasaskolan,Kommunal,Kalmar,18784702,"2,59",3,62,85,89,-4,246,249,-4,2017
Kalmar,Västra Skolan Kalmar,Enskild,Cis Kalmar AB,94235119,"2,2",0,48,88,79,9,240,232,7,2017
Karlsborg,Carl Johanskolan,Kommunal,Karlsborg,34231336,"2,36",10,50,88,77,11,234,230,4,2017
Karlshamn,Norrevångskolan,Kommunal,Karlshamn,89878714,"2,23",6,61,63,75,-13,193,222,-29,2017
Karlshamn,Stenbackaskolan,Kommunal,Karlshamn,16767324,"2,14",11,47,64,69,-6,205,216,-10,2017
Karlshamn,Thoren Framtid i Karlshamn,Enskild,Thoren Framtid AB,16249641,"2,32",0,58,100,83,17,240,237,4,2017
Karlshamn,Österslättsskolan A,Kommunal,Karlshamn,72744832,"2,15",42,65,39,46,-7,153,169,-17,2017
Karlshamn,Österslättsskolan B,Kommunal,Karlshamn,56399024,"2,4",14,50,72,75,-4,224,228,-4,2017
Karlskoga,Bregårdsskolan åk 7-9,Kommunal,Karlskoga,71762216,"2,23",7,57,70,74,-4,215,222,-7,2017
Karlskoga,Skrantaskolan,Kommunal,Karlskoga,65654358,"2,14",14,54,66,67,0,211,209,2,2017
Karlskoga,Österledskolan,Kommunal,Karlskoga,34767418,"2,21",7,52,64,74,-10,202,222,-20,2017
Karlskrona,Friskolan Svettpärlan,Enskild,Friskolan Svettpärlan AB,93964634,"2,67",0,56,92,94,-2,226,261,-34,2017
Karlskrona,Galären Dator o Teknik,Enskild,AcadeMedia fria grundskolor AB,64959079,"2,67",0,65,79,93,-14,243,257,-14,2017
Karlskrona,"Galären, grundskola",Enskild,AcadeMedia fria grundskolor AB,10662754,"2,47",6,50,89,84,5,230,243,-13,2017
Karlskrona,Jändelskolan 7-9,Kommunal,Karlskrona,20104552,"2,25",0,53,78,80,-2,230,234,-5,2017
Karlskrona,Karlskrona Montessorifriskola,Enskild,Karlskrona Montessorifriskola AB,67509465,"2,71",0,38,92,95,-4,269,270,-1,2017
