skolverket_kommunnamn,skolverket_skolnamn,school_unit,huvudman,skolverket_huvudman_namn,skolverket_helttj_larare_tcv105,skolverket_helttj_larare_leg_tcv105,skolverket_and_helttj_larare_leg_tcv105,skolverket_helttj_forstelarare_tcv105,skolverket_ant_larare_tcv105,skolverket_ant_larare_pedex_tcv105,skolverket_and_larare_pedex_tcv105,skolverket_ant_behoriga_tcv105,skolverket_and_behoriga_tcv105,skolverket_ant_forstelarare_tcv105,year
Göteborg,JENSEN Gymnasium Göteborg,38684438,Enskild,Jensen Education College AB,"15,1","11,0","72,8","2,7",22,20,"90,9",19,"86,4",3,2016
Göteborg,Katrinelundsgymnasiet 1,31251822,Kommunal,Göteborg,"16,8","15,8","94,2","3,8",26,26,"100,0",25,"96,2",5,2016
Göteborg,Katrinelundsgymnasiet 2,90099336,Kommunal,Göteborg,"3,1","3,1","100,0",.,7,7,"100,0",7,"100,0",0,2016
Göteborg,Katrinelundsgymnasiet 3,96590873,Kommunal,Göteborg,"12,6","11,2","89,2","2,0",15,14,"93,3",15,"100,0",2,2016
Göteborg,Katrinelundsgymnasiet 4,35647481,Kommunal,Göteborg,"14,1","13,4","95,1","2,0",20,19,"95,0",19,"95,0",2,2016
Göteborg,Katrinelundsgymnasiet 5,39549479,Kommunal,Göteborg,"10,2","10,2","100,0","2,2",16,15,"93,8",16,"100,0",3,2016
Göteborg,Kitas Ekonomi,73147554,Enskild,Kitas utbildning AB,"10,8","10,1","93,5","1,9",30,28,"93,3",28,"93,3",7,2016
Göteborg,Kitas Frisörgymnasium,65752105,Enskild,Kimuo frisörutbildning AB,"1,0","1,0","100,0","1,0",5,5,"100,0",5,"100,0",1,2016
Göteborg,Kitas Gymnasium,69983740,Enskild,Kitas utbildning AB,"13,6","12,9","94,8","3,8",36,34,"94,4",34,"94,4",7,2016
Göteborg,Kitas Natur,66491596,Enskild,Kitas utbildning AB,"11,7","10,9","93,6","4,3",30,28,"93,3",28,"93,3",7,2016
Göteborg,Kunskapsgymnasiet Göteborg,12052268,Enskild,Kunskapsskolan i Sverige Aktiebolag,"17,4","15,4","88,5","3,0",21,18,"85,7",19,"90,5",3,2016
Göteborg,L M Engströms gymnasium,71597051,Enskild,Peter Isaac Béens Utbildningsstiftelse,"27,1","25,1","92,7","3,7",43,36,"83,7",39,"90,7",5,2016
Göteborg,LBS Ljud & Bildskolan Göteborg,53231578,Enskild,Ljud & Bildskolan Lbs AB,"9,9","7,2","72,8","2,0",13,10,"76,9",10,"76,9",2,2016
Göteborg,Lindholmens tekn gymnasium 1,11274830,Kommunal,Göteborg,"5,5","5,0","90,9","2,9",7,7,"100,0",6,"85,7",3,2016
Göteborg,Lindholmens tekn gymnasium 2,51321260,Kommunal,Göteborg,"9,5","8,1","85,2","3,0",10,9,"90,0",9,"90,0",3,2016
Göteborg,Lindholmens tekn gymnasium 3,96279444,Kommunal,Göteborg,"14,5","13,1","90,7","2,0",18,17,"94,4",17,"94,4",2,2016
Göteborg,"Mikael Elias Gymnasium, Göteborg",40690520,Enskild,Mikael Elias Gymnasium AB,"20,6","19,5","94,7","6,3",26,25,"96,2",25,"96,2",7,2016
Göteborg,Motorbranschens Tekniska gymn.,61880907,Kommunal,Göteborg,"6,3","5,3","84,1","3,0",7,7,"100,0",6,"85,7",3,2016
Göteborg,Munkebäcksgymnasiet,91011325,Kommunal,Göteborg,"11,8","11,1","94,3","4,8",19,14,"73,7",17,"89,5",6,2016
Göteborg,NTI Mediegymnasiet,97382366,Enskild,Nordens Teknikerinstitut Aktiebolag (Nti),"14,2","10,3","72,9","3,8",18,13,"72,2",14,"77,8",4,2016
Göteborg,Peabskolan Göteborg,88886610,Enskild,Peabskolan AB,"4,8","3,8","79,2","1,0",6,6,"100,0",5,"83,3",1,2016
Göteborg,Plusgymnasiet i Göteborg,10638939,Enskild,Plusgymnasiet AB,"11,8","10,2","85,8","3,0",19,15,"78,9",14,"73,7",3,2016
Göteborg,Polhemsgymnasiet 1,21505555,Kommunal,Göteborg,"18,3","16,7","91,0",.,19,18,"94,7",18,"94,7",0,2016
Göteborg,Polhemsgymnasiet 2,34336190,Kommunal,Göteborg,"11,6","11,6","100,0",.,14,14,"100,0",14,"100,0",0,2016
Göteborg,Polhemsgymnasiet 3,21052710,Kommunal,Göteborg,"12,6","12,6","100,0","1,0",15,15,"100,0",15,"100,0",1,2016
Göteborg,Praktiska Göteborg,88556189,Enskild,Praktiska Sverige AB,"8,6","5,0","58,1","1,0",10,9,"90,0",7,"70,0",1,2016
Göteborg,Realgymnasiet Göteborg,35236491,Enskild,Lärande i Sverige AB,"6,5","5,4","82,9","2,1",9,8,"88,9",8,"88,9",3,2016
Göteborg,Rytmus Göteborg,69739484,Enskild,Rytmus AB,"7,1","5,8","80,8","2,5",12,10,"83,3",11,"91,7",3,2016
Göteborg,Schillerska gymnasiet 1,92887917,Kommunal,Göteborg,"17,3","17,3","100,0","3,8",23,23,"100,0",23,"100,0",4,2016
Göteborg,Schillerska gymnasiet 2,88834120,Kommunal,Göteborg,"21,9","21,1","96,1","3,0",28,28,"100,0",27,"96,4",3,2016
Göteborg,Sigrid Rudebecks gymnasium,19207279,Enskild,Aktiebolaget Sigrid Rudebecks Skola,"26,0","26,0","100,0","5,0",27,26,"96,3",27,"100,0",5,2016
Göteborg,Sjölins Gymnasium Göteborg,53640774,Enskild,Sjölins Gymnasium AB,"20,9","18,3","87,6","5,8",27,22,"81,5",23,"85,2",6,2016
Göteborg,SKF Tekniska Gymnasium,58502307,Enskild,Skf Sverige Aktiebolag,"3,9","3,5","89,6","1,0",7,6,"85,7",6,"85,7",1,2016
Göteborg,Thoren Innovation School Göteborg,97177328,Enskild,Thoren Innovation School AB,"9,6","7,4","76,6","2,0",11,10,"90,9",9,"81,8",2,2016
Göteborg,Yrkesgymnasiet Göteborg,63511898,Enskild,Thorengruppen AB,"3,7","3,7","100,0",.,5,5,"100,0",5,"100,0",0,2016
Hagfors,Älvstrandsgymnasiet,72127035,Kommunal,Hagfors,"18,5","12,1","65,7","2,9",28,17,"60,7",17,"60,7",3,2016
Hallstahammar,Ridsportsgymnasiet,50696507,Enskild,Ridskolan Strömsholm RS AB,"3,7","1,7","46,9","0,9",9,4,"44,4",3,"33,3",1,2016
Halmstad,Aspero Idrottsgymn. Halmstad,92507006,Enskild,Aspero Friskolor AB,"12,4","11,5","92,8","3,0",16,15,"93,8",15,"93,8",3,2016
Halmstad,Drottning Blankas Gymn. Halmstad,44653962,Enskild,Drottning Blankas Gymnasieskola AB,"7,8","4,5","57,8","2,0",12,6,"50,0",7,"58,3",2,2016
Halmstad,Kattegattgymnasiet 1,20100577,Kommunal,Halmstad,"11,3","11,0","97,3","3,0",14,14,"100,0",14,"100,0",3,2016
Halmstad,Kattegattgymnasiet 2,81993306,Kommunal,Halmstad,"12,2","11,3","92,9","1,0",18,16,"88,9",15,"83,3",1,2016
Halmstad,Kattegattgymnasiet 3,19051089,Kommunal,Halmstad,"15,3","15,0","98,0","6,7",17,17,"100,0",17,"100,0",7,2016
Halmstad,Kattegattgymnasiet 4,29097621,Kommunal,Halmstad,"8,8","8,8","100,0","2,0",9,9,"100,0",9,"100,0",2,2016
Halmstad,LBS Ljud & Bildskolan Halmstad,47264019,Enskild,Ljud & Bildskolan Lbs AB,"8,5","6,0","70,6","2,0",11,7,"63,6",7,"63,6",2,2016
Halmstad,Praktiska Halmstad,87764775,Enskild,Praktiska Sverige AB,"4,9","2,9","59,2","0,5",6,4,"66,7",4,"66,7",1,2016
Halmstad,Sannarpsgymnasiet 1,35670336,Kommunal,Halmstad,"7,4","6,4","87,5","0,4",20,18,"90,0",18,"90,0",2,2016
Halmstad,Sannarpsgymnasiet 2,50198492,Kommunal,Halmstad,"19,8","17,3","87,5","1,7",41,37,"90,2",37,"90,2",2,2016
Halmstad,Sannarpsgymnasiet 3,48438396,Kommunal,Halmstad,"3,9","3,5","90,1","1,0",12,11,"91,7",11,"91,7",1,2016
Halmstad,Sannarpsgymnasiet 4,98052678,Kommunal,Halmstad,"18,8","17,8","94,7","2,1",36,33,"91,7",33,"91,7",4,2016
Halmstad,Sturegymnasiet 1,20099064,Kommunal,Halmstad,"18,8","15,6","82,7","3,8",25,23,"92,0",21,"84,0",4,2016
Halmstad,Sturegymnasiet 2,44341171,Kommunal,Halmstad,"13,0","7,0","54,1","2,0",17,15,"88,2",11,"64,7",2,2016
Halmstad,Sturegymnasiet 3,77130356,Kommunal,Halmstad,"7,0","6,5","92,9","1,0",8,8,"100,0",7,"87,5",1,2016
Halmstad,Sturegymnasiet 4,32671805,Kommunal,Halmstad,"2,0","2,0","100,0","1,0",2,2,"100,0",2,"100,0",1,2016
Haninge,Berga naturbruksgymnasium,38448056,Landsting,Stockholms Läns Landsting,"7,0","4,0","57,3","1,8",12,12,"100,0",9,"75,0",2,2016
Haninge,Fredrika Bremergymnasiet,16313848,Kommunal,Haninge,"85,3","74,3","87,2","22,6",101,92,"91,1",92,"91,1",23,2016
Haninge,Riksäpplet,79606767,Kommunal,Haninge,"26,3","12,5","47,4","4,6",32,26,"81,3",17,"53,1",5,2016
Haparanda,Tornedalsskolan,11294673,Kommunal,Haparanda,"14,5","9,0","62,1","2,6",20,18,"90,0",13,"65,0",3,2016
Hedemora,Martin Koch-gymnasiet,86327236,Kommunal,Hedemora,"11,2","7,3","65,5","4,0",18,14,"77,8",12,"66,7",4,2016
Helsingborg,Campeon Frigymnasium,41745951,Enskild,Campeon Frigymnasium AB,"7,2","5,8","80,4","3,0",11,9,"81,8",9,"81,8",3,2016
Helsingborg,Cultura Gymnasium,83137205,Enskild,Cultura Utbildning AB,"10,4","8,8","84,5","2,0",12,11,"91,7",11,"91,7",2,2016
Helsingborg,Design & Construction College Helsingborg,28398531,Enskild,Hermods Design & Construction College AB,"7,4","5,0","68,3","4,0",10,7,"70,0",7,"70,0",4,2016
Helsingborg,Filbornaskolan,54172830,Kommunal,Helsingborg,"30,7","19,6","63,9","7,8",48,34,"70,8",29,"60,4",8,2016
Helsingborg,G.O. Kompetens Transportgymnasium,86310217,Enskild,G.O. Kompetens Transportgymnasium AB,"3,0","1,5","52,2",.,5,2,"40,0",2,"40,0",0,2016
Helsingborg,Helsingborgs Ridgymnasium,83085136,Enskild,Humeq Education AB,"7,7","3,3","42,2","0,8",10,6,"60,0",4,"40,0",1,2016
Helsingborg,Helsingborgs Sportgymnasium,75458014,Enskild,"Krisping, Stefan","4,7","3,9","83,1",.,10,6,"60,0",6,"60,0",0,2016
Helsingborg,Impius gymnasium,65136104,Enskild,Impius Utvecklings AB,"14,2","12,6","88,7",.,17,15,"88,2",15,"88,2",0,2016
Helsingborg,International school of Hbg/Gy,61826221,Kommunal,Helsingborg,"14,1","3,9","27,9","0,2",25,8,"32,0",5,"20,0",1,2016
Helsingborg,IT-Gymnasiet Helsingborg,79033948,Enskild,IT Gymnasiet Sverige AB,"11,9","8,2","69,1","2,9",14,11,"78,6",10,"71,4",3,2016
Helsingborg,JENSEN Gymnasium Helsingborg,56330385,Enskild,Jensen Education College AB,"10,3","6,5","63,2",.,13,9,"69,2",9,"69,2",0,2016
Helsingborg,Johannes Hedberggymnasiet,20228162,Enskild,Folkuniversitetet Stiftelsen Kurs- Verksamheten Vid Lunds Universitet,"19,1","14,9","78,0","3,4",21,19,"90,5",17,"81,0",4,2016
Helsingborg,LBS Ljud & Bildskolan Helsingborg,68240485,Enskild,Ljud & Bildskolan Lbs AB,"11,3","9,5","83,9","2,8",14,13,"92,9",12,"85,7",3,2016
Helsingborg,Mega Musik gymnasium,95046058,Enskild,Mega Musik Gymnasieskola AB,"10,5","6,6","62,7","1,0",16,10,"62,5",10,"62,5",1,2016
Helsingborg,Nicolaiskolan,44392995,Kommunal,Helsingborg,"20,9","18,4","88,1","3,6",27,25,"92,6",24,"88,9",5,2016
Helsingborg,Olympiaskolan,53462953,Kommunal,Helsingborg,"34,4","31,7","92,3","6,7",45,42,"93,3",41,"91,1",7,2016
Helsingborg,Praktiska Helsingborg,69241230,Enskild,Praktiska Sverige AB,"5,0","4,4","88,1","1,0",6,5,"83,3",6,"100,0",1,2016
Helsingborg,"ProCivitas Privata Gymnasium, Helsingborg",60730660,Enskild,ProCivitas Privata Gymnasium AB,"18,0","14,0","77,7",.,22,18,"81,8",18,"81,8",0,2016
Helsingborg,Realgymnasiet Helsingborg,85544331,Enskild,Lärande i Sverige AB,"3,3","3,0","92,4","1,0",8,7,"87,5",7,"87,5",1,2016
Helsingborg,Rönnowska skolan,80327946,Kommunal,Helsingborg,"26,7","18,4","68,7","11,6",34,31,"91,2",24,"70,6",13,2016
Helsingborg,Thoren Business School Helsingborg,82592568,Enskild,Thorengruppen AB,"15,6","11,1","71,1","3,0",19,13,"68,4",13,"68,4",3,2016
Helsingborg,Tycho Braheskolan,78875918,Kommunal,Helsingborg,"29,1","23,8","82,0","5,0",41,38,"92,7",33,"80,5",5,2016
Helsingborg,Victum Gymnasium,78023197,Enskild,Victum Gymnasium Aktiebolag,"5,6","5,0","89,8","2,0",7,6,"85,7",7,"100,0",2,2016
Herrljunga,Kunskapskällan,86385479,Kommunal,Herrljunga,"15,1","10,1","67,2","1,0",20,17,"85,0",14,"70,0",1,2016
Hjo,Individuella programmet,53494028,Kommunal,Hjo,"5,7","0,7","12,6",.,11,9,"81,8",5,"45,5",0,2016
Hofors,"Björkhagsskolan, gymnasium",40991561,Kommunal,Hofors,"1,8","1,5","81,3","2,3",5,4,"80,0",5,"100,0",3,2016
Huddinge,Huddingegymnasiet,49862313,Kommunal,Huddinge,"26,0","21,9","84,2","2,7",34,28,"82,4",30,"88,2",3,2016
Huddinge,IT-Gymnasiet Södertörn,99838438,Enskild,IT Gymnasiet Sverige AB,"11,0","8,2","74,5","3,6",17,10,"58,8",11,"64,7",4,2016
Huddinge,Sjödalsgymnasiet,42859669,Kommunal,Huddinge,"51,0","43,7","85,7","3,0",61,53,"86,9",51,"83,6",3,2016
Huddinge,Sågbäcksgymnasiet,70923626,Kommunal,Huddinge,"19,4","16,2","83,5","8,0",22,20,"90,9",20,"90,9",8,2016
Huddinge,Yrkesgymnasiet Huddinge,92905347,Enskild,Thorengruppen AB,"5,3","2,9","55,4",.,6,3,"50,0",4,"66,7",0,2016
Huddinge,Östra gymnasiet,99592025,Kommunal,Huddinge,"41,8","37,3","89,2","3,0",50,43,"86,0",43,"86,0",3,2016
Hudiksvall,Bromangymnasiet 1,34247736,Kommunal,Hudiksvall,"22,6","20,5","90,7","2,5",34,30,"88,2",30,"88,2",6,2016
Hudiksvall,Bromangymnasiet 2,47550455,Kommunal,Hudiksvall,"21,9","17,9","81,4","3,6",32,26,"81,3",25,"78,1",6,2016
Hudiksvall,Bromangymnasiet 3,30329172,Kommunal,Hudiksvall,"7,0","5,4","76,5",.,12,6,"50,0",7,"58,3",0,2016
Hudiksvall,Hudikgymnasiet,76877530,Enskild,Hudik Friskoleutbildning AB,"5,8","4,6","79,1",.,10,7,"70,0",7,"70,0",0,2016
Hultsfred,Hultsfreds gymnasium 1,47046103,Kommunal,Hultsfred,"7,3","6,2","85,5","0,5",20,16,"80,0",14,"70,0",3,2016
Hultsfred,Hultsfreds gymnasium 2,56664512,Kommunal,Hultsfred,"7,9","6,2","78,0","2,7",20,15,"75,0",14,"70,0",4,2016
Hultsfred,Hultsfreds gymnasium 3,38167912,Kommunal,Hultsfred,"1,6","1,2","77,6","0,7",12,10,"83,3",9,"75,0",3,2016
Hylte,Labora Gymnasium,43826783,Enskild,Laboraskolan AB,"1,2","1,1","91,7","0,5",4,4,"100,0",3,"75,0",1,2016
Hylte,Traineegymnasiet,15938431,Kommunal,Hylte,"0,5","0,3","60,0","0,1",4,3,"75,0",2,"50,0",1,2016
Hylte,Vildmarksgymnasiet,64270497,Kommunal,Hylte,"0,6","0,4","59,0","0,1",5,4,"80,0",3,"60,0",1,2016
Håbo,Fridegårdsgymnasiet,58125096,Kommunal,Håbo,"23,4","17,6","75,1","3,8",40,30,"75,0",29,"72,5",4,2016
Håbo,Fridegårdsgymnasiet- AST-programmen,82914148,Kommunal,Håbo,"11,5","9,7","84,1",.,17,13,"76,5",14,"82,4",0,2016
Hällefors,Pihlskolan gymnasium,20620556,Kommunal,Hällefors,"17,4","7,5","43,0","3,0",21,12,"57,1",10,"47,6",3,2016
Hälsinglands Utbildningsförbund,Staffangymnasiet RO6,45593337,Kommunal,Hälsinglands Utbildningsförbund,"20,8","16,6","80,0","2,3",35,29,"82,9",29,"82,9",3,2016
Hälsinglands Utbildningsförbund,Staffangymnasiet RO7,90312942,Kommunal,Hälsinglands Utbildningsförbund,"8,2","6,1","73,9","2,2",23,21,"91,3",18,"78,3",3,2016
Hälsinglands Utbildningsförbund,Staffangymnasiet RO8,18768922,Kommunal,Hälsinglands Utbildningsförbund,"0,6","0,3","56,1",.,2,2,"100,0",1,"50,0",0,2016
Hälsinglands Utbildningsförbund,Torsbergsgymnasiet RO3,42218661,Kommunal,Hälsinglands Utbildningsförbund,"17,3","10,5","60,8","0,8",31,22,"71,0",19,"61,3",1,2016
Hälsinglands Utbildningsförbund,Torsbergsgymnasiet RO4,73171934,Kommunal,Hälsinglands Utbildningsförbund,"26,1","6,0","23,0","1,0",34,23,"67,6",13,"38,2",1,2016
Hälsinglands Utbildningsförbund,Torsbergsgymnasiet RO5,83474173,Kommunal,Hälsinglands Utbildningsförbund,"4,2","2,5","58,5",.,15,11,"73,3",9,"60,0",0,2016
Härjedalen,Fjällbyns gymnasieskola,77839100,Enskild,Fjällbyns Gymnasieskola i Funäsdalen AB,"4,4","1,4","31,8",.,10,5,"50,0",4,"40,0",0,2016
Härjedalen,Härjedalens gymnasium,17173461,Kommunal,Härjedalen,"11,9","6,7","56,3",.,18,11,"61,1",8,"44,4",0,2016
Härnösand,Härnösands gymnasium 1,55535552,Kommunal,Härnösand,"5,7","4,3","75,2",.,15,13,"86,7",11,"73,3",0,2016
Härnösand,Härnösands gymnasium 3,30468157,Kommunal,Härnösand,"24,6","18,3","74,5","1,8",38,30,"78,9",29,"76,3",2,2016
Härnösand,Härnösands gymnasium2,19560192,Kommunal,Härnösand,"8,4","5,3","63,4","1,0",21,17,"81,0",16,"76,2",1,2016
Härryda,Hulebäcksgymnasiet 1,98053087,Kommunal,Härryda,"7,4","7,3","97,5","3,0",10,10,"100,0",9,"90,0",3,2016
Härryda,Hulebäcksgymnasiet 2,92533079,Kommunal,Härryda,"15,3","14,0","91,5","1,9",27,25,"92,6",22,"81,5",2,2016
Härryda,Hulebäcksgymnasiet 3,61528940,Kommunal,Härryda,"21,4","21,3","99,3","4,3",24,23,"95,8",24,"100,0",5,2016
Härryda,Hulebäcksgymnasiet 4,23681822,Kommunal,Härryda,"16,8","15,7","93,1","3,0",24,24,"100,0",22,"91,7",3,2016
Härryda,Hulebäcksgymnasiet 5,66861851,Kommunal,Härryda,"24,5","23,4","95,4","5,9",31,30,"96,8",31,"100,0",7,2016
Härryda,Hulebäcksgymnasiet 6,72206824,Kommunal,Härryda,"9,4","9,4","100,0",.,12,11,"91,7",12,"100,0",0,2016
Hässleholm,Hässleholms Tekniska Skola,92858957,Kommunal,Hässleholm,"54,6","50,8","92,9","8,3",69,64,"92,8",66,"95,7",9,2016
Hässleholm,Jacobsskolan,46660042,Kommunal,Hässleholm,"20,7","16,2","78,5","5,1",27,24,"88,9",21,"77,8",6,2016
Hässleholm,Norrängsskolan,33678402,Kommunal,Hässleholm,"0,4","0,2","57,9","1,1",4,2,"50,0",2,"50,0",2,2016
Höganäs,Kullagymnasiet,86296935,Kommunal,Höganäs,"27,6","24,7","89,6","6,3",37,35,"94,6",32,"86,5",7,2016
Högsby,Högsby gymnasieskola,67783774,Kommunal,Högsby,"6,6","3,8","57,8","1,0",12,8,"66,7",8,"66,7",1,2016
Hörby,Hörby Yrkesgymnasium,38917647,Enskild,Hörby Yrkesgymnasium AB,"1,7","0,5","29,4","1,0",3,2,"66,7",1,"33,3",1,2016
Höör,Karolinaskolan,21363125,Enskild,"Föreningen Fogdaröd omsorg, vård & utbildning utan personligt ansvar","2,2","1,5","67,2",.,4,4,"100,0",4,"100,0",0,2016
Jämtlands Gymnasieförbund,"Jämtlands Gymn, Bispgården",17184072,Kommunal,Jämtlands Gymnasieförbund,"2,6","0,8","31,4","1,0",5,4,"80,0",2,"40,0",1,2016
Jämtlands Gymnasieförbund,"Jämtlands Gymn, Bräcke 5A",26864271,Kommunal,Jämtlands Gymnasieförbund,"3,1","1,7","55,7","1,4",5,4,"80,0",3,"60,0",2,2016
Jämtlands Gymnasieförbund,"Jämtlands Gymn, Bräcke 5B",64411379,Kommunal,Jämtlands Gymnasieförbund,"6,2","0,6","10,2","0,7",9,6,"66,7",2,"22,2",1,2016
Jämtlands Gymnasieförbund,"Jämtlands Gymn, Fyrvalla 4A",32239920,Kommunal,Jämtlands Gymnasieförbund,"5,3","4,3","81,1","3,0",6,5,"83,3",5,"83,3",3,2016
Jämtlands Gymnasieförbund,"Jämtlands Gymn, Fyrvalla 4B",98781765,Kommunal,Jämtlands Gymnasieförbund,"5,0","4,6","92,0",.,6,6,"100,0",6,"100,0",0,2016
Jämtlands Gymnasieförbund,"Jämtlands Gymn, Torsta",64725297,Kommunal,Jämtlands Gymnasieförbund,"2,9","2,1","71,3",.,4,4,"100,0",4,"100,0",0,2016
Jämtlands Gymnasieförbund,"Jämtlands Gymn, Wargentin 1A",38880984,Kommunal,Jämtlands Gymnasieförbund,"20,9","19,8","94,7","5,7",25,24,"96,0",23,"92,0",6,2016
Jämtlands Gymnasieförbund,"Jämtlands Gymn, Wargentin 1B",28872974,Kommunal,Jämtlands Gymnasieförbund,"10,4","9,6","92,3","2,7",12,11,"91,7",11,"91,7",3,2016
Jämtlands Gymnasieförbund,"Jämtlands Gymn, Wargentin 1C",87112995,Kommunal,Jämtlands Gymnasieförbund,"5,5","5,1","93,2",.,6,6,"100,0",6,"100,0",0,2016
Jämtlands Gymnasieförbund,"Jämtlands Gymn, Wargentin 1D",36869352,Kommunal,Jämtlands Gymnasieförbund,"4,2","2,7","63,7","4,0",8,8,"100,0",5,"62,5",4,2016
Jämtlands Gymnasieförbund,"Jämtlands Gymn, Wargentin 2A",18686599,Kommunal,Jämtlands Gymnasieförbund,"16,0","14,8","92,3","5,0",20,20,"100,0",19,"95,0",5,2016
Jämtlands Gymnasieförbund,"Jämtlands Gymn, Wargentin 2B",93779220,Kommunal,Jämtlands Gymnasieförbund,"16,9","8,6","50,6","3,0",19,11,"57,9",11,"57,9",3,2016
Jämtlands Gymnasieförbund,"Jämtlands Gymn, Wargentin 2C",77797484,Kommunal,Jämtlands Gymnasieförbund,"11,8","10,9","92,0","2,0",17,15,"88,2",16,"94,1",2,2016
Jämtlands Gymnasieförbund,"Jämtlands Gymn, Wargentin 2D",53279140,Kommunal,Jämtlands Gymnasieförbund,"7,8","6,2","79,2","1,5",9,8,"88,9",7,"77,8",2,2016
Jämtlands Gymnasieförbund,"Jämtlands Gymn, Wången",43362941,Kommunal,Jämtlands Gymnasieförbund,"2,6","0,7","26,3",.,6,5,"83,3",3,"50,0",0,2016
Järfälla,Didaktus Jakobsberg,85214294,Enskild,Didaktus Skolor AB,"5,2","3,0","57,7","1,6",7,4,"57,1",4,"57,1",2,2016
Järfälla,Järfälla gymnasium,82084961,Kommunal,Järfälla,"43,0","39,6","91,9","17,6",60,57,"95,0",56,"93,3",18,2016
Jönköping,Bäckadalsgymnasiet RO 1,10317430,Kommunal,Jönköping,"11,1","9,3","83,8","3,0",14,12,"85,7",12,"85,7",3,2016
Jönköping,Bäckadalsgymnasiet Ro 2,62147240,Kommunal,Jönköping,"2,8","2,0","70,9","1,6",4,4,"100,0",4,"100,0",2,2016
Jönköping,Bäckadalsgymnasiet RO 3,99948872,Kommunal,Jönköping,"9,4","7,2","76,5","6,2",12,11,"91,7",10,"83,3",7,2016
Jönköping,Erik Dahlbergsgymnasiet Ro 1,67279263,Kommunal,Jönköping,"15,7","13,8","87,8","1,9",20,18,"90,0",18,"90,0",2,2016
Jönköping,Erik Dahlbergsgymnasiet RO 2,40037982,Kommunal,Jönköping,"9,2","7,9","85,3","1,2",13,12,"92,3",11,"84,6",2,2016
Jönköping,Erik Dahlbergsgymnasiet RO 3,51210136,Kommunal,Jönköping,"25,7","24,3","94,4","4,0",29,26,"89,7",28,"96,6",4,2016
Jönköping,Erik Dahlbergsgymnasiet RO 4,73829818,Kommunal,Jönköping,"11,9","10,7","90,1","2,0",17,17,"100,0",16,"94,1",2,2016
Jönköping,Grennaskolan GY,54395430,Kommunal,Jönköping,"8,4","6,7","79,1",.,13,11,"84,6",10,"76,9",0,2016
Jönköping,JENSEN Gymnasium Jönköping,18881773,Enskild,Jensen Education College AB,"4,4","2,6","59,1",.,9,4,"44,4",5,"55,6",0,2016
Jönköping,Kungsgymnasiet,50908408,Enskild,Jönköpings Kristna Skolförening,"6,7","3,9","58,0","0,8",14,12,"85,7",10,"71,4",1,2016
Jönköping,LBS Ljud & Bildskolan Jönköping,18594470,Enskild,Ljud & Bildskolan Lbs AB,"9,9","8,2","82,8","1,5",16,13,"81,3",14,"87,5",2,2016
Jönköping,Magelungens Gymnasium Jönköping,69271071,Enskild,Magelungen Utveckling AB,"5,6","3,8","68,5","0,8",11,10,"90,9",7,"63,6",1,2016
Jönköping,Mottagningsskola gymn,54946505,Kommunal,Jönköping,"3,9","0,8","20,5",.,5,5,"100,0",1,"20,0",0,2016
Jönköping,Per Brahegymnasiet RO 1,78295411,Kommunal,Jönköping,"17,2","17,0","99,1","2,4",24,24,"100,0",24,"100,0",3,2016
Jönköping,Per Brahegymnasiet RO 2,80686587,Kommunal,Jönköping,"15,1","14,6","96,8","2,0",21,20,"95,2",20,"95,2",2,2016
Jönköping,Per Brahegymnasiet RO 3,72232853,Kommunal,Jönköping,"15,1","13,5","89,0","2,3",26,21,"80,8",22,"84,6",3,2016
Jönköping,Plusgymnasiet i Jönköping,12279302,Enskild,Plusgymnasiet AB,"13,9","11,5","82,5","3,5",20,17,"85,0",16,"80,0",4,2016
Jönköping,Praktiska Jönköping,17849518,Enskild,Praktiska Sverige AB,"2,2","0,7","30,6",.,5,2,"40,0",2,"40,0",0,2016
Jönköping,Sandagymnasiet RO 1,62177293,Kommunal,Jönköping,"21,2","16,4","77,2","2,9",31,25,"80,6",21,"67,7",3,2016
Jönköping,Sandagymnasiet RO 2,20323435,Kommunal,Jönköping,"15,5","12,5","80,4","1,8",25,21,"84,0",18,"72,0",2,2016
Jönköping,Sandagymnasiet RO 4,46137123,Kommunal,Jönköping,"7,9","5,1","64,4","1,0",13,12,"92,3",7,"53,8",1,2016
Jönköping,Tenhults naturbruksgymnasium,78659008,Landsting,Jönköpings Läns Landsting,"7,5","6,7","89,3","1,0",10,8,"80,0",8,"80,0",1,2016
Jönköping,Vettergymnasiet Jönköping,12448823,Enskild,Wetterbygdens Gymnasium AB,"2,6","1,0","38,5",.,4,2,"50,0",1,"25,0",0,2016
Kalix,Furuhedsskolan 1,40667807,Kommunal,Kalix,"14,3","13,8","96,3","1,7",35,33,"94,3",35,"100,0",2,2016
Kalix,Furuhedsskolan 2,18091973,Kommunal,Kalix,"14,6","12,9","88,0","2,5",31,26,"83,9",28,"90,3",3,2016
Kalmar,Calmare Internationella Skola,88466776,Enskild,CIS Kalmar AB,"11,7","9,4","79,9","2,0",13,11,"84,6",11,"84,6",2,2016
Kalmar,Fria Läroverken i Kalmar,40634612,Enskild,Gymnasieskolor i Syd AB,"3,9","2,8","70,9","2,0",8,7,"87,5",5,"62,5",2,2016
