skolverket_kommunnamn,skolverket_skolnamn,school_unit,huvudman,skolverket_school_subject,skolverket_tot_m_betyg_tcv199,skolverket_fli_m_betyg_tcv199,skolverket_poj_m_betyg_tcv199,skolverket_tot_andel_ae_tcv199,skolverket_fli_andel_ae_tcv199,skolverket_poj_andel_ae_tcv199,skolverket_tot_gbp_tcv199,skolverket_fli_gbp_tcv199,skolverket_poj_gbp_tcv199,year
Nässjö,Parkskolan,97882848,Kommunal,Fysik,52,25,27,"90,4","100,0","81,5","11,5","13,1","10,0",2015
Orust,Orust Waldorfskola,57712538,Enskild,Fysik,..,..,..,..,..,..,..,..,..,2015
Osby,Parkskolan F-9,67946840,Kommunal,Fysik,36,17,19,~100,~100,~100,"12,3","11,6","12,9",2015
Osby,Örkenedsskolan 4-9,99562575,Kommunal,Fysik,23,..,..,~100,..,"100,0","11,6",..,"11,8",2015
Ovanåker,Celsiusskolan 7-9,43362307,Kommunal,Fysik,59,30,29,"91,5",~100,~100,"11,4","12,0","10,7",2015
Pajala,Pajala Centralskola,12443258,Kommunal,Fysik,..,..,.,..,..,.,..,..,.,2015
Partille,Furulunds skola 6-9,89146220,Kommunal,Fysik,67,39,28,"68,7","66,7","71,4","8,2","8,1","8,3",2015
Partille,Lexby skola 6-9,51610240,Kommunal,Fysik,94,45,49,"91,5",~100,"89,8","12,1","12,7","11,6",2015
Piteå,Sjulnässkolan,42296356,Kommunal,Fysik,51,22,29,~100,"100,0",~100,"14,8","15,5","14,2",2015
Piteå,Solanderskolan 4-9 skolenhet,69993304,Kommunal,Fysik,55,25,30,"89,1",~100,~100,"11,0","10,4","11,5",2015
Piteå,Solanderskolan HÖ skolenhet,69238669,Kommunal,Fysik,..,.,..,.,.,.,..,.,..,2015
Ronneby,Kallingeskolan 7-9,53155267,Kommunal,Fysik,63,28,35,"84,1",~100,"82,9","10,4","11,1","9,8",2015
Sala,Ekebyskolan,36193586,Kommunal,Fysik,102,54,48,"86,3","83,3","89,6","10,4","10,3","10,5",2015
Salem,Nytorpsskolan,36262199,Kommunal,Fysik,27,12,15,"100,0","100,0","100,0","15,3","15,4","15,2",2015
Sandviken,Jernvallsskolan 4-9,30006957,Kommunal,Fysik,40,18,22,~100,"100,0",~100,"13,0","14,4","11,8",2015
Sandviken,Prosperitas utbildning,91119383,Enskild,Fysik,15,..,..,"66,7",..,..,"7,2","7,8",..,2015
Sigtuna,"Sigtunaskolan hum. läroverket, gr",70883860,Enskild,Fysik,22,11,11,"100,0","100,0","100,0","13,4","13,0","13,9",2015
Simrishamn,Korsavadsskolan,66350640,Kommunal,Fysik,101,56,45,"80,2","83,9","75,6","9,9","10,4","9,2",2015
Simrishamn,Sophiaskolan,59958745,Enskild,Fysik,20,..,..,"100,0","100,0",..,"15,8","16,4",..,2015
Sjöbo,Storkskolan,55675413,Kommunal,Fysik,18,..,..,"55,6",..,..,"6,3",..,"4,8",2015
Sjöbo,Vollsjö Friskola,78396564,Enskild,Fysik,..,.,..,..,.,..,..,.,..,2015
Skellefteå,Bolidenskolan 6-9,69217837,Kommunal,Fysik,33,16,17,"81,8",~100,~100,"10,7","9,8","11,5",2015
Skellefteå,Byskeskolan 6-9,97534677,Kommunal,Fysik,52,23,29,"75,0","69,6","79,3","9,7","9,1","10,1",2015
Skellefteå,Lövångersskolan,87194036,Kommunal,Fysik,13,..,..,"100,0",..,..,"13,5",..,..,2015
Skövde,Stöpenskolan,89477299,Kommunal,Fysik,102,56,46,"94,1",~100,~100,"13,9","14,2","13,5",2015
Smedjebacken,Kyrkskolan,68814096,Kommunal,Fysik,25,13,12,"100,0","100,0","100,0","14,6","14,2","15,0",2015
Sollefteå,Ramsele skola,20197159,Kommunal,Fysik,12,..,..,"100,0",..,..,"12,7",..,..,2015
Sollentuna,Häggviksskolan,96594250,Kommunal,Fysik,33,17,16,"100,0","100,0","100,0","13,8","14,1","13,4",2015
Sollentuna,Runbacka skolor/Runan,62737044,Kommunal,Fysik,53,23,30,"100,0","100,0","100,0","15,5","15,7","15,3",2015
Sollentuna,Sofielundsskolan,68288321,Kommunal,Fysik,51,20,31,~100,"100,0",~100,"12,0","12,6","11,5",2015
Sollentuna,Utbildning Rotebro/Gillboskola,59955409,Kommunal,Fysik,72,33,39,"87,5","84,8",~100,"12,1","11,5","12,6",2015
Solna,Alfaskolan,27323097,Enskild,Fysik,23,..,..,"100,0","100,0",..,"16,5","15,9",..,2015
Solna,"Ingridskolan, grundskola",53259263,Enskild,Fysik,..,.,..,..,.,..,..,.,..,2015
Solna,Skytteholmsskolan 4-9,75017455,Kommunal,Fysik,39,22,17,"84,6",~100,~100,"11,3","11,8","10,7",2015
Solna,Ulriksdalsskolan,46706680,Kommunal,Fysik,28,..,..,~100,..,~100,"12,9",..,"12,6",2015
Sorsele,Vindelälvsskolan 7-9,94589976,Kommunal,Fysik,24,13,11,"100,0","100,0","100,0","14,5","14,2","14,8",2015
Staffanstorp,Baldersskolan,86546038,Kommunal,Fysik,59,25,34,"88,1",~100,"82,4","11,7","12,1","11,3",2015
Staffanstorp,Hagalidskolan,28784410,Kommunal,Fysik,103,56,47,"79,6","80,4","78,7","10,5","11,0","9,9",2015
Staffanstorp,Hjärupslundsskolan,46191968,Kommunal,Fysik,86,36,50,"94,2",~100,~100,"14,9","14,9","14,9",2015
Stenungsund,Stenungsunds Montessoriskola,38786895,Enskild,Fysik,13,..,..,"100,0",..,..,"12,5",..,..,2015
Stockholm,Abrahamsbergsskolan,44673074,Kommunal,Fysik,53,24,29,~100,"100,0",~100,"14,0","13,8","14,2",2015
Stockholm,Al-Azharskolan,90711097,Enskild,Fysik,46,28,18,"67,4","64,3","72,2","7,9","7,7","8,2",2015
Stockholm,Bagarmossens skola,13679897,Kommunal,Fysik,45,23,22,"84,4",~100,~100,"11,6","11,3","11,9",2015
Stockholm,Bredängsskolan,14121892,Kommunal,Fysik,53,28,25,"88,7",~100,~100,"11,4","11,7","11,1",2015
Stockholm,Bäckahagens skola,20683111,Kommunal,Fysik,50,20,30,"82,0",~100,"80,0","11,4","11,6","11,2",2015
Stockholm,Carlssons skola,35547286,Enskild,Fysik,62,35,27,~100,~100,"100,0","16,9","16,4","17,6",2015
Stockholm,Drakenskolan,76324672,Enskild,Fysik,..,.,..,..,.,..,..,.,..,2015
Stockholm,Ellen Key skolan,16394249,Enskild,Fysik,12,..,..,"100,0",..,..,"12,7",..,..,2015
Stockholm,Engelbrektsskolan,87521048,Kommunal,Fysik,115,55,60,"94,8",~100,"91,7","13,4","14,4","12,4",2015
Stockholm,Engelska Skolan i Bromma,90732940,Enskild,Fysik,149,72,77,~100,~100,~100,"15,4","15,4","15,3",2015
Stockholm,Eriksdalsskolan,59249600,Kommunal,Fysik,145,73,72,"87,6","90,4","84,7","12,5","13,2","11,8",2015
Stockholm,Europaskolan Södermalm,79969356,Enskild,Fysik,40,21,19,"100,0","100,0","100,0","15,7","15,8","15,5",2015
Stockholm,Framstegsskolan i Stockholm,72684556,Enskild,Fysik,16,..,..,~100,..,..,"13,8",..,"13,5",2015
Stockholm,Grimstaskolan,51341279,Kommunal,Fysik,38,16,22,~100,"100,0",~100,"13,2","14,8","11,9",2015
Stockholm,Grundskolan Metapontum,90850620,Enskild,Fysik,17,..,..,~100,..,..,"12,9",..,..,2015
Stockholm,Hjulsta grundskola F-9,69266159,Kommunal,Fysik,42,26,16,"45,2","42,3",..,"5,1","4,8","5,5",2015
Stockholm,Hägerstensåsens skola,70329261,Kommunal,Fysik,..,.,..,..,.,..,..,.,..,2015
Stockholm,Hässelby Villastads skola,86597125,Kommunal,Fysik,95,46,49,"75,8","73,9","77,6","9,4","9,3","9,5",2015
Stockholm,Hässelbygårdsskolan,87838841,Kommunal,Fysik,61,28,33,"65,6","64,3","66,7","8,4","8,7","8,2",2015
Stockholm,Hökarängsskolan,57184925,Kommunal,Fysik,71,32,39,~100,~100,~100,"12,5","13,0","12,1",2015
Stockholm,Klara Privata Gr. Södermalm,53398338,Enskild,Fysik,11,..,..,..,..,..,"2,3",..,..,2015
Stockholm,"Kristofferskolan, gr",98760751,Enskild,Fysik,40,17,23,"100,0","100,0","100,0","17,6","16,6","18,3",2015
Stockholm,Kulturama gr. Hammarby Sjöstad,23066257,Enskild,Fysik,65,52,13,~100,~100,"100,0","15,8","15,4","17,5",2015
Stockholm,Kungsholmens grundskola,29410344,Kommunal,Fysik,44,17,27,"84,1",~100,"81,5","11,9","13,5","10,9",2015
Stockholm,Kunskapsskolan Enskede,16426165,Enskild,Fysik,105,63,42,~100,~100,"100,0","14,3","14,3","14,3",2015
Stockholm,Kunskapsskolan Kista,98098631,Enskild,Fysik,19,..,..,"63,2",..,..,"7,2","6,2",..,2015
Stockholm,Kunskapsskolan Tyresö,81266343,Enskild,Fysik,114,60,54,~100,~100,"100,0","15,8","15,8","15,7",2015
Stockholm,Lunaskolan,72509254,Enskild,Fysik,14,..,..,"100,0",..,"100,0","15,5",..,"14,8",2015
Stockholm,Maria Elementarskola,73893187,Enskild,Fysik,39,20,19,"100,0","100,0","100,0","15,7","15,1","16,3",2015
Stockholm,Mariaskolan,69895255,Kommunal,Fysik,78,34,44,"92,3",~100,~100,"13,8","14,2","13,5",2015
Stockholm,Matteusskolan,16348406,Kommunal,Fysik,98,51,47,~100,~100,~100,"12,9","13,3","12,5",2015
Stockholm,Mosebackeskolan,34880783,Enskild,Fysik,..,..,.,..,..,.,..,..,.,2015
Stockholm,Musikskolan Lilla Akademien,36066067,Enskild,Fysik,27,12,15,"100,0","100,0","100,0","15,2","14,2","16,0",2015
Stockholm,Novia Engelska skolan,66455663,Enskild,Fysik,16,..,..,~100,..,..,"12,2",..,..,2015
Stockholm,Rödabergsskolan,97686250,Kommunal,Fysik,73,33,40,"100,0","100,0","100,0","14,7","14,5","14,8",2015
Stockholm,Skarpnäcks Fria skola,60308449,Enskild,Fysik,..,..,..,..,..,..,..,..,..,2015
Stockholm,Skarpnäcks skola,53075005,Kommunal,Fysik,35,18,17,~100,~100,~100,"12,9","15,0","10,7",2015
Stockholm,Skolgrunden,23414344,Enskild,Fysik,..,.,..,..,.,..,..,.,..,2015
Stockholm,Smedshagsskolan,50060022,Kommunal,Fysik,24,13,11,"54,2",..,..,"6,0","7,7","4,1",2015
Stockholm,Snitz Grundskola Odenplan,57510246,Enskild,Fysik,..,..,..,..,..,..,..,..,..,2015
Stockholm,Spånga grundskola,17640364,Kommunal,Fysik,114,46,68,"81,6","78,3","83,8","10,6","10,0","11,0",2015
Stockholm,Stefanskolan,53147557,Enskild,Fysik,..,..,..,..,..,..,..,..,..,2015
Stockholm,Studemaskolan,91352227,Enskild,Fysik,10,..,..,"100,0",..,..,"13,5",..,..,2015
Stockholm,Sv Interkulturella grundskolan,98705470,Enskild,Fysik,17,..,..,..,..,..,"3,8","4,0",..,2015
Stockholm,Sverigefinska skolan Sthlm,78508835,Enskild,Fysik,28,16,12,"100,0","100,0","100,0","13,9","14,4","13,3",2015
Stockholm,Sätraskolan,21724208,Kommunal,Fysik,34,17,17,"85,3",~100,~100,"10,6","11,2","10,0",2015
Stockholm,Vasa Real,52863414,Kommunal,Fysik,170,89,81,"94,7",~100,"93,8","14,1","14,3","14,0",2015
Storfors,Vargbroskolan,24306424,Kommunal,Fysik,36,20,16,~100,"100,0",~100,"10,6","12,0","8,9",2015
Storuman,Skytteanska skolan,52561988,Kommunal,Fysik,..,..,..,..,..,..,..,..,..,2015
Strängnäs,Europaskolan Rogge,31980822,Enskild,Fysik,66,38,28,"92,4",~100,~100,"13,0","13,6","12,3",2015
Strängnäs,Stallarholmsskolan,42957784,Kommunal,Fysik,48,28,20,"89,6",~100,~100,"10,7","10,6","10,9",2015
Strängnäs,Strängnäs Montessoriskola,30181143,Enskild,Fysik,29,14,15,~100,~100,"100,0","14,8","15,2","14,5",2015
Strängnäs,Åkerskolan,74265915,Kommunal,Fysik,31,15,16,~100,~100,~100,"11,9","13,0","10,9",2015
Strömsund,Vattudalsskolan,71396086,Kommunal,Fysik,57,28,29,~100,~100,~100,"12,5","12,9","12,2",2015
Sundbyberg,Vittra Brotorp,43138370,Enskild,Fysik,20,..,..,"100,0",..,"100,0","13,0",..,"14,0",2015
Sundsvall,Bergsåkers skola 2,68493050,Kommunal,Fysik,76,33,43,~100,~100,~100,"12,5","13,3","11,9",2015
Sundsvall,Engelska Skolan i Sundsvall,54802332,Enskild,Fysik,120,59,61,~100,~100,~100,"14,4","14,3","14,4",2015
Sundsvall,Ljustadalens skola 2,43793902,Kommunal,Fysik,..,.,..,..,.,..,..,.,..,2015
Sundsvall,Matfors skola,37299127,Kommunal,Fysik,52,24,28,"88,5","79,2",~100,"11,6","11,0","12,1",2015
Sundsvall,Vibackeskolan 2,64221308,Kommunal,Fysik,71,36,35,"87,3","83,3",~100,"10,8","10,8","10,8",2015
Svalöv,Svalövs Montessoriskola,58981647,Enskild,Fysik,..,..,..,..,..,..,..,..,..,2015
Säffle,Höglundaskolan 7-9,17254626,Kommunal,Fysik,49,24,25,~100,~100,"100,0","12,7","13,2","12,2",2015
Säffle,Tegnérskolan,40517936,Kommunal,Fysik,102,51,51,"82,4","86,3","78,4","10,3","11,5","9,1",2015
Söderhamn,Bergvikskolan,32721673,Kommunal,Fysik,36,12,24,"72,2",..,~100,"9,2","7,1","10,2",2015
Söderhamn,Vågbroskolan,95878068,Kommunal,Fysik,32,18,14,~100,~100,"100,0","12,4","12,5","12,3",2015
Söderköping,Ramunderskolan,99361107,Kommunal,Fysik,141,67,74,"85,8",~100,"78,4","11,8","13,0","10,7",2015
Södertälje,Hölöskolan,79466321,Kommunal,Fysik,39,24,15,"100,0","100,0","100,0","14,3","14,2","14,5",2015
Södertälje,Järna friskola,41584790,Enskild,Fysik,24,..,..,"100,0",..,"100,0","14,8",..,"15,0",2015
Södertälje,Järna grundskolor,97655739,Kommunal,Fysik,94,39,55,"63,8","66,7","61,8","7,6","7,9","7,3",2015
Södertälje,Kringlaskolan,74489639,Enskild,Fysik,47,21,26,"85,1",~100,~100,"9,7","8,9","10,3",2015
Södertälje,Lina grundskola,62288230,Kommunal,Fysik,43,22,21,~100,~100,~100,"10,8","10,9","10,6",2015
Södertälje,Ronnaskolan,51210001,Kommunal,Fysik,43,21,22,"58,1",..,"77,3","7,0","4,8","9,1",2015
Södertälje,Soldalaskolan,40175889,Kommunal,Fysik,35,14,21,"65,7",..,"71,4","8,8","7,0","10,0",2015
Sölvesborg,Mjällby skola H,24822447,Kommunal,Fysik,54,23,31,~100,~100,~100,"12,3","12,2","12,3",2015
Tanum,Hamburgsundskolan,81072495,Kommunal,Fysik,45,21,24,~100,~100,"100,0","12,9","11,9","13,8",2015
Tierp,Aspenskolan,15416514,Kommunal,Fysik,46,23,23,~100,~100,~100,"12,9","12,8","13,0",2015
Tierp,Ol Andersskolan,65153737,Kommunal,Fysik,40,18,22,~100,~100,~100,"11,7","12,9","10,7",2015
Timrå,Ala skola,59092675,Kommunal,Fysik,38,10,28,~100,"100,0",~100,"12,7","14,5","12,1",2015
Torsby,Frykenskolan,21568934,Kommunal,Fysik,91,43,48,"68,1","81,4","56,3","8,5","10,6","6,7",2015
Tranemo,Tranängskolan 7-9,33759766,Kommunal,Fysik,133,57,76,"89,5","91,2","88,2","11,3","11,9","10,9",2015
Tranås,Ängarydsskolan,10155751,Kommunal,Fysik,71,32,39,"87,3","84,4",~100,"12,1","11,6","12,5",2015
Trollhättan,Hjortmosseskolan 7-9,66644468,Kommunal,Fysik,55,38,17,"63,6","68,4",..,"8,1","8,8","6,6",2015
Trollhättan,Paradisskolan 7-9,38786603,Kommunal,Fysik,60,31,29,"85,0","80,6",~100,"13,3","12,9","13,6",2015
Trollhättan,Sylteskolan 7-9,66414430,Kommunal,Fysik,63,34,29,"87,3",~100,~100,"11,2","11,5","10,9",2015
Tyresö,Dalskolan,56130729,Kommunal,Fysik,84,43,41,~100,~100,~100,"12,2","12,4","11,9",2015
Tyresö,Kumla skola,37147254,Kommunal,Fysik,117,57,60,~100,~100,~100,"14,2","14,2","14,3",2015
Tyresö,Tyresö skola,83020784,Kommunal,Fysik,66,36,30,~100,~100,"100,0","13,6","13,3","14,1",2015
Täby,Byängsskolan,65839656,Enskild,Fysik,69,33,36,~100,~100,~100,"12,6","13,0","12,4",2015
Täby,Futuraskolan Bergtorp,24142153,Enskild,Fysik,151,85,66,~100,"100,0",~100,"14,9","15,5","14,1",2015
Täby,Kunskapsskolan Täby,25309669,Enskild,Fysik,52,21,31,~100,~100,"100,0","14,7","13,6","15,5",2015
Täby,Mellansjö skola,54332921,Enskild,Fysik,..,.,..,.,.,.,..,.,..,2015
Täby,Nya Tidens Montessorisk. Täby,89424201,Enskild,Fysik,22,..,..,"100,0",..,"100,0","16,6",..,"16,6",2015
Täby,Näsbyparksskolan,96330648,Kommunal,Fysik,40,21,19,~100,"100,0",~100,"13,0","13,6","12,4",2015
Täby,Skarpängsskolan,83454509,Kommunal,Fysik,85,44,41,"100,0","100,0","100,0","15,4","15,7","14,9",2015
Täby,Skolhagenskolan,69088221,Kommunal,Fysik,70,33,37,~100,"100,0",~100,"13,4","13,9","13,0",2015
Uddevalla,"Fridaskolan, Uddevalla",27489448,Enskild,Fysik,68,34,34,"88,2",~100,~100,"10,6","10,8","10,4",2015
Uddevalla,Hällebergsskolan,52464734,Enskild,Fysik,..,..,..,..,..,..,..,..,..,2015
Ulricehamn,Stenbocksskolan,39517088,Kommunal,Fysik,149,62,87,"85,2","87,1","83,9","11,5","11,6","11,4",2015
Ulricehamn,Ätradalsskolan,28080863,Kommunal,Fysik,69,37,32,"84,1","83,8","84,4","10,7","10,3","11,1",2015
Umeå,Bräntbergsskolan 1,44391304,Kommunal,Fysik,20,..,..,~100,..,~100,"10,9",..,"10,2",2015
Umeå,Bräntbergsskolan 2,51963791,Kommunal,Fysik,54,27,27,"88,9",~100,"81,5","12,0","13,2","10,8",2015
Umeå,Grubbeskolan 2,89248713,Kommunal,Fysik,67,29,38,"86,6",~100,"84,2","10,9","11,9","10,1",2015
Umeå,Hagaskolan 7-9,53016523,Kommunal,Fysik,85,38,47,"90,6",~100,"87,2","12,9","13,6","12,3",2015
Umeå,Hannaskolan,68950088,Enskild,Fysik,12,..,..,"100,0",..,..,"13,8",..,..,2015
Umeå,Hörnefors Centralskola 7-9,85438284,Kommunal,Fysik,32,18,14,"100,0","100,0","100,0","13,3","13,6","12,9",2015
Umeå,Sjöfruskolan Supra,77062355,Kommunal,Fysik,48,26,22,~100,~100,"100,0","15,2","15,7","14,7",2015
Umeå,Sävar skola 1,90639590,Kommunal,Fysik,66,33,33,"87,9",~100,"84,8","11,6","12,0","11,2",2015
Upplands Väsby,Smedby skola,36789655,Kommunal,Fysik,18,..,..,..,..,..,"4,7",..,"4,4",2015
Upplands Väsby,"Sverigefinska sk, Uppl Väsby",68403656,Enskild,Fysik,..,..,..,..,..,..,..,..,..,2015
Upplands Väsby,Vittra Väsby,24374886,Enskild,Fysik,30,17,13,"70,0",~100,..,"8,7","9,3","7,9",2015
Upplands-Bro,Ekhammarskolan,92284588,Kommunal,Fysik,74,34,40,"93,2",~100,~100,"12,5","13,3","11,9",2015
Upplands-Bro,Källskolan,69098787,Enskild,Fysik,14,..,..,"100,0",..,..,"17,7",..,..,2015
Uppsala,Almunge skola,99056007,Kommunal,Fysik,48,21,27,~100,"100,0",~100,"13,1","14,5","11,9",2015
Uppsala,Björkvallsskolan,89112467,Kommunal,Fysik,75,34,41,~100,~100,~100,"12,0","12,7","11,3",2015
Uppsala,Engelska skolan i Uppsala,83401016,Enskild,Fysik,84,37,47,"89,3",~100,"85,1","13,2","13,9","12,6",2015
Uppsala,Gottsundaskolan,93042073,Kommunal,Fysik,81,26,55,"87,7",~100,"85,5","13,0","14,4","12,3",2015
Uppsala,Gränbyskolan,60782519,Kommunal,Fysik,109,54,55,"75,2","81,5","69,1","9,7","10,5","8,9",2015
Uppsala,Gåvsta skola,12275851,Kommunal,Fysik,25,..,..,"100,0",..,"100,0","14,5",..,"14,7",2015
Uppsala,Kunskapsskolan Uppsala Norra,73806643,Enskild,Fysik,45,20,25,"100,0","100,0","100,0","14,7","14,1","15,2",2015
Uppsala,LOKS                   Kyrkskolan 7-9,35561766,Enskild,Fysik,52,24,28,"100,0","100,0","100,0","12,9","12,5","13,3",2015
Uppsala,Nannaskolan,29677535,Kommunal,Fysik,75,54,21,"88,0",~100,"76,2","11,1","11,5","10,0",2015
Uppsala,Stavby skola,72802066,Kommunal,Fysik,..,..,..,..,..,..,..,..,..,2015
Uppsala,Stordammen,95132430,Kommunal,Fysik,60,25,35,"90,0",~100,~100,"11,9","12,2","11,7",2015
Uppsala,Tiundaskolan Eriksspåret,92713811,Kommunal,Fysik,57,30,27,"100,0","100,0","100,0","15,8","16,0","15,6",2015
Uppsala,von Bahrs skola 6-9,67720051,Kommunal,Fysik,39,15,24,"46,2",..,..,"5,3","7,0","4,3",2015
Uppvidinge,Åsedaskolan 7-9,75658239,Kommunal,Fysik,55,25,30,"81,8","76,0",~100,"10,9","9,9","11,8",2015
Vallentuna,"Atlas, resursklass",40724774,Kommunal,Fysik,..,.,..,..,.,..,..,.,..,2015
Vallentuna,Ekebyskolan,78821726,Kommunal,Fysik,17,..,..,"100,0",..,"100,0","11,3",..,"11,7",2015
Vallentuna,Hammarbacksskolan,31772387,Kommunal,Fysik,44,21,23,"88,6",~100,~100,"12,2","14,2","10,4",2015
Vallentuna,Lovisedalsskolan,29278599,Kommunal,Fysik,24,..,..,~100,"100,0",..,"14,2","15,7",..,2015
Vallentuna,"Vallen, resursklass",48822997,Kommunal,Fysik,..,..,..,.,.,.,..,..,..,2015
Vansbro,Smedbergsskolan 6-9,20545871,Kommunal,Fysik,64,29,35,"90,6","100,0","82,9","11,2","12,9","9,8",2015
Varberg,Bosgårdsskolan 4-9 och fritidshem,92184735,Kommunal,Fysik,62,31,31,"88,7",~100,~100,"11,3","11,0","11,5",2015
Varberg,Lindberg skola 1-9,23521056,Kommunal,Fysik,36,19,17,~100,"100,0",~100,"13,3","14,5","11,9",2015
Varberg,Varbergs Montessoriskola,68980561,Enskild,Fysik,..,..,..,..,..,..,..,..,..,2015
Vellinge,Framtidskomp. V Ingelstad sk,44979671,Enskild,Fysik,37,21,16,"100,0","100,0","100,0","14,5","15,4","13,3",2015
Vellinge,Sandeplanskolan,71367825,Kommunal,Fysik,40,21,19,"87,5",~100,~100,"12,4","13,0","11,7",2015
Vellinge,Skanörs skola,46945514,Kommunal,Fysik,31,17,14,"100,0","100,0","100,0","13,3","12,6","14,1",2015
Vellinge,Tångvallaskolan,58994715,Kommunal,Fysik,38,13,25,"100,0","100,0","100,0","14,0","14,4","13,8",2015
Vellinge,Ängdalaskolan,11885832,Enskild,Fysik,52,29,23,"100,0","100,0","100,0","15,2","15,9","14,3",2015
Vetlanda,Landsbro skola 7-9,69564434,Kommunal,Fysik,77,30,47,"81,8",~100,"74,5","9,7","11,5","8,6",2015
Vilhelmina,Hembergsskolan,99257809,Kommunal,Fysik,47,23,24,~100,"100,0",~100,"13,3","14,1","12,5",2015
Vindeln,Renforsskolan,74352559,Kommunal,Fysik,51,30,21,"100,0","100,0","100,0","13,5","14,3","12,5",2015
Vänersborg,Centrala skolenheten,33067448,Kommunal,Fysik,231,125,106,"89,2","91,2","86,8","11,7","12,0","11,4",2015
Vännäs,Hammarskolan 7-9 AB,94348319,Kommunal,Fysik,40,20,20,~100,~100,~100,"13,1","14,4","11,8",2015
Värmdö,Brunns skola,42434583,Kommunal,Fysik,50,24,26,"90,0",~100,~100,"13,1","13,6","12,5",2015
Värmdö,Lemshaga Akademi,11364996,Enskild,Fysik,50,23,27,~100,~100,~100,"14,6","15,1","14,1",2015
Värmdö,Värmdö Skärgårdsskola,77630712,Kommunal,Fysik,33,17,16,~100,~100,~100,"10,7","10,7","10,6",2015
Västervik,Alphaskolan,25749057,Enskild,Fysik,34,12,22,"85,3",~100,~100,"10,4","9,8","10,7",2015
Västervik,Gamlebyvikens friskola,80536102,Enskild,Fysik,..,..,..,..,..,..,..,..,..,2015
Västerås,Apalbyskolan 6-9,99947080,Kommunal,Fysik,41,23,18,"82,9","73,9",~100,"11,1","9,3","13,3",2015
Västerås,JENSEN grundskola Västerås,44284183,Enskild,Fysik,57,28,29,"91,2",~100,~100,"12,1","13,4","10,9",2015
Västerås,Kunskapsskolan Västerås,30576881,Enskild,Fysik,55,27,28,~100,~100,~100,"13,9","13,6","14,2",2015
Västerås,Nybyggeskolan 2,39103253,Kommunal,Fysik,50,25,25,"66,0","68,0","64,0","7,9","8,8","6,9",2015
Västerås,Rotundaskolan,80009811,Enskild,Fysik,47,28,19,"87,2","82,1",~100,"11,3","10,4","12,5",2015
Västerås,Tillbergaskolan 6-9,22744262,Kommunal,Fysik,44,12,32,~100,~100,~100,"11,4","12,7","10,9",2015
Växjö,"Karl-Oskarskolan, Växjö",69600902,Enskild,Fysik,95,33,62,"78,9",~100,"71,0","9,7","12,3","8,4",2015
Växjö,Teleborg Centrum,72833305,Kommunal,Fysik,130,72,58,"86,9","88,9","84,5","12,1","12,2","12,0",2015
Ydre,Ydreskolan 2,61662490,Kommunal,Fysik,36,18,18,~100,~100,"100,0","13,8","12,8","14,9",2015
Ånge,Heliås Erikslund,65951625,Enskild,Fysik,..,..,..,..,..,..,..,..,..,2015
Åre,Hallens Kyrkskola F-9,47003034,Kommunal,Fysik,15,..,..,"100,0",..,..,"14,5",..,..,2015
Årjäng,Töcksfors skola H,44467705,Kommunal,Fysik,38,26,12,~100,"100,0",~100,"14,5","14,6","14,2",2015
Älmhult,Karl-Oskarskolan i Älmhult,84756527,Enskild,Fysik,27,11,16,"74,1",..,"68,8","9,1","9,5","8,8",2015
Älmhult,Linnéskolan 2,66184918,Kommunal,Fysik,114,58,56,"86,8",~100,"78,6","11,3","12,7","9,9",2015
Älvdalen,Älvdalsskolan,88076955,Kommunal,Fysik,43,24,19,"69,8",~100,"52,6","8,1","9,8","6,1",2015
Ängelholm,Strövelstorps skola,68323880,Kommunal,Fysik,34,10,24,~100,..,~100,"11,6","13,0","11,0",2015
Ängelholm,Toftaskolan,51497405,Kommunal,Fysik,67,30,37,"85,1",~100,"83,8","11,7","11,8","11,7",2015
Öckerö,Betelskolan,65677988,Enskild,Fysik,19,..,..,~100,"100,0",..,"11,4","13,1",..,2015
Örebro,Alsalam,99730324,Enskild,Fysik,16,..,..,~100,~100,..,"11,9","11,3",..,2015
Örebro,Gumaeliusskolan,74902204,Kommunal,Fysik,169,69,100,"89,3","88,4","90,0","12,1","11,8","12,3",2015
Örkelljunga,Solängskolan,10757780,Enskild,Fysik,15,..,..,~100,..,..,"11,7","11,5",..,2015
Örnsköldsvik,Alneskolan 5-9,38278821,Kommunal,Fysik,49,23,26,"79,6",~100,"76,9","10,5","10,9","10,2",2015
Örnsköldsvik,Geneskolan,87606101,Kommunal,Fysik,120,56,64,~100,"100,0",~100,"13,7","14,0","13,5",2015
Örnsköldsvik,Själevadskolan F-9,47912312,Kommunal,Fysik,55,29,26,~100,"100,0",~100,"12,2","12,8","11,5",2015
Östersund,Friggaskolan,58922041,Enskild,Fysik,27,14,13,~100,~100,"100,0","13,1","11,8","14,6",2015
Östersund,Kastalskolan,34895088,Kommunal,Fysik,62,39,23,~100,~100,~100,"12,7","12,7","12,8",2015
Östersund,Lugnviksskolan,69758750,Kommunal,Fysik,39,19,20,~100,~100,~100,"12,2","13,2","11,4",2015
Östersund,Torvallaskolan,56710032,Kommunal,Fysik,50,23,27,"90,0","100,0","81,5","12,1","13,7","10,6",2015
Östersund,Vallaskolan Alfa,56507657,Kommunal,Fysik,15,..,..,~100,..,..,"10,2",..,..,2015
