skolverket_kommunnamn,skolverket_skolnamn,school_unit,huvudman,skolverket_school_subject,skolverket_tot_m_betyg_tcv199,skolverket_fli_m_betyg_tcv199,skolverket_poj_m_betyg_tcv199,skolverket_tot_andel_ae_tcv199,skolverket_fli_andel_ae_tcv199,skolverket_poj_andel_ae_tcv199,skolverket_tot_gbp_tcv199,skolverket_fli_gbp_tcv199,skolverket_poj_gbp_tcv199,year
Kävlinge,Tolvåkerskolan,13578112,Kommunal,Biologi,104,55,49,~100,~100,~100,"14,4","15,2","13,5",2015
Laholm,Veingeskolan 7-9,95134514,Kommunal,Biologi,60,31,29,"88,3",~100,~100,"12,1","12,7","11,5",2015
Laholm,Våxtorpsskolan,35795213,Kommunal,Biologi,46,21,25,"100,0","100,0","100,0","15,2","16,3","14,3",2015
Landskrona,Kunskapsskolan Landskrona,60956248,Enskild,Biologi,48,25,23,"89,6",~100,~100,"12,1","12,7","11,5",2015
Landskrona,Möllebackskolan,29167021,Enskild,Biologi,..,.,..,..,.,..,..,.,..,2015
Lekeberg,Lekebergsskolan 7-9,97648883,Kommunal,Biologi,46,21,25,"82,6",~100,"72,0","10,5","12,6","8,7",2015
Leksand,Banérskolan,89749001,Enskild,Biologi,..,..,..,..,..,..,..,..,..,2015
Lerum,Alléskolan skolenhet Bok,57470446,Kommunal,Biologi,80,28,52,~100,"100,0",~100,"15,0","16,7","14,1",2015
Lerum,Röselidsskolan skolenhet B,38539206,Kommunal,Biologi,49,21,28,"57,1","66,7","50,0","6,1","7,1","5,4",2015
Lerum,Stenkulan 4-9,49419497,Kommunal,Biologi,34,14,20,"85,3",~100,~100,"10,1","10,0","10,3",2015
Lidingö,Högsätra skola 7-9,49631077,Kommunal,Biologi,68,32,36,"100,0","100,0","100,0","14,4","14,4","14,4",2015
Lidingö,Torsviks skola 7-9,45104329,Kommunal,Biologi,115,55,60,"100,0","100,0","100,0","15,4","15,9","15,0",2015
Lindesberg,Stadsskogsskolan 1,11576148,Kommunal,Biologi,44,19,25,"84,1",~100,"76,0","9,6","10,8","8,7",2015
Lindesberg,Storåskolan,88486410,Kommunal,Biologi,38,20,18,"84,2",~100,~100,"10,7","11,8","9,4",2015
Linköping,Ekholmsskolan,96360048,Kommunal,Biologi,75,34,41,"82,7","82,4","82,9","11,2","11,4","11,0",2015
Linköping,Engelska Skolan i Linköping,82086591,Enskild,Biologi,142,64,78,"95,1",~100,"93,6","13,6","14,8","12,7",2015
Linköping,Nya Munken,76521863,Enskild,Biologi,164,90,74,"95,1",~100,"93,2","13,5","14,4","12,4",2015
Linköping,Tornhagsskolan 6-9,75688028,Kommunal,Biologi,56,33,23,~100,~100,"100,0","12,8","13,0","12,6",2015
Linköping,Vittra Lambohov,26255239,Enskild,Biologi,10,..,..,"100,0",..,..,"14,8",..,..,2015
Ljungby,Åbyskolan 2,75853223,Kommunal,Biologi,43,18,25,~100,"100,0",~100,"12,9","14,2","12,0",2015
Ljusdal,Färila skola,36425969,Kommunal,Biologi,27,..,..,~100,~100,..,"11,2","11,0",..,2015
Ljusdal,Stenhamreskolan,38870809,Kommunal,Biologi,41,20,21,"82,9",~100,~100,"10,5","11,3","9,9",2015
Ljusdal,Öjeskolan,47378558,Kommunal,Biologi,55,31,24,"87,3",~100,"75,0","11,7","14,0","8,9",2015
Ljusnarsberg,Kyrkbacksskolan,82038420,Kommunal,Biologi,33,13,20,"100,0","100,0","100,0","11,5","12,7","10,8",2015
Lomma,Bjärehovskolan,41254600,Kommunal,Biologi,112,48,64,"100,0","100,0","100,0","16,5","16,6","16,4",2015
Lomma,Montessoriskolan i Bjärred,52025747,Enskild,Biologi,10,..,..,..,..,..,"10,5",..,..,2015
Lomma,Pilängskolan,15610637,Kommunal,Biologi,98,40,58,~100,~100,~100,"14,3","15,4","13,5",2015
Ludvika,Lorensbergaskolan 7-9,47736072,Kommunal,Biologi,96,52,44,"78,1","82,7","72,7","10,0","10,9","9,0",2015
Luleå,Hertsöskolan 7-9,15579589,Kommunal,Biologi,87,51,36,"93,1",~100,~100,"12,8","13,9","11,2",2015
Luleå,Kråkbergsskolan,46323920,Kommunal,Biologi,38,23,15,~100,"100,0",~100,"10,7","12,5","8,0",2015
Luleå,Montessori,35085794,Kommunal,Biologi,33,22,11,~100,~100,~100,"11,9","12,2","11,4",2015
Luleå,Norrskenets Friskola i Luleå,55520065,Enskild,Biologi,13,..,..,~100,..,"100,0","11,2",..,"12,5",2015
Luleå,Örnässkolan 7-9,20104143,Kommunal,Biologi,64,26,38,"79,7",~100,"73,7","10,4","11,3","9,7",2015
Lund,Genarps skola 6-9,19145800,Kommunal,Biologi,40,15,25,~100,"100,0",~100,"14,3","15,8","13,4",2015
Lund,Sankt Thomas Skola,28753548,Enskild,Biologi,..,..,..,..,..,..,..,..,..,2015
Lund,Stiftelsen BMSL,75154610,Enskild,Biologi,26,14,12,"100,0","100,0","100,0","16,5","16,8","16,3",2015
Lund,Svaleboskolan 7-9,27508103,Kommunal,Biologi,61,29,32,"90,2",~100,"84,4","12,4","13,9","11,0",2015
Lund,Svaneskolan,67020135,Kommunal,Biologi,90,44,46,"92,2",~100,~100,"12,8","12,9","12,7",2015
Lycksele,Finnbacksskolan,35637430,Kommunal,Biologi,109,57,52,"95,4",~100,~100,"11,3","12,0","10,5",2015
Malmö,Bladins grundskola,57534630,Enskild,Biologi,22,..,..,"100,0","100,0",..,"17,4","18,3",..,2015
Malmö,Europaportens grundskola,24339301,Enskild,Biologi,25,12,13,"100,0","100,0","100,0","16,9","16,5","17,3",2015
Malmö,Gottorpskolan,56363473,Kommunal,Biologi,56,18,38,"85,7",~100,"86,8","11,5","11,4","11,5",2015
Malmö,Humfryskolan,91823719,Enskild,Biologi,33,16,17,~100,~100,~100,"10,6","10,0","11,2",2015
Malmö,Höjaskolan,99835038,Kommunal,Biologi,54,20,34,~100,"100,0",~100,"12,9","14,0","12,2",2015
Malmö,Malmö International School,56446897,Kommunal,Biologi,20,..,..,"100,0",..,"100,0","14,5",..,"14,8",2015
Malmö,Mariaskolan,67272295,Enskild,Biologi,20,..,..,~100,..,~100,"12,5",..,"12,1",2015
Malmö,Möllevångsskolan,88590084,Kommunal,Biologi,39,19,20,"82,1",~100,~100,"9,6","9,9","9,3",2015
Malmö,Olympen,87991089,Kommunal,Biologi,..,.,..,..,.,..,..,.,..,2015
Malmö,Rönnenskolan,93599910,Kommunal,Biologi,59,44,15,"79,7","79,5",~100,"11,4","11,8","10,3",2015
Malmö,Sofielundsskolan,65836771,Kommunal,Biologi,18,..,..,"61,1",..,..,"7,8",..,"6,5",2015
Malmö,Sorgenfriskolan,67130748,Kommunal,Biologi,23,..,..,~100,..,~100,"14,0",..,"13,8",2015
Malmö,Sveaskolan,54725950,Enskild,Biologi,47,23,24,~100,"100,0",~100,"14,6","16,2","13,1",2015
Malmö,Söderkulla kommunikationsklass,51220608,Kommunal,Biologi,..,..,..,..,..,..,..,..,..,2015
Malung-Sälen,Centralskolan,83084730,Kommunal,Biologi,64,20,44,"64,1",~100,"54,5","8,3","12,1","6,5",2015
Malung-Sälen,Ungärde skola,17208837,Kommunal,Biologi,37,20,17,"100,0","100,0","100,0","14,3","15,5","12,9",2015
Mariestad,Tunaholmsskolan,48016437,Kommunal,Biologi,96,51,45,"94,8",~100,~100,"12,0","12,9","10,8",2015
Mark,Fritslaskolan,33369644,Kommunal,Biologi,29,15,14,~100,~100,~100,"12,3","12,2","12,5",2015
Mark,Montessoriskolan Pärlan,80072686,Enskild,Biologi,..,..,.,..,..,.,..,..,.,2015
Mark,Sätilaskolan 7-9,90548647,Kommunal,Biologi,55,25,30,"89,1",~100,"83,3","11,9","13,5","10,5",2015
Mark,Ängskolan,13666864,Kommunal,Biologi,137,65,72,"96,4",~100,~100,"13,3","14,3","12,4",2015
Mark,Örbyskolan 7-9,76300443,Kommunal,Biologi,37,21,16,~100,"100,0",~100,"14,5","15,7","13,0",2015
Markaryd,Markaryds skola 7-9,18834522,Kommunal,Biologi,45,26,19,~100,~100,~100,"12,8","13,6","11,8",2015
Mellerud,Rådaskolan,53764779,Kommunal,Biologi,55,24,31,"85,5","100,0","74,2","11,3","14,0","9,3",2015
Mjölby,Blåklintskolan,27259736,Kommunal,Biologi,42,19,23,"78,6",~100,"78,3","9,5","9,6","9,3",2015
Mjölby,Lagmansskolan Beta MH,10609045,Kommunal,Biologi,71,36,35,"87,3",~100,"80,0","11,9","13,2","10,6",2015
Motala,Hällaskolan,87963970,Kommunal,Biologi,68,37,31,"76,5","78,4","74,2","8,9","9,5","8,1",2015
Motala,Södra skolan 7-9,69769596,Kommunal,Biologi,43,18,25,"76,7",~100,"64,0","8,8","11,5","6,8",2015
Munkedal,Kungsmarksskolan,44650086,Kommunal,Biologi,97,40,57,"85,6",~100,"80,7","10,6","11,8","9,9",2015
Munkfors,Forsnässkolan 6-9,70083827,Kommunal,Biologi,32,18,14,"59,4",~100,..,"7,4","10,0","4,1",2015
Mölndal,Hallenskolan,32309720,Kommunal,Biologi,25,10,15,~100,..,~100,"11,0","10,8","11,2",2015
Mölndal,Sinntorpsskolan 4-9,90949251,Kommunal,Biologi,53,36,17,"100,0","100,0","100,0","14,3","14,9","13,2",2015
Mölndal,Växthuset,42908622,Enskild,Biologi,27,..,..,"81,5",..,"75,0","12,2",..,"10,8",2015
Mönsterås,Parkskolan,84285512,Kommunal,Biologi,57,23,34,"75,4",~100,"70,6","9,3","10,5","8,5",2015
Mörbylånga,Skansenskolan 4-9,39083762,Kommunal,Biologi,89,53,36,"86,5","88,7","83,3","12,9","13,2","12,4",2015
Mörbylånga,Ölands Friskola,28562125,Enskild,Biologi,51,38,13,~100,~100,~100,"12,3","12,2","12,3",2015
Nacka,Alphyddeskolan,30066063,Kommunal,Biologi,..,..,.,..,..,.,..,..,.,2015
Nacka,Björknässkolan,75834458,Kommunal,Biologi,79,34,45,~100,~100,~100,"15,7","15,9","15,6",2015
Nacka,Centrumskolan,35986188,Kommunal,Biologi,..,.,..,..,.,..,..,.,..,2015
Nacka,Engelska Skolan i Nacka,74358019,Enskild,Biologi,137,84,53,"100,0","100,0","100,0","17,2","18,2","15,7",2015
Nacka,Skuru skola,85321366,Kommunal,Biologi,103,40,63,~100,~100,"100,0","14,6","15,4","14,0",2015
Nacka,Snitz Grundskola Nacka,82438535,Enskild,Biologi,..,..,..,..,..,..,..,..,..,2015
Norberg,Centralskolan,22347371,Kommunal,Biologi,52,24,28,"90,4",~100,~100,"11,8","12,4","11,3",2015
Nordanstig,Bergsjö Centralskola år 7-9,95045408,Kommunal,Biologi,58,27,31,~100,"100,0",~100,"14,3","15,4","13,4",2015
Norrköping,Djäkneparksskolan 7 och 9,59526276,Kommunal,Biologi,131,64,67,"59,5","67,2","52,2","7,0","8,2","5,8",2015
Norrköping,Ektorpsskolan,37133485,Kommunal,Biologi,115,54,61,"73,0","79,6","67,2","9,0","10,6","7,7",2015
Norrköping,Ektorpsskolans grundsärskola,12079022,Kommunal,Biologi,..,.,..,..,.,..,..,.,..,2015
Norrköping,Erlaskolan Norrköping Östra,90838156,Enskild,Biologi,44,20,24,~100,~100,~100,"10,9","11,0","10,7",2015
Norrköping,Hagaskolan 7-9,17315625,Kommunal,Biologi,90,56,34,"67,8","73,2","58,8","8,8","9,6","7,4",2015
Norrköping,Johannesskolan Norrkpg Kr Sk,57529996,Enskild,Biologi,..,..,..,..,..,..,..,..,..,2015
Norrköping,Kunskapsskolan Norrköping,77437748,Enskild,Biologi,108,60,48,~100,"100,0",~100,"15,0","16,2","13,6",2015
Norrköping,"Prolympia, Norrköping",16013826,Enskild,Biologi,91,30,61,"70,3","80,0","65,6","8,4","10,3","7,5",2015
Norrtälje,Norrsundsskolan,39351914,Kommunal,Biologi,29,12,17,"100,0","100,0","100,0","15,0","15,6","14,6",2015
Norrtälje,Rådmansö skola,50905672,Kommunal,Biologi,13,..,..,"100,0","100,0",..,"13,7","14,0",..,2015
Nybro,Alsterbro skola,62698200,Kommunal,Biologi,..,..,..,..,..,..,..,..,..,2015
Nyköping,Nykopings högstadium Alpha,12096817,Kommunal,Biologi,160,68,92,"73,8","79,4","69,6","9,0","10,1","8,2",2015
Nyköping,Nyköpings Friskola,20254025,Enskild,Biologi,19,..,..,~100,..,~100,"11,6",..,"11,6",2015
Nynäshamn,Gröndalsskolan F-9,65717061,Kommunal,Biologi,81,37,44,"88,9",~100,"88,6","11,9","12,9","11,1",2015
Nynäshamn,Sunnerbyskolan F-9,78703073,Kommunal,Biologi,40,20,20,"85,0","100,0","70,0","10,9","13,3","8,5",2015
Nynäshamn,Vanstaskolan 4-9,73184416,Kommunal,Biologi,46,18,28,"73,9",~100,"71,4","9,8","10,0","9,7",2015
Nynäshamn,Viaskolan 6-9,34814578,Kommunal,Biologi,52,22,30,"84,6",~100,"76,7","10,7","12,6","9,3",2015
Nässjö,Norråsaskolan,19118399,Kommunal,Biologi,87,38,49,"80,5","81,6","79,6","10,8","11,3","10,5",2015
Ockelbo,Perslundaskolan,40000547,Kommunal,Biologi,44,17,27,~100,~100,~100,"11,2","12,1","10,6",2015
Olofström,Högavångsskolan,53603984,Kommunal,Biologi,91,40,51,"89,0",~100,"86,3","11,9","12,5","11,4",2015
Orsa,Orsaskolan,19694910,Kommunal,Biologi,63,25,38,"69,8",~100,"57,9","7,8","10,4","6,1",2015
Orust,Henåns skola år 7-9,76943513,Kommunal,Biologi,76,30,46,"100,0","100,0","100,0","14,8","16,1","13,9",2015
Orust,Ängås 7-9 skola,34557677,Kommunal,Biologi,59,24,35,~100,"100,0",~100,"15,3","16,9","14,3",2015
Osby,Hasslarödsskolan 4-9,25927535,Kommunal,Biologi,66,34,32,"78,8",~100,"68,8","10,2","12,1","8,1",2015
Oskarshamn,Kristinebergskolan 7-9,73392316,Kommunal,Biologi,70,39,31,"84,3","84,6","83,9","11,4","11,3","11,5",2015
Oskarshamn,Rödsleskolan 7-9,40041600,Kommunal,Biologi,87,48,39,"94,3",~100,~100,"12,8","13,7","11,8",2015
Ovanåker,Alftaskolan 7-9,92304123,Kommunal,Biologi,36,14,22,"86,1","100,0","77,3","10,7","12,9","9,3",2015
Oxelösund,Breviksskolan åk 6-9,34893654,Kommunal,Biologi,70,38,32,"91,4",~100,"84,4","10,9","11,6","10,0",2015
Pajala,Junosuando Centralskola,80594830,Kommunal,Biologi,..,..,..,..,..,..,..,..,..,2015
Pajala,Pajala Centralskola,12443258,Kommunal,Biologi,37,14,23,~100,~100,~100,"11,5","12,0","11,2",2015
Pajala,Tärendö Centralskola,37347252,Kommunal,Biologi,..,..,..,..,..,..,..,..,..,2015
Partille,Casa Montessori,68358072,Enskild,Biologi,21,11,10,"100,0","100,0","100,0","15,8","17,3","14,3",2015
Partille,Vallhamra skola 7-9,92848832,Kommunal,Biologi,76,24,52,"100,0","100,0","100,0","13,5","14,4","13,0",2015
Piteå,Christina skolenhet,94591900,Kommunal,Biologi,78,44,34,~100,"100,0",~100,"12,8","13,9","11,3",2015
Piteå,Pitholm skolenhet 7-9,18339846,Kommunal,Biologi,68,26,42,~100,~100,~100,"13,1","14,4","12,3",2015
Ragunda,Anders-Olofskolan,78545687,Kommunal,Biologi,32,20,12,~100,"100,0",~100,"13,8","15,3","11,3",2015
Ronneby,Karl-Oskarskolan i Ronneby,38449858,Enskild,Biologi,63,29,34,"82,5",~100,"79,4","11,7","13,1","10,6",2015
Ronneby,Snäckebacksskolan,73745566,Kommunal,Biologi,126,63,63,"90,5",~100,"87,3","11,7","12,2","11,2",2015
Rättvik,Furudals centralskola,30917018,Kommunal,Biologi,21,..,..,~100,..,~100,"9,5",..,"9,5",2015
Salem,Skogsängsskolan,58385274,Kommunal,Biologi,48,19,29,~100,~100,~100,"12,8","12,5","12,9",2015
Sandviken,Hedängskolan 7-9,23876630,Kommunal,Biologi,48,21,27,~100,~100,~100,"13,2","13,1","13,2",2015
Sandviken,Murgårdsskolan  7-9,26036265,Kommunal,Biologi,78,48,30,"82,1","87,5","73,3","10,9","12,3","8,6",2015
Sandviken,Söderskolan 7-9,17988128,Kommunal,Biologi,110,49,61,"84,5","83,7","85,2","11,5","12,2","11,0",2015
Sigtuna,Skolan Bergius,35008423,Enskild,Biologi,57,25,32,"86,0",~100,"84,4","11,8","13,8","10,2",2015
Sigtuna,S:t Olofs skola,13579948,Kommunal,Biologi,93,42,51,"83,9","85,7","82,4","11,0","11,8","10,2",2015
Sigtuna,Valstaskolan,61234191,Kommunal,Biologi,86,45,41,"66,3","66,7","65,9","8,2","8,4","7,9",2015
Sjöbo,Emanuelskolan,37998000,Kommunal,Biologi,29,16,13,"82,8",~100,~100,"10,1","9,4","11,0",2015
Skara,Friskolan Metis,46013569,Enskild,Biologi,18,..,..,~100,"100,0",..,"11,3","14,3",..,2015
Skellefteå,Björnåkersskolan 6-9,61150314,Kommunal,Biologi,43,19,24,"86,0","100,0","75,0","11,1","12,6","9,9",2015
Skellefteå,Bureskolan 6-9,62125265,Kommunal,Biologi,44,21,23,~100,"100,0",~100,"13,1","15,5","10,9",2015
Skellefteå,Kanalskolan,94485755,Kommunal,Biologi,70,36,34,"92,9",~100,~100,"12,3","12,8","11,8",2015
Skellefteå,Sörböleskolan Väst,21889785,Kommunal,Biologi,91,47,44,"85,7","89,4","81,8","11,1","11,8","10,3",2015
Skellefteå,Ursviksskolan 6-9,37579892,Kommunal,Biologi,59,29,30,~100,~100,"100,0","14,6","14,9","14,3",2015
Skurup,Alléskolan,60217642,Kommunal,Biologi,21,..,..,"100,0","100,0",..,"11,9","12,5",..,2015
Skövde,Eriksdalskolan 483,97361837,Kommunal,Biologi,54,24,30,~100,~100,~100,"12,3","13,1","11,6",2015
Skövde,Vasaskolan,16057411,Kommunal,Biologi,151,76,75,"81,5","89,5","73,3","9,8","10,8","8,8",2015
Smedjebacken,Bergaskolan,81136807,Kommunal,Biologi,51,24,27,"90,2",~100,~100,"12,8","14,1","11,7",2015
Sollefteå,Junsele skola,49748045,Kommunal,Biologi,18,..,..,~100,"100,0",..,"10,8","11,6",..,2015
Sollentuna,Edsbergsskolan,38076081,Kommunal,Biologi,109,55,54,~100,"100,0",~100,"14,6","15,2","14,0",2015
Sollentuna,Futuraskolan Hertig Karl,40467992,Enskild,Biologi,21,..,..,"100,0",..,"100,0","15,6",..,"15,2",2015
Sollentuna,Häggviksskolan LSI,68505032,Kommunal,Biologi,..,..,..,..,..,.,..,..,..,2015
Sollentuna,Mikaelskolan,85777315,Enskild,Biologi,18,..,..,"100,0","100,0",..,"14,9","15,0",..,2015
Sollentuna,Norrvikens skola,47462120,Enskild,Biologi,39,..,..,~100,..,~100,"11,9",..,"12,3",2015
Solna,Svedenskolan Bergshamra,89893224,Enskild,Biologi,..,.,..,..,.,..,..,.,..,2015
Solna,Tallbackaskolan,73581523,Kommunal,Biologi,47,19,28,"80,9",~100,"78,6","10,6","11,2","10,3",2015
Solna,Ängkärrskolan i Solna,98515782,Enskild,Biologi,22,..,..,~100,..,~100,"11,8",..,"10,7",2015
Sotenäs,Sotenässkolan,78294346,Kommunal,Biologi,93,45,48,"90,3",~100,"85,4","11,7","12,9","10,5",2015
Staffanstorp,Skånska Småstadens Kulturskola,85506411,Enskild,Biologi,11,..,..,..,..,.,"9,1","10,0",..,2015
Stenungsund,Stora Högaskolan,59097955,Kommunal,Biologi,84,39,45,"86,9",~100,"82,2","12,2","13,8","10,7",2015
Stockholm,Adolf Fredriks musikklasser,99648792,Kommunal,Biologi,180,119,61,~100,~100,~100,"15,7","15,9","15,2",2015
Stockholm,Alla Nationers Fria Skola,82838118,Enskild,Biologi,12,..,..,..,..,..,"2,5",..,..,2015
Stockholm,Alzahraa Idealiska akademi,77656740,Enskild,Biologi,28,13,15,"82,1",~100,~100,"10,3","10,4","10,2",2015
Stockholm,Aspuddens skola,72672270,Kommunal,Biologi,121,62,59,"89,3",~100,"79,7","11,3","12,9","9,7",2015
Stockholm,Björkhagens skola,43088454,Kommunal,Biologi,95,48,47,"93,7",~100,~100,"13,4","12,8","13,9",2015
Stockholm,Blommensbergsskolan,82140090,Kommunal,Biologi,117,75,42,"95,7",~100,~100,"14,5","14,8","14,1",2015
Stockholm,Bågenskolan,35784391,Enskild,Biologi,..,..,..,..,..,..,..,..,..,2015
Stockholm,Dialogskolan,92127007,Enskild,Biologi,13,..,..,~100,..,..,"9,8",..,..,2015
Stockholm,Elma School,11532790,Enskild,Biologi,18,..,..,~100,~100,..,"11,4","13,2",..,2015
Stockholm,Enbacksskolan,43632318,Kommunal,Biologi,34,18,16,"82,4",~100,~100,"9,0","9,2","8,9",2015
Stockholm,Engelska Skolan Norr,29725531,Enskild,Biologi,48,26,22,~100,"100,0",~100,"16,3","18,5","13,6",2015
Stockholm,"Enskilda gymnasiet, gr",92750123,Enskild,Biologi,59,36,23,~100,"100,0",~100,"15,9","15,8","16,0",2015
Stockholm,Estniska Skolan i Stockholm,34540901,Enskild,Biologi,16,..,..,~100,..,..,"13,0",..,..,2015
Stockholm,Farsta grundskola,38758770,Kommunal,Biologi,47,25,22,"87,2",~100,"77,3","11,9","13,1","10,6",2015
Stockholm,Franska Skolan/Ecole francaise,42328518,Enskild,Biologi,83,62,21,~100,~100,"100,0","13,6","13,8","13,2",2015
Stockholm,Fredrikshovs slotts skola,64065082,Enskild,Biologi,40,21,19,"100,0","100,0","100,0","17,8","17,9","17,8",2015
Stockholm,Gärdesskolan,41176931,Kommunal,Biologi,150,70,80,"84,7","85,7","83,8","12,1","12,8","11,4",2015
Stockholm,Hagsätraskolan,82110758,Kommunal,Biologi,23,10,13,"65,2",..,..,"7,9","9,0","7,1",2015
Stockholm,Högalidsskolan,24716970,Kommunal,Biologi,80,44,36,~100,~100,~100,"14,2","14,5","13,8",2015
Stockholm,JENSEN grundskola Vasastan Sthlm,87377212,Enskild,Biologi,25,..,..,"56,0","70,6",..,"7,4","9,6",..,2015
Stockholm,Katarina Norra skola,23617768,Kommunal,Biologi,55,29,26,"100,0","100,0","100,0","16,0","16,7","15,2",2015
Stockholm,Kista grundskola,22513261,Kommunal,Biologi,81,42,39,~100,~100,~100,"12,9","13,8","12,0",2015
Stockholm,Kista International School,37556682,Enskild,Biologi,13,..,..,"100,0",..,..,"14,2",..,..,2015
Stockholm,Kunskapsskolans Resursskola,24671487,Enskild,Biologi,..,..,..,..,..,..,..,..,..,2015
Stockholm,Mälarhöjdens skola,46165232,Kommunal,Biologi,97,42,55,"92,8",~100,~100,"14,3","14,7","13,9",2015
Stockholm,Olympen Svea,17644819,Enskild,Biologi,..,..,..,..,..,..,..,..,..,2015
Stockholm,Rinkebyskolan,37416253,Kommunal,Biologi,87,56,31,"51,7","55,4","45,2","5,9","6,4","5,0",2015
Stockholm,Rålambshovsskolan,61686233,Kommunal,Biologi,139,59,80,"95,7",~100,~100,"12,4","13,2","11,8",2015
Stockholm,Sjöstadsskolan,15331669,Kommunal,Biologi,45,20,25,~100,~100,~100,"14,0","14,4","13,7",2015
Stockholm,Sjöängsskolan,13124830,Kommunal,Biologi,76,28,48,"93,4",~100,~100,"12,6","13,1","12,3",2015
Stockholm,Slättgårdsskolan,59468219,Kommunal,Biologi,32,16,16,~100,~100,"100,0","13,3","12,5","14,1",2015
Stockholm,Sthlms Int. Montessoriskola,45553352,Enskild,Biologi,36,19,17,"100,0","100,0","100,0","17,1","18,0","16,0",2015
Stockholm,Sundbyskolan,44046131,Kommunal,Biologi,61,29,32,~100,~100,~100,"15,9","16,8","15,2",2015
Stockholm,Södermalmsskolan,75614609,Kommunal,Biologi,96,52,44,~100,"100,0",~100,"12,7","13,2","12,0",2015
Stockholm,Södra Ängby skola,88795871,Kommunal,Biologi,75,32,43,~100,~100,"100,0","15,1","14,8","15,3",2015
Stockholm,Tornadoskolan,29796042,Enskild,Biologi,25,..,..,"100,0",..,"100,0","15,2",..,"15,3",2015
Stockholm,Trollbodaskolan,89605548,Kommunal,Biologi,87,27,60,"100,0","100,0","100,0","14,5","15,2","14,2",2015
Stockholm,Vintertullsskolan i Stockholm,28138418,Enskild,Biologi,11,..,..,..,..,..,"9,3",..,..,2015
Stockholm,Vittra Sjöstaden,28778917,Enskild,Biologi,25,..,..,~100,..,~100,"11,6",..,"11,0",2015
Stockholm,Vittra Södermalm,59900714,Enskild,Biologi,41,17,24,~100,"100,0",~100,"14,2","15,6","13,2",2015
Stockholm,Vällingbyskolan,36031993,Kommunal,Biologi,79,37,42,"91,1",~100,~100,"11,9","12,6","11,3",2015
Stockholm,Västbergaskolan,64736967,Enskild,Biologi,56,24,32,~100,"100,0",~100,"15,2","15,3","15,1",2015
Stockholm,Västerholms friskola,35890890,Enskild,Biologi,62,31,31,"59,7","64,5","54,8","6,9","7,8","6,0",2015
Stockholm,Årstaskolan,48328583,Kommunal,Biologi,41,16,25,~100,~100,~100,"12,8","14,1","12,0",2015
Storfors,Lundsbergs grundskola,26377128,Enskild,Biologi,12,..,..,~100,..,..,"13,5",..,..,2015
Strömsund,Centralskolan Hoting,20930818,Kommunal,Biologi,..,..,..,..,..,..,..,..,..,2015
Strömsund,Fjällsjöskolan,82584417,Kommunal,Biologi,12,..,..,~100,..,..,"11,3",..,..,2015
Strömsund,Frostviksskolan,76970830,Kommunal,Biologi,..,..,..,..,..,..,..,..,..,2015
Sundbyberg,Grönkullaskolan,93968806,Kommunal,Biologi,18,..,..,"100,0",..,..,"11,5",..,..,2015
Sundbyberg,Ängskolan 7-9,65775192,Kommunal,Biologi,91,48,43,~100,~100,~100,"13,2","12,8","13,8",2015
Sundsvall,Geijerskolan,55838201,Kommunal,Biologi,..,.,..,..,.,..,..,.,..,2015
Sundsvall,Hagaskolan 2,92913189,Kommunal,Biologi,76,44,32,"64,5","65,9","62,5","7,8","7,9","7,7",2015
Sundsvall,Kunskapsakademin,57722644,Enskild,Biologi,39,18,21,"84,6",~100,~100,"9,7","10,4","9,2",2015
Sundsvall,Lidens skola,64029211,Kommunal,Biologi,24,12,12,"100,0","100,0","100,0","13,6","14,8","12,5",2015
Sundsvall,Mimerskolan,10023937,Enskild,Biologi,54,31,23,~100,"100,0",~100,"13,7","15,3","11,5",2015
Sundsvall,Nivrenaskolan 1,55740795,Kommunal,Biologi,52,19,33,"65,4",~100,"54,5","7,9","10,3","6,5",2015
Sundsvall,Nivrenaskolan 2,64815453,Kommunal,Biologi,40,24,16,"72,5",~100,..,"9,8","12,5","5,6",2015
Sundsvall,Njurunda Friskola,65125762,Enskild,Biologi,13,..,..,~100,..,..,"13,5",..,..,2015
Sundsvall,"Prolympia, Sundsvall",18952472,Enskild,Biologi,36,15,21,"83,3",~100,~100,"9,9","9,2","10,4",2015
Sundsvall,Stöde skola,11181258,Kommunal,Biologi,19,..,..,"100,0",..,"100,0","13,8",..,"13,9",2015
Surahammar,Hammarskolan,74582871,Kommunal,Biologi,64,28,36,"87,5",~100,"80,6","12,5","14,8","10,8",2015
Svalöv,Linåkerskolan,44263951,Kommunal,Biologi,106,52,54,"88,7",~100,"85,2","11,3","12,0","10,6",2015
Svedala,Klågerupsskolan,99748375,Kommunal,Biologi,42,23,19,~100,~100,"100,0","13,7","14,1","13,2",2015
Svedala,Naverlönnskolan,65569784,Kommunal,Biologi,129,66,63,"71,3","71,2","71,4","8,8","8,5","9,2",2015
Säter,Klockarskolan,60111640,Kommunal,Biologi,82,46,36,"93,9","100,0","86,1","12,8","14,3","10,9",2015
Sävsjö,Hofgårdsskolan,59983229,Kommunal,Biologi,72,31,41,"93,1",~100,~100,"12,6","14,3","11,4",2015
Sävsjö,Rörviks skola,74170440,Kommunal,Biologi,27,11,16,~100,"100,0",~100,"12,4","14,1","11,3",2015
Sävsjö,Sävsjö kristna skola,28504550,Enskild,Biologi,11,..,..,..,..,..,"9,1",..,..,2015
