skolverket_kommunnamn,skolverket_skolnamn,huvudman,skolverket_huvudman_namn,school_unit,skolverket_antal_fli_tcv140,skolverket_andel_fli_tcv140,skolverket_and_uppn_alla_amnen_fli_tcv140,skolverket_and_behorig_fli_tcv140,skolverket_gmv_fli_tcv140,skolverket_antal_poj_tcv140,skolverket_andel_poj_tcv140,skolverket_and_uppn_alla_amnen_poj_tcv140,skolverket_and_behorig_poj_tcv140,skolverket_gmv_poj_tcv140,year
Säffle,Tegnérskolan,Kommunal,Säffle,40517936,45,"46,4","62,2","82,2","211,2",52,"53,6","51,9","67,3","170,0",2013
Säter,Klockarskolan,Kommunal,Säter,60111640,37,"43,5","83,8",~100,"220,4",48,"56,5","66,7","79,2","185,0",2013
Sävsjö,Hofgårdsskolan,Kommunal,Sävsjö,59983229,57,"52,8","73,7","84,2","216,0",51,"47,2","70,6",~100,"188,5",2013
Sävsjö,Rörviks skola,Kommunal,Sävsjö,74170440,11,"40,7","100,0","100,0","272,3",16,"59,3","75,0",~100,"205,5",2013
Söderhamn,Bergvikskolan,Kommunal,Söderhamn,32721673,22,"38,6","81,8",~100,"211,0",35,"61,4","54,3","74,3","174,6",2013
Söderhamn,Norrtullskolan C,Kommunal,Söderhamn,35139330,53,"55,8","71,7","77,4","204,3",42,"44,2","64,3","73,8","189,9",2013
Söderhamn,Stenbergaskolan,Kommunal,Söderhamn,26147333,22,"47,8","95,5",~100,"238,4",24,"52,2","79,2",~100,"201,7",2013
Söderhamn,Vågbroskolan,Kommunal,Söderhamn,95878068,22,"50,0","90,9",~100,"231,3",22,"50,0","72,7","77,3","178,7",2013
Söderhamn,HamnaSkolan,Enskild,,99882962,..,..,..,..,..,..,..,..,..,..,2013
Söderköping,Ramunderskolan 12,Kommunal,Söderköping,99361107,56,"45,9","91,1",~100,"236,5",66,"54,1","66,7","89,4","200,8",2013
Söderköping,Söderköpings Waldorfskola,Enskild,,70789823,..,..,..,..,..,..,..,..,..,..,2013
Södertälje,Blombackaskolan,Kommunal,Södertälje,34148887,65,"43,9","67,7","76,9","200,1",83,"56,1","56,6","77,1","181,4",2013
Södertälje,Brunnsängskolan,Kommunal,Södertälje,60570294,31,"43,7","74,2",~100,"219,4",40,"56,3","85,0",~100,"223,9",2013
Södertälje,Hovsjöskolan,Kommunal,Södertälje,82137009,30,"51,7","53,3","70,0","212,3",28,"48,3",..,"42,9","166,3",2013
Södertälje,Hölöskolan,Kommunal,Södertälje,79466321,16,"50,0","81,3",~100,"221,6",16,"50,0","93,8",~100,"195,9",2013
Södertälje,Järna grundskola,Kommunal,Södertälje,97655739,30,"41,7","86,7",~100,"233,5",42,"58,3","88,1",~100,"216,5",2013
Södertälje,Lina grundskola,Kommunal,Södertälje,62288230,..,..,..,"63,2","189,6",..,..,..,..,..,2013
Södertälje,Pershagenskolan,Kommunal,Södertälje,38653015,24,"46,2","83,3",~100,"213,6",28,"53,8","60,7",~100,"185,2",2013
Södertälje,Ronnaskolan,Kommunal,Södertälje,51210001,32,"40,0","53,1","78,1","220,9",48,"60,0","50,0","72,9","179,5",2013
Södertälje,Rosenborgskolan,Kommunal,Södertälje,11914814,52,"45,6","73,1","88,5","212,5",62,"54,4","51,6","75,8","178,8",2013
Södertälje,Wasaskolan,Kommunal,Södertälje,56568612,41,"57,7","51,2","58,5","199,7",30,"42,3",..,"50,0","160,7",2013
Södertälje,Järna friskola,Enskild,,41584790,15,"60,0","93,3","100,0","247,2",10,"40,0","100,0","100,0","261,8",2013
Södertälje,Kringlaskolan,Enskild,,74489639,15,"32,6",..,~100,"193,9",31,"67,4","64,5",~100,"183,1",2013
Södertälje,Mariaskolan,Enskild,,31528772,..,..,..,..,..,..,..,..,..,..,2013
Södertälje,Mikaelgården Läkeped. Institut,Enskild,,73075913,..,..,.,.,.,..,..,..,..,..,2013
Södertälje,Nyckelskolan,Enskild,,16068461,12,"52,2","91,7",~100,"250,6",11,"47,8",..,"100,0","230,5",2013
Södertälje,Solvikskolan,Enskild,,45994471,..,..,..,..,..,..,..,..,..,..,2013
Södertälje,Södertälje friskola,Enskild,,38394561,..,..,..,..,..,..,..,"72,2",~100,"182,8",2013
Södertälje,Vittra Östertälje,Enskild,,12757193,24,"44,4","95,8","100,0","235,5",30,"55,6","96,7",~100,"205,5",2013
Södertälje,Örjanskolan,Enskild,,10661388,11,"40,7",..,~100,"255,0",16,"59,3","100,0","100,0","271,3",2013
Sölvesborg,Bokelundsskolan H,Kommunal,Sölvesborg,94309839,62,"55,9","85,5","91,9","219,2",49,"44,1","71,4","87,8","208,6",2013
Sölvesborg,Mjällby skola H,Kommunal,Sölvesborg,24822447,36,"64,3","91,7",~100,"220,9",20,"35,7","55,0","65,0","179,3",2013
Tanum,Hamburgsundskolan,Kommunal,Tanum,81072495,23,"54,8","78,3","100,0","209,5",19,"45,2","63,2",~100,"188,8",2013
Tanum,Tanumskolan,Kommunal,Tanum,74079446,37,"49,3","86,5",~100,"218,6",38,"50,7","84,2",~100,"205,9",2013
Tibro,Nyboskolan arbetslag A,Kommunal,Tibro,24564454,49,"43,0","89,8",~100,"225,6",65,"57,0","61,5","75,4","181,7",2013
Tidaholm,Forsenskolan 7-9,Kommunal,Tidaholm,40717964,25,"54,3","80,0",~100,"221,3",21,"45,7","57,1","61,9","174,6",2013
Tidaholm,Hökensåsskolan 7-9,Kommunal,Tidaholm,42899954,46,"59,0","69,6","84,8","203,8",32,"41,0","75,0","75,0","182,9",2013
Tierp,Aspenskolan,Kommunal,Tierp,15416514,45,"52,9","77,8",~100,"218,5",40,"47,1","50,0","87,5","175,4",2013
Tierp,Centralskolan,Kommunal,Tierp,17240817,24,"45,3","62,5","79,2","200,3",29,"54,7","75,9","82,8","199,4",2013
Tierp,Ol Andersskolan,Kommunal,Tierp,65153737,17,"42,5","88,2",~100,"209,9",23,"57,5","73,9",~100,"196,5",2013
Tierp,Örbyhus skola,Kommunal,Tierp,69241995,26,"42,6","61,5","73,1","195,0",35,"57,4","82,9",~100,"206,6",2013
Timrå,Ala skola,Kommunal,Timrå,59092675,16,"43,2","81,3",~100,"211,3",21,"56,8","66,7",~100,"193,7",2013
Timrå,Arenaskolan,Kommunal,Timrå,81784662,39,"50,6","87,2","87,2","225,3",38,"49,4","50,0","73,7","167,0",2013
Timrå,Mariedalsskolan,Kommunal,Timrå,23957720,31,"44,3","77,4","83,9","200,6",39,"55,7","76,9",~100,"198,7",2013
Tingsryd,Dackeskolan 5-9,Kommunal,Tingsryd,56361478,43,"48,3","72,1","79,1","204,8",46,"51,7","60,9","69,6","184,7",2013
Tingsryd,Idekulla skola,Enskild,,66342347,..,..,"92,3",~100,"263,3",..,..,..,..,..,2013
Tjörn,Bleketskolan,Kommunal,Tjörn,16656370,33,"55,0","87,9","100,0","238,1",27,"45,0","92,6","100,0","219,1",2013
Tjörn,Häggvallskolan,Kommunal,Tjörn,23228302,43,"53,8","97,7",~100,"241,6",37,"46,3","70,3","86,5","211,3",2013
Tomelilla,Kastanjeskolan,Kommunal,Tomelilla,90360196,62,"47,7","77,4","82,3","213,4",68,"52,3","76,5","88,2","195,1",2013
Torsby,Frykenskolan,Kommunal,Torsby,21568934,46,"43,0","80,4","84,8","217,7",61,"57,0","75,4","85,2","199,7",2013
Torsby,Kvistbergsskolan,Kommunal,Torsby,83025413,12,"44,4",..,~100,"189,4",15,"55,6","73,3",~100,"204,5",2013
Torsås,Torskolan H,Kommunal,Torsås,99636909,38,"55,1","94,7",~100,"225,7",31,"44,9","80,6","80,6","184,0",2013
Tranemo,Tranängskolan 7-9,Kommunal,Tranemo,33759766,55,"40,4","80,0","87,3","235,1",81,"59,6","72,8","85,2","200,1",2013
Tranås,Junkaremålsskolan 7-9,Kommunal,Tranås,18476537,53,"46,1","88,7",~100,"225,4",62,"53,9","83,9","91,9","206,7",2013
Tranås,Ängarydsskolan,Kommunal,Tranås,10155751,36,"42,9","86,1",~100,"210,6",48,"57,1","60,4","79,2","175,7",2013
Trelleborg,Fågelbäckskolan,Kommunal,Trelleborg,94965726,21,"40,4","71,4","71,4","218,0",31,"59,6","54,8","74,2","184,7",2013
Trelleborg,Liljeborgsskolan 7-9,Kommunal,Trelleborg,42096980,91,"52,6","85,7","92,3","233,8",82,"47,4","62,2","81,7","191,7",2013
Trelleborg,Vannhögskolan,Kommunal,Trelleborg,92281801,33,"37,9","90,9",~100,"240,8",54,"62,1","85,2","90,7","199,8",2013
Trelleborg,Väståkraskolan,Kommunal,Trelleborg,45448758,40,"52,6","75,0","87,5","219,1",36,"47,4","83,3","86,1","217,4",2013
Trelleborg,Kunskapsskolan Trelleborg,Enskild,,65892623,21,"37,5","95,2",~100,"267,5",35,"62,5","65,7","85,7","199,3",2013
Trollhättan,Hjortmosseskolan 6-9,Kommunal,Trollhättan,66644468,24,"50,0","79,2",~100,"238,7",24,"50,0","54,2","75,0","196,5",2013
Trollhättan,Kronan 7-9,Kommunal,Trollhättan,63750711,44,"47,3",..,"22,7","133,7",49,"52,7",..,"30,6","143,2",2013
Trollhättan,Lyrfågelskolan 4-9,Kommunal,Trollhättan,12667629,31,"43,1","87,1",~100,"230,7",41,"56,9","80,5","87,8","195,2",2013
Trollhättan,Paradisskolan 7-9,Kommunal,Trollhättan,38786603,44,"69,8","90,9",~100,"246,4",19,"30,2","84,2",~100,"211,4",2013
Trollhättan,Sjuntorp skolan 4-9,Kommunal,Trollhättan,39396701,24,"50,0","91,7",~100,"236,6",24,"50,0","91,7",~100,"223,1",2013
Trollhättan,Skogshöjdens skola,Kommunal,Trollhättan,77954455,19,"59,4","100,0","100,0","255,3",13,"40,6","76,9",~100,"215,8",2013
Trollhättan,Stavreskolan 4-9,Kommunal,Trollhättan,49525819,35,"61,4","91,4",~100,"240,1",22,"38,6","68,2",~100,"195,2",2013
Trollhättan,Strömslundsskolan 7-9,Kommunal,Trollhättan,96091081,25,"51,0","84,0",~100,"213,8",24,"49,0","79,2",~100,"204,4",2013
Trollhättan,Sylteskolan 7-9,Kommunal,Trollhättan,66414430,47,"64,4","61,7","78,7","202,1",26,"35,6","65,4","73,1","186,0",2013
Trollhättan,"Fridaskolan, Trollhättan",Enskild,,56884611,41,"54,7","92,7",~100,"220,1",34,"45,3","88,2",~100,"205,3",2013
Trollhättan,"Nya Skolan, Trollhättan",Enskild,,11588924,16,"42,1","87,5",~100,"220,5",22,"57,9","95,5","100,0","218,5",2013
Trosa,Hedebyskolan,Kommunal,Trosa,45500152,25,"61,0","92,0",~100,"217,1",16,"39,0","75,0",~100,"195,2",2013
Trosa,Tomtaklintskolan,Kommunal,Trosa,51044218,49,"50,5","87,8",~100,"229,1",48,"49,5","79,2","87,5","214,1",2013
Tyresö,Dalskolan,Kommunal,Tyresö,56130729,40,"47,6","95,0",~100,"227,4",44,"52,4","72,7","81,8","201,3",2013
Tyresö,Kumla skola,Kommunal,Tyresö,37147254,55,"41,7","89,1",~100,"242,1",77,"58,3","81,8","93,5","218,2",2013
Tyresö,Nyboda skola,Kommunal,Tyresö,31281674,66,"50,0","66,7","75,8","202,8",66,"50,0","50,0","66,7","169,1",2013
Tyresö,Strandskolan,Kommunal,Tyresö,87665835,35,"59,3","82,9",~100,"232,1",24,"40,7","75,0",~100,"183,0",2013
Tyresö,Tyresö skola,Kommunal,Tyresö,83020784,37,"54,4","81,1",~100,"217,2",31,"45,6","83,9",~100,"213,2",2013
Täby,Attundaskolan,Kommunal,Täby,85045274,..,..,.,..,..,..,..,.,.,..,2013
Täby,Gribby Gård,Kommunal,Täby,20587249,15,"33,3","86,7","100,0","223,7",30,"66,7","93,3","100,0","229,9",2013
Täby,Näsbydalskolan,Kommunal,Täby,22807677,56,"50,5","96,4","100,0","263,6",55,"49,5","85,5",~100,"242,5",2013
Täby,Näsbyparksskolan,Kommunal,Täby,96330648,25,"51,0","100,0","100,0","255,4",24,"49,0","83,3",~100,"220,9",2013
Täby,Skarpängsskolan,Kommunal,Täby,83454509,66,"45,2","97,0",~100,"237,5",80,"54,8","97,5","100,0","228,1",2013
Täby,Skolhagenskolan,Kommunal,Täby,69088221,36,"41,9","100,0","100,0","245,3",50,"58,1","100,0","100,0","244,0",2013
Täby,Vallatorpsskolan,Kommunal,Täby,57206066,15,"55,6","73,3",~100,"232,0",12,"44,4","83,3",~100,"205,6",2013
Täby,Byängsskolan,Enskild,,65839656,25,"46,3","100,0","100,0","262,2",29,"53,7","96,6",~100,"234,4",2013
Täby,Engelska Skolan i Täby,Enskild,,12332278,70,"44,9","97,1","100,0","270,3",86,"55,1","97,7","100,0","251,3",2013
Täby,Enhagenskolan,Enskild,,32231541,56,"65,9","96,4","100,0","254,5",29,"34,1","93,1","100,0","235,5",2013
Täby,Futuraskolan Bergtorp,Enskild,,24142153,85,"51,5","95,3",~100,"254,9",80,"48,5","95,0","100,0","235,3",2013
Täby,Helleborusskolan,Enskild,,45984740,..,..,..,..,..,..,..,..,"100,0","196,0",2013
Täby,Kunskapsskolan Täby,Enskild,,25309669,24,"53,3","87,5","100,0","248,9",21,"46,7","90,5","100,0","220,8",2013
Täby,Mellansjö skola,Enskild,,54332921,..,..,.,.,..,..,..,..,..,..,2013
Täby,Milstensskolan,Enskild,,23312767,..,..,..,..,..,..,..,..,..,..,2013
Täby,Nya Tidens Montessorisk. Täby,Enskild,,89424201,..,..,"87,5","100,0","266,4",..,..,..,..,..,2013
Täby,Svalnäs skola,Enskild,,84230778,..,..,.,..,..,..,..,.,..,..,2013
Täby,Täby byskola,Enskild,,64580337,..,..,..,..,..,..,..,..,..,..,2013
Töreboda,Töreboda Centralskola,Kommunal,Töreboda,94707451,45,"47,4","73,3","84,4","196,1",50,"52,6","70,0","82,0","190,6",2013
Uddevalla,Norgårdenskolan 7-9,Kommunal,Uddevalla,10405686,62,"50,4","80,6",~100,"217,7",61,"49,6","77,0","90,2","183,8",2013
Uddevalla,Ramnerödsskolan,Kommunal,Uddevalla,83416307,31,"42,5","64,5","83,9","202,8",42,"57,5","57,1","81,0","193,0",2013
Uddevalla,Västerskolan,Kommunal,Uddevalla,62222568,85,"58,2","94,1","100,0","243,1",61,"41,8","90,2",~100,"223,2",2013
Uddevalla,Äsperödsskolan 7-9,Kommunal,Uddevalla,45535775,39,"43,3","82,1",~100,"216,2",51,"56,7","74,5","88,2","200,5",2013
Uddevalla,Östanvindsskolan,Kommunal,Uddevalla,75650987,..,..,.,.,.,..,..,..,..,..,2013
Uddevalla,Bohusläns Helhetsskola,Enskild,,82570039,..,..,.,.,..,..,..,.,.,..,2013
Uddevalla,"Fridaskolan, Uddevalla",Enskild,,27489448,41,"64,1","90,2",~100,"247,2",23,"35,9","73,9",~100,"208,5",2013
Uddevalla,Hällebergsskolan,Enskild,,52464734,..,..,..,..,..,..,..,..,..,..,2013
Uddevalla,Linnéaskolan,Enskild,,92086024,11,"27,5","90,9","100,0","259,3",29,"72,5","69,0",~100,"216,6",2013
Uddevalla,Stenbackeskolan,Enskild,,77005811,..,..,..,..,..,..,..,..,..,..,2013
Ulricehamn,Stenbocksskolan ST 1 + 2,Kommunal,Ulricehamn,68980697,50,"53,2","80,0","84,0","219,5",44,"46,8","65,9","72,7","185,4",2013
Ulricehamn,Stenbocksskolan ST 3 + 4,Kommunal,Ulricehamn,53032398,44,"49,4","77,3","81,8","236,0",45,"50,6","64,4","77,8","189,8",2013
Ulricehamn,Ätradalsskolan,Kommunal,Ulricehamn,28080863,38,"55,1","73,7",~100,"225,8",31,"44,9","71,0","77,4","200,1",2013
Umeå,Bräntbergsskolan,Kommunal,Umeå,44391304,48,"46,6","93,8",~100,"260,2",55,"53,4","81,8",~100,"208,2",2013
Umeå,Carlshöjdsskolan,Kommunal,Umeå,16095592,26,"47,3","76,9",~100,"208,3",29,"52,7","75,9","82,8","190,9",2013
Umeå,Ersängsskolan,Kommunal,Umeå,96783420,34,"43,6","73,5",~100,"223,3",44,"56,4","68,2","86,4","211,8",2013
Umeå,Grubbeskolan,Kommunal,Umeå,21768043,76,"56,7","94,7",~100,"244,4",58,"43,3","98,3","100,0","220,2",2013
Umeå,Hagaskolan,Kommunal,Umeå,53016523,44,"59,5","77,3","86,4","232,5",30,"40,5","63,3","76,7","200,9",2013
Umeå,Hedlunda Invandrarundervisning,Kommunal,Umeå,45854948,..,..,.,.,..,..,..,.,.,"31,9",2013
Umeå,Hörnefors Centralskola,Kommunal,Umeå,60878225,23,"48,9","95,7",~100,"220,4",24,"51,1","79,2",~100,"194,3",2013
Umeå,Linneaskolan,Kommunal,Umeå,39117429,23,"45,1","78,3",~100,"236,3",28,"54,9","82,1",~100,"193,7",2013
Umeå,Obbola skola,Kommunal,Umeå,84519587,20,"44,4","90,0",~100,"225,4",25,"55,6","88,0",~100,"203,8",2013
Umeå,Sjöfruskolan,Kommunal,Umeå,11834732,22,"56,4","68,2",~100,"221,1",17,"43,6","94,1",~100,"229,1",2013
Umeå,Storsjöskolan,Kommunal,Umeå,82985120,33,"47,1","78,8",~100,"222,4",37,"52,9","78,4",~100,"197,3",2013
Umeå,Sävar skola,Kommunal,Umeå,90639590,35,"49,3","65,7","80,0","217,6",36,"50,7","77,8",~100,"197,1",2013
Umeå,Tegs centralskola,Kommunal,Umeå,96517991,62,"45,9","88,7",~100,"238,0",73,"54,1","79,5","89,0","209,0",2013
Umeå,Västangårds skola,Kommunal,Umeå,36171517,12,"41,4","83,3",~100,"224,2",17,"58,6","58,8",~100,"210,0",2013
Umeå,Ålidhemsskolan,Kommunal,Umeå,42752416,18,"40,9","88,9",~100,"255,1",26,"59,1","69,2",~100,"208,8",2013
Umeå,Hannaskolan,Enskild,,68950088,..,..,..,..,..,..,..,..,..,..,2013
Umeå,Minervaskolan,Enskild,,75713343,39,"56,5","94,9","100,0","252,1",30,"43,5","86,7","100,0","228,9",2013
Umeå,"Prolympia, Umeå",Enskild,,28958120,27,"36,5","96,3","100,0","237,1",47,"63,5","87,2","100,0","201,2",2013
Umeå,Umeå Waldorfskola,Enskild,,16183719,..,..,"77,8",~100,"230,6",..,..,..,..,..,2013
Upplands Väsby,Grimsta skola,Kommunal,Upplands Väsby,44227469,47,"42,0","80,9",~100,"222,7",65,"58,0","80,0","87,7","203,2",2013
Upplands Väsby,Runby skola,Kommunal,Upplands Väsby,77624936,33,"49,3","60,6","72,7","197,4",34,"50,7","52,9","61,8","159,0",2013
Upplands Väsby,Väsby skola,Kommunal,Upplands Väsby,31018677,51,"54,8","58,8","78,4","208,8",42,"45,2",..,"42,9","122,7",2013
Upplands Väsby,Sandbergska skolan,Enskild,,97762139,..,..,.,..,..,..,..,"63,2",~100,"202,8",2013
Upplands Väsby,"Sverigefinska sk, Uppl Väsby",Enskild,,68403656,..,..,.,..,..,..,..,..,..,..,2013
Upplands Väsby,Södervikskolan,Enskild,,49021135,46,"43,4","87,0",~100,"228,9",60,"56,6","73,3","88,3","209,3",2013
Upplands Väsby,Vittra Väsby,Enskild,,24374886,18,"48,6",..,"61,1","164,7",19,"51,4","57,9","73,7","198,0",2013
Upplands-Bro,Broskolan,Kommunal,Upplands-Bro,16983719,47,"56,0","66,0","83,0","236,3",37,"44,0","59,5","78,4","195,1",2013
Upplands-Bro,Ekhammarskolan,Kommunal,Upplands-Bro,92284588,37,"46,8","73,0",~100,"205,1",42,"53,2","59,5","83,3","202,5",2013
Upplands-Bro,Hagnässkolan,Kommunal,Upplands-Bro,16969143,27,"55,1","85,2",~100,"230,3",22,"44,9","59,1",~100,"185,3",2013
Upplands-Bro,Källskolan,Enskild,,69098787,..,..,..,..,..,..,..,..,..,..,2013
Uppsala,Almunge skola,Kommunal,Uppsala,99056007,28,"43,8","82,1",~100,"243,3",36,"56,3","75,0","77,8","194,0",2013
Uppsala,Björkvallsskolan,Kommunal,Uppsala,89112467,38,"48,1","78,9","84,2","215,1",41,"51,9","68,3",~100,"188,8",2013
Uppsala,Brantingsskolan,Kommunal,Uppsala,54035395,43,"43,9","79,1",~100,"210,7",55,"56,1","65,5","87,3","187,1",2013
Uppsala,Eriksbergsskolan,Kommunal,Uppsala,18733789,50,"40,7","74,0","86,0","227,1",73,"59,3","86,3","93,2","232,0",2013
Uppsala,Gottsundaskolan 2,Kommunal,Uppsala,93042073,35,"31,3","71,4","77,1","224,4",77,"68,8","83,1","87,0","216,7",2013
Uppsala,Gränbyskolan,Kommunal,Uppsala,60782519,60,"38,2","73,3","90,0","224,8",97,"61,8","76,3","89,7","208,7",2013
Uppsala,Gåvsta skola,Kommunal,Uppsala,12275851,..,..,..,..,..,..,..,"55,0",~100,"206,1",2013
Uppsala,Kvarngärdesskolan,Kommunal,Uppsala,61003071,..,..,..,..,..,..,..,"92,3",~100,"261,7",2013
Uppsala,Luthagens skolor 1,Kommunal,Uppsala,92713811,20,"37,0","95,0","100,0","263,3",34,"63,0","82,4",~100,"234,7",2013
Uppsala,Luthagens skolor 2,Kommunal,Uppsala,12733075,21,"33,9","85,7",~100,"224,9",41,"66,1","87,8",~100,"230,3",2013
Uppsala,Nannaskolan-Bolandsgymnasiet,Kommunal,Uppsala,29677535,37,"78,7","75,7",~100,"216,2",10,"21,3",..,..,..,2013
Uppsala,Stavby skola,Kommunal,Uppsala,72802066,..,..,..,..,..,..,..,..,..,..,2013
Uppsala,Sävjaskolan,Kommunal,Uppsala,93826170,33,"49,3","51,5","72,7","198,0",34,"50,7","61,8",~100,"197,8",2013
Uppsala,Tuna skola,Kommunal,Uppsala,26666728,..,..,..,..,..,..,..,..,..,..,2013
Uppsala,Tunabergsskolan 1,Kommunal,Uppsala,54742485,52,"64,2","76,9","86,5","212,3",29,"35,8","79,3",~100,"198,7",2013
Uppsala,Tunabergsskolan 2,Kommunal,Uppsala,13243642,32,"52,5","87,5",~100,"223,7",29,"47,5","93,1","100,0","217,5",2013
Uppsala,Vaksalaskolan,Kommunal,Uppsala,28006480,63,"55,8","92,1",~100,"254,0",50,"44,2","86,0","100,0","224,1",2013
Uppsala,Valsätraskolan,Kommunal,Uppsala,56446888,35,"44,3","68,6","77,1","215,4",44,"55,7","65,9","75,0","207,0",2013
Uppsala,von Bahrs skola 2,Kommunal,Uppsala,67720051,10,"40,0",..,..,..,15,"60,0",..,..,"162,5",2013
Uppsala,Västra Stenhagenskolan,Kommunal,Uppsala,48134074,35,"49,3","77,1","85,7","223,6",36,"50,7","72,2","72,2","184,2",2013
Uppsala,Ärentunaskolan 1,Kommunal,Uppsala,64800741,22,"36,1","63,6",~100,"212,7",39,"63,9","59,0","82,1","171,5",2013
Uppsala,Ärentunaskolan 2,Kommunal,Uppsala,22449764,24,"40,0","95,8","100,0","233,4",36,"60,0","66,7","83,3","188,2",2013
Uppsala,Engelska skolan i Uppsala,Enskild,,83401016,28,"57,1","89,3",~100,"249,1",21,"42,9","85,7",~100,"236,0",2013
Uppsala,Gluntens Montessoriskola,Enskild,,57484572,..,..,"90,0",~100,"258,4",..,..,..,..,..,2013
Uppsala,Kajan Friskola,Enskild,,95219888,..,..,.,.,.,..,..,.,.,..,2013
Uppsala,Katarinaskolan,Enskild,,71951060,51,"55,4","86,3",~100,"255,5",41,"44,6","85,4",~100,"236,5",2013
Uppsala,Kunskapsskolan Uppsala,Enskild,,73947432,42,"46,7","97,6",~100,"267,7",48,"53,3","89,6",~100,"226,9",2013
Uppsala,Kunskapsskolan Uppsala Norra,Enskild,,73806643,31,"60,8","96,8","100,0","236,0",20,"39,2","95,0",~100,"259,3",2013
Uppsala,LOKS Kyrkskolan 7-9,Enskild,,35561766,35,"50,7","85,7",~100,"217,9",34,"49,3","88,2","100,0","227,1",2013
Uppsala,Raoul Wallenbergskolan Uppsala,Enskild,,56867001,..,..,..,~100,"232,9",..,..,..,..,..,2013
Uppsala,Skogstibble grundskola,Enskild,,49262000,..,..,.,.,..,..,..,.,.,..,2013
Uppsala,Uppsala Musikklasser,Enskild,,89387408,51,"67,1","100,0","100,0","268,1",25,"32,9","100,0","100,0","261,3",2013
Uppsala,Uppsala waldorfskola,Enskild,,69405762,..,..,..,..,..,..,..,..,..,..,2013
Uppsala,Vaksala Friskola,Enskild,,77415942,..,..,.,..,..,..,..,.,..,..,2013
Uppvidinge,Åsedaskolan 7-9,Kommunal,Uppvidinge,75658239,34,"56,7","100,0","100,0","228,2",26,"43,3","80,8",~100,"191,5",2013
Uppvidinge,Älghultskolan,Kommunal,Uppvidinge,73077490,20,"45,5","75,0",~100,"213,8",24,"54,5","66,7","79,2","190,0",2013
Vadstena,Petrus Magni skola H,Kommunal,Vadstena,21550555,41,"52,6","65,9","73,2","204,3",37,"47,4","59,5","78,4","189,5",2013
Vaggeryd,Fågelforsskolan 6-9,Kommunal,Vaggeryd,38944084,39,"58,2","74,4","82,1","218,5",28,"41,8","64,3","82,1","177,7",2013
Vaggeryd,Hjortsjöskolan 6-9,Kommunal,Vaggeryd,95197505,33,"45,8","69,7",~100,"219,6",39,"54,2","82,1","87,2","203,1",2013
Valdemarsvik,Vammarskolan 7-9,Kommunal,Valdemarsvik,53620708,32,"51,6","62,5","71,9","202,6",30,"48,4","66,7","70,0","186,5",2013
Vallentuna,"Atlas, samverkansklass",Kommunal,Vallentuna,40724774,..,..,.,.,.,..,..,..,..,..,2013
Vallentuna,Bällstabergsskolan,Kommunal,Vallentuna,52293921,15,"42,9","80,0",~100,"203,8",20,"57,1","70,0",~100,"197,5",2013
Vallentuna,"Clavis, resursklass",Kommunal,Vallentuna,42652939,..,..,..,..,..,..,..,..,..,..,2013
Vallentuna,Ekebyskolan,Kommunal,Vallentuna,78821726,16,"59,3","81,3",~100,"183,3",11,"40,7",..,..,"201,6",2013
Vallentuna,Hammarbacksskolan,Kommunal,Vallentuna,31772387,26,"49,1","73,1",~100,"222,5",27,"50,9","81,5",~100,"219,4",2013
Vallentuna,Hjälmstaskolan,Kommunal,Vallentuna,16855764,48,"52,7","85,4",~100,"211,1",43,"47,3","76,7",~100,"195,9",2013
Vallentuna,Karbyskolan,Kommunal,Vallentuna,57370453,17,"45,9","94,1","100,0","236,0",20,"54,1","90,0",~100,"230,1",2013
Vallentuna,Lovisedalsskolan,Kommunal,Vallentuna,29278599,15,"57,7","100,0","100,0","254,8",11,"42,3",..,..,"203,0",2013
Vallentuna,Optimusskolan,Kommunal,Vallentuna,10493792,..,..,.,.,.,..,..,.,.,..,2013
Vallentuna,"Tunaskolan, skoldaghem",Kommunal,Vallentuna,56878797,..,..,..,..,..,..,..,.,..,..,2013
Vallentuna,"Vallen, språkklass",Kommunal,Vallentuna,48822997,..,..,..,..,..,..,..,.,.,..,2013
Vallentuna,Roslagens Resursskola,Enskild,,48184058,..,..,.,.,..,..,..,.,.,..,2013
Vallentuna,Vallentuna Friskola,Enskild,,72378947,10,"40,0",..,"100,0","233,3",15,"60,0","93,3",~100,"220,7",2013
Vallentuna,Vittra Vallentuna,Enskild,,46206050,11,"52,4","90,9",~100,"228,9",10,"47,6",..,"100,0","208,0",2013
Vansbro,Smedbergsskolan 6-9,Kommunal,Vansbro,20545871,42,"53,2","83,3","85,7","225,4",37,"46,8","67,6","83,8","191,5",2013
Vara,Nästegårdsskolan,Kommunal,Vara,88862132,22,"42,3","81,8","100,0","228,2",30,"57,7","73,3","83,3","193,0",2013
Varberg,Almers skola F-9,Kommunal,Varberg,21170795,16,"48,5","87,5",~100,"214,5",17,"51,5","94,1","100,0","232,1",2013
Varberg,Ankarskolan,Kommunal,Varberg,38621807,21,"47,7","95,2","100,0","225,1",23,"52,3","95,7",~100,"228,9",2013
Varberg,Bläshammar skola F-9,Kommunal,Varberg,13220136,14,"48,3","78,6",~100,"215,5",15,"51,7","86,7",~100,"215,3",2013
Varberg,Bockstensskolan 4-9,Kommunal,Varberg,36590494,12,"42,9","83,3",~100,"207,7",16,"57,1","81,3",~100,"194,8",2013
