skolverket_kommunnamn,skolverket_skolnamn,huvudman,skolverket_huvudman_namn,school_unit,skolverket_antal_fli_tcv140,skolverket_andel_fli_tcv140,skolverket_and_uppn_alla_amnen_fli_tcv140,skolverket_and_behorig_fli_tcv140,skolverket_gmv_fli_tcv140,skolverket_antal_poj_tcv140,skolverket_andel_poj_tcv140,skolverket_and_uppn_alla_amnen_poj_tcv140,skolverket_and_behorig_poj_tcv140,skolverket_gmv_poj_tcv140,year
Huddinge,Kvarnbergsskolan,Kommunal,Huddinge,54516737,69,"35,9","88,4",~100,"223,7",123,"64,1","91,9","95,9","222,7",2013
Huddinge,Källbrinksskolan,Kommunal,Huddinge,41213404,47,"54,7","95,7","100,0","233,0",39,"45,3","100,0","100,0","219,0",2013
Huddinge,Rosenhillskolan,Kommunal,Huddinge,16654786,..,..,.,.,..,..,..,.,.,..,2013
Huddinge,Segeltorpsskolan,Kommunal,Huddinge,15483394,39,"48,8","92,3",~100,"233,6",41,"51,3","80,5",~100,"207,3",2013
Huddinge,Skogåsskolan,Kommunal,Huddinge,93760143,41,"44,1","61,0","68,3","211,7",52,"55,9","80,8","84,6","215,1",2013
Huddinge,Tomtbergaskolan,Kommunal,Huddinge,28313791,27,"54,0","85,2",~100,"233,1",23,"46,0","82,6",~100,"217,4",2013
Huddinge,Trångsundsskolan,Kommunal,Huddinge,42601396,41,"56,9","87,8",~100,"241,1",31,"43,1","80,6",~100,"211,9",2013
Huddinge,Vistaskolan,Kommunal,Huddinge,50783450,22,"41,5","81,8",~100,"233,6",31,"58,5","93,5",~100,"232,5",2013
Huddinge,Vårbyskolan,Kommunal,Huddinge,64949601,21,"58,3",..,..,"163,1",15,"41,7",..,..,"124,7",2013
Huddinge,Södertörns friskola,Enskild,,22019000,67,"55,8","85,1",~100,"228,0",53,"44,2","83,0",~100,"215,0",2013
Hudiksvall,Ede skola,Kommunal,Hudiksvall,83627088,29,"44,6","93,1",~100,"246,6",36,"55,4","91,7",~100,"209,8",2013
Hudiksvall,Iggesunds skola,Kommunal,Hudiksvall,80631297,22,"50,0","95,5","100,0","227,6",22,"50,0","90,9",~100,"236,4",2013
Hudiksvall,Läroverket,Kommunal,Hudiksvall,23786565,56,"47,1","67,9","83,9","208,2",63,"52,9","58,7","71,4","193,3",2013
Hudiksvall,Östra skolan,Kommunal,Hudiksvall,50190330,50,"44,6","78,0","86,0","209,9",62,"55,4","61,3","77,4","188,6",2013
Hudiksvall,Glada Hudikskolan,Enskild,,63507156,23,"53,5","91,3",~100,"231,0",20,"46,5","90,0",~100,"223,3",2013
Hultsfred,Albäcksskolan 2,Kommunal,Hultsfred,62351132,48,"51,1","79,2","83,3","216,1",46,"48,9","63,0","71,7","174,2",2013
Hultsfred,Prolympia Virserum,Enskild,,12289594,..,..,..,..,..,..,..,..,~100,"197,5",2013
Hylte,Örnaskolan 2,Kommunal,Hylte,74001260,30,"43,5","76,7","83,3","221,5",39,"56,5","69,2","84,6","215,1",2013
Hylte,Örnaskolan 3,Kommunal,Hylte,80477825,22,"52,4","59,1","77,3","209,4",20,"47,6","50,0","70,0","155,1",2013
Hylte,Labora Grundskola,Enskild,,48694604,..,..,..,..,..,..,..,..,..,..,2013
Håbo,Futurum,Kommunal,Håbo,64305292,27,"40,3","70,4",~100,"203,9",40,"59,7","67,5",~100,"191,8",2013
Håbo,Gransäterskolan,Kommunal,Håbo,90826660,19,"36,5",..,~100,"174,3",33,"63,5","63,6","84,8","173,9",2013
Håbo,Resursskolan,Kommunal,Håbo,44553894,..,..,.,.,..,..,..,.,..,..,2013
Håbo,Västerängsskolan,Kommunal,Håbo,29299366,18,"39,1","66,7",~100,"239,0",28,"60,9","82,1",~100,"212,3",2013
Håbo,Läraskolan,Enskild,,28306495,10,"50,0",..,"100,0","242,8",10,"50,0",..,..,"211,8",2013
Håbo,Potentia Education,Enskild,,15081255,..,..,"100,0","100,0","282,5",..,..,..,..,..,2013
Hällefors,Klockarhagsskolan,Kommunal,Hällefors,38657898,25,"41,7","92,0",~100,"211,1",35,"58,3","65,7","77,1","174,3",2013
Härjedalen,Funäsdalens skola,Kommunal,Härjedalen,72295998,..,..,..,..,..,..,..,..,..,..,2013
Härjedalen,Sonfjällsskolan,Kommunal,Härjedalen,85325551,..,..,"84,6","100,0","218,3",..,..,..,..,..,2013
Härjedalen,Södra Skolan,Kommunal,Härjedalen,79022806,28,"52,8","82,1",~100,"210,9",25,"47,2","68,0","68,0","215,8",2013
Härjedalen,Ytterhogdals Centralskola,Kommunal,Härjedalen,92387607,..,..,..,..,..,..,..,..,..,..,2013
Härnösand,Gerestaskolan,Kommunal,Härnösand,87856368,24,"46,2","87,5",~100,"221,6",28,"53,8","71,4","82,1","195,9",2013
Härnösand,Kiörningskolan,Kommunal,Härnösand,13510547,30,"43,5","80,0",~100,"228,8",39,"56,5","74,4","79,5","193,2",2013
Härnösand,Landgrenskolan,Kommunal,Härnösand,19405413,34,"43,0","55,9",~100,"208,4",45,"57,0","60,0","77,8","184,8",2013
Härnösand,Murbergsskolan,Kommunal,Härnösand,93068004,22,"41,5","81,8",~100,"229,8",31,"58,5","74,2",~100,"198,2",2013
Härnösand,Kastellskolan,Enskild,,69454219,..,..,.,..,..,..,..,..,..,..,2013
Härryda,Båtsmansskolan,Kommunal,Härryda,37772170,32,"53,3","96,9","100,0","257,1",28,"46,7","89,3","100,0","232,9",2013
Härryda,Djupedalskolan,Kommunal,Härryda,91978548,23,"40,4","95,7",~100,"236,4",34,"59,6","79,4",~100,"192,5",2013
Härryda,Ekdalaskolan,Kommunal,Härryda,17730768,48,"48,5","93,8",~100,"236,5",51,"51,5","92,2",~100,"213,9",2013
Härryda,Landvetterskolan,Kommunal,Härryda,98934110,33,"46,5","87,9","100,0","243,4",38,"53,5","84,2",~100,"200,3",2013
Härryda,Rävlandaskolan,Kommunal,Härryda,34127854,29,"52,7","72,4",~100,"215,2",26,"47,3","80,8",~100,"216,9",2013
Härryda,Önnerödsskolan,Kommunal,Härryda,28698437,37,"60,7","86,5",~100,"223,9",24,"39,3","87,5",~100,"192,2",2013
Härryda,Pixbo Montessoriskola,Enskild,,54688919,..,..,..,..,..,..,..,..,..,..,2013
Hässleholm,Bjärnums skola 4-9,Kommunal,Hässleholm,83878055,31,"50,0","61,3","80,6","197,2",31,"50,0","77,4",~100,"191,5",2013
Hässleholm,Furutorpskolan 7-9,Kommunal,Hässleholm,78602001,30,"52,6","73,3","83,3","195,8",27,"47,4","85,2",~100,"188,4",2013
Hässleholm,Hästveda skola 4-9,Kommunal,Hässleholm,50909158,22,"56,4","77,3",~100,"211,3",17,"43,6","94,1",~100,"224,6",2013
Hässleholm,Linné 7-9,Kommunal,Hässleholm,84432632,32,"60,4","81,3",~100,"223,4",21,"39,6","71,4",~100,"187,9",2013
Hässleholm,Läredaskolan 7-9,Kommunal,Hässleholm,29689372,44,"51,8","81,8",~100,"220,3",41,"48,2","68,3","75,6","197,9",2013
Hässleholm,Silviaskolan,Kommunal,Hässleholm,65408331,..,..,..,..,..,..,..,..,..,..,2013
Hässleholm,T4-skolan F-9,Kommunal,Hässleholm,76278008,21,"52,5","81,0",~100,"202,6",19,"47,5","63,2",~100,"187,1",2013
Hässleholm,T4-skolan Montessori,Kommunal,Hässleholm,28804882,10,"37,0",..,..,"211,8",17,"63,0","94,1",~100,"235,5",2013
Hässleholm,Tyringe skola 6-9,Kommunal,Hässleholm,98064311,28,"41,2","85,7",~100,"234,6",40,"58,8","80,0","87,5","206,7",2013
Hässleholm,Vannarödsskolan,Kommunal,Hässleholm,93845278,15,"38,5","73,3",~100,"209,5",24,"61,5","58,3",~100,"182,8",2013
Hässleholm,Västerskolan 7-9,Kommunal,Hässleholm,91571086,35,"53,0","68,6","77,1","193,7",31,"47,0","38,7","83,9","183,8",2013
Höganäs,Bruksskolan,Kommunal,Höganäs,95635160,18,"46,2","77,8","100,0","252,5",21,"53,8","76,2",~100,"217,1",2013
Höganäs,Jonstorpsskolan,Kommunal,Höganäs,27665244,22,"50,0","95,5","100,0","236,5",22,"50,0","81,8",~100,"195,0",2013
Höganäs,Lerbergsskolan,Kommunal,Höganäs,26702041,25,"51,0","96,0",~100,"249,2",24,"49,0","79,2","79,2","205,0",2013
Höganäs,Nyhamnsskolan,Kommunal,Höganäs,28226699,10,"43,5",..,..,"159,0",13,"56,5","92,3","100,0","228,7",2013
Höganäs,Tornlyckeskolan,Kommunal,Höganäs,75919914,16,"51,6",..,"68,8","201,3",15,"48,4","66,7",~100,"190,3",2013
Höganäs,Vikenskolan,Kommunal,Höganäs,99439224,22,"35,5","100,0","100,0","248,8",40,"64,5","87,5",~100,"216,3",2013
Höganäs,Brunnbyskolan,Enskild,,95113658,..,..,..,..,..,..,..,..,..,..,2013
Höganäs,Montessoriskolan Tellus,Enskild,,69182531,..,..,..,..,..,..,..,.,.,.,2013
Höganäs,"PeterSvenskolan, Höganäs",Enskild,,40689020,20,"62,5","75,0",~100,"249,1",12,"37,5",..,~100,"214,6",2013
Högsby,Fröviskolan 7-9,Kommunal,Högsby,78308250,33,"40,7","66,7","75,8","184,5",48,"59,3","75,0","79,2","184,1",2013
Hörby,Frostaskolan 7-9,Kommunal,Hörby,38299211,41,"41,0","90,2",~100,"225,9",59,"59,0","83,1",~100,"212,2",2013
Hörby,Georgshillsskolan 4-9,Kommunal,Hörby,90834434,26,"50,0","84,6",~100,"229,6",26,"50,0","46,2","80,8","172,8",2013
Hörby,Pilevallens skola,Enskild,,93569920,..,..,.,.,.,..,..,..,..,..,2013
Höör,Ringsjöskolan,Kommunal,Höör,82942801,53,"54,6","75,5","86,8","210,6",44,"45,4","68,2","79,5","187,6",2013
Höör,Sätoftaskolan,Kommunal,Höör,35670754,33,"50,8","84,8",~100,"236,7",32,"49,2","68,8",~100,"200,5",2013
Höör,Emiliaskolan Höörs waldorfsk.,Enskild,,63846783,..,..,..,..,..,..,..,"83,3","100,0","224,4",2013
Höör,Segrande Liv Grundskola,Enskild,,95024923,..,..,..,..,..,..,..,..,..,..,2013
Jokkmokk,Östra skolan,Kommunal,Jokkmokk,86851817,21,"47,7","95,2",~100,"222,7",23,"52,3","69,6",~100,"190,1",2013
Jokkmokk,Vuollerims Friskola,Enskild,,33468088,..,..,..,..,..,..,..,..,..,..,2013
Järfälla,Björkebyskolan,Kommunal,Järfälla,40847752,46,"43,0","67,4","82,6","209,9",61,"57,0","82,0","91,8","208,7",2013
Järfälla,Fjällenskolan,Kommunal,Järfälla,15080815,44,"41,5","93,2","100,0","237,2",62,"58,5","82,3",~100,"216,4",2013
Järfälla,Källtorpskolan,Kommunal,Järfälla,17287315,33,"43,4","81,8",~100,"220,8",43,"56,6","65,1",~100,"214,5",2013
Järfälla,Tallbohovskolan,Kommunal,Järfälla,97777849,38,"46,9","47,4","65,8","205,7",43,"53,1","37,2","53,5","153,3",2013
Järfälla,Viksjöskolan,Kommunal,Järfälla,98925408,69,"47,9","82,6",~100,"232,8",75,"52,1","74,7","90,7","207,2",2013
Järfälla,Engelska Skolan i Järfälla,Enskild,,79093755,55,"45,8","94,5","100,0","245,5",65,"54,2","96,9","100,0","242,9",2013
Järfälla,Vittra Jakobsberg,Enskild,,66634449,39,"66,1","92,3",~100,"253,1",20,"33,9","100,0","100,0","246,6",2013
Jönköping,Alfred Dalinskolan,Kommunal,Jönköping,85416841,104,"47,1","67,3","76,9","193,5",117,"52,9","64,1","76,9","186,8",2013
Jönköping,Attarpsskolan 6-9,Kommunal,Jönköping,40546319,45,"48,9","93,3",~100,"230,4",47,"51,1","100,0","100,0","212,3",2013
Jönköping,Flahultsskolan,Kommunal,Jönköping,28849109,54,"54,0","83,3",~100,"214,6",46,"46,0","89,1",~100,"208,1",2013
Jönköping,Herrgårdsskolan,Kommunal,Jönköping,92212933,..,..,.,.,..,..,..,..,..,..,2013
Jönköping,Junedalsskolan,Kommunal,Jönköping,20696736,92,"41,4","92,4","94,6","229,3",130,"58,6","88,5",~100,"215,7",2013
Jönköping,Ljungarumsskolan,Kommunal,Jönköping,40224836,56,"48,3","75,0","83,9","214,3",60,"51,7","71,7","88,3","208,3",2013
Jönköping,Ribbaskolan,Kommunal,Jönköping,83919671,49,"51,0","83,7","87,8","230,6",47,"49,0","78,7",~100,"215,1",2013
Jönköping,Rosenlundsskolan 7-9,Kommunal,Jönköping,96558008,55,"49,5","70,9","78,2","204,3",56,"50,5","67,9","85,7","190,4",2013
Jönköping,Stadsgårdsskolan,Kommunal,Jönköping,12759583,29,"36,7","75,9",~100,"225,0",50,"63,3","76,0",~100,"212,6",2013
Jönköping,Engelska Skolan i Jönköping,Enskild,,86499334,67,"54,5","85,1",~100,"251,6",56,"45,5","85,7",~100,"234,2",2013
Jönköping,Grennaskolan,Enskild,,66533280,..,..,..,~100,"252,0",..,..,..,..,..,2013
Jönköping,Hyddans skola gr,Enskild,,80627954,..,..,.,.,.,..,..,.,.,.,2013
Jönköping,Kunskapsskolan Jönköping,Enskild,,86562542,..,..,..,..,"202,0",..,..,..,..,..,2013
Jönköping,Magnus Ladulås skola grund,Enskild,,17890412,..,..,.,..,..,..,..,.,..,..,2013
Jönköping,"Prolympia, Jönköping",Enskild,,95673344,31,"31,3","83,9",~100,"229,8",68,"68,7","83,8","88,2","199,9",2013
Jönköping,Strandskolan,Enskild,,23250615,..,..,..,..,"174,4",..,..,..,..,..,2013
Kalix,Manhemsskolan,Kommunal,Kalix,10617819,83,"53,2","84,3","90,4","208,3",73,"46,8","76,7","87,7","192,5",2013
Kalix,Norrskenets Friskola i Kalix,Enskild,,20525218,..,..,..,..,..,..,..,"87,5",~100,"184,7",2013
Kalmar,Barkestorpsskolan,Kommunal,Kalmar,58215076,41,"57,7","75,6","82,9","199,6",30,"42,3","70,0","83,3","174,7",2013
Kalmar,Falkenbergsskolan,Kommunal,Kalmar,99856371,30,"56,6","93,3",~100,"217,9",23,"43,4","91,3","100,0","214,3",2013
Kalmar,Kalmarsundsskolan,Kommunal,Kalmar,24092221,35,"48,6","62,9","68,6","176,0",37,"51,4","75,7","81,1","179,9",2013
Kalmar,Lindsdalsskolan,Kommunal,Kalmar,51848797,55,"58,5","87,3",~100,"216,5",39,"41,5","84,6",~100,"191,3",2013
Kalmar,Södermöreskolan,Kommunal,Kalmar,79012102,35,"50,0","88,6",~100,"213,6",35,"50,0","85,7",~100,"192,6",2013
Kalmar,Vasa skolområde,Kommunal,Kalmar,51627420,35,"56,5","94,3",~100,"232,6",27,"43,5","81,5",~100,"202,8",2013
Kalmar,Östra Funkaboskolan,Kommunal,Kalmar,12852899,38,"41,3","89,5",~100,"220,5",54,"58,7","72,2","81,5","203,0",2013
Kalmar,Kalmar waldorfskola,Enskild,,16517618,18,"64,3","72,2",~100,"226,1",10,"35,7",..,..,"190,0",2013
Kalmar,Solhagaskolan,Enskild,,87544967,..,..,.,.,..,..,..,.,.,..,2013
Kalmar,Södra skolan,Enskild,,13936858,36,"52,9","100,0","100,0","245,0",32,"47,1","90,6",~100,"221,6",2013
Karlsborg,Carl Johanskolan,Kommunal,Karlsborg,34231336,26,"42,6","88,5","100,0","226,5",35,"57,4","94,3",~100,"201,6",2013
Karlshamn,Norrevångskolan,Kommunal,Karlshamn,89878714,31,"52,5","74,2",~100,"213,6",28,"47,5","50,0",~100,"188,4",2013
Karlshamn,Stenbackaskolan,Kommunal,Karlshamn,16767324,42,"48,3","81,0",~100,"232,1",45,"51,7","62,2","88,9","197,8",2013
Karlshamn,Österslättsskolan A,Kommunal,Karlshamn,72744832,63,"68,5","74,6","88,9","218,3",29,"31,5","58,6","75,9","185,4",2013
Karlshamn,Österslättsskolan B,Kommunal,Karlshamn,56399024,11,"19,3",..,..,"175,8",46,"80,7","69,6","82,6","188,8",2013
Karlshamn,Waldorfskolan i Karlshamn,Enskild,,22909101,..,..,..,..,..,..,..,..,..,..,2013
Karlskoga,Karlbergsskolan åk 7-9,Kommunal,Karlskoga,71762216,64,"58,7","75,0","81,3","211,0",45,"41,3","73,3","88,9","197,8",2013
Karlskoga,Skranta skola,Kommunal,Karlskoga,65654358,61,"50,4","82,0","85,2","223,2",60,"49,6","80,0","88,3","198,9",2013
Karlskoga,Österledskolan,Kommunal,Karlskoga,34767418,45,"45,0","73,3","80,0","213,7",55,"55,0","61,8","76,4","192,2",2013
Karlskrona,Jändelskolan 6-9,Kommunal,Karlskrona,20104552,31,"43,1","93,5",~100,"225,5",41,"56,9","65,9","87,8","182,5",2013
Karlskrona,Nättrabyskolan 6-9,Kommunal,Karlskrona,26209081,21,"50,0","90,5",~100,"230,7",21,"50,0","71,4",~100,"184,0",2013
Karlskrona,Rosenholmskolan Sport College,Kommunal,Karlskrona,89523926,18,"40,9","100,0","100,0","256,7",26,"59,1","100,0","100,0","215,5",2013
Karlskrona,Rödebyskolan 6-9,Kommunal,Karlskrona,32421136,32,"41,0","75,0",~100,"205,0",46,"59,0","50,0","67,4","167,0",2013
Karlskrona,Sunnadalskolan 7-9,Kommunal,Karlskrona,68263602,18,"47,4","72,2",~100,"202,9",20,"52,6","50,0","55,0","158,2",2013
Karlskrona,Vedebyskolan,Kommunal,Karlskrona,55709634,23,"27,7","87,0",~100,"231,4",60,"72,3","60,0","80,0","186,4",2013
Karlskrona,"Wämöskolan, Wämö",Kommunal,Karlskrona,63323984,32,"44,4","59,4","75,0","201,6",40,"55,6","75,0","87,5","199,8",2013
Karlskrona,Friskolan Svettpärlan,Enskild,,93964634,13,"50,0","100,0","100,0","215,4",13,"50,0","92,3","100,0","213,5",2013
Karlskrona,JB Galären Dator o Teknik,Enskild,,64959079,..,..,..,..,..,..,..,"57,9",~100,"194,6",2013
Karlskrona,"JB Galären, grundskola",Enskild,,10662754,51,"65,4","90,2",~100,"237,5",27,"34,6","96,3","100,0","223,4",2013
Karlskrona,Karlskrona Montessorifriskola,Enskild,,67509465,..,..,..,..,..,..,..,..,..,..,2013
Karlskrona,Musikugglan,Enskild,,93919365,14,"58,3","100,0","100,0","259,6",10,"41,7",..,"100,0","236,0",2013
Karlskrona,Piggelinen,Enskild,,99469094,..,..,..,~100,"202,9",..,..,..,..,..,2013
Karlstad,Frödingskolan 7-9,Kommunal,Karlstad,29058107,27,"49,1","70,4","77,8","209,9",28,"50,9","67,9","78,6","191,9",2013
Karlstad,Hultsbergsskolan 6-9,Kommunal,Karlstad,99406709,42,"54,5","85,7",~100,"210,4",35,"45,5","77,1",~100,"193,3",2013
Karlstad,Ilandaskolan,Kommunal,Karlstad,27418903,47,"41,6","97,9","100,0","243,1",66,"58,4","92,4",~100,"214,0",2013
Karlstad,Mariebergsskolan,Kommunal,Karlstad,81424988,51,"54,8","70,6",~100,"209,6",42,"45,2","69,0",~100,"195,2",2013
Karlstad,Norrstrandsskolan Alfa,Kommunal,Karlstad,83999935,25,"41,0","96,0",~100,"226,1",36,"59,0","88,9",~100,"204,9",2013
Karlstad,Norrstrandsskolan Beta/Ga,Kommunal,Karlstad,57635312,63,"54,8","82,5",~100,"222,6",52,"45,2","76,9",~100,"201,8",2013
Karlstad,Nyeds skola 4-9,Kommunal,Karlstad,32255602,18,"43,9","77,8",~100,"234,4",23,"56,1","82,6",~100,"211,3",2013
Karlstad,Rudsskolan Atl/Dan,Kommunal,Karlstad,85833115,41,"50,6","80,5","87,8","222,4",40,"49,4","82,5",~100,"203,1",2013
Karlstad,Rudsskolan Bal/Oce,Kommunal,Karlstad,91487596,30,"51,7","73,3",~100,"211,7",28,"48,3","89,3","100,0","216,7",2013
Karlstad,Vålbergsskolan 4-9,Kommunal,Karlstad,80659104,30,"58,8","70,0","80,0","209,0",21,"41,2","81,0",~100,"201,4",2013
Karlstad,Engelska Skolan i Karlstad,Enskild,,93730568,47,"58,0","93,6",~100,"251,3",34,"42,0","94,1","100,0","243,5",2013
Katrineholm,Nyhemsskolan 7-9,Kommunal,Katrineholm,19216121,48,"49,0","50,0","58,3","169,1",50,"51,0","46,0","52,0","166,1",2013
Katrineholm,Södra skolan,Kommunal,Katrineholm,43723580,67,"55,4","73,1","80,6","202,9",54,"44,6","57,4","77,8","188,9",2013
Katrineholm,Tallåsskolan,Kommunal,Katrineholm,14164796,44,"41,9","77,3","81,8","212,0",61,"58,1","60,7","73,8","187,1",2013
Katrineholm,Floda friskola,Enskild,,42354333,..,..,..,"100,0","236,0",..,..,..,..,..,2013
Kil,Sannerudsskolan 7-9,Kommunal,Kil,17665080,71,"54,6","74,6","84,5","213,6",59,"45,4","72,9","91,5","200,8",2013
Kinda,Värgårdsskolan,Kommunal,Kinda,75296593,53,"54,6","88,7",~100,"226,5",44,"45,4","81,8",~100,"189,3",2013
Kiruna,Abisko skolan,Kommunal,Kiruna,76026322,..,..,..,..,..,..,..,..,..,..,2013
Kiruna,Högalidskolan 7-9,Kommunal,Kiruna,80693905,49,"52,1","71,4","85,7","230,2",45,"47,9","64,4","80,0","200,8",2013
Kiruna,Karesuando skola,Kommunal,Kiruna,79467784,..,..,..,..,..,..,..,..,..,..,2013
Kiruna,Raketskolan 6-9,Kommunal,Kiruna,43351950,38,"44,2","65,8","78,9","208,4",48,"55,8","64,6","79,2","177,6",2013
Kiruna,Svappavaara skola,Kommunal,Kiruna,21462543,..,..,..,..,..,..,..,..,..,..,2013
Kiruna,Triangelskolan,Kommunal,Kiruna,14938538,11,"47,8",..,..,..,12,"52,2","83,3",~100,"225,5",2013
Kiruna,Friluftsskolan Vargen,Enskild,,73281949,..,..,..,..,..,..,..,"86,7",~100,"226,0",2013
Klippan,Ljungbyhedsskolan 1,Kommunal,Klippan,75091646,23,"36,5","73,9",~100,"214,6",40,"63,5","77,5",~100,"204,6",2013
Klippan,Snyggatorpsskolan 1,Kommunal,Klippan,10822811,27,"41,5","70,4",~100,"219,2",38,"58,5","71,1","84,2","208,9",2013
Klippan,Snyggatorpsskolan 2,Kommunal,Klippan,71644999,34,"50,7","79,4","85,3","216,9",33,"49,3","63,6","84,8","187,3",2013
Knivsta,Alsike skola,Kommunal,Knivsta,49742321,..,..,..,..,..,..,..,"85,0",~100,"227,5",2013
Knivsta,Thunmanskolan,Kommunal,Knivsta,92364234,50,"47,2","88,0",~100,"233,2",56,"52,8","91,1",~100,"224,2",2013
Knivsta,Margarethaskolan,Enskild,,51867275,..,..,"93,8",~100,"245,5",..,..,..,..,..,2013
Kramfors,Gudmundråskolan,Kommunal,Kramfors,11159060,39,"42,4","76,9",~100,"204,7",53,"57,6","64,2","84,9","180,0",2013
Kramfors,Högakustenskolan,Kommunal,Kramfors,75515918,30,"66,7","93,3",~100,"237,0",15,"33,3","80,0","100,0","209,5",2013
Kramfors,Ytterlännässkolan,Kommunal,Kramfors,30403490,17,"56,7","94,1","100,0","221,5",13,"43,3","76,9",~100,"192,7",2013
Kristianstad,Degebergaskolan 3-9,Kommunal,Kristianstad,54930405,18,"48,6","94,4","100,0","221,5",19,"51,4","68,4",~100,"172,4",2013
Kristianstad,Fjälkinge skola,Kommunal,Kristianstad,12725451,19,"52,8","100,0","100,0","250,1",17,"47,2","58,8","70,6","193,4",2013
Kristianstad,Fröknegårdskolan LM,Kommunal,Kristianstad,51988106,69,"56,1","60,9","73,9","201,3",54,"43,9","57,4","75,9","197,2",2013
Kristianstad,Norretullskolan,Kommunal,Kristianstad,59782586,41,"42,3","58,5","68,3","178,7",56,"57,7","76,8","85,7","187,1",2013
Kristianstad,Nosabyskolan,Kommunal,Kristianstad,69725960,50,"50,0","68,0","90,0","226,1",50,"50,0","68,0","86,0","200,7",2013
Kristianstad,Rönnowskolan LM,Kommunal,Kristianstad,51801312,26,"49,1","92,3",~100,"244,6",27,"50,9","92,6",~100,"205,8",2013
Kristianstad,Slättängsskolan LM,Kommunal,Kristianstad,50316106,37,"44,6","67,6","75,7","197,2",46,"55,4","47,8","80,4","168,0",2013
Kristianstad,Spängerskolan,Kommunal,Kristianstad,64694970,12,"44,4",..,..,"171,7",15,"55,6",..,~100,"175,0",2013
Kristianstad,Sånnaskolan LM,Kommunal,Kristianstad,41261089,28,"42,4","89,3",~100,"212,9",38,"57,6","94,7",~100,"218,0",2013
Kristianstad,Tollarps skola L,Kommunal,Kristianstad,75994251,31,"70,5","87,1",~100,"231,5",13,"29,5",..,~100,"189,6",2013
Kristianstad,Väskolan L,Kommunal,Kristianstad,70339689,27,"50,0","100,0","100,0","223,0",27,"50,0","70,4",~100,"210,1",2013
Kristianstad,Öllsjöskolan LM,Kommunal,Kristianstad,88024354,17,"54,8","94,1","100,0","232,5",14,"45,2",..,~100,"203,4",2013
Kristianstad,Önnestads skola LM,Kommunal,Kristianstad,55252770,33,"56,9","72,7","84,8","227,0",25,"43,1","92,0",~100,"218,0",2013
Kristianstad,Antonskolan,Enskild,,14555807,..,..,"90,9",~100,"228,4",..,..,..,..,..,2013
Kristianstad,Antonskolan Österäng,Enskild,,57538739,..,..,..,..,..,..,..,..,..,..,2013
Kristianstad,Axonaskolan i Tollarp,Enskild,,81452013,..,..,..,..,..,..,..,..,..,..,2013
Kristianstad,Kristianstads Montessoriskola,Enskild,,72491525,14,"48,3","85,7",~100,"252,0",15,"51,7","80,0",~100,"227,7",2013
Kristianstad,Lejonskolan,Enskild,,26843745,11,"47,8",..,"100,0","188,9",12,"52,2",..,~100,"184,0",2013
Kristinehamn,Djurgårdsskolan 7-9,Kommunal,Kristinehamn,41433169,36,"53,7","83,3",~100,"223,5",31,"46,3","71,0","74,2","201,2",2013
Kristinehamn,Stenstalidskolan 7-9,Kommunal,Kristinehamn,14885908,33,"42,9","84,8",~100,"233,0",44,"57,1","72,7","77,3","181,8",2013
Kristinehamn,Södermalmsskolan 7-9,Kommunal,Kristinehamn,16272625,36,"38,3","72,2","77,8","197,6",58,"61,7","74,1","79,3","197,7",2013
Krokom,Cederbergskolan,Kommunal,Krokom,64778601,..,..,"93,8",~100,"225,2",..,..,..,..,..,2013
Krokom,Nyhedens skola,Kommunal,Krokom,40025257,40,"46,5","87,5",~100,"224,0",46,"53,5","63,0","78,3","188,4",2013
Krokom,Ås skola,Kommunal,Krokom,25036442,16,"55,2","100,0","100,0","238,6",13,"44,8","92,3",~100,"216,3",2013
Krokom,Änge skola,Kommunal,Krokom,25036714,17,"53,1","58,8",~100,"195,7",15,"46,9","86,7","100,0","220,5",2013
Kumla,Kumlaby skola 6-9,Kommunal,Kumla,75692870,43,"52,4","74,4","83,7","195,6",39,"47,6","64,1","87,2","198,2",2013
Kumla,Skogstorpsskolan 6-9,Kommunal,Kumla,44243725,54,"51,4","87,0","87,0","225,0",51,"48,6","80,4","84,3","204,0",2013
Kumla,Vialundskolan,Kommunal,Kumla,99992013,39,"54,9","61,5","71,8","207,2",32,"45,1","50,0","75,0","179,8",2013
Kungsbacka,Frillesåsskolan 6-9,Kommunal,Kungsbacka,10927868,21,"47,7","95,2",~100,"235,8",23,"52,3","82,6",~100,"203,8",2013
Kungsbacka,Fullriggaren Malevik 4-9,Kommunal,Kungsbacka,33170625,14,"35,9","100,0","100,0","264,5",25,"64,1","96,0","100,0","235,4",2013
Kungsbacka,Hedeskolan 4-9,Kommunal,Kungsbacka,11231816,24,"58,5","91,7",~100,"230,6",17,"41,5","94,1",~100,"228,4",2013
Kungsbacka,Hålabäcksskolan,Kommunal,Kungsbacka,99688470,38,"52,8","86,8",~100,"225,8",34,"47,2","64,7","70,6","180,4",2013
Kungsbacka,Kapareskolan A-D,Kommunal,Kungsbacka,28803215,41,"61,2","87,8",~100,"236,8",26,"38,8","80,8",~100,"186,6",2013
Kungsbacka,Kapareskolan E-H,Kommunal,Kungsbacka,84111198,24,"55,8","79,2",~100,"198,4",19,"44,2","89,5",~100,"203,9",2013
