skolverket_skolnamn,school_unit,skolverket_kommunnamn,skolverket_kommun,huvudman,skolverket_huvudman_namn,skolverket_huvudman_kod,skolverket_helttj_larare_o_adm_tcv17,skolverket_helttj_adm_tcv17,skolverket_helttj_larare_tcv17,skolverket_helttj_andel_kvi_tcv17,skolverket_helttj_andel_ped_tcv17,skolverket_helttj_andel_specped_tcv17,skolverket_elever_per_helttj_tcv17,skolverket_helttj_syv_tcv17,skolverket_elever_per_syvhelttj_tcv17,skolverket_helttj_andel_tillsv_tcv17,year
Hulebäcksgymnasiet 4,23681822,Härryda,1401,2120001264,Härryda,Kommunal,"24,2","1,0","23,2","73,2","97,2",.,"14,9","1,0","346,0","93,7",2018
Hulebäcksgymnasiet 5,66861851,Härryda,1401,2120001264,Härryda,Kommunal,"26,3","1,0","25,3","60,1","100,0","3,0","14,4","0,5","758,3","96,4",2018
Hulebäcksgymnasiet 6,72206824,Härryda,1401,2120001264,Härryda,Kommunal,"12,3","0,8","11,5","44,4","100,0",.,"15,7","0,2","822,7","100,0",2018
Hässleholms Tekniska Skola,92858957,Hässleholm,1293,2120000985,Hässleholm,Kommunal,"80,5","1,0","79,5","59,9","89,9","2,3","11,6","2,0","460,0","90,7",2018
IM Jacobsskolan,23372675,Hässleholm,1293,2120000985,Hässleholm,Kommunal,"16,5","1,0","15,5","78,7","86,2","12,9","7,2","2,0","56,0","75,6",2018
Jacobsskolan,46660042,Hässleholm,1293,2120000985,Hässleholm,Kommunal,"63,7","1,0","62,7","43,5","72,0","2,6","7,7","1,6","300,0","80,0",2018
Norrängsskolan,33678402,Hässleholm,1293,2120000985,Hässleholm,Kommunal,"8,8","0,4","8,4","67,0","91,1","5,2","4,4","0,5","74,0","87,5",2018
Kullagymnasiet 1,44113417,Höganäs,1284,2120001165,Höganäs,Kommunal,"40,7","1,9","38,8","46,8","87,1",.,"6,5","1,9","135,1","92,8",2018
Högsby utbildningscenter,67783774,Högsby,0821,2120000688,Högsby,Kommunal,"20,4","1,2","19,3","60,4","56,1","5,2","6,3",.,.,"68,1",2018
"Hörby Lärcenter, Gymnasieutb.",95324620,Hörby,1266,2120001108,Hörby,Kommunal,"5,2","0,3","4,9","57,1","59,2","18,4","8,4","0,5","82,0","79,6",2018
Hörby Yrkesgymnasium,38917647,Hörby,1266,5568212939,Hörby Yrkesgymnasium AB,Enskild,"6,8","0,8","6,1","33,9","16,5",.,"7,6",.,.,"100,0",2018
Gymnasieutbildningen i Höör,45101776,Höör,1267,2120001116,Höör,Kommunal,"5,0","0,5","4,5","89,9","65,2",.,"8,3","0,3","123,3","77,5",2018
Karolinaskolan,21363125,Höör,1267,7420002045,"Föreningen Fogdaröd omsorg, vård & utbildning utan personligt ansvar",Enskild,"8,0","1,0","7,0","55,7","84,3",.,"3,6",.,.,"85,7",2018
Bokenskolan,39555838,Jokkmokk,2510,2220000760,Jokkmokk,Kommunal,"18,9","0,9","18,0","55,1","63,1","7,8","7,3","0,8","176,0","76,3",2018
Didaktus Jakobsberg,85214294,Järfälla,0123,5564732856,Didaktus Skolor AB,Enskild,"26,9","1,0","25,9","51,6","58,5","3,9","16,7","0,8","540,0","88,4",2018
Järfälla gymnasium,82084961,Järfälla,0123,2120000043,Järfälla,Kommunal,"88,9","1,0","87,9","40,7","90,3","1,1","12,0","2,5","422,0","83,7",2018
Järfälla Vägledningsc. IMIND,23849498,Järfälla,0123,2120000043,Järfälla,Kommunal,"1,5","0,5","1,0","100,0","100,0","100,0","22,0","4,0","5,5","100,0",2018
Bäckadalsgymn RO 1,46162400,Jönköping,0680,2120000530,Jönköping,Kommunal,"29,3","1,0","28,3","10,6","74,7","3,5","9,8","0,7","395,7","82,0",2018
Bäckadalsgymn RO 2,39565412,Jönköping,0680,2120000530,Jönköping,Kommunal,"25,5","1,0","24,5","70,2","91,8","8,2","8,2","0,2","1 010,0","91,8",2018
Bäckadalsgymn RO 3,98369689,Jönköping,0680,2120000530,Jönköping,Kommunal,"32,2","1,0","31,2","19,4","60,4",.,"7,7","0,4","600,0","96,8",2018
Bäckadalsgymn RO 4,56529916,Jönköping,0680,2120000530,Jönköping,Kommunal,"20,1","1,0","19,1","40,4","55,1","5,2","12,8","0,4","697,1","66,7",2018
Bäckadalsgymn RO 5,40810950,Jönköping,0680,2120000530,Jönköping,Kommunal,"13,9","0,3","13,7","61,9","84,3","7,3","10,0","0,3","456,7","84,3",2018
Drottning Blankas Gymnasieskola Jönköping,12279302,Jönköping,0680,5565789129,Plusgymnasiet AB,Enskild,"14,9","1,0","13,9","66,1","56,3",.,"15,7",.,.,"64,3",2018
Erik Dahlbergsgymnasiet Ro 1,67279263,Jönköping,0680,2120000530,Jönköping,Kommunal,"24,3","1,0","23,3","36,1","95,7","4,3","16,1","1,0","374,0","95,7",2018
Erik Dahlbergsgymnasiet RO 2,40037982,Jönköping,0680,2120000530,Jönköping,Kommunal,"19,9","1,0","18,9","81,5","95,8","5,3","11,9","1,0","225,0","100,0",2018
Erik Dahlbergsgymnasiet RO 3,51210136,Jönköping,0680,2120000530,Jönköping,Kommunal,"24,6","1,0","23,6","64,0","91,5","8,5","15,6","0,6","615,0","100,0",2018
Erik Dahlbergsgymnasiet RO 4,73829818,Jönköping,0680,2120000530,Jönköping,Kommunal,"22,6","1,0","21,6","34,3","86,5","4,6","12,6",.,.,"100,0",2018
Erik Dahlbergsgymnasiet RO 5,60881275,Jönköping,0680,2120000530,Jönköping,Kommunal,"14,4","1,0","13,4","35,1","100,0",.,"16,6","1,0","222,0","100,0",2018
Grennaskolan GY,54395430,Jönköping,0680,2120000530,Jönköping,Kommunal,"2,4","0,2","2,2","15,6","100,0","21,9","3,6",.,.,"84,4",2018
JENSEN Gymnasium Jönköping,18881773,Jönköping,0680,5566358759,Jensen Education College AB,Enskild,"5,7","0,8","4,9","54,6","86,6",.,"13,2",.,.,"86,6",2018
Kungsgymnasiet,50908408,Jönköping,0680,8260017648,Jönköpings Kristna Skolförening,Enskild,"5,4","0,3","5,2","48,8","86,6",.,"11,6","0,1","1 200,0","83,7",2018
LBS Ljud & Bildskolan Jönköping,18594470,Jönköping,0680,5564851649,Ljud & Bildskolan Lbs AB,Enskild,"16,8","1,0","15,8","22,8","76,6",.,"15,4","0,3","813,3","76,6",2018
Magelungens Gymnasium Jönköping,69271071,Jönköping,0680,5564891447,Magelungen Utveckling AB,Enskild,"9,2","0,9","8,3","69,9","100,0","15,7","4,6","0,1","380,0","81,9",2018
Mottagningsskola gymn,54946505,Jönköping,0680,2120000530,Jönköping,Kommunal,"3,2",.,"3,2","87,5","100,0","12,5","6,6","0,5","42,0","100,0",2018
Per Brahegymnasiet RO 1,78295411,Jönköping,0680,2120000530,Jönköping,Kommunal,"28,3","1,0","27,3","59,6","94,9","6,4","17,0","1,5","309,3","91,2",2018
Per Brahegymnasiet RO 2,80686587,Jönköping,0680,2120000530,Jönköping,Kommunal,"26,4","0,8","25,6","46,3","95,7","5,1","16,4",.,.,"93,0",2018
Per Brahegymnasiet RO 3,72232853,Jönköping,0680,2120000530,Jönköping,Kommunal,"26,7","1,0","25,7","57,8","98,1","3,9","11,0","1,0","282,0","95,7",2018
Praktiska Jönköping,17849518,Jönköping,0680,5562575786,Praktiska Sverige AB,Enskild,"11,0","1,0","10,0","26,6","36,7","7,5","11,2","0,2","555,0","46,7",2018
Sandagymnasiet RO 1 Ny fr lå 17/18,64205087,Jönköping,0680,2120000530,Jönköping,Kommunal,"25,4","1,0","24,4","50,1","87,0",.,"16,6","0,7","621,5","88,6",2018
Sandagymnasiet RO 2 Ny fr lå 17/18,50500028,Jönköping,0680,2120000530,Jönköping,Kommunal,"17,7","0,6","17,1","44,2","83,1",.,"15,8","0,4","675,0","83,2",2018
Sandagymnasiet RO 4 Ny fr lå 17/18,94570025,Jönköping,0680,2120000530,Jönköping,Kommunal,"10,4","0,5","9,9","47,3","83,0","11,5","13,5","0,3","536,0","79,4",2018
Sandagymnasiet RO 5,91984508,Jönköping,0680,2120000530,Jönköping,Kommunal,"26,9","1,0","25,9","46,7","85,8","3,3","12,7","0,7","468,6","81,8",2018
Vettergymnasiet Jönköping,12448823,Jönköping,0680,5567507420,Wetterbygdens Gymnasium AB,Enskild,"7,2","0,5","6,7","44,8","44,8",.,"11,2","0,1","750,0","65,7",2018
Furuhed 3,73008905,Kalix,2514,2120002692,Kalix,Kommunal,"20,3","1,0","19,3","46,1","75,9","4,7","1,9","0,7","56,1","96,7",2018
Furuhedsskolan 1,40667807,Kalix,2514,2120002692,Kalix,Kommunal,"26,2","1,0","25,2","48,1","78,6","1,5","10,0","1,1","235,5","93,0",2018
Furuhedsskolan 2,18091973,Kalix,2514,2120002692,Kalix,Kommunal,"34,7","1,0","33,7","40,0","58,8","4,1","9,7","0,9","374,7","76,6",2018
Calmare Internationella Skola,88466776,Kalmar,0880,5565896213,CIS Kalmar AB,Enskild,"14,6","1,0","13,6","51,1","75,9",.,"14,0","0,2","950,0","80,4",2018
Dag Hammarskjöld Gymnasiet*,36539945,Kalmar,0880,8324012288,Stiftelsen Kalmar Waldorfskola,Enskild,"2,1","0,1","2,1","75,6",.,.,"6,7",.,.,"92,3",2018
Fria Läroverken i Kalmar,40634612,Kalmar,0880,5569306979,Gymnasieskolor i Syd AB,Enskild,"15,2","0,8","14,4","35,2","73,5",.,"12,8","0,2","915,0","70,7",2018
"Jenny Nyströmsskolan 1 HT, IM",62439199,Kalmar,0880,8324016453,Kalmar,Kommunal,"12,4",.,"12,4","67,8","83,9","10,5","11,9","1,0","148,0","100,0",2018
"Jenny Nyströmsskolan 2 ES, RL",66132676,Kalmar,0880,8324016453,Kalmar,Kommunal,"27,2",.,"27,2","46,0","90,8",.,"11,4","0,6","518,3","84,4",2018
"Jenny Nyströmsskolan 3 NA, GYSÄR",57942242,Kalmar,0880,8324016453,Kalmar,Kommunal,"6,7",.,"6,7","30,1","100,0",.,"14,1",.,.,"100,0",2018
"Jenny Nyströmsskolan 4 BF, VO",80762863,Kalmar,0880,8324016453,Kalmar,Kommunal,"22,3","1,0","21,3","69,4","97,7","9,4","11,7","1,0","262,1","93,0",2018
"Lars Kaggskolan 1 NA, HV",77688926,Kalmar,0880,8324016453,Kalmar,Kommunal,"30,0","1,0","29,0","72,7","86,5",.,"13,0",.,.,"93,4",2018
"Lars Kaggskolan 2 TE, VF",14508922,Kalmar,0880,8324016453,Kalmar,Kommunal,"23,5",.,"23,5","22,2","77,6","3,4","16,2","3,0","126,3","82,9",2018
Lars Kaggskolan 3 IM,89409574,Kalmar,0880,8324016453,Kalmar,Kommunal,"22,3","1,0","21,3","77,2","88,3","3,8","8,9","1,0","190,0","78,4",2018
"Lars Kaggskolan 4 BA, EE, FT",69629086,Kalmar,0880,8324016453,Kalmar,Kommunal,"34,2","1,0","33,2","12,1","69,8",.,"11,5",.,.,"78,9",2018
Naturbruksgymnasiet Kalmar 1,88624631,Kalmar,0880,2620000071,Hushållningssällskapet Kalmar-Kronoberg-Blekinge,Enskild,"9,6","0,7","8,9","66,1","100,0","11,3","10,3","0,2","455,0","100,0",2018
Naturbruksgymnasiet Kalmar 2,35390185,Kalmar,0880,2620000071,Hushållningssällskapet Kalmar-Kronoberg-Blekinge,Enskild,"4,2","0,2","4,0",.,"75,0",.,"3,8",.,.,"75,0",2018
Plusgymnasiet Kalmar,37358234,Kalmar,0880,5565789129,Plusgymnasiet AB,Enskild,"5,0","1,0","4,0","52,5","27,5",.,"4,8","0,1","190,0","70,0",2018
Praktiska Kalmar,31657916,Kalmar,0880,5562575786,Praktiska Sverige AB,Enskild,"12,4","1,0","11,4","31,3","55,9","5,3","11,1","0,2","630,0","89,4",2018
"Stagneliusskolan 1 SA, SA-A, HA-A, IMIND-A",21008461,Kalmar,0880,8324016453,Kalmar,Kommunal,"24,7","1,0","23,7","54,9","98,7",.,"10,5",.,.,"92,4",2018
"Stagneliusskolan 2 EK, HA",54606928,Kalmar,0880,8324016453,Kalmar,Kommunal,"25,0","1,0","24,0","51,9","95,6","10,8","20,5","1,8","273,3","95,6",2018
"Stagneliusskolan 3, SA",53893730,Kalmar,0880,8324016453,Kalmar,Kommunal,"26,1","1,0","25,1","39,5","90,6",.,"15,2",.,.,"97,2",2018
SYAB Transportgymnasium,46241804,Kalmar,0880,5567290035,SYAB Transportgymnasium AB,Enskild,"11,1","1,0","10,1","15,8","58,4",.,"10,6","0,1","1 070,0","98,0",2018
Vuxenutbildningen i Karlsborg och Karlsborgs gymnasieskola,55870331,Karlsborg,1446,2120001629,Karlsborg,Kommunal,"3,3","0,4","2,9","48,1","27,3",.,"8,5","0,3","83,3","46,1",2018
Fria Läroverken i Karlshamn,42573391,Karlshamn,1082,5569306979,Gymnasieskolor i Syd AB,Enskild,"13,3","0,4","12,9","33,9","46,6",.,"8,3","0,1","1 070,0","41,3",2018
Vägga gymnasieskola 1b,21673083,Karlshamn,1082,2120000845,Karlshamn,Kommunal,"18,9","0,5","18,4","56,1","67,3",.,"7,7","0,9","156,7","79,5",2018
Vägga gymnasieskola 2,64574972,Karlshamn,1082,2120000845,Karlshamn,Kommunal,"29,8","1,0","28,8","68,2","86,0","5,7","9,6","0,9","307,8","93,5",2018
Vägga gymnasieskola 3,19741742,Karlshamn,1082,2120000845,Karlshamn,Kommunal,"27,6","1,0","26,6","46,6","67,0","3,8","10,1","0,8","337,5","85,4",2018
Vägga gymnasieskola 4,29032715,Karlshamn,1082,2120000845,Karlshamn,Kommunal,"31,9","1,0","30,9","36,2","80,6","3,9","9,8","1,0","303,0","80,2",2018
Karlskoga Idrottsgymnasium,45830583,Karlskoga,1883,5567823611,Karlskoga Idrottsgymnasium AB,Enskild,"5,3","0,6","4,7","77,5","70,0",.,"12,2",.,.,"78,5",2018
Möckelngymnasiet Ro 2,48931433,Karlskoga,1883,2120001991,Karlskoga,Kommunal,"27,5","1,0","26,5","58,7","96,2","3,8","11,4",.,.,"100,0",2018
Möckelngymnasiet Ro 3,97270136,Karlskoga,1883,2120001991,Karlskoga,Kommunal,"35,3","1,0","34,3","58,5","95,3","2,9","9,0","1,0","307,0","95,7",2018
Möckelngymnasiet Ro 4,19909435,Karlskoga,1883,2120001991,Karlskoga,Kommunal,"24,8","1,0","23,8","33,4","80,7","2,5","10,0","1,0","237,0","95,0",2018
af Chapmangymnasiet,30530571,Karlskrona,1080,2120000829,Karlskrona,Kommunal,"53,3","1,0","52,3","71,2","81,5","3,8","14,7","1,5","512,0","93,5",2018
Aspero Idrottsgymn. Karlskrona,78839208,Karlskrona,1080,5566363973,Aspero Friskolor AB,Enskild,"11,4","1,0","10,4","56,1","79,4",.,"18,3","0,1","1 910,0","84,6",2018
Ehrensvärdska gymnasiet,96024712,Karlskrona,1080,2120000829,Karlskrona,Kommunal,"50,6","1,0","49,6","58,0","85,9","3,6","12,6",.,.,"97,4",2018
Fischerströmska gymnasiet,36845597,Karlskrona,1080,2120000829,Karlskrona,Kommunal,"31,7","1,0","30,7","76,9","81,6","6,5","8,7","1,0","266,0","89,4",2018
"Mikael Elias Gymnasium, Karlskrona",30458073,Karlskrona,1080,5565583282,Mikael Elias Gymnasium AB,Enskild,"2,6","0,7","1,9","16,7","100,0",.,"3,6",.,.,"47,9",2018
Praktiska Karlskrona,40829056,Karlskrona,1080,5562575786,Praktiska Sverige AB,Enskild,"9,9","1,0","8,9","58,5","30,4",.,"10,9","0,2","485,0","30,4",2018
Törnströmska gymnasiet,85800840,Karlskrona,1080,2120000829,Karlskrona,Kommunal,"41,6","1,0","40,6","35,2","86,0","2,5","11,7",.,.,"88,5",2018
Fria Läroverken Karlstad,27115998,Karlstad,1780,5569172041,Fria Läroverken i Sverige AB,Enskild,"34,2","1,0","33,2","34,5","74,8","6,0","15,9","0,5","1 054,0","83,9",2018
KLARA Teoretiska Gymnasium Karlstad,79516949,Karlstad,1780,5566303938,Klaragymnasium AB,Enskild,"24,5","0,9","23,7","45,0","95,8","3,6","16,6","0,2","2 613,3","92,4",2018
Lillerudsgymnasiet,65662401,Karlstad,1780,5566243548,Lillerudsgymnasiet AB,Enskild,"24,1","1,0","23,1","70,3","69,3","3,9","9,5","0,2","1 100,0","92,4",2018
Nobelgymnasiet,39583059,Karlstad,1780,2120001850,Karlstad,Kommunal,"99,7","3,9","95,8","52,2","82,5","4,2","10,9","2,0","521,0","84,6",2018
NTI Gymnasiet Karlstad,41867682,Karlstad,1780,5565970471,IT Gymnasiet Sverige AB,Enskild,"10,5","1,0","9,5","25,3","70,0","5,3","13,1","0,1","1 240,0","66,3",2018
Praktiska Karlstad,38645259,Karlstad,1780,5562575786,Praktiska Sverige AB,Enskild,"17,9","1,0","16,9","58,5","73,9","5,9","13,4","0,2","1 125,0","76,3",2018
Sundstagymnasiet,96684210,Karlstad,1780,2120001850,Karlstad,Kommunal,"73,9","3,2","70,7","46,5","93,4","2,1","13,1","2,2","424,3","88,8",2018
Thoren Business School Karlstad,87207941,Karlstad,1780,5566139290,Thorengruppen AB,Enskild,"17,3","1,0","16,3","69,3","83,4",.,"19,6","0,2","1 595,0","89,6",2018
Tingvallagymnasiet,11673760,Karlstad,1780,2120001850,Karlstad,Kommunal,"54,5","2,0","52,5","70,6","92,5","7,6","13,9","1,0","728,0","97,0",2018
Älvkullegymnasiet,46574937,Karlstad,1780,2120001850,Karlstad,Kommunal,"69,8","2,2","67,6","44,4","87,7","4,4","14,6","2,0","491,5","91,5",2018
Duveholmsgymnasiet 1,23836342,Katrineholm,0483,2120000340,Katrineholm,Kommunal,"48,3","1,0","47,3","60,3","73,5","0,0","10,6","1,4","349,7","89,3",2018
Duveholmsgymnasiet 3,10193789,Katrineholm,0483,2120000340,Katrineholm,Kommunal,"5,0","0,4","4,6","65,9","78,3",.,"6,1","0,2","140,0","100,0",2018
Katrineholms Tekniska College 1,63791419,Katrineholm,0483,2120000340,Katrineholm,Kommunal,"25,8","1,0","24,8","54,2","73,7","0,1","12,3","0,8","405,3","80,9",2018
Katrineholms Tekniska College 2,39805497,Katrineholm,0483,2120000340,Katrineholm,Kommunal,"20,8","1,0","19,8","32,7","89,6","0,1","11,3","0,6","365,6","94,7",2018
Lindengymnasiet,38400227,Katrineholm,0483,2120000340,Katrineholm,Kommunal,"31,3","1,0","30,3","47,1","77,2","3,3","12,2","1,0","369,0","93,4",2018
KInda lärcentrum,94660328,Kinda,0513,2120000399,Kinda,Kommunal,"2,9","0,3","2,6","95,0","93,8","23,3","5,0","0,5","26,0","96,9",2018
Hjalmar Lundbohmsskolan enhet 1,81619482,Kiruna,2584,2220000760,Kiruna,Kommunal,"24,4","1,0","23,4","59,5","87,2",.,"9,2","1,0","215,0","87,2",2018
Hjalmar Lundbohmsskolan enhet 2,83829189,Kiruna,2584,2220000760,Kiruna,Kommunal,"21,9","1,0","20,9","25,7","42,5","4,8","7,2","1,0","151,0","47,3",2018
Hjalmar Lundbohmsskolan enhet 3,46145886,Kiruna,2584,2220000760,Kiruna,Kommunal,"24,0","1,0","23,0","43,5","82,6","4,3","9,9","1,0","228,0","78,3",2018
Hjalmar Lundbohmsskolan enhet 4,12395564,Kiruna,2584,2220000760,Kiruna,Kommunal,"16,1","0,5","15,6","70,5","93,6",.,"10,2","1,0","159,0","100,0",2018
Rymdgymnasiet,90006712,Kiruna,2584,5565528022,Malmens Friskola AB,Enskild,"7,5","1,0","6,5","53,5","50,4",.,"13,0",.,.,"34,9",2018
"Flygteknikcenter, Ljungbyhed",43649848,Klippan,1276,2120000928,Klippan,Kommunal,"8,2","1,0","7,2","16,8","44,1","0,7","9,4","0,1","1 340,0","100,0",2018
Segragymnasiet Klippan,75344502,Klippan,1276,5569162562,Sveriges Naturbruksgymnasium AB,Enskild,"10,2","1,0","9,2","91,8","57,9",.,"12,7",.,.,"100,0",2018
Tegelbruksskolan,84247499,Klippan,1276,2120000928,Klippan,Kommunal,"32,9","1,0","31,9","27,5","47,9",.,"10,5","1,0","336,0","54,2",2018
Åbyskolan 1,27041885,Klippan,1276,2120000928,Klippan,Kommunal,"15,8","1,0","14,8","48,1","84,4","4,1","10,2","0,4","428,6","81,0",2018
Åbyskolan 2,39149668,Klippan,1276,2120000928,Klippan,Kommunal,"18,4","1,0","17,4","58,5","100,0","2,0","15,5","0,6","450,0","100,0",2018
Åbyskolan 3,13509408,Klippan,1276,2120000928,Klippan,Kommunal,"13,8","1,0","12,8","78,8","94,5","7,8","12,4","1,0","158,0","90,6",2018
Sjögrenska gymnasiet,97064126,Knivsta,0330,2120003013,Knivsta,Kommunal,"14,1","0,5","13,6","55,9","100,0","7,4","6,1","1,0","83,0","100,0",2018
Räddningsgymnasiet Sandö,38233622,Kramfors,2282,2120002429,Kramfors,Kommunal,"7,3","0,5","6,8","63,2","100,0",.,"9,7",.,.,"100,0",2018
Ådalsskolan 2,48722826,Kramfors,2282,2120002429,Kramfors,Kommunal,"69,2","1,0","68,2","43,6","77,1","1,5","8,5","3,9","149,7","84,4",2018
Academy of Retail and Business (ARB),85014247,Kristianstad,1290,5569863433,Academy of Retail and Business Education Kristianstad AB,Enskild,"2,3","0,5","1,8","59,4","69,7",.,"16,6","0,0","966,7","69,7",2018
Christian 4:s Gymnasium ES,73063662,Kristianstad,1290,2120000951,Kristianstad,Kommunal,"17,2","0,5","16,7","45,7","95,0","4,9","10,3","0,5","342,0","97,6",2018
"Christian 4:s Gymnasium HA, HT",20734425,Kristianstad,1290,2120000951,Kristianstad,Kommunal,"2,9","0,1","2,8","82,6","72,7","16,7","7,8","0,1","220,0","99,6",2018
Christian 4:s Gymnasium IM,71073360,Kristianstad,1290,2120000951,Kristianstad,Kommunal,"4,3",.,"4,3","53,7","81,5","23,1","12,5",.,.,"81,5",2018
Drottning Blankas Gymnasieskola Kristianstad,67554405,Kristianstad,1290,5565789129,Plusgymnasiet AB,Enskild,"32,5","1,0","31,5","60,6","88,6","2,5","18,0","0,5","1 132,0","94,9",2018
Framtidsgymnasiet Kristianstad,71571158,Kristianstad,1290,5565755500,Framtidsgymnasiet i Sverige AB,Enskild,"20,8","1,0","19,8","19,7","35,4",.,"17,3","0,8","456,0","77,8",2018
LBS Ljud & Bildskolan Kristianstad,43251309,Kristianstad,1290,5564851649,Ljud & Bildskolan Lbs AB,Enskild,"10,4","1,0","9,4","37,4","52,4",.,"16,0",.,.,"77,5",2018
"Milnergymnasiet BF, HV, VO",97596286,Kristianstad,1290,2120000951,Kristianstad,Kommunal,"23,0","1,0","22,0","69,6","85,0","2,9","13,4","0,8","370,0","95,5",2018
NTI Gymnasiet Kristianstad,53691739,Kristianstad,1290,5565970471,IT Gymnasiet Sverige AB,Enskild,"8,8","1,0","7,8","12,8","44,9",.,"19,7",.,.,"61,5",2018
Praktiska Kristianstad,86473502,Kristianstad,1290,5562575786,Praktiska Sverige AB,Enskild,"10,9","1,0","9,9","54,5","46,5","6,1","11,3",.,.,"32,3",2018
Söderportgymnasiet EK,59849681,Kristianstad,1290,2120000951,Kristianstad,Kommunal,"15,3",.,"15,3","42,5","84,5","4,6","6,3","0,9","112,9","89,2",2018
"Söderportgymnasiet HA, IB, NA",98239050,Kristianstad,1290,2120000951,Kristianstad,Kommunal,"19,6","1,0","18,6","57,1","82,4","0,1","10,5","0,4","527,0","84,8",2018
"Söderportgymnasiet HU, SA",73944169,Kristianstad,1290,2120000951,Kristianstad,Kommunal,"24,9","1,0","23,9","58,7","91,7","6,6","19,5","1,5","313,5","97,2",2018
Söderportgymnasiet IM,13520728,Kristianstad,1290,2120000951,Kristianstad,Kommunal,"20,6","1,0","19,6","64,0","71,1","7,6","6,4","1,0","125,0","86,9",2018
Söderportgymnasiet RG,94455820,Kristianstad,1290,2120000951,Kristianstad,Kommunal,"5,6","0,4","5,2","76,5","100,0","38,5","2,7","0,5","28,0","100,0",2018
"Wendesgymnasiet BA, HV",58368956,Kristianstad,1290,2120000951,Kristianstad,Kommunal,"20,2","1,0","19,2","13,1","77,1","5,0","9,3","0,5","395,6","78,6",2018
"Wendesgymnasiet FT, VF",73567152,Kristianstad,1290,2120000951,Kristianstad,Kommunal,"21,9","1,0","20,9","23,5","59,7","8,9","8,1","0,5","375,6","67,8",2018
Önnestadsgymnasiet,61547652,Kristianstad,1290,5567502777,Hushållningssällskapets Kompetensutveckling i Syd AB (HUSKAB),Enskild,"20,2","1,0","19,2","30,2","74,5","5,2","8,8","0,2","840,0","70,1",2018
"Österänggymnasiet EE, IN, RL",60209222,Kristianstad,1290,2120000951,Kristianstad,Kommunal,"22,6","1,0","21,6","31,7","82,6","1,1","10,3","0,4","600,0","92,2",2018
"Österänggymnasiet HT, SA",62104139,Kristianstad,1290,2120000951,Kristianstad,Kommunal,"14,3","1,0","13,3","65,0","97,0","2,0","11,7","0,4","410,5","96,4",2018
Österänggymnasiet IM,21702982,Kristianstad,1290,2120000951,Kristianstad,Kommunal,"17,2","0,8","16,4","69,4","99,4","3,1","10,1","1,0","166,0","99,4",2018
"Österänggymnasiet NA, TE",87034307,Kristianstad,1290,2120000951,Kristianstad,Kommunal,"30,0","1,0","29,0","50,6","97,8","1,7","17,0","0,8","658,7","98,8",2018
Brogårdsgymnasiet,78872213,Kristinehamn,1781,2120001868,Kristinehamn,Kommunal,"42,7","1,0","41,7","49,1","85,0","3,4","10,3","1,5","286,0","89,1",2018
Presterudsgymnasiet,84286698,Kristinehamn,1781,2120001868,Kristinehamn,Kommunal,"24,5","0,8","23,7","34,9","52,6","2,5","7,9","1,5","124,0","60,0",2018
Dille Gård Naturbruksgymnasium,62490359,Krokom,2309,5564173853,Dille Gård AB,Enskild,"13,4","0,5","12,9","64,3","45,7","5,4","7,3","0,2","626,7","73,6",2018
"Jämtlands Gymn, Torsta",64725297,Krokom,2309,2220001636,Krokom,Kommunal,"13,1","0,3","12,8","38,4","85,1",.,"8,5","0,4","308,6","98,7",2018
"Jämtlands Gymn, Wången",43362941,Krokom,2309,2220001636,Krokom,Kommunal,"3,3","0,3","3,1","32,4","100,0",.,"23,3","0,2","480,0","100,0",2018
John Norlandergymnasiet,23350817,Kumla,1881,2120001975,Kumla,Kommunal,"11,9","0,7","11,2","48,1","63,1",.,"11,6","1,0","130,0","47,4",2018
Aranäsgymnasiet Enhet 1,76860623,Kungsbacka,1384,2120001256,Kungsbacka,Kommunal,"21,0","0,5","20,5","77,1","99,3","1,5","13,8","0,5","566,0","99,0",2018
Aranäsgymnasiet Enhet 2,58191646,Kungsbacka,1384,2120001256,Kungsbacka,Kommunal,"23,8","1,0","22,8","46,7","97,3",.,"16,3","0,3","1 236,7","97,0",2018
Aranäsgymnasiet Enhet 3,80405898,Kungsbacka,1384,2120001256,Kungsbacka,Kommunal,"24,4","0,8","23,6","64,6","80,8","3,2","14,7","0,5","768,9","89,0",2018
Aranäsgymnasiet Enhet 4,56021320,Kungsbacka,1384,2120001256,Kungsbacka,Kommunal,"26,6","1,0","25,6","69,9","88,7","2,7","9,4","0,5","535,6","83,8",2018
Aranäsgymnasiet Enhet 5,41358402,Kungsbacka,1384,2120001256,Kungsbacka,Kommunal,"9,5","0,5","9,0","17,5","50,1","2,2","10,3","0,3","368,0","97,9",2018
Beda Hallbergs gymnasium,63179610,Kungsbacka,1384,2120001256,Kungsbacka,Kommunal,"7,3","0,5","6,8","92,7","99,9","7,3","11,6","0,1","790,0","99,6",2018
Drottning Blankas Gymnasieskola Kungsbacka,64569393,Kungsbacka,1384,5565668794,Drottning Blankas Gymnasieskola AB,Enskild,"7,6","0,8","6,9","65,8","82,5",.,"24,3",.,.,"89,8",2018
Elof Lindälvs gymn Enhet 1,87262566,Kungsbacka,1384,2120001256,Kungsbacka,Kommunal,"21,8","1,0","20,8","54,1","67,5","4,8","10,4","0,4","542,5","100,0",2018
