skolverket_skolnamn,school_unit,skolverket_kommunnamn,skolverket_kommun,huvudman,skolverket_huvudman_namn,skolverket_huvudman_kod,skolverket_helttj_larare_o_adm_tcv17,skolverket_helttj_adm_tcv17,skolverket_helttj_larare_tcv17,skolverket_helttj_andel_kvi_tcv17,skolverket_helttj_andel_ped_tcv17,skolverket_helttj_andel_specped_tcv17,skolverket_elever_per_helttj_tcv17,skolverket_helttj_syv_tcv17,skolverket_elever_per_syvhelttj_tcv17,skolverket_helttj_andel_tillsv_tcv17,year
Praktiska Södertälje,29159460,Södertälje,0181,5562575786,Praktiska Sverige AB,Enskild,"25,1","1,0","24,1","50,9","36,2",.,"10,4","0,6","418,3","40,3",2018
S:ta Ragnhildgymnasiet,32057701,Södertälje,0181,5564065687,S:ta Ragnhildgymnasiet AB,Enskild,"15,2","1,0","14,2","46,1","82,4",.,"16,3","0,5","462,0","95,8",2018
Torekällgymnasiet,43601850,Södertälje,0181,2120000159,Södertälje,Kommunal,"19,5","0,4","19,1","39,6","63,5","5,2","10,2","0,3","776,0","84,0",2018
Täljegymnasiet,30615080,Södertälje,0181,2120000159,Södertälje,Kommunal,"40,8","1,0","39,8","55,6","78,8",.,"13,5","1,0","536,0","92,6",2018
Vackstanäsgymnasiet,89630851,Södertälje,0181,8156000690,Vackstanäsgymnasiet,Enskild,"18,9","0,9","18,1","66,7","88,9","1,9","11,8","0,4","535,0","100,0",2018
Wendela Hebbe gymnasiet,25178582,Södertälje,0181,2120000159,Södertälje,Kommunal,"30,6","0,5","30,1","62,0","87,8","3,3","8,5","1,0","257,0","91,9",2018
Örjanskolan gym*,70543431,Södertälje,0181,8156005103,Föreningen Örjanskolan,Enskild,"8,8","0,3","8,6","54,5",.,.,"7,7",.,.,"97,2",2018
Furulundsskolan 1,23476801,Sölvesborg,1083,2220001222,Sölvesborg,Kommunal,"20,9","1,0","19,9","35,3","79,5",.,"10,1","0,8","250,0","98,5",2018
Furulundsskolan 2,86351879,Sölvesborg,1083,2220001222,Sölvesborg,Kommunal,"31,6","1,0","30,6","56,2","85,7",.,"14,6","1,2","372,5","92,1",2018
Tanums Gymnasium,14586562,Tanum,1435,2120001348,Tanum,Kommunal,"9,1","1,0","8,1","77,8","69,1",.,"4,2",.,.,"100,0",2018
"Fågelvik, gymnasieskola",74322969,Tibro,1472,2120001660,Tibro,Kommunal,"10,5","0,2","10,3","57,2","42,9","15,2","7,1","1,0","73,0","42,2",2018
Rudbecksgymnasiet 1,90260899,Tidaholm,1498,2120001736,Tidaholm,Kommunal,"27,5","0,9","26,7","50,4","79,8","5,6","7,5","0,4","568,6","84,1",2018
Rudbecksgymnasiet 2,69302313,Tidaholm,1498,2120001736,Tidaholm,Kommunal,"10,5","0,5","10,0","85,0","83,0","3,0","7,8","0,2","520,0","93,0",2018
Rudbecksgymnasiet 3,88770449,Tidaholm,1498,2120001736,Tidaholm,Kommunal,"6,3","0,1","6,2","86,7","83,5","3,2","8,0","0,4","125,0","85,6",2018
Högbergsskolan,31057219,Tierp,0360,2120000266,Tierp,Kommunal,"54,9","0,6","54,3","40,9","62,0","3,7","10,5","1,5","379,3","94,0",2018
Timrå Gymnasium,27079521,Timrå,2262,2120002395,Timrå,Kommunal,"41,0","2,0","39,0","45,1","76,2","5,1","11,1","1,3","332,3","90,4",2018
AMB Education,33572033,Tingsryd,0763,5568792997,Academy of Music and Business Education Tingsryd AB,Enskild,"17,3","1,0","16,3","45,4","58,6","2,5","9,8","0,2","795,0","77,6",2018
Wasaskolan,64579522,Tingsryd,0763,2120000621,Tingsryd,Kommunal,"26,9","1,0","25,9","42,3","69,1","1,9","10,2","0,7","377,1","73,0",2018
Bollerups lantbruksinstitut,65234368,Tomelilla,1270,8388001177,Bollerups Lantbruksinstitut,Enskild,"33,6","1,0","32,6","60,1","53,1","6,5","7,4","0,7","345,7","99,2",2018
Stjerneskolan,34381901,Torsby,1737,2120001777,Torsby,Kommunal,"55,2","1,0","54,2","43,2","53,9","4,8","9,3","1,0","506,0","79,3",2018
Torsås korrespondensgymnasium 1,55150847,Torsås,0834,2120000696,Torsås,Kommunal,"18,4","1,0","17,4","82,8","88,5",.,"19,0","1,0","330,0","100,0",2018
Torsås Korrespondensgymnasium 2,90076461,Torsås,0834,2120000696,Torsås,Kommunal,"21,8","1,0","20,8","81,7","80,7","4,8","16,2","1,0","337,0","80,7",2018
Tranemo gymnasieskola 1,96414537,Tranemo,1452,2120001462,Tranemo,Kommunal,"13,6","0,7","12,9","33,8","55,1","3,9","14,0","0,5","362,0","92,8",2018
Tranemo gymnasieskola 2,53069733,Tranemo,1452,2120001462,Tranemo,Kommunal,"28,0","1,0","27,0","59,0","95,4","1,9","8,3","0,5","446,0","90,5",2018
Holavedsgymnasiet ASB,99394620,Tranås,0687,2120000597,Tranås,Kommunal,"15,6","0,9","14,8","44,5","78,6",.,"12,9","0,4","477,5","93,3",2018
Holavedsgymnasiet CAX,95368476,Tranås,0687,2120000597,Tranås,Kommunal,"32,0","1,0","31,0","36,4","77,5","4,8","9,0","0,9","329,4","95,4",2018
Holavedsgymnasiet SCD,76342612,Tranås,0687,2120000597,Tranås,Kommunal,"14,2","0,5","13,7","65,8","81,4","14,3","10,7","1,0","146,0","80,3",2018
Holavedsgymnasiet TYM,14853321,Tranås,0687,2120000597,Tranås,Kommunal,"23,9","1,0","22,9","65,9","97,1","4,4","9,9","0,5","452,0","92,2",2018
Söderslättsgymnasiet Ro 1,76448076,Trelleborg,1287,2120001199,Trelleborg,Kommunal,"24,6","0,9","23,7","35,8","71,5","1,8","14,2","1,2","281,7","95,8",2018
Söderslättsgymnasiet Ro 2,31537066,Trelleborg,1287,2120001199,Trelleborg,Kommunal,"11,0","0,3","10,7","42,7","56,0",.,"14,2","0,4","380,0","93,7",2018
Söderslättsgymnasiet Ro 3,86488203,Trelleborg,1287,2120001199,Trelleborg,Kommunal,"63,6","1,0","62,6","62,3","87,5","5,2","10,2","2,8","233,1","91,0",2018
Drottning Blankas Gymnasieskola Trollhättan,25156286,Trollhättan,1488,5565668794,Drottning Blankas Gymnasieskola AB,Enskild,"15,5","1,0","14,5","82,7","63,3",.,"16,3",.,.,"81,0",2018
Folkuniversitetets gymnasium i Trollhättan,28081446,Trollhättan,1488,8572006313,Folkuniversitetet Stiftelsen Kursver Ksamheten Vid Göteborgs Universitet,Enskild,"20,1","1,0","19,1","65,4","90,2",.,"13,4","0,2","1 285,0","80,3",2018
LBS Ljud & Bildskolan Trollhättan,21400668,Trollhättan,1488,5564851649,Ljud & Bildskolan Lbs AB,Enskild,"13,1","1,0","12,1","40,7","60,2",.,"13,4","0,1","1 620,0","56,8",2018
Magnus Åbergsgymnasiet 1,92949043,Trollhättan,1488,2220002998,Trollhättan,Kommunal,"63,2","1,0","62,2","45,7","78,7","3,7","8,8","2,0","274,5","86,7",2018
Magnus Åbergsgymnasiet 3,92712591,Trollhättan,1488,2220002998,Trollhättan,Kommunal,"21,5","1,0","20,5","71,5","80,3","4,9","10,7","1,0","219,0","69,3",2018
Nils Ericsonsgymnasiet 1,84329061,Trollhättan,1488,2220002998,Trollhättan,Kommunal,"51,7",.,"51,7","44,0","79,6",.,"15,0",.,.,"94,4",2018
Nils Ericsonsgymnasiet 2,84225089,Trollhättan,1488,2220002998,Trollhättan,Kommunal,"19,2","1,0","18,2","57,3","75,2",.,"6,2","1,0","112,0","87,9",2018
Praktiska Trollhättan,71969230,Trollhättan,1488,5562575786,Praktiska Sverige AB,Enskild,"14,3","1,0","13,3","59,4","63,9",.,"10,9","0,2","725,0","71,4",2018
Trosa Gymnasium,20862637,Trosa,0488,2120002957,Trosa,Kommunal,"0,1","0,1",.,.,.,.,.,"0,1","40,0",.,2018
Tyresö Gymnasium 1,91048178,Tyresö,0138,2120000092,Tyresö,Kommunal,"46,2","0,9","45,3","47,1","65,2","2,2","10,8","1,3","392,8","91,9",2018
Mimers Gymnasium Täby,82718660,Täby,0160,5567797831,Adinova AB,Enskild,"21,3","1,0","20,3","53,3","88,6","4,9","4,1","0,1","1 660,0","74,1",2018
Praktiska Täby,76942525,Täby,0160,5562575786,Praktiska Sverige AB,Enskild,"11,5","1,0","10,5","65,7","63,8",.,"15,8",.,.,"84,8",2018
Sparre Gymnasium,12399380,Täby,0160,5567875413,Upplevelse Utbildning i Täby AB,Enskild,"6,7","0,5","6,2","32,3","83,9",.,"17,9",.,.,"96,8",2018
Tibble Fristående Gymnasium,31486865,Täby,0160,5566978556,Tibble Fristående Gymnasium TFG AB,Enskild,"59,1","1,0","58,1","56,9","90,8","1,7","24,7",.,.,"93,1",2018
Täby Enskilda gymnasium,97265732,Täby,0160,5565680112,Täby Enskilda Gymnasium AB,Enskild,"56,1","1,0","55,1","60,5","91,2","1,8","15,4","0,5","1 694,0","95,6",2018
Täby språkintroduktion,86923395,Täby,0160,2120000118,Täby,Kommunal,"2,4",.,"2,4","73,2","100,0",.,"33,5","1,0","80,0","100,0",2018
Täby Yrkesgymnasium,10373112,Täby,0160,5562629179,Utbildningscentret för yrkestrafik i Sverige AB,Enskild,"10,5","0,5","10,0","30,9","46,2","4,0","11,0","0,2","550,0","96,0",2018
Åva gymnasium,61720981,Täby,0160,2120000118,Täby,Kommunal,"80,1","1,0","79,1","45,8","91,2","1,3","14,7","4,0","290,0","94,1",2018
Gymn.utb. Töreboda Kanalskolan,57446690,Töreboda,1473,2120001678,Töreboda,Kommunal,"4,7","0,3","4,5","66,3","59,6",.,"9,2","0,3","164,0","59,6",2018
Drottning Blankas Gymnasieskola Uddevalla,50424828,Uddevalla,1485,5565789129,Plusgymnasiet AB,Enskild,"17,9","1,0","16,9","44,1","27,5","3,0","16,2",.,.,"53,3",2018
Thoren Innovation School Uddevalla,82931004,Uddevalla,1485,5568902653,Thoren Innovation School AB,Enskild,"7,6","1,0","6,6","63,6","39,4",.,"18,8","0,2","620,0","30,3",2018
"Uddevalla gymnasieskola, Agneberg BF",83584125,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"7,9","0,3","7,6","84,5","100,0","2,1","10,1","0,1","962,5","97,9",2018
"Uddevalla gymnasieskola, Agneberg EK",95024660,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"21,0","0,3","20,7","69,8","91,3","5,2","14,6","0,2","1 433,3","95,9",2018
"Uddevalla gymnasieskola, Agneberg EKSPINT",32263814,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"3,5","0,2","3,4","50,4","100,0","4,2","21,4","0,1","1 028,6","100,0",2018
"Uddevalla gymnasieskola, Agneberg GLU",16496466,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"5,6","0,3","5,3","69,2","81,1","0,9","7,6","0,2","200,0","100,0",2018
"Uddevalla gymnasieskola, Agneberg HA",12075195,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"6,6","0,3","6,3","82,2","87,3","3,8","11,3","0,1","591,7","98,9",2018
"Uddevalla gymnasieskola, Agneberg RL",62300682,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"5,8","0,4","5,4","83,0","100,0","3,4","10,1","0,2","270,0","100,0",2018
"Uddevalla gymnasieskola, Agneberg SA",47393891,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"19,4","0,6","18,9","78,7","95,4","2,1","12,6","0,2","1 185,0","99,6",2018
"Uddevalla gymnasieskola, Agneberg SASPINT",48414975,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"6,6","0,3","6,3","73,5","100,0","5,1","10,1","0,2","400,0","100,0",2018
"Uddevalla gymnasieskola, Margaretegärde GLU",65265211,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"11,4","0,8","10,6","48,6","97,4",.,"12,8","0,4","306,8","97,2",2018
"Uddevalla gymnasieskola, Margaretegärde IM",67785826,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"29,4","1,0","28,4","68,5","93,9","1,8","10,7","0,1","3 050,0","96,4",2018
"Uddevalla gymnasieskola, Sinclair ES",11533776,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"29,0","1,0","28,0","43,0","96,3","2,9","9,0","0,6","432,8","90,0",2018
"Uddevalla gymnasieskola, Östabo 1 VO",97191332,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"16,8","0,4","16,4","74,2","82,1","1,0","13,0","0,2","1 121,1","85,9",2018
"Uddevalla gymnasieskola, Östrabo 1 IN",71938440,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"5,1","0,1","5,0","30,2","93,0","1,6","10,6","0,1","662,5","98,4",2018
"Uddevalla gymnasieskola, Östrabo 1 TE",28829503,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"22,3","0,9","21,4","41,0","83,4","2,0","11,5","0,4","617,5","91,1",2018
"Uddevalla gymnasieskola, Östrabo Y BA",22811839,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"20,9","0,8","20,1","19,4","90,0","1,0","11,7","0,3","758,1","98,4",2018
"Uddevalla gymnasieskola, Östrabo Y EE",33205596,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"6,2","0,4","5,8","25,9","82,6","1,7","11,8","0,1","755,6","100,0",2018
"Uddevalla gymnasieskola, Östrabo Y ES",99622695,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"2,2","0,0","2,2","70,5","97,7","0,5","8,8","0,0","1 900,0","74,7",2018
"Uddevalla gymnasieskola, Östrabo Y FT",19930101,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"27,3","1,0","26,3","22,7","92,4","1,2","9,0","0,3","817,2","95,9",2018
"Uddevalla Gymnasieskola, Östrabo Y GLU",60727136,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"5,8",.,"5,8","58,4","70,5","2,3","6,8","0,1","650,0","83,4",2018
"Uddevalla gymnasieskola, Östrabo Y HV",45132264,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"7,9","0,6","7,3","68,0","83,4","2,5","12,1","0,2","517,6","82,8",2018
"Uddevalla gymnasieskola, Östrabo Y VF",61647360,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"4,8","0,2","4,6","29,7","40,8","1,5","10,6","0,1","612,5","95,0",2018
"Uddevalla gymnasieskola,Östrabo 1 NA",98651664,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"19,9","0,6","19,3","48,7","98,4","1,7","12,8","0,3","748,5","99,1",2018
Tingsholmsgymnasiets introduktionsprogram gymnasiesärskola,69504751,Ulricehamn,1491,2120001579,Ulricehamn,Kommunal,"11,0","0,9","10,1","78,3","82,2","2,5","9,6","0,5","194,0","84,2",2018
Tingsholmsgymnasiets nationella program,33657492,Ulricehamn,1491,2120001579,Ulricehamn,Kommunal,"55,0","1,0","54,0","48,1","75,0","3,2","8,7","1,4","334,3","90,0",2018
Dragonskolan BA,61622991,Umeå,2480,2120002627,Umeå,Kommunal,"18,4","0,8","17,7","18,3","77,0","5,1","10,7","0,4","472,5","99,9",2018
Dragonskolan BF,66644568,Umeå,2480,2120002627,Umeå,Kommunal,"15,5","0,5","15,0","90,9","92,7","8,6","10,5","0,5","316,0","100,0",2018
Dragonskolan EE,93659517,Umeå,2480,2120002627,Umeå,Kommunal,"16,0","0,5","15,5","17,2","68,5","2,8","11,0","0,4","425,0","95,9",2018
Dragonskolan EK,79309485,Umeå,2480,2120002627,Umeå,Kommunal,"22,5","1,0","21,5","73,6","96,3","2,9","17,3","0,5","744,0","97,2",2018
Dragonskolan GL,61175914,Umeå,2480,2120002627,Umeå,Kommunal,"15,9","0,5","15,4","45,4","56,2","3,2","9,3","2,0","72,0","96,1",2018
Dragonskolan HV,73316818,Umeå,2480,2120002627,Umeå,Kommunal,"8,7","0,4","8,3","95,9","100,0","4,8","11,6","0,4","274,3","100,0",2018
Dragonskolan IM,80027750,Umeå,2480,2120002627,Umeå,Kommunal,"15,6","0,4","15,2","79,4","100,0","6,6","4,1","0,8","77,5","100,0",2018
Dragonskolan IN,27859889,Umeå,2480,2120002627,Umeå,Kommunal,"5,9","0,3","5,7","19,6","37,6","3,5","9,5","0,2","270,0","99,6",2018
Dragonskolan NA,16130958,Umeå,2480,2120002627,Umeå,Kommunal,"18,7","0,6","18,1","73,0","97,7","2,8","14,1","0,6","461,8","99,6",2018
Dragonskolan RH,29161632,Umeå,2480,2120002627,Umeå,Kommunal,"6,3","0,5","5,8","80,0","100,0","29,1","1,5","0,5","18,0","100,0",2018
Dragonskolan SA,82195565,Umeå,2480,2120002627,Umeå,Kommunal,"19,5","1,0","18,5","81,9","99,5","7,2","15,2","0,3","940,0","99,8",2018
Dragonskolan TE,33596572,Umeå,2480,2120002627,Umeå,Kommunal,"20,1","0,8","19,3","40,2","93,8","2,1","13,7","0,4","660,0","97,0",2018
Dragonskolan VF,45541222,Umeå,2480,2120002627,Umeå,Kommunal,"4,3","0,3","4,1","23,2","58,9","4,9","9,0","0,1","370,0","100,0",2018
Dragonskolans Elitidrottsgymnasium,77713695,Umeå,2480,2120002627,Umeå,Kommunal,"35,6","1,0","34,6","36,1","70,5","1,5","9,6","0,5","662,0","100,0",2018
Forslundagymnasiet GY,63451147,Umeå,2480,2120002627,Umeå,Kommunal,"20,9","1,0","19,9","49,1","71,8","5,5","7,4","0,5","294,0","75,8",2018
Midgårdsskolan ESBIL,51131594,Umeå,2480,2120002627,Umeå,Kommunal,"5,7","0,2","5,5","79,6","99,1","2,7","12,0","0,3","264,0","97,3",2018
Midgårdsskolan ESDAN,89680395,Umeå,2480,2120002627,Umeå,Kommunal,"4,2","0,2","4,0","86,4","98,8","3,7","10,7","0,3","172,0","96,3",2018
Midgårdsskolan ESEST,53696633,Umeå,2480,2120002627,Umeå,Kommunal,"5,4","0,2","5,2","55,4","89,3","2,9","11,8","0,3","244,0","87,4",2018
Midgårdsskolan ESMUS,27440210,Umeå,2480,2120002627,Umeå,Kommunal,"21,1","1,0","20,1","27,9","92,8",.,"8,0","0,3","640,0","89,0",2018
Midgårdsskolan ESTEA,62758285,Umeå,2480,2120002627,Umeå,Kommunal,"3,7","0,2","3,5","85,8","100,0","4,2","11,6","0,2","273,3","74,5",2018
Midgårdsskolan IM,37471443,Umeå,2480,2120002627,Umeå,Kommunal,"35,6","0,4","35,2","51,2","85,5","2,8","6,5","2,0","115,0","86,8",2018
Midgårdsskolan NA,16218090,Umeå,2480,2120002627,Umeå,Kommunal,"6,8","0,5","6,3","77,2","91,0","4,0","13,5","0,3","340,0","100,0",2018
Midgårdsskolan RL,61197669,Umeå,2480,2120002627,Umeå,Kommunal,"3,2","0,3","2,8","62,3","100,0","16,0","4,3","0,2","80,0","100,0",2018
Midgårdsskolan SA,64667996,Umeå,2480,2120002627,Umeå,Kommunal,"10,5","0,5","10,0","70,0","100,0","2,5","12,2","0,3","488,0","100,0",2018
Midgårdsskolan VO,17812651,Umeå,2480,2120002627,Umeå,Kommunal,"6,2","0,3","5,9","81,5","100,0","4,2","10,0","0,2","295,0","91,5",2018
Minervagymnasium,23544320,Umeå,2480,5565735049,Minervaskolan i Umeå AB,Enskild,"31,6","1,0","30,6","35,5","92,3",.,"16,9","0,2","2 585,0","95,6",2018
NTI Gymnasiet Umeå,57668673,Umeå,2480,5561203679,Nordens Teknikerinstitut Aktiebolag (Nti),Enskild,"14,0","0,5","13,5","46,2","70,2","3,7","14,5","0,4","490,0","71,7",2018
Thoren Business School Umeå,69040241,Umeå,2480,5566139290,Thorengruppen AB,Enskild,"7,2","1,0","6,2","52,0","74,0","6,5","18,5","0,3","380,0","67,5",2018
Umeå Internationella Gymnasium,63993414,Umeå,2480,5566199260,Folkuniversitetet Uppdrag Norr Aktiebolag,Enskild,"10,1","1,0","9,1","56,9","82,8","3,8","7,6",.,.,"100,0",2018
"Umeå Waldorfskola, gy*",49136871,Umeå,2480,8940012076,Stiftelsen Umeå Waldorfskola R Karlsson Mfl,Enskild,"7,3","0,2","7,1","63,5",.,.,"3,8",.,.,"91,3",2018
Yrkesgymnasiet Umeå,91905819,Umeå,2480,5566139290,Thorengruppen AB,Enskild,"8,9","1,0","7,9","26,6","46,8","7,6","16,5","0,3","433,3","31,6",2018
Väsby Nya Gymnasium,20855811,Upplands Väsby,0114,2120000019,Upplands Väsby,Kommunal,"42,3",.,"42,3","54,3","83,4",.,"15,9",.,.,"97,0",2018
Väsby Yrkesgymnasium,82372485,Upplands Väsby,0114,5568089246,Energy Maintenance Sweden AB,Enskild,"0,4","0,4",.,.,.,.,.,"0,2","145,0",.,2018
Väsby Yrkesgymnasium (f.d. Peabskolan),54882637,Upplands Väsby,0114,5568089246,Energy Maintenance Sweden AB,Enskild,"10,2","0,5","9,7","10,3","46,4",.,"11,9","0,3","460,0","48,5",2018
Upplands-Brogymnasiet,53923398,Upplands-Bro,0139,2120000100,Upplands-Bro,Kommunal,"72,0","1,0","71,0","51,3","79,0",.,"14,0","4,0","248,5","86,1",2018
Ansgargymnasiet,74560191,Uppsala,0380,5565835146,Ansgarskolorna AB,Enskild,"11,5","0,6","10,9","61,6","85,8",.,"10,5",.,.,"95,0",2018
Celsiusskolan,47844862,Uppsala,0380,2120003005,Uppsala,Kommunal,"85,3","0,7","84,6","51,1","78,2","4,7","12,7","2,5","428,4","93,5",2018
CULTUS Gymnasieskola,22239675,Uppsala,0380,5566793492,Victum Utveckling AB,Enskild,"7,3","0,8","6,5","76,9","76,9","7,7","11,2","0,2","365,0","83,1",2018
Fyrisskolan,72984079,Uppsala,0380,2120003005,Uppsala,Kommunal,"36,2","0,6","35,6","52,1","83,8",.,"17,8","1,0","635,0","92,5",2018
Grillska Gymnasiet Uppsala,36480690,Uppsala,0380,8020170794,Stadsmissionens Skolstiftelse,Enskild,"25,9","1,0","24,9","44,9","75,6",.,"15,1","1,0","375,0","87,2",2018
Hagströmska gymnasiet Uppsala,24787883,Uppsala,0380,5567550461,Hagströmska Gymnasiet AB,Enskild,"7,5","1,0","6,5","72,7","63,0",.,"16,0","0,2","520,0","58,6",2018
Internationella Gymnasiet,32995170,Uppsala,0380,8176007055,Folkuniversitetet Stiftelsen Kursverksamheten Vid Uppsala Universitet,Enskild,"15,2","0,7","14,4","59,3","93,3",.,"12,5","0,2","900,0","86,3",2018
JENSEN Gymnasium Uppsala,61674097,Uppsala,0380,5566358759,Jensen Education College AB,Enskild,"21,3","0,9","20,4","63,2","87,3",.,"17,8","0,5","726,0","92,2",2018
Katedralskolan,32550660,Uppsala,0380,2120003005,Uppsala,Kommunal,"69,2","1,0","68,2","56,4","97,1","2,2","17,6","2,0","602,0","83,1",2018
Kunskapsgymnasiet Uppsala,93488613,Uppsala,0380,5565661815,Kunskapsskolan i Sverige Aktiebolag,Enskild,"15,3","1,0","14,3","64,3","72,0",.,"12,9","0,2","925,0","79,0",2018
Linnégymnasiet,45600034,Uppsala,0380,2120003005,Uppsala,Kommunal,"12,9","0,1","12,8","71,8","84,3",.,"10,5","1,0","134,0","85,1",2018
Lundellska skolan,59599256,Uppsala,0380,2120003005,Uppsala,Kommunal,"83,3","1,0","82,3","67,3","90,1","1,2","14,1","1,9","610,5","85,7",2018
Magelungens Gymnasium Uppsala,45466628,Uppsala,0380,5564891447,Magelungen Utveckling AB,Enskild,"9,9","1,0","8,9","78,4","88,7",.,"5,7","0,8","63,8","81,1",2018
NTI Gymnasiet Uppsala,52048443,Uppsala,0380,5565970471,IT Gymnasiet Sverige AB,Enskild,"28,3","1,0","27,3","32,1","66,3",.,"14,6","0,5","796,0","69,6",2018
Praktiska Uppsala,69865450,Uppsala,0380,5562575786,Praktiska Sverige AB,Enskild,"17,6","1,0","16,6","49,4","55,4","4,8","13,0","0,4","537,5","81,3",2018
Realgymnasiet Uppsala,31112935,Uppsala,0380,5565715892,Lärande i Sverige AB,Enskild,"14,6","1,0","13,6","67,9","63,1","5,9","11,6","0,1","1 570,0","68,3",2018
Rosendalsgymnasiet,26957025,Uppsala,0380,2120003005,Uppsala,Kommunal,"54,0","1,0","53,0","55,4","96,4","1,9","17,4","2,0","461,0","91,1",2018
Sprintgymnasiet,82849173,Uppsala,0380,2120003005,Uppsala,Kommunal,"26,5","1,0","25,5","77,5","96,1","3,9","10,1","1,8","143,3","94,1",2018
Thoren Business School Uppsala,90509211,Uppsala,0380,5566139290,Thorengruppen AB,Enskild,"15,3","1,0","14,3","62,9","93,4","7,0","20,0","0,6","501,8","80,4",2018
Uppsala estetiska gymnasium,43277545,Uppsala,0380,2120003005,Uppsala,Kommunal,"21,4","0,4","21,0","41,7","90,5","4,8","10,8","0,5","454,0","94,8",2018
Uppsala yrkesgymnasium Ekeby,37316242,Uppsala,0380,2120003005,Uppsala,Kommunal,"36,1","0,5","35,6","59,7","88,6","2,2","11,7","1,0","417,0","88,6",2018
Uppsala yrkesgymnasium Jälla,20173336,Uppsala,0380,2120003005,Uppsala,Kommunal,"49,9","0,5","49,4","50,5","69,3",.,"9,1","1,0","449,0","80,5",2018
Uven gymnasiet,34672151,Uppsala,0380,2120003005,Uppsala,Kommunal,"13,8","0,2","13,6","64,7","94,9",.,"10,2","2,5","55,6","72,8",2018
Yrkesgymnasiet Uppsala,49872493,Uppsala,0380,5566139290,Thorengruppen AB,Enskild,"10,6","1,0","9,6","29,2","84,4","10,4","16,5","0,3","526,7","26,0",2018
Yrkesplugget Uppsala,39147056,Uppsala,0380,5566753736,Yrkesplugget i Sverige AB,Enskild,"19,9","1,0","18,9","29,1","41,8","0,5","12,1","0,3","760,0","90,5",2018
Uppvidinge gymnasieskola,11953769,Uppvidinge,0760,2120000605,Uppvidinge,Kommunal,"13,3","0,4","12,9","53,1","42,0","7,8","9,8","0,6","196,9","67,8",2018
Fenix kunskapscentrum/gymn,50393060,Vaggeryd,0665,2120000522,Vaggeryd,Kommunal,"27,1","1,0","26,1","50,1","76,3","3,8","8,6","0,6","371,7","79,4",2018
Fenix kunskapscentrum/IM,50146546,Vaggeryd,0665,2120000522,Vaggeryd,Kommunal,"10,5","0,3","10,3","67,1","77,3","9,7","11,8","0,1","1 210,0","78,3",2018
Vallentuna gymnasium,85788659,Vallentuna,0115,2120000027,Vallentuna,Kommunal,"29,4","1,0","28,4","48,2","80,6",.,"12,4",.,.,"90,8",2018
Vansbro utbildningscenter gy.,95340745,Vansbro,2021,2220003145,Vansbro,Kommunal,"21,6","1,0","20,6","56,8","66,1",.,"9,0","1,0","185,0","63,7",2018
Academy of Music and Business Vara,54382141,Vara,1470,5590489760,Academy of Music and Business Education Vara AB,Enskild,"6,2","1,0","5,2","67,3","75,0",.,"11,2",.,.,"100,0",2018
Lagmansgymnasiet,59521477,Vara,1470,2120002924,Vara,Kommunal,"40,9","1,0","39,9","45,3","68,1","2,5","9,8",.,.,"69,8",2018
Drottning Blankas Gymnasieskola Varberg,92442684,Varberg,1383,5565668794,Drottning Blankas Gymnasieskola AB,Enskild,"17,5","1,0","16,5","65,8","80,6",.,"13,2",.,.,"90,0",2018
LBS Ljud & Bildskolan Varberg,66095163,Varberg,1383,5564851649,Ljud & Bildskolan Lbs AB,Enskild,"11,0","1,0","10,0","29,0","64,4","4,0","13,6","0,1","1 360,0","71,9",2018
Peder Skrivares skola Enhet 1,54599691,Varberg,1383,2120001249,Varberg,Kommunal,"38,4","1,0","37,4","61,0","97,9","2,7","14,3","1,0","534,0","100,0",2018
Peder Skrivares skola Enhet 2,54004368,Varberg,1383,2120001249,Varberg,Kommunal,"44,5","1,0","43,5","40,5","96,0","2,3","12,1","1,0","525,0","94,8",2018
Peder Skrivares skola Enhet 3,54467211,Varberg,1383,2120001249,Varberg,Kommunal,"37,0",.,"37,0","28,0","82,1","2,7","10,4","1,0","385,0","87,6",2018
Peder Skrivares skola Enhet 4,54361562,Varberg,1383,2120001249,Varberg,Kommunal,"7,7","1,0","6,7","85,0","100,0","15,0","21,5","0,7","204,3","75,2",2018
