skolverket_kommunnamn,skolverket_skolnamn,school_unit,huvudman,skolverket_huvudman_namn,skolverket_helttj_larare_tcv105,skolverket_helttj_larare_leg_tcv105,skolverket_and_helttj_larare_leg_tcv105,skolverket_helttj_forstelarare_tcv105,skolverket_ant_larare_tcv105,skolverket_ant_larare_pedex_tcv105,skolverket_and_larare_pedex_tcv105,skolverket_ant_behoriga_tcv105,skolverket_and_behoriga_tcv105,skolverket_ant_forstelarare_tcv105,year
Göteborg,Katrinelundsgymnasiet 4,35647481,Kommunal,Göteborg,"15,3","14,6","95,5","2,0",22,22,"100,0",21,"95,5",2,2017
Göteborg,Katrinelundsgymnasiet 5,39549479,Kommunal,Göteborg,"12,0","12,0","100,0","2,2",19,18,"94,7",19,"100,0",3,2017
Göteborg,Kitas Ekonomi,73147554,Enskild,Kitas utbildning AB,"10,7","9,6","89,7","2,2",31,29,"93,5",28,"90,3",6,2017
Göteborg,Kitas Frisörgymnasium,65752105,Enskild,Kimuo frisörutbildning AB,"0,8","0,8","100,0","1,0",4,4,"100,0",4,"100,0",1,2017
Göteborg,Kitas Gymnasium,69983740,Enskild,Kitas utbildning AB,"14,6","13,5","92,7","3,2",37,35,"94,6",34,"91,9",8,2017
Göteborg,Kitas Natur,66491596,Enskild,Kitas utbildning AB,"13,0","12,2","94,1","4,7",30,29,"96,7",28,"93,3",7,2017
Göteborg,Kunskapsgymnasiet Göteborg,12052268,Enskild,Kunskapsskolan i Sverige Aktiebolag,"20,5","15,1","73,7","4,0",23,20,"87,0",18,"78,3",4,2017
Göteborg,L M Engströms gymnasium,71597051,Enskild,Peter Isaac Béens Utbildningsstiftelse,"29,0","27,2","93,5","3,8",42,36,"85,7",38,"90,5",4,2017
Göteborg,LBS Ljud & Bildskolan Göteborg,53231578,Enskild,Ljud & Bildskolan Lbs AB,"9,8","6,0","60,7","1,5",14,10,"71,4",9,"64,3",3,2017
Göteborg,Lindholmens tekn gymnasium 1,11274830,Kommunal,Göteborg,"7,6","6,2","82,0","2,7",11,8,"72,7",8,"72,7",3,2017
Göteborg,Lindholmens tekn gymnasium 2,51321260,Kommunal,Göteborg,"8,3","6,9","82,8","2,9",13,12,"92,3",11,"84,6",3,2017
Göteborg,Lindholmens tekn gymnasium 3,96279444,Kommunal,Göteborg,"16,3","14,9","91,6","1,7",27,23,"85,2",21,"77,8",2,2017
Göteborg,"Mikael Elias Gymnasium, Göteborg",40690520,Enskild,Mikael Elias Gymnasium AB,"21,7","20,6","94,8","3,8",28,26,"92,9",26,"92,9",5,2017
Göteborg,Motorbranschens Tekniska gymn.,61880907,Kommunal,Göteborg,"5,7","5,7","100,0","2,0",7,7,"100,0",7,"100,0",2,2017
Göteborg,Munkebäcksgymnasiet,91011325,Kommunal,Göteborg,"7,7","7,7","100,0","2,3",12,11,"91,7",12,"100,0",3,2017
Göteborg,NTI Mediegymnasiet,97382366,Enskild,Nordens Teknikerinstitut Aktiebolag (Nti),"13,6","10,5","77,1","3,8",18,14,"77,8",13,"72,2",4,2017
Göteborg,NTI-Gymnasiet Göteborg,35006050,Enskild,Nordens Teknikerinstitut Aktiebolag (Nti),"14,5","11,2","77,2","3,9",18,15,"83,3",15,"83,3",5,2017
Göteborg,Peabskolan Göteborg,88886610,Enskild,Peabskolan AB,"4,0","3,6","90,0","1,0",5,5,"100,0",5,"100,0",1,2017
Göteborg,Plusgymnasiet i Göteborg,10638939,Enskild,Plusgymnasiet AB,"9,3","8,1","87,0","3,0",16,12,"75,0",11,"68,8",3,2017
Göteborg,Polhemsgymnasiet 1,21505555,Kommunal,Göteborg,"21,2","19,9","94,0",.,22,19,"86,4",21,"95,5",.,2017
Göteborg,Polhemsgymnasiet 2,34336190,Kommunal,Göteborg,"14,1","14,1","100,0",.,17,17,"100,0",17,"100,0",.,2017
Göteborg,Polhemsgymnasiet 3,21052710,Kommunal,Göteborg,"15,3","14,9","97,4","2,0",18,17,"94,4",18,"100,0",2,2017
Göteborg,Praktiska Göteborg,88556189,Enskild,Praktiska Sverige AB,"6,2","3,4","55,5","1,0",10,9,"90,0",6,"60,0",1,2017
Göteborg,Realgymnasiet Göteborg,35236491,Enskild,Lärande i Sverige AB,"7,4","6,6","89,2","2,8",9,8,"88,9",9,"100,0",3,2017
Göteborg,Rytmus Göteborg,69739484,Enskild,Rytmus AB,"7,5","5,3","70,9","2,4",11,11,"100,0",9,"81,8",3,2017
Göteborg,Schillerska gymnasiet 1,92887917,Kommunal,Göteborg,"11,1","10,5","95,0","3,8",16,14,"87,5",14,"87,5",4,2017
Göteborg,Schillerska gymnasiet 2,88834120,Kommunal,Göteborg,"13,7","12,7","92,7","1,5",17,16,"94,1",16,"94,1",2,2017
Göteborg,Schillerska gymnasiet 4,70066748,Kommunal,Göteborg,"15,9","15,7","98,6","1,0",20,20,"100,0",20,"100,0",1,2017
Göteborg,Sigrid Rudebecks gymnasium,19207279,Enskild,Aktiebolaget Sigrid Rudebecks Skola,"26,3","25,5","97,0","5,0",28,26,"92,9",27,"96,4",5,2017
Göteborg,Sjölins Gymnasium Göteborg,53640774,Enskild,Sjölins Gymnasium AB,"19,7","16,0","81,4","5,0",25,19,"76,0",21,"84,0",5,2017
Göteborg,SKF Tekniska Gymnasium,58502307,Enskild,Skf Sverige Aktiebolag,"4,6","3,8","82,4","0,7",8,6,"75,0",6,"75,0",1,2017
Göteborg,Thoren Innovation School Göteborg,97177328,Enskild,Thoren Innovation School AB,"9,0","6,8","75,9","2,0",11,8,"72,7",9,"81,8",2,2017
Göteborg,Västsvenska Gymnasiet,34831349,Enskild,Idrottens Skola i Göteborg AB,"3,9","1,5","37,7",.,6,3,"50,0",2,"33,3",.,2017
Göteborg,Yrkesgymnasiet Göteborg,63511898,Enskild,Thorengruppen AB,"7,8","4,3","54,5",.,8,5,"62,5",5,"62,5",.,2017
Hagfors,Älvstrandsgymnasiet,72127035,Kommunal,Hagfors,"19,0","12,9","68,1","3,8",33,21,"63,6",21,"63,6",4,2017
Hallstahammar,Ridsportsgymnasiet,50696507,Enskild,Ridskolan Strömsholm RS AB,"3,4","2,3","66,8","0,9",6,5,"83,3",4,"66,7",1,2017
Halmstad,Aspero Idrottsgymn. Halmstad,92507006,Enskild,Aspero Friskolor AB,"11,8","9,7","81,8","3,0",15,13,"86,7",13,"86,7",3,2017
Halmstad,Drottning Blankas Gymn. Halmstad,44653962,Enskild,Drottning Blankas Gymnasieskola AB,"8,6","5,4","62,6","2,0",13,8,"61,5",8,"61,5",2,2017
Halmstad,Kattegattgymnasiet 1,20100577,Kommunal,Halmstad,"10,6","10,3","97,2","3,0",13,13,"100,0",13,"100,0",3,2017
Halmstad,Kattegattgymnasiet 2,81993306,Kommunal,Halmstad,"14,4","14,0","96,7","1,4",19,18,"94,7",17,"89,5",2,2017
Halmstad,Kattegattgymnasiet 3,19051089,Kommunal,Halmstad,"16,1","14,8","92,1","5,9",18,18,"100,0",17,"94,4",6,2017
Halmstad,Kattegattgymnasiet 4,29097621,Kommunal,Halmstad,"12,5","10,6","85,1","2,0",14,12,"85,7",12,"85,7",2,2017
Halmstad,LBS Ljud & Bildskolan Halmstad,47264019,Enskild,Ljud & Bildskolan Lbs AB,"8,3","5,0","60,9","3,0",11,6,"54,5",6,"54,5",3,2017
Halmstad,Praktiska Halmstad,87764775,Enskild,Praktiska Sverige AB,"6,1","4,4","71,6","1,0",8,5,"62,5",5,"62,5",1,2017
Halmstad,Sannarpsgymnasiet 2,50198492,Kommunal,Halmstad,"18,1","16,7","91,9","1,5",42,39,"92,9",38,"90,5",3,2017
Halmstad,Sannarpsgymnasiet 3,48438396,Kommunal,Halmstad,"8,5","8,3","98,1","1,0",23,22,"95,7",23,"100,0",1,2017
Halmstad,Sannarpsgymnasiet 4,98052678,Kommunal,Halmstad,"17,9","17,5","97,8","2,2",32,31,"96,9",32,"100,0",4,2017
Halmstad,Sturegymnasiet 1,20099064,Kommunal,Halmstad,"19,4","16,8","86,4","3,8",26,23,"88,5",22,"84,6",4,2017
Halmstad,Sturegymnasiet 2,44341171,Kommunal,Halmstad,"4,6","4,6","100,0","1,0",7,7,"100,0",7,"100,0",1,2017
Halmstad,Sturegymnasiet 3,77130356,Kommunal,Halmstad,"0,5","0,5","100,0",.,1,1,"100,0",1,"100,0",.,2017
Halmstad,Sturegymnasiet 4,32671805,Kommunal,Halmstad,"5,8","5,5","94,3","1,3",6,6,"100,0",6,"100,0",1,2017
Haninge,Berga naturbruksgymnasium,38448056,Landsting,Stockholms Läns Landsting,"6,1","4,6","75,2","1,8",11,11,"100,0",9,"81,8",2,2017
Haninge,Fredrika Bremergymnasiet,16313848,Kommunal,Haninge,"66,7","59,7","89,5","19,3",97,87,"89,7",86,"88,7",21,2017
Haninge,Riksäpplet,79606767,Kommunal,Haninge,"9,5","7,7","80,9","4,7",18,16,"88,9",16,"88,9",5,2017
Haparanda,Tornedalsskolan,11294673,Kommunal,Haparanda,"10,9","10,2","93,6","2,6",15,14,"93,3",14,"93,3",3,2017
Hedemora,Martin Koch-gymnasiet,86327236,Kommunal,Hedemora,"13,9","9,2","66,5","2,5",27,20,"74,1",18,"66,7",3,2017
Helsingborg,Campeon Frigymnasium,41745951,Enskild,Campeon Frigymnasium AB,"6,7","6,2","92,9","3,0",11,10,"90,9",10,"90,9",3,2017
Helsingborg,Cultura Gymnasium,83137205,Enskild,Cultura Utbildning AB,"9,7","6,5","66,9","2,0",12,9,"75,0",10,"83,3",2,2017
Helsingborg,Design & Construction College Helsingborg,28398531,Enskild,Hermods Design & Construction College AB,"8,0","5,5","69,3","4,0",11,6,"54,5",8,"72,7",4,2017
Helsingborg,Drottning Blankas Gymn. Helsingborg,66335258,Enskild,Drottning Blankas Gymnasieskola AB,"9,2","5,7","61,8","2,0",12,8,"66,7",8,"66,7",2,2017
Helsingborg,Filbornaskolan,54172830,Kommunal,Helsingborg,"26,1","18,0","68,8","6,1",39,28,"71,8",25,"64,1",7,2017
Helsingborg,G.O. Kompetens Transportgymnasium,86310217,Enskild,G.O. Kompetens Transportgymnasium AB,"2,7","1,5","56,8",.,5,2,"40,0",2,"40,0",.,2017
Helsingborg,Helsingborgs Lärlingsgymnasium,77352223,Kommunal,Helsingborg,"3,4","2,5","73,5","0,3",5,4,"80,0",3,"60,0",1,2017
Helsingborg,Helsingborgs Ridgymnasium,83085136,Enskild,Humeq Education AB,"8,0","5,3","65,6","0,8",10,8,"80,0",6,"60,0",1,2017
Helsingborg,Helsingborgs Sportgymnasium,75458014,Enskild,"Krisping, Stefan","4,1","3,2","78,2",.,8,6,"75,0",6,"75,0",.,2017
Helsingborg,Impius gymnasium,65136104,Enskild,Impius Utvecklings AB,"14,6","12,0","81,8",.,18,14,"77,8",13,"72,2",.,2017
Helsingborg,International school of Hbg/Gy,61826221,Kommunal,Helsingborg,"16,0","3,1","19,1","0,6",28,11,"39,3",4,"14,3",1,2017
Helsingborg,IT-Gymnasiet Helsingborg,79033948,Enskild,IT Gymnasiet Sverige AB,"13,9","10,8","77,6","2,9",15,13,"86,7",12,"80,0",3,2017
Helsingborg,JENSEN Gymnasium Helsingborg,56330385,Enskild,Jensen Education College AB,"10,0","7,3","73,0",.,12,9,"75,0",8,"66,7",.,2017
Helsingborg,Johannes Hedberggymnasiet,20228162,Enskild,Folkuniversitetet Stiftelsen Kurs- Verksamheten Vid Lunds Universitet,"23,0","18,2","79,1","2,8",26,24,"92,3",22,"84,6",3,2017
Helsingborg,LBS Ljud & Bildskolan Helsingborg,68240485,Enskild,Ljud & Bildskolan Lbs AB,"10,2","8,2","80,2","5,0",11,10,"90,9",10,"90,9",5,2017
Helsingborg,Mega Musik gymnasium,95046058,Enskild,Mega Musik Gymnasieskola AB,"11,8","6,8","57,7","1,0",15,9,"60,0",9,"60,0",1,2017
Helsingborg,Nicolaiskolan,44392995,Kommunal,Helsingborg,"17,1","14,8","86,6","3,7",22,19,"86,4",19,"86,4",5,2017
Helsingborg,Olympiaskolan,53462953,Kommunal,Helsingborg,"34,0","31,8","93,5","5,8",46,44,"95,7",43,"93,5",7,2017
Helsingborg,Praktiska Helsingborg,69241230,Enskild,Praktiska Sverige AB,"5,6","4,9","86,8","1,0",7,6,"85,7",7,"100,0",1,2017
Helsingborg,"ProCivitas Privata Gymnasium, Helsingborg",60730660,Enskild,ProCivitas Privata Gymnasium AB,"18,1","15,8","87,1",.,23,20,"87,0",21,"91,3",.,2017
Helsingborg,Realgymnasiet Helsingborg,85544331,Enskild,Lärande i Sverige AB,"4,2","4,2","100,0","1,0",6,6,"100,0",6,"100,0",1,2017
Helsingborg,Rönnowska skolan,80327946,Kommunal,Helsingborg,"22,3","16,4","73,3","8,2",25,21,"84,0",20,"80,0",10,2017
Helsingborg,Thoren Business School Helsingborg,82592568,Enskild,Thorengruppen AB,"17,4","11,9","68,3","3,0",19,13,"68,4",13,"68,4",3,2017
Helsingborg,Tycho Braheskolan,78875918,Kommunal,Helsingborg,"29,0","22,9","78,9","4,0",43,39,"90,7",33,"76,7",4,2017
Helsingborg,Victum Gymnasium,78023197,Enskild,Victum Gymnasium Aktiebolag,"7,0","5,4","77,1","2,0",8,7,"87,5",7,"87,5",2,2017
Herrljunga,Kunskapskällan,86385479,Kommunal,Herrljunga,"13,6","9,9","72,7",.,19,15,"78,9",13,"68,4",.,2017
Hjo,Individuella programmet,53494028,Kommunal,Hjo,"4,6","2,4","51,4",.,11,9,"81,8",8,"72,7",.,2017
Hofors,"Björkhagsskolan, gymnasium",40991561,Kommunal,Hofors,"0,3","0,3","100,0","0,1",3,2,"66,7",3,"100,0",1,2017
Huddinge,Huddingegymnasiet,49862313,Kommunal,Huddinge,"28,6","23,7","82,9","2,0",37,31,"83,8",32,"86,5",2,2017
Huddinge,IT-Gymnasiet Södertörn,99838438,Enskild,IT Gymnasiet Sverige AB,"10,7","7,9","73,8","2,1",16,12,"75,0",11,"68,8",3,2017
Huddinge,Sjödalsgymnasiet,42859669,Kommunal,Huddinge,"48,7","44,2","90,9","5,8",57,51,"89,5",51,"89,5",6,2017
Huddinge,Sågbäcksgymnasiet,70923626,Kommunal,Huddinge,"19,4","15,6","80,2","7,0",22,18,"81,8",19,"86,4",7,2017
Huddinge,Yrkesgymnasiet Huddinge,92905347,Enskild,Thorengruppen AB,"4,3","2,9","68,5",.,5,3,"60,0",4,"80,0",.,2017
Huddinge,Östra gymnasiet,99592025,Kommunal,Huddinge,"39,8","33,7","84,8","3,5",52,45,"86,5",45,"86,5",4,2017
Hudiksvall,Bromangymnasiet 1,34247736,Kommunal,Hudiksvall,"18,4","18,4","100,0","3,9",25,25,"100,0",25,"100,0",7,2017
Hudiksvall,Bromangymnasiet 2,47550455,Kommunal,Hudiksvall,"21,9","19,4","88,8","2,5",29,25,"86,2",24,"82,8",4,2017
Hudiksvall,Bromangymnasiet 3,30329172,Kommunal,Hudiksvall,"5,1","3,9","76,6",.,9,5,"55,6",6,"66,7",.,2017
Hudiksvall,Bromangymnasiet 4,82423815,Kommunal,Hudiksvall,"1,0","1,0","100,0",.,1,1,"100,0",1,"100,0",.,2017
Hudiksvall,Hudikgymnasiet,76877530,Enskild,Hudiksvalls Gymnasieskola AB,"6,6","4,8","73,2",.,10,7,"70,0",7,"70,0",.,2017
Hultsfred,Hultsfreds gymnasium 1,47046103,Kommunal,Hultsfred,"10,4","7,9","76,0","1,5",27,21,"77,8",20,"74,1",3,2017
Hultsfred,Hultsfreds gymnasium 2,56664512,Kommunal,Hultsfred,"0,5","0,5","100,0",.,1,1,"100,0",1,"100,0",.,2017
Hultsfred,Hultsfreds gymnasium 3,38167912,Kommunal,Hultsfred,"6,1","4,5","73,6","2,0",25,20,"80,0",17,"68,0",3,2017
Hylte,Labora Gymnasium,43826783,Enskild,Laboraskolan AB,"0,8","0,6","71,6",.,4,3,"75,0",3,"75,0",.,2017
Håbo,Fridegårdsgymnasiet,58125096,Kommunal,Håbo,"20,7","17,1","82,5","4,0",33,27,"81,8",28,"84,8",5,2017
Håbo,Fridegårdsgymnasiet- AST-programmen,82914148,Kommunal,Håbo,"9,7","8,4","86,2","1,6",15,12,"80,0",12,"80,0",2,2017
Hällefors,Pihlskolan gymnasium,20620556,Kommunal,Hällefors,"10,3","6,8","65,9","1,7",17,13,"76,5",11,"64,7",2,2017
Hälsinglands Utbildningsförbund,Staffangymnasiet RO6,45593337,Kommunal,Hälsinglands Utbildningsförbund,"22,0","16,8","76,5","2,5",36,32,"88,9",29,"80,6",3,2017
Hälsinglands Utbildningsförbund,Staffangymnasiet RO7,90312942,Kommunal,Hälsinglands Utbildningsförbund,"8,1","5,7","70,4","1,3",28,25,"89,3",22,"78,6",2,2017
Hälsinglands Utbildningsförbund,Torsbergsgymnasiet RO3,42218661,Kommunal,Hälsinglands Utbildningsförbund,"17,8","11,0","61,7","1,5",30,23,"76,7",19,"63,3",3,2017
Hälsinglands Utbildningsförbund,Torsbergsgymnasiet RO4,73171934,Kommunal,Hälsinglands Utbildningsförbund,"25,3","5,7","22,5","0,4",40,26,"65,0",15,"37,5",2,2017
Hälsinglands Utbildningsförbund,Torsbergsgymnasiet RO5,83474173,Kommunal,Hälsinglands Utbildningsförbund,"3,9","2,8","70,8","1,4",16,12,"75,0",9,"56,3",3,2017
Härjedalen,Fjällbyns gymnasieskola,77839100,Enskild,Fjällbyns Gymnasieskola i Funäsdalen AB,"2,3","0,3","14,5",.,10,5,"50,0",3,"30,0",.,2017
Härjedalen,Härjedalens gymnasium,17173461,Kommunal,Härjedalen,"17,2","6,7","39,1",.,23,17,"73,9",10,"43,5",.,2017
Härnösand,Härnösands gymnasium 1,55535552,Kommunal,Härnösand,"4,8","4,5","93,7",.,13,11,"84,6",12,"92,3",.,2017
Härnösand,Härnösands gymnasium 3,30468157,Kommunal,Härnösand,"24,6","17,7","72,0","4,6",35,26,"74,3",24,"68,6",5,2017
Härnösand,Härnösands gymnasium2,19560192,Kommunal,Härnösand,"9,1","5,8","63,3","1,0",23,17,"73,9",15,"65,2",1,2017
Härryda,Hulebäcksgymnasiet 1,98053087,Kommunal,Härryda,"6,5","6,3","97,2","2,0",9,9,"100,0",8,"88,9",2,2017
Härryda,Hulebäcksgymnasiet 2,92533079,Kommunal,Härryda,"15,6","14,7","94,1","1,9",26,24,"92,3",22,"84,6",2,2017
Härryda,Hulebäcksgymnasiet 3,61528940,Kommunal,Härryda,"20,2","19,0","94,3","4,2",23,22,"95,7",22,"95,7",5,2017
Härryda,Hulebäcksgymnasiet 4,23681822,Kommunal,Härryda,"13,5","13,4","98,8","2,5",20,20,"100,0",20,"100,0",3,2017
Härryda,Hulebäcksgymnasiet 5,66861851,Kommunal,Härryda,"21,4","20,2","94,4","4,1",27,27,"100,0",27,"100,0",5,2017
Härryda,Hulebäcksgymnasiet 6,72206824,Kommunal,Härryda,"8,3","7,5","90,1",.,11,10,"90,9",10,"90,9",.,2017
Hässleholm,Hässleholms Tekniska Skola,92858957,Kommunal,Hässleholm,"55,6","49,5","89,0","7,5",70,63,"90,0",64,"91,4",8,2017
Hässleholm,Jacobsskolan,46660042,Kommunal,Hässleholm,"21,7","15,8","73,0","5,5",27,26,"96,3",20,"74,1",6,2017
Höganäs,Kullagymnasiet,86296935,Kommunal,Höganäs,"27,4","22,9","83,3","5,6",35,30,"85,7",29,"82,9",6,2017
Högsby,Högsby utbildningscenter,67783774,Kommunal,Högsby,"7,4","3,1","41,7","1,7",14,9,"64,3",7,"50,0",2,2017
Hörby,Hörby Yrkesgymnasium,38917647,Enskild,Hörby Yrkesgymnasium AB,"2,0","0,0","0,0","1,0",4,1,"25,0",0,"0,0",1,2017
Höör,Karolinaskolan,21363125,Enskild,"Föreningen Fogdaröd omsorg, vård & utbildning utan personligt ansvar","2,3","1,4","62,6",.,3,3,"100,0",3,"100,0",.,2017
Jämtlands Gymnasieförbund,"Jämtlands Gymn, Bispgården",17184072,Kommunal,Jämtlands Gymnasieförbund,"2,2","0,5","23,3",.,5,4,"80,0",2,"40,0",.,2017
Jämtlands Gymnasieförbund,"Jämtlands Gymn, Bräcke 4A",26864271,Kommunal,Jämtlands Gymnasieförbund,"3,5","2,2","64,0","1,2",6,5,"83,3",5,"83,3",2,2017
Jämtlands Gymnasieförbund,"Jämtlands Gymn, Bräcke 4B",64411379,Kommunal,Jämtlands Gymnasieförbund,"5,7","1,5","26,6","0,7",8,6,"75,0",3,"37,5",1,2017
Jämtlands Gymnasieförbund,"Jämtlands Gymn, Fyrvalla 3A",32239920,Kommunal,Jämtlands Gymnasieförbund,"4,4","4,0","90,9","3,0",5,4,"80,0",5,"100,0",3,2017
Jämtlands Gymnasieförbund,"Jämtlands Gymn, Fyrvalla 3B",98781765,Kommunal,Jämtlands Gymnasieförbund,"5,7","4,7","82,3",.,7,7,"100,0",6,"85,7",.,2017
Jämtlands Gymnasieförbund,"Jämtlands Gymn, Torsta",64725297,Kommunal,Jämtlands Gymnasieförbund,"2,4","1,8","75,8","0,9",5,5,"100,0",5,"100,0",1,2017
Jämtlands Gymnasieförbund,"Jämtlands Gymn, Wargentin 1A",38880984,Kommunal,Jämtlands Gymnasieförbund,"24,9","24,0","96,6","4,0",29,28,"96,6",28,"96,6",4,2017
Jämtlands Gymnasieförbund,"Jämtlands Gymn, Wargentin 1B",28872974,Kommunal,Jämtlands Gymnasieförbund,"10,8","9,9","91,5","2,0",15,13,"86,7",14,"93,3",2,2017
Jämtlands Gymnasieförbund,"Jämtlands Gymn, Wargentin 1C",87112995,Kommunal,Jämtlands Gymnasieförbund,"4,0","3,6","90,7","2,0",5,5,"100,0",5,"100,0",2,2017
Jämtlands Gymnasieförbund,"Jämtlands Gymn, Wargentin 1D",36869352,Kommunal,Jämtlands Gymnasieförbund,"2,7","0,2","8,4",.,6,5,"83,3",2,"33,3",.,2017
Jämtlands Gymnasieförbund,"Jämtlands Gymn, Wargentin 1E",69812576,Kommunal,Jämtlands Gymnasieförbund,"0,5","0,4","77,4",.,3,3,"100,0",2,"66,7",.,2017
Jämtlands Gymnasieförbund,"Jämtlands Gymn, Wargentin 2A",18686599,Kommunal,Jämtlands Gymnasieförbund,"19,9","7,8","39,3","3,8",22,10,"45,5",10,"45,5",4,2017
Jämtlands Gymnasieförbund,"Jämtlands Gymn, Wargentin 2B",93779220,Kommunal,Jämtlands Gymnasieförbund,"20,0","18,5","92,5","4,8",27,26,"96,3",25,"92,6",5,2017
Jämtlands Gymnasieförbund,"Jämtlands Gymn, Wargentin 2C",77797484,Kommunal,Jämtlands Gymnasieförbund,"12,7","11,4","89,4","2,0",17,15,"88,2",16,"94,1",2,2017
Jämtlands Gymnasieförbund,"Jämtlands Gymn, Wargentin 2D",53279140,Kommunal,Jämtlands Gymnasieförbund,"6,5","5,7","87,6",.,7,6,"85,7",6,"85,7",.,2017
Jämtlands Gymnasieförbund,"Jämtlands Gymn, Wången",43362941,Kommunal,Jämtlands Gymnasieförbund,"3,2","1,4","43,1","0,2",5,5,"100,0",3,"60,0",1,2017
Jämtlands Gymnasieförbund,"Jämtlands Gymn, Åre",15149235,Kommunal,Jämtlands Gymnasieförbund,"27,1","11,2","41,6","2,0",34,19,"55,9",18,"52,9",2,2017
Järfälla,Didaktus Jakobsberg,85214294,Enskild,Didaktus Skolor AB,"15,0","11,5","76,8","2,0",20,15,"75,0",14,"70,0",2,2017
Järfälla,Järfälla gymnasium,82084961,Kommunal,Järfälla,"43,4","39,8","91,8","15,6",59,56,"94,9",55,"93,2",16,2017
Jönköping,Bäckadalsgymn RO 1,46162400,Kommunal,Jönköping,"10,9","9,8","89,9","2,9",14,13,"92,9",12,"85,7",3,2017
Jönköping,Bäckadalsgymn RO 2,39565412,Kommunal,Jönköping,"1,0","0,2","20,0",.,2,2,"100,0",1,"50,0",.,2017
Jönköping,Bäckadalsgymn RO 3,98369689,Kommunal,Jönköping,"7,2","5,5","76,3","3,2",8,7,"87,5",7,"87,5",4,2017
Jönköping,Bäckadalsgymn RO 4,56529916,Kommunal,Jönköping,"7,2","5,8","79,9","2,9",8,7,"87,5",7,"87,5",3,2017
Jönköping,Bäckadalsgymn RO 5,40810950,Kommunal,Jönköping,"2,7","2,0","73,6",.,6,6,"100,0",5,"83,3",.,2017
Jönköping,Erik Dahlbergsgymnasiet Ro 1,67279263,Kommunal,Jönköping,"15,3","14,3","93,5","3,1",20,19,"95,0",19,"95,0",4,2017
Jönköping,Erik Dahlbergsgymnasiet RO 2,40037982,Kommunal,Jönköping,"5,0","4,3","87,3","2,2",12,11,"91,7",10,"83,3",3,2017
Jönköping,Erik Dahlbergsgymnasiet RO 3,51210136,Kommunal,Jönköping,"25,5","23,6","92,7","6,2",31,29,"93,5",29,"93,5",7,2017
Jönköping,Erik Dahlbergsgymnasiet RO 4,73829818,Kommunal,Jönköping,"18,5","15,4","83,4","2,2",28,28,"100,0",25,"89,3",3,2017
Jönköping,Grennaskolan GY,54395430,Kommunal,Jönköping,"4,3","3,7","85,9",.,8,8,"100,0",7,"87,5",.,2017
Jönköping,JENSEN Gymnasium Jönköping,18881773,Enskild,Jensen Education College AB,"3,0","1,5","49,2",.,8,4,"50,0",3,"37,5",.,2017
Jönköping,Kungsgymnasiet,50908408,Enskild,Jönköpings Kristna Skolförening,"4,8","3,4","70,5","0,7",13,10,"76,9",8,"61,5",1,2017
Jönköping,LBS Ljud & Bildskolan Jönköping,18594470,Enskild,Ljud & Bildskolan Lbs AB,"10,4","8,7","83,2","2,0",14,12,"85,7",12,"85,7",2,2017
Jönköping,Magelungens Gymnasium Jönköping,69271071,Enskild,Magelungen Utveckling AB,"6,9","4,4","64,3","0,8",10,9,"90,0",7,"70,0",1,2017
Jönköping,Per Brahegymnasiet RO 1,78295411,Kommunal,Jönköping,"16,1","14,5","90,2","2,8",25,23,"92,0",23,"92,0",3,2017
Jönköping,Per Brahegymnasiet RO 2,80686587,Kommunal,Jönköping,"14,2","13,7","96,3","1,9",18,18,"100,0",18,"100,0",2,2017
Jönköping,Per Brahegymnasiet RO 3,72232853,Kommunal,Jönköping,"17,1","15,6","91,4","5,0",24,22,"91,7",22,"91,7",5,2017
Jönköping,Plusgymnasiet i Jönköping,12279302,Enskild,Plusgymnasiet AB,"9,8","7,7","78,6","2,5",14,10,"71,4",10,"71,4",3,2017
Jönköping,Praktiska Jönköping,17849518,Enskild,Praktiska Sverige AB,"3,1","1,1","35,9",.,6,4,"66,7",3,"50,0",.,2017
Jönköping,Sandagymnasiet RO 1 Ny fr lå 17/18,64205087,Kommunal,Jönköping,"21,0","16,0","76,2","3,7",75,50,"66,7",40,"53,3",7,2017
Jönköping,Sandagymnasiet RO 2 Ny fr lå 17/18,50500028,Kommunal,Jönköping,"15,3","11,5","75,3","3,2",72,47,"65,3",35,"48,6",6,2017
Jönköping,Sandagymnasiet RO 4 Ny fr lå 17/18,94570025,Kommunal,Jönköping,"4,6","3,0","64,1","0,1",58,35,"60,3",25,"43,1",2,2017
Jönköping,Sandagymnasiet RO 5,91984508,Kommunal,Jönköping,"13,5","9,3","69,1","1,0",69,45,"65,2",35,"50,7",5,2017
Jönköping,Tenhults naturbruksgymnasium,78659008,Landsting,Jönköpings Läns Landsting,"7,2","5,9","81,7","1,0",9,9,"100,0",8,"88,9",1,2017
Jönköping,Vettergymnasiet Jönköping,12448823,Enskild,Wetterbygdens Gymnasium AB,"3,4","1,7","48,5",.,5,3,"60,0",3,"60,0",.,2017
Kalix,Furuhedsskolan 1,40667807,Kommunal,Kalix,"12,3","10,9","88,9","1,8",33,30,"90,9",29,"87,9",2,2017
Kalix,Furuhedsskolan 2,18091973,Kommunal,Kalix,"15,6","13,9","88,7","2,5",38,32,"84,2",33,"86,8",3,2017
