skolverket_kommunnamn,skolverket_skolnamn,huvudman,skolverket_huvudman_namn,school_unit,skolverket_antal_fli_tcv140,skolverket_andel_fli_tcv140,skolverket_and_uppn_alla_amnen_fli_tcv140,skolverket_and_behorig_fli_tcv140,skolverket_gmv_fli_tcv140,skolverket_antal_poj_tcv140,skolverket_andel_poj_tcv140,skolverket_and_uppn_alla_amnen_poj_tcv140,skolverket_and_behorig_poj_tcv140,skolverket_gmv_poj_tcv140,year
Helsingborg,Västra Alléskolan,Enskild,Pysslingen Förskolor och Skolor AB,57590681,..,..,..,..,..,..,..,..,..,..,2014
Helsingborg,Sally Bauerskolans Högstadium,Enskild,Sally Bauer Skolans Högstadium,53515359,26,"61,9","100,0","100,0","241,9",16,"38,1","87,5","100,0","221,9",2014
Helsingborg,Pauliskolan,Enskild,Stiftelsen Pauliskolan,50194424,..,..,..,..,..,..,..,..,..,..,2014
Helsingborg,Vittra Adolfsberg,Enskild,Vittraskolorna AB,71069736,..,..,..,..,..,..,..,..,~100,"207,7",2014
Helsingborg,Vittra Landborgen,Enskild,Vittraskolorna AB,90080902,35,"62,5","62,9","85,7","231,1",21,"37,5","76,2",~100,"208,0",2014
Herrljunga,Altorpskolan,Kommunal,Herrljunga,24142437,51,"56,7","84,3",~100,"221,1",39,"43,3","66,7","82,1","197,4",2014
Hjo,Guldkroksskolan 7-9,Kommunal,Hjo,81342093,47,"54,0","89,4",~100,"235,7",40,"46,0","80,0","87,5","184,7",2014
Hofors,Petreskolan,Kommunal,Hofors,25716177,46,"46,9","80,4","84,8","214,4",52,"53,1","57,7","67,3","176,0",2014
Huddinge,Annerstaskolan,Kommunal,Huddinge,79012683,40,"42,1","67,5","75,0","205,0",55,"57,9","85,5","90,9","222,3",2014
Huddinge,Balingsnässkolan,Kommunal,Huddinge,13654969,29,"60,4","89,7",~100,"231,4",19,"39,6","94,7","100,0","223,6",2014
Huddinge,Edboskolan,Kommunal,Huddinge,98477278,43,"50,0","88,4",~100,"246,3",43,"50,0","97,7",~100,"221,5",2014
Huddinge,Kungsklippeskolan,Kommunal,Huddinge,89510449,19,"44,2","63,2","73,7","215,4",24,"55,8","91,7",~100,"228,4",2014
Huddinge,Kvarnbergsskolan,Kommunal,Huddinge,54516737,92,"47,9","87,0","92,4","231,1",100,"52,1","87,0","89,0","212,0",2014
Huddinge,Källbrinksskolan,Kommunal,Huddinge,41213404,73,"60,3","97,3",~100,"233,5",48,"39,7","95,8","100,0","224,3",2014
Huddinge,Rosenhillskolan,Kommunal,Huddinge,16654786,..,..,.,.,..,..,..,.,.,..,2014
Huddinge,Segeltorpsskolan,Kommunal,Huddinge,15483394,35,"43,2","97,1","100,0","251,6",46,"56,8","80,4","89,1","195,9",2014
Huddinge,Tomtbergaskolan,Kommunal,Huddinge,28313791,19,"45,2","63,2","73,7","232,8",23,"54,8","69,6",~100,"185,7",2014
Huddinge,Trångsundsskolan,Kommunal,Huddinge,42601396,40,"57,1","80,0",~100,"222,6",30,"42,9","80,0",~100,"199,3",2014
Huddinge,Vistaskolan,Kommunal,Huddinge,50783450,25,"54,3","92,0",~100,"236,9",21,"45,7","95,2","100,0","241,3",2014
Huddinge,Vårbyskolan,Kommunal,Huddinge,64949601,13,"44,8",..,..,"214,8",16,"55,2",..,"62,5","155,8",2014
Huddinge,Östra grundskolan,Kommunal,Huddinge,39229061,58,"54,7","79,3","81,0","227,7",48,"45,3","70,8","79,2","204,2",2014
Huddinge,Södertörns friskola,Enskild,Södertörns Friskola Ek. För.,22019000,53,"50,0","83,0",~100,"239,5",53,"50,0","88,7",~100,"238,0",2014
Hudiksvall,Glada Hudikskolan,Enskild,Hudik Friskoleutbildning AB,63507156,22,"51,2","50,0",~100,"217,6",21,"48,8","71,4",~100,"185,6",2014
Hudiksvall,Ede skola,Kommunal,Hudiksvall,83627088,25,"51,0","76,0",~100,"230,0",24,"49,0","79,2",~100,"205,9",2014
Hudiksvall,Iggesunds skola,Kommunal,Hudiksvall,80631297,24,"52,2","70,8",~100,"217,0",22,"47,8","68,2",~100,"200,5",2014
Hudiksvall,Läroverket,Kommunal,Hudiksvall,23786565,77,"53,1","75,3","87,0","219,4",68,"46,9","63,2","76,5","188,1",2014
Hudiksvall,Östra skolan,Kommunal,Hudiksvall,50190330,61,"53,0","73,8","80,3","200,8",54,"47,0","70,4","85,2","184,2",2014
Hultsfred,Albäcksskolan 1,Kommunal,Hultsfred,77239653,58,"56,3","82,8","86,2","221,6",45,"43,7","84,4","86,7","209,6",2014
Hultsfred,Prolympia Virserum,Enskild,Nya Centralskolan i Virserum AB,12289594,..,..,..,..,"203,3",..,..,..,..,..,2014
Hylte,Örnaskolan 2,Kommunal,Hylte,74001260,36,"45,6","77,8",~100,"247,0",43,"54,4","74,4",~100,"197,6",2014
Hylte,Örnaskolan 3,Kommunal,Hylte,80477825,..,..,..,..,..,..,..,"92,3","100,0","208,7",2014
Hylte,Labora Grundskola,Enskild,Laboraskolan AB,48694604,..,..,..,..,..,..,..,..,..,..,2014
Håbo,Futurum,Kommunal,Håbo,64305292,38,"50,0","76,3",~100,"223,6",38,"50,0","81,6",~100,"202,3",2014
Håbo,Gransäterskolan,Kommunal,Håbo,90826660,25,"51,0","64,0",~100,"191,4",24,"49,0","45,8",~100,"168,9",2014
Håbo,Resursskolan,Kommunal,Håbo,44553894,..,..,.,..,..,..,..,.,..,..,2014
Håbo,Västerängsskolan,Kommunal,Håbo,29299366,27,"50,0","74,1",~100,"229,3",27,"50,0","70,4",~100,"209,9",2014
Håbo,Läraskolan,Enskild,Läraskolan i Bålsta AB,28306495,..,..,..,"100,0","240,0",..,..,..,..,..,2014
Håbo,Potentia Education,Enskild,Potentia Education AB,15081255,..,..,..,..,..,..,..,"93,3","100,0","232,3",2014
Hällefors,Klockarhagsskolan,Kommunal,Hällefors,38657898,34,"44,7","73,5","85,3","204,6",42,"55,3","52,4","73,8","182,1",2014
Härjedalen,Funäsdalens skola,Kommunal,Härjedalen,72295998,..,..,..,..,..,..,..,"90,9",~100,"211,4",2014
Härjedalen,Sonfjällsskolan,Kommunal,Härjedalen,85325551,15,"55,6","86,7",~100,"237,3",12,"44,4",..,~100,"207,7",2014
Härjedalen,Södra Skolan,Kommunal,Härjedalen,79022806,16,"34,0","62,5",~100,"195,2",31,"66,0","61,3","67,7","191,6",2014
Härjedalen,Ytterhogdals Centralskola,Kommunal,Härjedalen,92387607,..,..,..,..,..,..,..,..,..,..,2014
Härnösand,Gerestaskolan åk 4-9,Kommunal,Härnösand,71734314,24,"61,5","83,3",~100,"206,1",15,"38,5","93,3","100,0","224,2",2014
Härnösand,Kiörningskolan,Kommunal,Härnösand,13510547,25,"42,4","88,0",~100,"210,2",34,"57,6","64,7","67,6","172,8",2014
Härnösand,Landgrenskolan,Kommunal,Härnösand,19405413,33,"42,3","78,8","81,8","206,3",45,"57,7","77,8","88,9","195,3",2014
Härnösand,Murbergsskolan,Kommunal,Härnösand,93068004,35,"50,0","80,0","85,7","217,8",35,"50,0","77,1",~100,"212,4",2014
Härnösand,Kastellskolan,Enskild,Kastellskolan,69454219,..,..,..,..,..,..,..,..,..,..,2014
Härryda,Pixbo Montessoriskola,Enskild,AB Pixbo Montessoriskola,54688919,..,..,..,..,..,..,..,..,..,..,2014
Härryda,"Fridaskolan, Härryda",Enskild,Fridaskolorna AB,27274628,35,"50,0","100,0","100,0","278,1",35,"50,0","94,3",~100,"243,2",2014
Härryda,Båtsmansskolan,Kommunal,Härryda,37772170,25,"41,7","96,0",~100,"249,6",35,"58,3","91,4","100,0","236,9",2014
Härryda,Djupedalskolan,Kommunal,Härryda,91978548,14,"35,9",..,~100,"201,3",25,"64,1","88,0",~100,"220,3",2014
Härryda,Ekdalaskolan,Kommunal,Härryda,17730768,26,"44,1","92,3",~100,"247,5",33,"55,9","81,8",~100,"219,6",2014
Härryda,Landvetterskolan 1,Kommunal,Härryda,98934110,45,"58,4","88,9","100,0","239,9",32,"41,6","87,5",~100,"208,8",2014
Härryda,Rävlandaskolan,Kommunal,Härryda,34127854,24,"49,0","62,5","75,0","187,4",25,"51,0","76,0",~100,"216,4",2014
Härryda,Önnerödsskolan,Kommunal,Härryda,28698437,28,"43,8","89,3","100,0","239,4",36,"56,3","94,4","100,0","226,3",2014
Hässleholm,Bjärnums skola 4-9,Kommunal,Hässleholm,83878055,18,"39,1","66,7",~100,"214,4",28,"60,9","85,7",~100,"196,5",2014
Hässleholm,Furutorpskolan 7-9,Kommunal,Hässleholm,78602001,34,"47,2","82,4",~100,"212,1",38,"52,8","57,9","78,9","179,7",2014
Hässleholm,Hästveda skola 4-9,Kommunal,Hässleholm,50909158,20,"60,6","90,0",~100,"230,1",13,"39,4","84,6",~100,"225,2",2014
Hässleholm,Linné 7-9,Kommunal,Hässleholm,84432632,18,"36,0","72,2","72,2","192,5",32,"64,0","75,0","78,1","186,9",2014
Hässleholm,Läredaskolan 7-9,Kommunal,Hässleholm,29689372,39,"52,7","92,3",~100,"236,0",35,"47,3","71,4","71,4","186,3",2014
Hässleholm,Silviaskolan 1-9,Kommunal,Hässleholm,65408331,..,..,..,..,..,..,..,..,..,..,2014
Hässleholm,T4 skolan Grundsärskola,Kommunal,Hässleholm,31764864,..,..,.,.,.,..,..,.,.,..,2014
Hässleholm,T4-skolan F-9,Kommunal,Hässleholm,76278008,24,"54,5","70,8","75,0","186,8",20,"45,5","80,0",~100,"213,3",2014
Hässleholm,T4-skolan Montessori 1-9,Kommunal,Hässleholm,28804882,..,..,..,"100,0","229,3",..,..,..,..,..,2014
Hässleholm,Tyringe skola 7-9,Kommunal,Hässleholm,98064311,41,"51,9","82,9",~100,"218,6",38,"48,1","81,6",~100,"198,5",2014
Hässleholm,Vannarödsskolan 6-9,Kommunal,Hässleholm,93845278,37,"71,2","81,1",~100,"209,5",15,"28,8",..,"66,7","186,0",2014
Hässleholm,Västerskolan 7-9,Kommunal,Hässleholm,91571086,27,"45,0","63,0","70,4","203,5",33,"55,0","48,5","81,8","182,9",2014
Höganäs,Brunnbyskolan,Enskild,Brunnby Skola M-I HB,95113658,..,..,..,..,..,..,..,..,..,..,2014
Höganäs,Bruksskolan,Kommunal,Höganäs,95635160,13,"41,9","100,0","100,0","244,2",18,"58,1","77,8",~100,"191,1",2014
Höganäs,Jonstorpsskolan,Kommunal,Höganäs,27665244,18,"40,9","83,3",~100,"210,7",26,"59,1","92,3","100,0","205,9",2014
Höganäs,Lerbergsskolan,Kommunal,Höganäs,26702041,21,"50,0","95,2",~100,"256,2",21,"50,0","81,0","100,0","225,5",2014
Höganäs,Nyhamnsskolan,Kommunal,Höganäs,28226699,17,"42,5","100,0","100,0","271,0",23,"57,5","87,0",~100,"215,4",2014
Höganäs,Tornlyckeskolan,Kommunal,Höganäs,75919914,23,"62,2","60,9","73,9","206,8",14,"37,8",..,~100,"182,9",2014
Höganäs,Vikenskolan,Kommunal,Höganäs,99439224,22,"51,2","100,0","100,0","262,5",21,"48,8","81,0","100,0","204,0",2014
Höganäs,Montessoriskolan Tellus,Enskild,Montessoriskolan i Höganäs AB,69182531,..,..,..,..,..,..,..,..,..,..,2014
Höganäs,"PeterSvenskolan, Höganäs",Enskild,Pysslingen Förskolor och Skolor AB,40689020,..,..,..,..,..,..,..,..,~100,"190,7",2014
Högsby,Fröviskolan,Kommunal,Högsby,26879428,42,"60,0","78,6","83,3","221,3",28,"40,0","75,0","82,1","188,6",2014
Hörby,Frostaskolan 7-9,Kommunal,Hörby,38299211,32,"41,0","75,0","84,4","224,9",46,"59,0","67,4",~100,"191,5",2014
Hörby,Georgshillsskolan 4-9,Kommunal,Hörby,90834434,35,"45,5","68,6",~100,"216,6",42,"54,5","61,9","69,0","161,0",2014
Hörby,Ludvigsborgs friskola,Enskild,"Ludvigsborgs Fristående Skola, Ek. För.",52665905,..,..,..,..,..,..,..,..,..,..,2014
Hörby,Pilevallens skola,Enskild,Pilevallens Vård och Behandling AB,93569920,..,..,..,..,..,..,..,..,..,..,2014
Höör,Emiliaskolan Höörs waldorfsk.,Enskild,Föreningen Emiliaskolan,63846783,..,..,..,..,..,..,..,..,..,..,2014
Höör,Ringsjöskolan,Kommunal,Höör,82942801,40,"46,5","75,0","87,5","221,0",46,"53,5","60,9","80,4","184,7",2014
Höör,Sätoftaskolan,Kommunal,Höör,35670754,28,"49,1","82,1",~100,"225,4",29,"50,9","65,5","82,8","191,0",2014
Höör,Segrande Liv Grundskola,Enskild,Segrande Liv  Grundskola,95024923,..,..,..,..,..,..,..,..,..,..,2014
Jokkmokk,Östra skolan,Kommunal,Jokkmokk,86851817,24,"60,0","70,8",~100,"220,5",16,"40,0","87,5",~100,"217,8",2014
Jokkmokk,Vuollerims Friskola,Enskild,Vuollerims Friskola AB,33468088,..,..,..,..,..,..,..,..,..,"209,3",2014
Järfälla,Engelska Skolan i Järfälla,Enskild,Internationella Engelska Skolan i Sverige AB,79093755,62,"51,7","93,5",~100,"251,9",58,"48,3","94,8",~100,"241,6",2014
Järfälla,Björkebyskolan,Kommunal,Järfälla,40847752,31,"38,3","74,2",~100,"226,2",50,"61,7","78,0","88,0","202,3",2014
Järfälla,Fjällenskolan,Kommunal,Järfälla,15080815,52,"47,3","69,2","86,5","219,4",58,"52,7","70,7",~100,"210,2",2014
Järfälla,Källtorpskolan,Kommunal,Järfälla,17287315,59,"55,7","83,1","88,1","221,5",47,"44,3","68,1","89,4","195,3",2014
Järfälla,Tallbohovskolan,Kommunal,Järfälla,97777849,41,"59,4","56,1","68,3","205,9",28,"40,6",..,"53,6","144,4",2014
Järfälla,Viksjöskolan,Kommunal,Järfälla,98925408,92,"51,1","79,3","88,0","232,9",88,"48,9","77,3","92,0","205,1",2014
Järfälla,Vittra Jakobsberg,Enskild,Vittraskolorna AB,66634449,20,"46,5","85,0","100,0","256,1",23,"53,5","82,6",~100,"218,4",2014
Jönköping,Grennaskolan GR,Enskild,Grennaskolan Riksinternat AB,66533280,..,..,"88,9","100,0","258,6",..,..,..,..,..,2014
Jönköping,Engelska Skolan i Jönköping,Enskild,Internationella Engelska Skolan i Sverige AB,86499334,64,"54,7","81,3",~100,"246,8",53,"45,3","81,1",~100,"228,2",2014
Jönköping,Magnus Ladulås skola grund,Enskild,J-Son Pedagogikcentrum AB,17890412,..,..,.,..,..,..,..,.,.,..,2014
Jönköping,Alfred Dalinskolan,Kommunal,Jönköping,85416841,89,"53,6","64,0","76,4","199,4",77,"46,4","61,0","76,6","182,0",2014
Jönköping,Attarpsskolan 6-9,Kommunal,Jönköping,40546319,51,"48,1","96,1","100,0","237,7",55,"51,9","92,7",~100,"222,7",2014
Jönköping,Flahultsskolan,Kommunal,Jönköping,28849109,63,"48,1","84,1","88,9","229,8",68,"51,9","76,5","88,2","193,4",2014
Jönköping,Herrgårdsskolan,Kommunal,Jönköping,92212933,..,..,.,..,..,..,..,..,..,..,2014
Jönköping,Junedalsskolan,Kommunal,Jönköping,20696736,127,"49,2","88,2","93,7","239,6",131,"50,8","84,7","91,6","211,8",2014
Jönköping,Ljungarumsskolan,Kommunal,Jönköping,40224836,67,"51,9","76,1","83,6","219,5",62,"48,1","66,1","79,0","186,0",2014
Jönköping,Ribbaskolan,Kommunal,Jönköping,83919671,48,"62,3","87,5","89,6","238,9",29,"37,7","72,4",~100,"199,0",2014
Jönköping,Rosenlundsskolan 7-9,Kommunal,Jönköping,96558008,61,"44,2","55,7","63,9","183,5",77,"55,8","49,4","67,5","169,1",2014
Jönköping,Sanda idrottshögstadium,Kommunal,Jönköping,98088982,35,"46,7","91,4",~100,"237,9",40,"53,3","85,0",~100,"229,9",2014
Jönköping,Stadsgårdsskolan,Kommunal,Jönköping,12759583,40,"47,1","70,0",~100,"207,8",45,"52,9","62,2","84,4","196,4",2014
Jönköping,Strandskolan,Enskild,Jönköpings Kristna Skolförening,23250615,..,..,..,..,..,..,..,..,..,..,2014
Jönköping,Kunskapsskolan Jönköping,Enskild,Kunskapsskolan i Sverige AB,86562542,..,..,"62,5",~100,"219,1",..,..,..,..,..,2014
Jönköping,Bergaskolan,Enskild,Magelungen Utveckling AB,79427132,..,..,.,..,..,..,..,.,.,..,2014
Jönköping,"Prolympia, Jönköping",Enskild,Prolympia AB,95673344,32,"45,7","87,5",~100,"247,2",38,"54,3","78,9",~100,"200,5",2014
Kalix,Manhemsskolan,Kommunal,Kalix,10617819,74,"44,8","83,8","87,8","228,2",91,"55,2","79,1","90,1","194,9",2014
Kalix,Norrskenets Friskola i Kalix,Enskild,Pysslingen Förskolor och Skolor AB,20525218,..,..,..,..,..,..,..,..,..,..,2014
Kalmar,Barkestorpsskolan,Kommunal,Kalmar,58215076,27,"48,2","81,5","81,5","227,2",29,"51,8","58,6","69,0","178,9",2014
Kalmar,Falkenbergsskolan,Kommunal,Kalmar,99856371,31,"43,7","87,1",~100,"224,4",40,"56,3","87,5","100,0","217,1",2014
Kalmar,Kalmarsundsskolan,Kommunal,Kalmar,24092221,35,"47,3","65,7","74,3","186,4",39,"52,7","74,4","82,1","200,4",2014
Kalmar,Lindsdalsskolorna,Kommunal,Kalmar,51848797,49,"48,0","87,8",~100,"211,8",53,"52,0","88,7",~100,"211,7",2014
Kalmar,Södermöreskolan,Kommunal,Kalmar,79012102,37,"54,4","89,2",~100,"207,8",31,"45,6","80,6",~100,"196,9",2014
Kalmar,Vasa skolområde,Kommunal,Kalmar,51627420,14,"40,0","100,0","100,0","208,2",21,"60,0","81,0","100,0","205,4",2014
Kalmar,Östra Funkaboskolan,Kommunal,Kalmar,12852899,48,"48,5","81,3","87,5","220,5",51,"51,5","70,6","88,2","195,7",2014
Kalmar,Solhagaskolan,Enskild,Solängsskolan i Hammenhög AB,87544967,..,..,.,..,..,..,..,.,.,.,2014
Kalmar,Kalmar waldorfskola,Enskild,Stiftelsen Kalmar Waldorfskola,16517618,..,..,..,..,..,..,..,..,~100,"208,5",2014
Kalmar,Södra skolan,Enskild,Södra Skolan i Kalmar AB,13936858,33,"47,8","97,0",~100,"252,5",36,"52,2","94,4",~100,"225,1",2014
Karlsborg,Carl Johanskolan,Kommunal,Karlsborg,34231336,31,"50,8","90,3",~100,"217,3",30,"49,2","93,3",~100,"209,1",2014
Karlshamn,Waldorfskolan i Karlshamn,Enskild,Daggkåpan Ek. För. i Karlshamn,22909101,..,..,..,..,..,..,..,..,..,..,2014
Karlshamn,Karl-Oskarskolan i Karlshamn,Enskild,Karl-Oskar Utbildning AB,16249641,11,"40,7",..,..,"201,1",16,"59,3","81,3",~100,"222,3",2014
Karlshamn,Norrevångskolan,Kommunal,Karlshamn,89878714,26,"46,4","65,4","80,8","220,3",30,"53,6","70,0",~100,"202,3",2014
Karlshamn,Stenbackaskolan,Kommunal,Karlshamn,16767324,54,"56,3","85,2",~100,"224,0",42,"43,8","73,8",~100,"204,5",2014
Karlshamn,Österslättsskolan A,Kommunal,Karlshamn,72744832,28,"42,4","50,0","75,0","206,0",38,"57,6","71,1",~100,"203,2",2014
Karlshamn,Österslättsskolan B,Kommunal,Karlshamn,56399024,37,"50,0","75,7",~100,"227,3",37,"50,0","67,6","75,7","174,0",2014
Karlskoga,Bregårdsskolan åk 7-9,Kommunal,Karlskoga,71762216,64,"56,1","78,1","81,3","214,8",50,"43,9","74,0","88,0","184,2",2014
Karlskoga,Skranta skola,Kommunal,Karlskoga,65654358,72,"55,0","79,2","86,1","222,9",59,"45,0","55,9","67,8","171,0",2014
Karlskoga,Österledskolan,Kommunal,Karlskoga,34767418,45,"52,3","75,6",~100,"217,6",41,"47,7","48,8","73,2","177,6",2014
Karlskrona,Galären Dator o Teknik,Enskild,AcadeMedia fria grundskolor AB,64959079,..,..,..,..,..,..,..,"66,7","100,0","212,8",2014
Karlskrona,"Galären, grundskola",Enskild,AcadeMedia fria grundskolor AB,10662754,..,..,"88,5",~100,"235,7",..,..,..,..,..,2014
Karlskrona,Galären Hälsa och Idrott,Enskild,AcadeMedia fria grundskolor AB,66984600,20,"48,8","80,0",~100,"235,4",21,"51,2","81,0","100,0","207,0",2014
Karlskrona,Piggelinen,Enskild,Friskolan PANEA AB,99469094,10,"38,5","100,0","100,0","248,5",16,"61,5","81,3",~100,"191,3",2014
Karlskrona,Friskolan Svettpärlan,Enskild,Friskolan Svettpärlan AB,93964634,14,"56,0","100,0","100,0","220,7",11,"44,0","100,0","100,0","210,0",2014
Karlskrona,Jändelskolan 7-9,Kommunal,Karlskrona,20104552,42,"56,8","83,3","88,1","218,9",32,"43,2","78,1","84,4","198,3",2014
Karlskrona,Nättrabyskolan 7-9,Kommunal,Karlskrona,26209081,27,"54,0","81,5",~100,"230,8",23,"46,0","87,0",~100,"213,7",2014
Karlskrona,Rosenholmskolan Sport College 7-9,Kommunal,Karlskrona,89523926,21,"42,9","100,0","100,0","245,1",28,"57,1","100,0","100,0","227,9",2014
Karlskrona,Rödebyskolan 7-9,Kommunal,Karlskrona,32421136,44,"50,6","77,3","88,6","207,0",43,"49,4","67,4","76,7","185,1",2014
Karlskrona,Sunnadalskolan 7-9,Kommunal,Karlskrona,68263602,20,"51,3",..,"50,0","166,0",19,"48,7",..,"52,6","142,9",2014
Karlskrona,Vedebyskolan 7-9,Kommunal,Karlskrona,55709634,38,"52,8","65,8","76,3","185,5",34,"47,2","70,6","79,4","199,4",2014
Karlskrona,Wämöskolan 7-9,Kommunal,Karlskrona,63323984,42,"48,3","81,0","85,7","231,3",45,"51,7","88,9",~100,"220,1",2014
Karlskrona,Karlskrona Montessorifriskola,Enskild,Karlskrona Montessorifriskola AB,67509465,..,..,"100,0","100,0","262,3",..,..,..,..,..,2014
Karlskrona,Musikugglan,Enskild,Tant Grön AB,93919365,13,"48,1","92,3",~100,"255,6",14,"51,9","78,6","100,0","210,5",2014
Karlstad,Engelska Skolan i Karlstad,Enskild,Internationella Engelska Skolan i Sverige AB,93730568,89,"63,6","95,5",~100,"252,6",51,"36,4","98,0","100,0","235,8",2014
Karlstad,Frödingskolan 7-9,Kommunal,Karlstad,29058107,27,"45,8","59,3","70,4","179,1",32,"54,2","56,3","65,6","170,2",2014
Karlstad,Hultsbergsskolan 6-9,Kommunal,Karlstad,99406709,27,"46,6","85,2",~100,"233,3",31,"53,4","87,1",~100,"215,9",2014
Karlstad,Ilandaskolan,Kommunal,Karlstad,27418903,61,"49,6","88,5",~100,"223,6",62,"50,4","93,5",~100,"209,3",2014
Karlstad,Mariebergsskolan,Kommunal,Karlstad,81424988,34,"38,2","70,6","85,3","201,8",55,"61,8","56,4","76,4","170,4",2014
Karlstad,Norrstrandsskolan Terra Ignis,Kommunal,Karlstad,83999935,43,"45,7","81,4",~100,"225,4",51,"54,3","94,1","100,0","209,7",2014
Karlstad,Norrstrandsskolan Ventus Aqua,Kommunal,Karlstad,57635312,50,"66,7","86,0",~100,"232,1",25,"33,3","88,0",~100,"207,2",2014
Karlstad,Nyeds skola 4-9,Kommunal,Karlstad,32255602,23,"65,7","78,3",~100,"229,9",12,"34,3",..,..,"160,8",2014
Karlstad,Rudsskolan Atl/Dan,Kommunal,Karlstad,85833115,24,"42,9","91,7",~100,"239,1",32,"57,1","93,8",~100,"225,7",2014
Karlstad,Rudsskolan Oceania,Kommunal,Karlstad,91487596,43,"48,3","79,1","83,7","208,8",46,"51,7","80,4","87,0","206,2",2014
Karlstad,Vålbergsskolan 4-9,Kommunal,Karlstad,80659104,24,"48,0","91,7",~100,"223,4",26,"52,0","69,2","80,8","187,6",2014
Katrineholm,Floda friskola,Enskild,Flodabygdens Friskoleförening,42354333,16,"51,6","75,0",~100,"208,6",15,"48,4",..,..,"164,2",2014
Katrineholm,Nyhemsskolan 7-9,Kommunal,Katrineholm,19216121,26,"42,6","50,0","61,5","182,1",35,"57,4","48,6","60,0","178,4",2014
Katrineholm,Södra skolan,Kommunal,Katrineholm,43723580,68,"48,2","76,5","88,2","217,3",73,"51,8","49,3","76,7","175,1",2014
Katrineholm,Tallåsskolan,Kommunal,Katrineholm,14164796,53,"47,3","83,0","86,8","228,6",59,"52,7","55,9","71,2","172,0",2014
Katrineholm,Kunskapsskolan Katrineholm,Enskild,Kunskapsskolan i Sverige AB,16603772,..,..,"88,2",~100,"219,3",..,..,..,..,..,2014
Kil,Sannerudsskolan 7-9,Kommunal,Kil,17665080,71,"50,7","62,0","84,5","201,6",69,"49,3","68,1","82,6","198,7",2014
Kinda,Värgårdsskolan,Kommunal,Kinda,75296593,42,"45,7","85,7",~100,"211,8",50,"54,3","88,0",~100,"198,9",2014
Kiruna,Abisko skolan,Kommunal,Kiruna,76026322,..,..,.,.,.,..,..,.,.,..,2014
Kiruna,Högalidskolan 7-9,Kommunal,Kiruna,80693905,54,"55,7","79,6","87,0","222,8",43,"44,3","74,4","76,7","196,7",2014
Kiruna,Karesuando skola,Kommunal,Kiruna,79467784,..,..,..,..,..,..,..,"83,3",~100,"207,9",2014
Kiruna,Raketskolan 6-9,Kommunal,Kiruna,43351950,39,"48,8","82,1",~100,"229,6",41,"51,3","82,9","85,4","203,1",2014
Kiruna,Språkcentrum,Kommunal,Kiruna,77403120,..,..,.,.,..,..,..,.,.,..,2014
Kiruna,Svappavaara skola,Kommunal,Kiruna,21462543,..,..,..,..,..,..,..,.,.,..,2014
Kiruna,Triangelskolan,Kommunal,Kiruna,14938538,..,..,"85,7",~100,"251,0",..,..,..,..,..,2014
Kiruna,Vittangi skola,Kommunal,Kiruna,76314428,..,..,..,..,..,..,..,..,..,..,2014
Kiruna,Friluftsskolan Vargen,Enskild,Vargen i Kiruna AB,73281949,12,"54,5","100,0","100,0","260,6",10,"45,5","100,0","100,0","242,5",2014
Klippan,Ljungbyhedsskolan 1,Kommunal,Klippan,75091646,29,"55,8","86,2",~100,"220,4",23,"44,2","73,9",~100,"189,8",2014
Klippan,Snyggatorpsskolan 2,Kommunal,Klippan,71644999,47,"45,6","66,0","76,6","212,9",56,"54,4","78,6","85,7","198,1",2014
Klippan,"PeterSvenskolan, Klippan",Enskild,Pysslingen Förskolor och Skolor AB,39391255,..,..,..,..,..,..,..,..,..,..,2014
Knivsta,Alsike skola,Kommunal,Knivsta,49742321,14,"51,9","92,9","100,0","232,3",13,"48,1","100,0","100,0","225,0",2014
Knivsta,Thunmanskolan,Kommunal,Knivsta,92364234,50,"53,8","98,0",~100,"244,2",43,"46,2","67,4","76,7","191,1",2014
Knivsta,Margarethaskolan,Enskild,Knivsta Friskola Ek. För.,51867275,..,..,..,..,..,..,..,..,..,"251,8",2014
Kramfors,Gudmundråskolan,Kommunal,Kramfors,11159060,50,"53,2","74,0","82,0","211,6",44,"46,8","72,7","79,5","196,1",2014
Kramfors,Högakustenskolan,Kommunal,Kramfors,75515918,27,"55,1","88,9",~100,"251,6",22,"44,9","86,4",~100,"215,9",2014
Kramfors,Ytterlännässkolan,Kommunal,Kramfors,30403490,28,"51,9","89,3",~100,"232,9",26,"48,1","50,0","73,1","173,9",2014
Kristianstad,Antonskolan,Enskild,Antonskolan Blekedamm AB,14555807,10,"47,6",..,..,"212,5",11,"52,4","100,0","100,0","210,0",2014
Kristianstad,Antonskolan Österäng,Enskild,Antonskolan Österäng AB,57538739,..,..,..,..,..,..,..,..,..,..,2014
Kristianstad,Axonaskolan i Tollarp,Enskild,Axona Dendron AB,81452013,..,..,..,..,..,..,..,..,..,..,2014
Kristianstad,Degebergaskolan,Kommunal,Kristianstad,54930405,24,"51,1","100,0","100,0","240,4",23,"48,9","87,0",~100,"208,3",2014
Kristianstad,Fjälkinge skola MH,Kommunal,Kristianstad,13867770,18,"45,0","88,9",~100,"236,5",22,"55,0","77,3",~100,"201,3",2014
Kristianstad,Fröknegårdskolan H1,Kommunal,Kristianstad,80871896,37,"50,0","59,5","73,0","193,1",37,"50,0","51,4","70,3","188,3",2014
