skolverket_kommunnamn,skolverket_skolnamn,huvudman,skolverket_huvudman_namn,school_unit,skolverket_antal_fli_tcv140,skolverket_andel_fli_tcv140,skolverket_and_uppn_alla_amnen_fli_tcv140,skolverket_and_behorig_fli_tcv140,skolverket_gmv_fli_tcv140,skolverket_antal_poj_tcv140,skolverket_andel_poj_tcv140,skolverket_and_uppn_alla_amnen_poj_tcv140,skolverket_and_behorig_poj_tcv140,skolverket_gmv_poj_tcv140,year
Färgelanda,Valboskolan 7-9,Kommunal,Färgelanda,17089857,36,"51,4","69,4","77,8","195,8",34,"48,6","67,6","79,4","193,9",2014
Gagnef,Djuråsskolan F-9,Kommunal,Gagnef,36819574,14,"22,2","92,9","100,0","248,2",49,"77,8","85,7","89,8","210,8",2014
Gagnef,Mockfjärdsskolan,Kommunal,Gagnef,95610127,25,"49,0","96,0","100,0","238,4",26,"51,0","88,5",~100,"190,2",2014
Gislaved,Lundåkerskolan,Kommunal,Gislaved,47236914,62,"47,3","66,1","75,8","191,8",69,"52,7","58,0","65,2","173,8",2014
Gislaved,Nordinskolan,Kommunal,Gislaved,40991541,44,"51,2","84,1",~100,"225,2",42,"48,8","59,5","85,7","179,4",2014
Gislaved,Åsenskolan,Kommunal,Gislaved,70954223,35,"51,5","74,3","80,0","213,0",33,"48,5","72,7","81,8","187,4",2014
Gislaved,Ölmestadskolan,Kommunal,Gislaved,85013151,19,"44,2","68,4",~100,"223,9",24,"55,8","75,0",~100,"209,6",2014
Gislaved,Montessorifriskolan i Gislaved,Enskild,Montessorifriskolan i Gislaved Ek. För.,93436580,..,..,..,..,..,..,..,..,..,..,2014
Gnesta,Frejaskolan 6-9,Kommunal,Gnesta,71986467,40,"47,6","87,5",~100,"225,9",44,"52,4","81,8","88,6","198,1",2014
Gnesta,Gnesta Waldorfskola,Enskild,Gnesta Waldorfskoleförening,35159342,..,..,..,..,..,..,..,.,.,.,2014
Gnosjö,Bäckaskolan 7-9,Kommunal,Gnosjö,43172419,45,"52,3","71,1","75,6","206,9",41,"47,7","65,9","80,5","183,5",2014
Gnosjö,Hillerstorpsskolan 7-9,Kommunal,Gnosjö,33877675,25,"62,5","88,0",~100,"222,3",15,"37,5","80,0",~100,"181,8",2014
Gotland,Fårösundsskolan,Kommunal,Gotland,68188627,..,..,..,..,..,..,..,..,..,..,2014
Gotland,Högby skola,Kommunal,Gotland,94163432,34,"44,2","79,4","82,4","231,0",43,"55,8","69,8","79,1","186,1",2014
Gotland,Klinteskolan,Kommunal,Gotland,24429776,11,"37,9",..,~100,"225,5",18,"62,1","83,3",~100,"227,5",2014
Gotland,Romaskolan,Kommunal,Gotland,60700608,15,"39,5","80,0",~100,"229,8",23,"60,5","56,5","69,6","185,0",2014
Gotland,Solbergaskolan,Kommunal,Gotland,96609581,71,"51,4","81,7","87,3","228,9",67,"48,6","80,6","92,5","213,9",2014
Gotland,Solklintsskolan,Kommunal,Gotland,10979668,..,..,..,..,..,..,..,..,~100,"212,3",2014
Gotland,Södervärnsskolans 7-9,Kommunal,Gotland,80013231,41,"40,6","78,0",~100,"220,1",60,"59,4","88,3","90,0","209,0",2014
Gotland,"Guteskolan, grundskola",Enskild,Guteskolan AB,42518434,10,"40,0",..,..,"174,5",15,"60,0","73,3",~100,"197,8",2014
Gotland,Atheneskolan,Enskild,Pysslingen Förskolor och Skolor AB,52229866,26,"57,8","92,3","100,0","255,2",19,"42,2","78,9",~100,"235,4",2014
Grums,Jättestenskolan,Kommunal,Grums,16891307,31,"41,3","80,6",~100,"206,1",44,"58,7","75,0","77,3","200,5",2014
Grästorp,Centralskolan 4-9 Norr,Kommunal,Grästorp,24376988,19,"47,5","78,9",~100,"203,3",21,"52,5","76,2",~100,"196,5",2014
Grästorp,Centralskolan Söder 4-9,Kommunal,Grästorp,31381375,10,"43,5","100,0","100,0","262,3",13,"56,5",..,~100,"187,1",2014
Gullspång,Gullstensskolan åk 7-9,Kommunal,Gullspång,89624871,28,"45,2","75,0","78,6","203,2",34,"54,8","55,9","61,8","177,2",2014
Gällivare,Hakkas Centralskola,Kommunal,Gällivare,73575145,..,..,..,..,..,..,..,..,..,..,2014
Gällivare,Hedskolan LMH,Kommunal,Gällivare,13185131,31,"67,4","96,8",~100,"228,5",15,"32,6","80,0",~100,"206,3",2014
Gällivare,Myranskolan LMH,Kommunal,Gällivare,82657877,..,..,..,..,..,..,..,..,..,"191,0",2014
Gällivare,Sjöparksskolan LMH,Kommunal,Gällivare,24426745,16,"47,1","81,3",~100,"215,0",18,"52,9","83,3",~100,"205,3",2014
Gällivare,Tallbackaskolan MH,Kommunal,Gällivare,68699648,14,"46,7","92,9",~100,"261,7",16,"53,3","87,5",~100,"218,1",2014
Gällivare,Malmens friskola,Enskild,Malmens Friskola AB,37140962,..,..,..,..,..,..,..,..,~100,"216,4",2014
Gävle,Friskolan Lyftet,Enskild,Friskolan Lyftet AB,11476454,..,..,..,..,..,..,..,..,..,"159,1",2014
Gävle,Trädgårdsskolan GKS,Enskild,Föreningen för Gefle Kristna Skola,87088456,..,..,..,..,..,..,..,..,..,..,2014
Gävle,Bergby Centralskola 1-9,Kommunal,Gävle,55373417,24,"60,0","66,7","79,2","210,6",16,"40,0",..,~100,"173,6",2014
Gävle,Lillhagsskolan,Kommunal,Gävle,51387807,46,"53,5","84,8",~100,"210,5",40,"46,5","60,0","87,5","177,8",2014
Gävle,Milboskolan,Kommunal,Gävle,93378411,30,"51,7","83,3",~100,"231,5",28,"48,3","71,4","78,6","181,0",2014
Gävle,Sofiedalskolan,Kommunal,Gävle,80177526,42,"38,9","81,0",~100,"227,8",66,"61,1","75,8","86,4","186,6",2014
Gävle,Solängsskolan,Kommunal,Gävle,58984764,79,"54,9","93,7",~100,"248,3",65,"45,1","80,0","89,2","201,7",2014
Gävle,Stenebergsskolan,Kommunal,Gävle,17248313,25,"45,5","52,0","80,0","173,3",30,"54,5","46,7","73,3","162,7",2014
Gävle,Stigslunds skola,Kommunal,Gävle,91652716,38,"62,3","100,0","100,0","237,1",23,"37,7","87,0",~100,"218,0",2014
Gävle,Stora Sätraskolan,Kommunal,Gävle,49779956,28,"36,8","39,3","57,1","166,7",48,"63,2","56,3","79,2","190,1",2014
Gävle,Sörbyskolan,Kommunal,Gävle,23223141,37,"44,0","48,6","54,1","163,8",47,"56,0","53,2","72,3","166,6",2014
Gävle,Engelska Skolan i Gävle,Enskild,Internationella Engelska Skolan i Sverige AB,53952728,108,"54,5","83,3",~100,"249,9",90,"45,5","75,6",~100,"230,2",2014
Gävle,MBC skolan Gävle,Enskild,Magelungen Utveckling AB,64745639,..,..,.,.,..,..,..,.,..,..,2014
Gävle,"Prolympia, Gävle",Enskild,ULNO AB,57578095,31,"31,0","87,1",~100,"228,6",69,"69,0","89,9",~100,"202,2",2014
Göteborg,Assaredsskolan,Enskild,Assareds Skolkooperativ Ek. För.,25852980,..,..,"73,7",~100,"237,4",..,..,..,..,..,2014
Göteborg,Freinetskolan Bild & Form,Enskild,Bildoch Form i Gbg AB     556666-6102,31872640,..,..,"93,8","100,0","248,3",..,..,..,..,..,2014
Göteborg,Böskolans friskola,Enskild,Böskolans Friskola Ek.För.,83071620,18,"40,9","100,0","100,0","256,1",26,"59,1","96,2",~100,"237,9",2014
Göteborg,Centrina Kviberg,Enskild,Centrina Utbildning AB,17517182,26,"72,2","73,1",~100,"218,7",10,"27,8",..,..,"146,5",2014
Göteborg,Centrina Lindholmen,Enskild,Centrina Utbildning AB,79866556,35,"50,7","91,4","100,0","251,7",34,"49,3","88,2",~100,"237,6",2014
Göteborg,Ebba Petterssons Grundskola,Enskild,Ebba Petterssons Privatskolas Stiftelse,88247874,45,"45,9","100,0","100,0","260,9",53,"54,1","98,1",~100,"230,7",2014
Göteborg,Römosseskolan,Enskild,Föreningen Islamiska Skolan i Göteborg,72408586,16,"57,1","68,8",~100,"248,4",12,"42,9",..,"100,0","225,8",2014
Göteborg,Sverigefinska skolan i Gbg,Enskild,Föreningen Sverigefinska Skolan i Göteborg Ek. För.,56289245,..,..,..,..,..,..,..,..,..,..,2014
Göteborg,Prolympia Göteborg,Enskild,Gothenburg Association AB,54367867,.,.,.,.,.,20,"100,0","80,0",~100,"197,0",2014
Göteborg,Änglagårdskolan,Enskild,Gothenburg Association AB,87427999,18,"41,9","77,8",~100,"242,5",25,"58,1","72,0",~100,"206,0",2014
Göteborg,Bergsjöskolan 7-9,Kommunal,Göteborg,35416997,35,"46,1","48,6","62,9","172,1",41,"53,9",..,"46,3","149,2",2014
Göteborg,Bergums skola 4-9,Kommunal,Göteborg,98771543,23,"40,4","78,3",~100,"233,9",34,"59,6","61,8",~100,"203,0",2014
Göteborg,Brunnsboskolan 6-9,Kommunal,Göteborg,47880725,43,"59,7","69,8","81,4","226,8",29,"40,3","65,5","72,4","186,1",2014
Göteborg,Bräckeskolan,Kommunal,Göteborg,85329103,16,"34,0",..,~100,"193,7",31,"66,0","38,7","77,4","194,5",2014
Göteborg,Ekåsa skola och internat,Kommunal,Göteborg,93540606,..,..,..,..,..,..,..,..,..,..,2014
Göteborg,Fiskebäcksskolan 6-9,Kommunal,Göteborg,99641533,25,"45,5","92,0","100,0","245,8",30,"54,5","83,3",~100,"217,8",2014
Göteborg,Fjällskolan,Kommunal,Göteborg,53332364,35,"45,5","60,0","85,7","217,6",42,"54,5","69,0","88,1","201,0",2014
Göteborg,Flatåsskolan 3,Kommunal,Göteborg,98780126,..,..,..,..,..,..,..,..,..,..,2014
Göteborg,Frölundaskolan 7-9,Kommunal,Göteborg,97820269,24,"31,6","50,0","58,3","155,0",52,"68,4","63,5","76,9","184,4",2014
Göteborg,Gamlestadsskolan H,Kommunal,Göteborg,90710178,42,"58,3","71,4","88,1","219,8",30,"41,7","60,0","83,3","194,9",2014
Göteborg,Gathenhielmsskolan,Kommunal,Göteborg,22061272,..,..,..,..,..,..,..,..,..,..,2014
Göteborg,Glöstorpsskolan 7-9,Kommunal,Göteborg,85656343,38,"52,8","81,6",~100,"218,2",34,"47,2","52,9","67,6","164,0",2014
Göteborg,Guldhedsskolan 7-9,Kommunal,Göteborg,98423378,34,"45,3","47,1","70,6","189,1",41,"54,7","82,9",~100,"222,0",2014
Göteborg,Gårdstensskolan 4-9,Kommunal,Göteborg,55886598,25,"45,5","48,0","68,0","205,0",30,"54,5","43,3","53,3","164,7",2014
Göteborg,Herrgårdsskolan,Kommunal,Göteborg,54775782,15,"53,6","80,0",~100,"222,2",13,"46,4","92,3",~100,"198,3",2014
Göteborg,Hjällboskolan 6-9,Kommunal,Göteborg,63925456,41,"41,0","31,7","51,2","185,1",59,"59,0","18,6","40,7","146,2",2014
Göteborg,Hovåsskolan 7-9,Kommunal,Göteborg,32603156,54,"48,2","85,2","90,7","238,4",58,"51,8","75,9",~100,"214,3",2014
Göteborg,Johannebergsskolan 3-9,Kommunal,Göteborg,69180213,..,..,..,..,..,..,..,..,..,..,2014
Göteborg,Jättestensskolan 4-9,Kommunal,Göteborg,89438692,21,"46,7","61,9","71,4","202,8",24,"53,3","70,8",~100,"220,1",2014
Göteborg,Kannebäcksskolan döva och hörsel,Kommunal,Göteborg,61201931,..,..,.,.,..,..,..,..,..,..,2014
Göteborg,Klarebergsskolan 7-9,Kommunal,Göteborg,20429308,37,"44,0","81,1",~100,"223,1",47,"56,0","74,5",~100,"200,6",2014
Göteborg,Kärralundsskolan 7-9,Kommunal,Göteborg,77176658,36,"49,3","88,9",~100,"257,7",37,"50,7","89,2","100,0","245,9",2014
Göteborg,Kärraskolan 4-9,Kommunal,Göteborg,85930744,32,"54,2","84,4",~100,"241,6",27,"45,8","63,0",~100,"202,6",2014
Göteborg,Lindåsskolan 4-9,Kommunal,Göteborg,61845870,35,"53,0","91,4",~100,"245,4",31,"47,0","96,8","100,0","244,0",2014
Göteborg,Lövgärdesskolan 4-9,Kommunal,Göteborg,31928894,33,"50,0","36,4","63,6","157,7",33,"50,0","42,4","66,7","168,4",2014
Göteborg,Nordhemsskolan,Kommunal,Göteborg,19560147,63,"54,8","81,0","90,5","237,1",52,"45,2","69,2","88,5","200,0",2014
Göteborg,Nordlyckeskolan,Kommunal,Göteborg,93002896,59,"43,4","98,3","100,0","262,5",77,"56,6","93,5",~100,"229,4",2014
Göteborg,Nya Lundenskolan,Kommunal,Göteborg,77193656,35,"45,5","60,0","74,3","216,0",42,"54,5","83,3",~100,"224,0",2014
Göteborg,Nya Påvelundsskolan 1,Kommunal,Göteborg,33511119,39,"43,8","89,7",~100,"241,2",50,"56,2","98,0",~100,"243,1",2014
Göteborg,Nya Påvelundsskolan 2,Kommunal,Göteborg,43441529,48,"53,3","95,8",~100,"249,8",42,"46,7","92,9",~100,"221,7",2014
Göteborg,Nygårdsskolan 4-9,Kommunal,Göteborg,65651613,31,"45,6","96,8",~100,"258,6",37,"54,4","94,6","100,0","234,9",2014
Göteborg,Nytorpsskolan 4-9,Kommunal,Göteborg,16396010,31,"48,4","45,2","54,8","176,5",33,"51,6","51,5","57,6","176,2",2014
Göteborg,Park-Kålltorpsskolan 7-9,Kommunal,Göteborg,89792955,66,"52,0","87,9","92,4","242,3",61,"48,0","80,3","91,8","220,5",2014
Göteborg,Rambergsskolan 7-9,Kommunal,Göteborg,42348410,20,"50,0",..,..,"188,1",20,"50,0",..,"65,0","187,8",2014
Göteborg,Resursskolan Linden,Kommunal,Göteborg,52459484,..,..,.,.,.,..,..,.,..,..,2014
Göteborg,Ryaskolan F-9,Kommunal,Göteborg,28890717,24,"47,1",..,..,"138,3",27,"52,9",..,"44,4","144,5",2014
Göteborg,Sandeklevsskolan 7-9,Kommunal,Göteborg,91683255,28,"46,7",..,..,"162,7",32,"53,3","43,8","59,4","161,2",2014
Göteborg,Sannaskolan,Kommunal,Göteborg,71588377,26,"31,3","61,5",~100,"187,0",57,"68,7","80,7","91,2","208,4",2014
Göteborg,Sjumilaskolan F-9,Kommunal,Göteborg,25261308,29,"45,3","48,3","55,2","169,2",35,"54,7","31,4","45,7","155,5",2014
Göteborg,Skälltorpssk. Sv. Balettskolan,Kommunal,Göteborg,24937512,..,..,..,..,..,..,..,..,..,..,2014
Göteborg,Skälltorpsskolan,Kommunal,Göteborg,21231498,45,"36,9","80,0",~100,"232,9",77,"63,1","80,5","90,9","216,1",2014
Göteborg,Styrsöskolan,Kommunal,Göteborg,81179515,18,"54,5","94,4","100,0","239,2",15,"45,5","93,3","100,0","224,5",2014
Göteborg,Svartedalsskolan F-9,Kommunal,Göteborg,12974290,..,..,.,.,.,..,..,.,.,..,2014
Göteborg,Toleredsskolan 7-9,Kommunal,Göteborg,27774991,47,"51,6","61,7","78,7","193,4",44,"48,4","52,3","61,4","166,2",2014
Göteborg,Torpaskolan 7-9,Kommunal,Göteborg,50118397,16,"41,0","62,5",~100,"210,5",23,"59,0","69,6",~100,"191,0",2014
Göteborg,Torslandaskolan 6-9,Kommunal,Göteborg,54282652,53,"54,1","90,6",~100,"230,0",45,"45,9","88,9",~100,"213,9",2014
Göteborg,Trulsegårdsskolan 6-9,Kommunal,Göteborg,84103533,65,"51,6","89,2",~100,"227,7",61,"48,4","88,5",~100,"224,1",2014
Göteborg,Tynneredsskolan,Kommunal,Göteborg,12026626,42,"55,3","66,7","83,3","218,0",34,"44,7","64,7","64,7","190,9",2014
Göteborg,Utmarksskolan,Kommunal,Göteborg,39000072,35,"48,6","51,4","54,3","172,3",37,"51,4","45,9","51,4","149,9",2014
Göteborg,Vättleskolan 4-9,Kommunal,Göteborg,27760036,28,"47,5",..,..,"113,5",31,"52,5","32,3","48,4","135,4",2014
Göteborg,Ånässkolan 4-6,Kommunal,Göteborg,18504905,..,..,.,.,..,..,..,..,..,..,2014
Göteborg,Önneredsskolan 2,Kommunal,Göteborg,26855170,48,"46,2","85,4",~100,"230,7",56,"53,8","76,8",~100,"212,8",2014
Göteborg,ISGR/International section,Enskild,Göteborgsregionens Internationella Skola AB,30191226,21,"39,6",.,.,.,32,"60,4",.,.,.,2014
Göteborg,ISGR/Swedish-English,Enskild,Göteborgsregionens Internationella Skola AB,80498460,24,"45,3","100,0","100,0","257,4",29,"54,7","100,0","100,0","250,2",2014
Göteborg,Int Engelska Skolan i Göteborg,Enskild,Internationella Engelska Skolan i Sverige AB,45124936,103,"57,9","76,7",~100,"242,4",75,"42,1","70,7",~100,"219,5",2014
Göteborg,Drakbergsskolan,Enskild,Kannebäcks Friskoleförening,60526603,12,"52,2","100,0","100,0","259,2",11,"47,8",..,..,"198,6",2014
Göteborg,Kunskapsskolan Krokslätt,Enskild,Kunskapsskolan i Sverige AB,83045482,38,"55,1","89,5",~100,"236,9",31,"44,9","90,3",~100,"219,4",2014
Göteborg,Magelungen Karlaskolan,Enskild,Magelungen Utveckling AB,97205555,..,..,.,.,.,..,..,.,.,..,2014
Göteborg,Franska skolan Göteborg,Enskild,Medborgarskolan Region Väst,55860193,15,"60,0","100,0","100,0","252,5",10,"40,0","100,0","100,0","255,0",2014
Göteborg,Snitz Grundskola Göteborg,Enskild,PPS Power Planning System AB,74467930,..,..,.,.,.,..,..,.,..,..,2014
Göteborg,Fenestra Centrum,Enskild,Pysslingen Förskolor och Skolor AB,87139814,31,"47,0","74,2","80,6","229,5",35,"53,0","60,0",~100,"208,4",2014
Göteborg,Fenestra S:t Jörgen,Enskild,Pysslingen Förskolor och Skolor AB,27265374,31,"45,6","90,3",~100,"236,7",37,"54,4","89,2",~100,"221,3",2014
Göteborg,Montessoriskolan Skäret,Enskild,Skäret Skolkooperativ Ek.För.,25894254,..,..,"100,0","100,0","249,3",..,..,..,..,..,2014
Göteborg,Montessoriskolan Casa,Enskild,Stiftelsen Casa Dei Bambini,76938537,15,"50,0","100,0","100,0","278,3",15,"50,0","93,3",~100,"234,2",2014
Göteborg,The English School Gothenburg,Enskild,Stiftelsen English School In Gothenburg,66890810,15,"53,6","86,7",~100,"273,5",13,"46,4","76,9",~100,"235,8",2014
Göteborg,Brandströmska skolan Nylöse,Enskild,Stiftelsen För Kristen Skolverksamhet,11295861,19,"59,4","78,9",~100,"215,0",13,"40,6",..,..,"197,9",2014
Göteborg,Kristinaskolan,Enskild,Stiftelsen För Kristna Skolor i Angeredområdet,46512685,..,..,..,..,..,..,..,..,..,"180,5",2014
Göteborg,Vasaskolan,Enskild,Stiftelsen För Kristna Skolor i Göteborg,56168083,21,"48,8","76,2","100,0","239,2",22,"51,2","100,0","100,0","236,1",2014
Göteborg,Göteborgs Högre Samskola gr.,Enskild,Stiftelsen Göteborgs Högre Samskola,52538248,78,"44,8","98,7",~100,"266,3",96,"55,2","88,5",~100,"253,2",2014
Göteborg,Katolska skolan av Notre Dame,Enskild,Stiftelsen Katolska Skolan Av Notre Dame,45045293,27,"56,3","51,9","70,4","182,1",21,"43,8","66,7",~100,"213,5",2014
Göteborg,Montessoriskolan Centrum,Enskild,Stiftelsen Montessoriskolan Centrum,73995321,17,"60,7","70,6",~100,"235,9",11,"39,3","100,0","100,0","236,6",2014
Göteborg,Rudolf Steinerskolan Göteborg,Enskild,Stiftelsen Rudolf Steinerskolan,42817980,..,..,..,..,..,..,..,..,..,..,2014
Göteborg,Victoriaskolan,Enskild,Tyska Skolan Göteborg Ek. För.,80678068,15,"45,5","93,3","100,0","225,7",18,"54,5","77,8",~100,"220,1",2014
Göteborg,Vetenskapsskolan,Enskild,Vetenskapsskolan i Göteborg AB,71259819,..,..,..,..,..,..,..,..,..,..,2014
Göteborg,Vittra Kronhusparken,Enskild,Vittraskolorna AB,67543412,23,"42,6","78,3",~100,"229,7",31,"57,4","90,3",~100,"229,8",2014
Göteborg,Martinaskolan,Enskild,"Waldorfföreningen, Martinaskolan, Ek. För.",47927698,..,..,..,..,..,..,..,..,..,..,2014
Göteborg,Waldorfskolan Grenkvist,Enskild,Waldorfskolan Grenkvist Ek. För.,36158006,..,..,..,..,..,..,..,..,..,..,2014
Götene,Fornängsskolan,Kommunal,Götene,34900938,27,"40,9","77,8","81,5","210,8",39,"59,1","76,9","82,1","181,4",2014
Götene,Västerbyskolan,Kommunal,Götene,78301783,20,"37,7","90,0",~100,"216,4",33,"62,3","84,8",~100,"213,2",2014
Habo,Hagabodaskolan 6-9,Kommunal,Habo,38553494,62,"47,7","93,5",~100,"231,8",68,"52,3","77,9","88,2","205,1",2014
Hagfors,Kyrkhedens skola 4-9,Kommunal,Hagfors,64460662,20,"41,7","85,0",~100,"211,6",28,"58,3","78,6",~100,"187,3",2014
Hagfors,Älvstranden bildn.centrum 7-9,Kommunal,Hagfors,18315553,32,"44,4","75,0","84,4","200,8",40,"55,6","65,0","77,5","184,1",2014
Hallsberg,Folkasboskolan,Kommunal,Hallsberg,99707554,26,"46,4","69,2","76,9","195,5",30,"53,6","83,3",~100,"200,9",2014
Hallsberg,Transtenskolan,Kommunal,Hallsberg,63503591,47,"42,0","78,7","87,2","225,2",65,"58,0","61,5","81,5","188,8",2014
Hallstahammar,Lindboskolan,Kommunal,Hallstahammar,88403889,51,"40,2","84,3","88,2","228,6",76,"59,8","73,7","76,3","200,0",2014
Hallstahammar,Tunboskolan,Kommunal,Hallstahammar,32758035,16,"45,7","75,0",~100,"236,8",19,"54,3","73,7",~100,"190,1",2014
Halmstad,Brunnsåkersskolan 2,Kommunal,Halmstad,87737594,33,"38,8","97,0",~100,"225,6",52,"61,2","90,4",~100,"206,3",2014
Halmstad,Centrumskolan,Kommunal,Halmstad,82520235,..,..,.,.,.,..,..,.,..,..,2014
Halmstad,Furulundsskolan 1,Kommunal,Halmstad,84189577,28,"54,9","89,3",~100,"226,2",23,"45,1","95,7",~100,"222,3",2014
Halmstad,Fyllingeskolan 1,Kommunal,Halmstad,65388353,25,"59,5","84,0",~100,"224,1",17,"40,5","82,4","100,0","215,1",2014
Halmstad,Förberedelseklass 1,Kommunal,Halmstad,32197343,..,..,.,.,..,..,..,.,.,..,2014
Halmstad,Getingeskolan 1,Kommunal,Halmstad,99829869,36,"50,0","97,2",~100,"237,6",36,"50,0","86,1",~100,"207,8",2014
Halmstad,Gullbrandstorpsskolan 1,Kommunal,Halmstad,74772092,19,"42,2","94,7","100,0","246,2",26,"57,8","96,2",~100,"223,8",2014
Halmstad,Stenstorpsskolan 1,Kommunal,Halmstad,52347444,25,"50,0","92,0",~100,"235,0",25,"50,0","96,0",~100,"215,1",2014
Halmstad,Söndrumskolan 1,Kommunal,Halmstad,18751410,20,"46,5","85,0","100,0","230,6",23,"53,5","82,6",~100,"193,4",2014
Halmstad,Söndrumskolan 2,Kommunal,Halmstad,67995611,15,"36,6","86,7",~100,"223,5",26,"63,4","88,5",~100,"221,5",2014
Halmstad,Trönningeskolan 1,Kommunal,Halmstad,86573921,24,"36,9","87,5",~100,"232,5",41,"63,1","78,0",~100,"204,5",2014
Halmstad,Vallåsskolan 1,Kommunal,Halmstad,19274764,37,"52,1","94,6","100,0","224,3",34,"47,9","94,1",~100,"209,8",2014
Halmstad,Östergårdsskolan 1,Kommunal,Halmstad,74243509,26,"39,4","73,1",~100,"206,7",40,"60,6","70,0","80,0","185,9",2014
Halmstad,Östergårdsskolan 2,Kommunal,Halmstad,24668709,29,"63,0","79,3",~100,"222,2",17,"37,0","76,5",~100,"198,5",2014
Halmstad,Östergårdsskolan 4,Kommunal,Halmstad,90716191,..,..,"89,5",~100,"226,4",..,..,..,..,..,2014
Halmstad,Österledskolan 1,Kommunal,Halmstad,92337813,37,"60,7","86,5",~100,"223,2",24,"39,3","75,0","79,2","189,3",2014
Halmstad,Österledskolan 2,Kommunal,Halmstad,14732915,..,..,"76,9",~100,"208,7",..,..,..,..,..,2014
Halmstad,Eketånga Montessoriskola,Enskild,Ideella Föreningen Eketånga Montessoriskola,28459364,13,"50,0","100,0","100,0","276,7",13,"50,0","92,3",~100,"231,7",2014
Halmstad,Vittra Halmstad,Enskild,Vittraskolorna AB,61582926,17,"54,8","82,4",~100,"230,9",14,"45,2","92,9","100,0","202,3",2014
Halmstad,Wallbergsskolan,Enskild,Wallbergsskolans Ideella Förening,42422737,..,..,"91,7","100,0","227,1",..,..,..,..,..,2014
Hammarö,Hammarlundens skola 7-9,Kommunal,Hammarö,95243847,46,"49,5","100,0","100,0","267,1",47,"50,5","100,0","100,0","241,5",2014
Hammarö,Mörmoskolan 7-9,Kommunal,Hammarö,47480841,32,"47,8","84,4",~100,"222,5",35,"52,2","82,9",~100,"215,4",2014
Haninge,Brandbergsskolan,Kommunal,Haninge,73184968,35,"50,7","74,3","85,7","211,4",34,"49,3","52,9","61,8","187,1",2014
Haninge,Dalarö skola,Kommunal,Haninge,74610376,..,..,..,"100,0","244,3",..,..,..,..,..,2014
Haninge,HagaLyckebyskolan,Kommunal,Haninge,81680693,30,"47,6","90,0",~100,"239,8",33,"52,4","84,8",~100,"209,9",2014
Haninge,Ribbyskolan,Kommunal,Haninge,59497255,49,"36,3","67,3","77,6","205,7",86,"63,7","76,7","86,0","212,7",2014
Haninge,Söderbymalmsskolan,Kommunal,Haninge,10035236,70,"39,5","61,4","70,0","190,9",107,"60,5","64,5","75,7","187,3",2014
Haninge,Tungelsta skola,Kommunal,Haninge,38975788,35,"47,3","74,3","80,0","209,5",39,"52,7","71,8","84,6","199,9",2014
Haninge,Utö skola,Kommunal,Haninge,86577795,..,..,..,..,..,..,..,..,..,..,2014
Haninge,Vendelsömalmsskolan,Kommunal,Haninge,72266104,46,"54,1","82,6",~100,"213,5",39,"45,9","66,7","84,6","187,4",2014
Haninge,Deltaskolan,Enskild,Mia Lundberg,73926940,..,..,..,"100,0","216,5",..,..,..,..,..,2014
Haninge,Rudanskolan,Enskild,Pysslingen Förskolor och Skolor AB,17957898,56,"55,4","83,9",~100,"228,9",45,"44,6","68,9","86,7","201,7",2014
Haparanda,Gränsskolan,Kommunal,Haparanda,29991096,22,"37,9","59,1","72,7","222,1",36,"62,1","44,4","63,9","173,5",2014
Haparanda,Marielundsskolan,Kommunal,Haparanda,13768276,13,"43,3",..,..,"181,2",17,"56,7","70,6",~100,"172,8",2014
Haparanda,Språkskolan,Kommunal,Haparanda,98675845,14,"51,9","100,0","100,0","262,5",13,"48,1","84,6",~100,"239,8",2014
Heby,Heby skola 7-9,Kommunal,Heby,36374693,32,"46,4","84,4",~100,"218,7",37,"53,6","78,4","86,5","194,5",2014
Heby,Östervåla skola 7-9,Kommunal,Heby,88091927,33,"55,9","87,9",~100,"235,5",26,"44,1","61,5",~100,"177,6",2014
Hedemora,Vasaskolan 9,Kommunal,Hedemora,78633454,62,"49,2","85,5","90,3","229,4",64,"50,8","84,4","87,5","200,7",2014
Hedemora,Olympica,Enskild,Olympica AB,87686617,10,"47,6",..,..,"179,5",11,"52,4",..,..,"201,6",2014
Hedemora,Annaskolan,Enskild,Stiftelsen Annaskolan,95227669,..,..,..,..,..,..,..,.,.,.,2014
Helsingborg,Dalhemsskolan,Kommunal,Helsingborg,86764194,..,..,"73,3",~100,"240,0",..,..,..,..,..,2014
Helsingborg,Elinebergsskolan,Kommunal,Helsingborg,41811292,69,"51,9","81,2","89,9","225,3",64,"48,1","73,4","84,4","191,9",2014
Helsingborg,Gantofta skola,Kommunal,Helsingborg,28424574,15,"60,0","73,3",~100,"220,2",10,"40,0",..,..,"203,8",2014
Helsingborg,Gläntanskolan,Kommunal,Helsingborg,67721487,..,..,..,..,..,..,..,..,..,..,2014
Helsingborg,Holstagårdsskolan,Kommunal,Helsingborg,28754789,20,"57,1","100,0","100,0","266,9",15,"42,9","80,0",~100,"218,7",2014
