skolverket_kommunnamn,skolverket_skolnamn,huvudman,skolverket_huvudman_namn,school_unit,skolverket_antal_elever_tcv139,skolverket_andel_natt_malen_alla_amnen_tcv139,skolverket_and_beh_yrk_tcv139,skolverket_gnm_meritvarde_tcv139,year
Göteborg,Kärraskolan 4-9,Kommunal,Göteborg,85930744,59,"74,6","91,5","223,8",2014
Göteborg,Lindåsskolan 4-9,Kommunal,Göteborg,61845870,66,"93,9",~100,"244,7",2014
Göteborg,Lövgärdesskolan 4-9,Kommunal,Göteborg,31928894,66,"39,4","65,2","163,2",2014
Göteborg,Nordhemsskolan,Kommunal,Göteborg,19560147,115,"75,7","89,6","220,5",2014
Göteborg,Nordlyckeskolan,Kommunal,Göteborg,93002896,136,"95,6",~100,"243,8",2014
Göteborg,Nya Lundenskolan,Kommunal,Göteborg,77193656,77,"72,7","84,4","220,3",2014
Göteborg,Nya Påvelundsskolan 1,Kommunal,Göteborg,33511119,89,"94,4",~100,"242,2",2014
Göteborg,Nya Påvelundsskolan 2,Kommunal,Göteborg,43441529,90,"94,4",~100,"236,7",2014
Göteborg,Nygårdsskolan 4-9,Kommunal,Göteborg,65651613,68,"95,6",~100,"245,5",2014
Göteborg,Nytorpsskolan 4-9,Kommunal,Göteborg,16396010,64,"48,4","56,3","176,3",2014
Göteborg,Park-Kålltorpsskolan 7-9,Kommunal,Göteborg,89792955,127,"84,3","92,1","232,0",2014
Göteborg,Rambergsskolan 7-9,Kommunal,Göteborg,42348410,40,"35,0","55,0","187,9",2014
Göteborg,Resursskolan Linden,Kommunal,Göteborg,52459484,..,.,..,..,2014
Göteborg,Ryaskolan F-9,Kommunal,Göteborg,28890717,51,"29,4","39,2","141,6",2014
Göteborg,Sandeklevsskolan 7-9,Kommunal,Göteborg,91683255,60,"30,0","46,7","161,9",2014
Göteborg,Sannaskolan,Kommunal,Göteborg,71588377,83,"74,7","89,2","201,9",2014
Göteborg,Sjumilaskolan F-9,Kommunal,Göteborg,25261308,64,"39,1","50,0","161,9",2014
Göteborg,Skälltorpssk. Sv. Balettskolan,Kommunal,Göteborg,24937512,11,..,~100,"220,4",2014
Göteborg,Skälltorpsskolan,Kommunal,Göteborg,21231498,122,"80,3","92,6","222,4",2014
Göteborg,Styrsöskolan,Kommunal,Göteborg,81179515,33,"93,9","100,0","232,5",2014
Göteborg,Svartedalsskolan F-9,Kommunal,Göteborg,12974290,..,.,.,..,2014
Göteborg,Toleredsskolan 7-9,Kommunal,Göteborg,27774991,91,"57,1","70,3","180,5",2014
Göteborg,Torpaskolan 7-9,Kommunal,Göteborg,50118397,39,"66,7","84,6","198,7",2014
Göteborg,Torslandaskolan 6-9,Kommunal,Göteborg,54282652,98,"89,8",~100,"222,7",2014
Göteborg,Trulsegårdsskolan 6-9,Kommunal,Göteborg,84103533,126,"88,9",~100,"226,0",2014
Göteborg,Tynneredsskolan,Kommunal,Göteborg,12026626,76,"65,8","75,0","206,1",2014
Göteborg,Utmarksskolan,Kommunal,Göteborg,39000072,72,"48,6","52,8","160,6",2014
Göteborg,Vättleskolan 4-9,Kommunal,Göteborg,27760036,59,"25,4","40,7","125,4",2014
Göteborg,Ånässkolan 4-6,Kommunal,Göteborg,18504905,..,..,..,..,2014
Göteborg,Önneredsskolan 2,Kommunal,Göteborg,26855170,104,"80,8","94,2","221,1",2014
Göteborg,ISGR/International section,Enskild,Göteborgsregionens Internationella Skola AB,30191226,53,.,.,.,2014
Göteborg,ISGR/Swedish-English,Enskild,Göteborgsregionens Internationella Skola AB,80498460,53,"100,0","100,0","253,4",2014
Göteborg,Int Engelska Skolan i Göteborg,Enskild,Internationella Engelska Skolan i Sverige AB,45124936,178,"74,2","95,5","232,7",2014
Göteborg,Drakbergsskolan,Enskild,Kannebäcks Friskoleförening,60526603,23,"87,0",~100,"230,2",2014
Göteborg,Kunskapsskolan Krokslätt,Enskild,Kunskapsskolan i Sverige AB,83045482,69,"89,9","92,8","229,2",2014
Göteborg,Magelungen Karlaskolan,Enskild,Magelungen Utveckling AB,97205555,..,.,.,..,2014
Göteborg,Franska skolan Göteborg,Enskild,Medborgarskolan Region Väst,55860193,25,"100,0","100,0","253,5",2014
Göteborg,Snitz Grundskola Göteborg,Enskild,PPS Power Planning System AB,74467930,..,.,..,..,2014
Göteborg,Fenestra Centrum,Enskild,Pysslingen Förskolor och Skolor AB,87139814,66,"66,7","86,4","218,3",2014
Göteborg,Fenestra S:t Jörgen,Enskild,Pysslingen Förskolor och Skolor AB,27265374,68,"89,7",~100,"228,3",2014
Göteborg,Montessoriskolan Skäret,Enskild,Skäret Skolkooperativ Ek.För.,25894254,27,"100,0","100,0","240,7",2014
Göteborg,Montessoriskolan Casa,Enskild,Stiftelsen Casa Dei Bambini,76938537,30,"96,7",~100,"256,3",2014
Göteborg,The English School Gothenburg,Enskild,Stiftelsen English School In Gothenburg,66890810,28,"82,1",~100,"256,0",2014
Göteborg,Brandströmska skolan Nylöse,Enskild,Stiftelsen För Kristen Skolverksamhet,11295861,32,"62,5","71,9","208,0",2014
Göteborg,Kristinaskolan,Enskild,Stiftelsen För Kristna Skolor i Angeredområdet,46512685,21,"61,9","76,2","191,7",2014
Göteborg,Vasaskolan,Enskild,Stiftelsen För Kristna Skolor i Göteborg,56168083,43,"88,4","100,0","237,6",2014
Göteborg,Göteborgs Högre Samskola gr.,Enskild,Stiftelsen Göteborgs Högre Samskola,52538248,174,"93,1",~100,"259,1",2014
Göteborg,Katolska skolan av Notre Dame,Enskild,Stiftelsen Katolska Skolan Av Notre Dame,45045293,48,"58,3","79,2","195,8",2014
Göteborg,Montessoriskolan Centrum,Enskild,Stiftelsen Montessoriskolan Centrum,73995321,28,"82,1",~100,"236,2",2014
Göteborg,Rudolf Steinerskolan Göteborg,Enskild,Stiftelsen Rudolf Steinerskolan,42817980,14,"92,9","100,0","252,7",2014
Göteborg,Victoriaskolan,Enskild,Tyska Skolan Göteborg Ek. För.,80678068,33,"84,8",~100,"222,7",2014
Göteborg,Vetenskapsskolan,Enskild,Vetenskapsskolan i Göteborg AB,71259819,10,"100,0","100,0","262,3",2014
Göteborg,Vittra Kronhusparken,Enskild,Vittraskolorna AB,67543412,54,"85,2","90,7","229,8",2014
Göteborg,Martinaskolan,Enskild,"Waldorfföreningen, Martinaskolan, Ek. För.",47927698,14,..,~100,"190,2",2014
Göteborg,Waldorfskolan Grenkvist,Enskild,Waldorfskolan Grenkvist Ek. För.,36158006,12,..,..,"176,6",2014
Götene,Fornängsskolan,Kommunal,Götene,34900938,66,"77,3","81,8","193,6",2014
Götene,Västerbyskolan,Kommunal,Götene,78301783,53,"86,8",~100,"214,4",2014
Habo,Hagabodaskolan 6-9,Kommunal,Habo,38553494,130,"85,4","92,3","217,7",2014
Hagfors,Kyrkhedens skola 4-9,Kommunal,Hagfors,64460662,48,"81,3",~100,"197,4",2014
Hagfors,Älvstranden bildn.centrum 7-9,Kommunal,Hagfors,18315553,72,"69,4","80,6","191,5",2014
Hallsberg,Folkasboskolan,Kommunal,Hallsberg,99707554,56,"76,8","82,1","198,5",2014
Hallsberg,Transtenskolan,Kommunal,Hallsberg,63503591,112,"68,8","83,9","204,2",2014
Hallstahammar,Lindboskolan,Kommunal,Hallstahammar,88403889,127,"78,0","81,1","211,9",2014
Hallstahammar,Tunboskolan,Kommunal,Hallstahammar,32758035,35,"74,3",~100,"210,7",2014
Halmstad,Brunnsåkersskolan 2,Kommunal,Halmstad,87737594,85,"92,9","94,1","213,8",2014
Halmstad,Centrumskolan,Kommunal,Halmstad,82520235,..,.,..,..,2014
Halmstad,Furulundsskolan 1,Kommunal,Halmstad,84189577,51,"92,2",~100,"224,4",2014
Halmstad,Fyllingeskolan 1,Kommunal,Halmstad,65388353,42,"83,3",~100,"220,5",2014
Halmstad,Förberedelseklass 1,Kommunal,Halmstad,32197343,..,.,.,..,2014
Halmstad,Getingeskolan 1,Kommunal,Halmstad,99829869,72,"91,7",~100,"222,7",2014
Halmstad,Gullbrandstorpsskolan 1,Kommunal,Halmstad,74772092,45,"95,6",~100,"233,3",2014
Halmstad,Stenstorpsskolan 1,Kommunal,Halmstad,52347444,50,"94,0",~100,"225,1",2014
Halmstad,Söndrumskolan 1,Kommunal,Halmstad,18751410,43,"83,7",~100,"210,7",2014
Halmstad,Söndrumskolan 2,Kommunal,Halmstad,67995611,41,"87,8",~100,"222,3",2014
Halmstad,Trönningeskolan 1,Kommunal,Halmstad,86573921,65,"81,5",~100,"214,8",2014
Halmstad,Vallåsskolan 1,Kommunal,Halmstad,19274764,71,"94,4",~100,"217,5",2014
Halmstad,Östergårdsskolan 1,Kommunal,Halmstad,74243509,66,"71,2","81,8","194,1",2014
Halmstad,Östergårdsskolan 2,Kommunal,Halmstad,24668709,46,"78,3",~100,"213,5",2014
Halmstad,Östergårdsskolan 4,Kommunal,Halmstad,90716191,27,"85,2",~100,"225,1",2014
Halmstad,Österledskolan 1,Kommunal,Halmstad,92337813,61,"82,0","90,2","210,2",2014
Halmstad,Österledskolan 2,Kommunal,Halmstad,14732915,21,"71,4",~100,"191,4",2014
Halmstad,Eketånga Montessoriskola,Enskild,Ideella Föreningen Eketånga Montessoriskola,28459364,26,"96,2",~100,"254,2",2014
Halmstad,Vittra Halmstad,Enskild,Vittraskolorna AB,61582926,31,"87,1",~100,"218,0",2014
Halmstad,Wallbergsskolan,Enskild,Wallbergsskolans Ideella Förening,42422737,21,"90,5",~100,"225,4",2014
Hammarö,Hammarlundens skola 7-9,Kommunal,Hammarö,95243847,93,"100,0","100,0","254,2",2014
Hammarö,Mörmoskolan 7-9,Kommunal,Hammarö,47480841,67,"83,6","89,6","218,7",2014
Haninge,Brandbergsskolan,Kommunal,Haninge,73184968,69,"63,8","73,9","200,2",2014
Haninge,Dalarö skola,Kommunal,Haninge,74610376,17,"94,1","100,0","237,5",2014
Haninge,HagaLyckebyskolan,Kommunal,Haninge,81680693,63,"87,3","90,5","224,1",2014
Haninge,Ribbyskolan,Kommunal,Haninge,59497255,135,"73,3","83,0","210,2",2014
Haninge,Söderbymalmsskolan,Kommunal,Haninge,10035236,177,"63,3","73,4","188,7",2014
Haninge,Tungelsta skola,Kommunal,Haninge,38975788,74,"73,0","82,4","204,3",2014
Haninge,Utö skola,Kommunal,Haninge,86577795,..,..,..,..,2014
Haninge,Vendelsömalmsskolan,Kommunal,Haninge,72266104,85,"75,3","89,4","201,7",2014
Haninge,Deltaskolan,Enskild,Mia Lundberg,73926940,13,..,"100,0","218,1",2014
Haninge,Rudanskolan,Enskild,Pysslingen Förskolor och Skolor AB,17957898,101,"77,2","92,1","216,8",2014
Haparanda,Gränsskolan,Kommunal,Haparanda,29991096,58,"50,0","67,2","191,5",2014
Haparanda,Marielundsskolan,Kommunal,Haparanda,13768276,30,"66,7","70,0","176,4",2014
Haparanda,Språkskolan,Kommunal,Haparanda,98675845,27,"92,6",~100,"251,6",2014
Heby,Heby skola 7-9,Kommunal,Heby,36374693,69,"81,2","88,4","205,5",2014
Heby,Östervåla skola 7-9,Kommunal,Heby,88091927,59,"76,3","91,5","210,0",2014
Hedemora,Vasaskolan 9,Kommunal,Hedemora,78633454,126,"84,9","88,9","214,8",2014
Hedemora,Olympica,Enskild,Olympica AB,87686617,21,"81,0",~100,"191,1",2014
Hedemora,Annaskolan,Enskild,Stiftelsen Annaskolan,95227669,..,..,..,..,2014
Helsingborg,Dalhemsskolan,Kommunal,Helsingborg,86764194,22,"68,2","77,3","215,8",2014
Helsingborg,Elinebergsskolan,Kommunal,Helsingborg,41811292,133,"77,4","87,2","209,1",2014
Helsingborg,Gantofta skola,Kommunal,Helsingborg,28424574,25,"68,0",~100,"213,3",2014
Helsingborg,Gläntanskolan,Kommunal,Helsingborg,67721487,15,..,~100,"185,7",2014
Helsingborg,Holstagårdsskolan,Kommunal,Helsingborg,28754789,35,"91,4",~100,"246,2",2014
Helsingborg,Högastensskolan,Kommunal,Helsingborg,13175575,50,"80,0","80,0","205,3",2014
Helsingborg,International school of Hbg/Gr,Kommunal,Helsingborg,47717980,34,"64,7","73,5","253,5",2014
Helsingborg,Laröds skola,Kommunal,Helsingborg,87251726,31,"96,8",~100,"261,5",2014
Helsingborg,Maria Parkskolan,Kommunal,Helsingborg,42164778,72,"79,2","81,9","215,6",2014
Helsingborg,Musikgrundskolan Synkopen,Kommunal,Helsingborg,55200547,17,"88,2",~100,"239,6",2014
Helsingborg,Påarps skola,Kommunal,Helsingborg,66351593,58,"65,5","77,6","198,1",2014
Helsingborg,Rydebäcks skola,Kommunal,Helsingborg,40385157,39,"84,6","100,0","237,6",2014
Helsingborg,Slottsvångsskolan,Kommunal,Helsingborg,63957271,27,"63,0","70,4","168,1",2014
Helsingborg,Svensgårdsskolan,Kommunal,Helsingborg,89693828,20,"75,0",~100,"228,4",2014
Helsingborg,Tågaborgsskolan,Kommunal,Helsingborg,87948789,79,"74,7","84,8","209,1",2014
Helsingborg,Västra Berga skola,Kommunal,Helsingborg,28060171,28,"57,1","71,4","192,7",2014
Helsingborg,Västra Ramlösa skola,Kommunal,Helsingborg,49010566,42,"88,1",~100,"232,3",2014
Helsingborg,Wieselgrensskolan,Kommunal,Helsingborg,51014228,81,"72,8","84,0","220,8",2014
Helsingborg,Ättekullaskolan,Kommunal,Helsingborg,64728140,30,"76,7","83,3","220,1",2014
Helsingborg,Corpore Byskola,Enskild,Impius Utvecklings AB,19676761,..,..,..,..,2014
Helsingborg,Kubikskolan,Enskild,Kubikskolan AB,82943624,81,"77,8","87,7","223,2",2014
Helsingborg,Kunskapsskolan Helsingborg,Enskild,Kunskapsskolan i Sverige AB,48798589,87,"89,7","93,1","237,1",2014
Helsingborg,"PeterSvenskolan, Helsingborg 1",Enskild,Pysslingen Förskolor och Skolor AB,16688128,92,"79,3","84,8","201,0",2014
Helsingborg,PeterSvenskolan Helsingborg 2,Enskild,Pysslingen Förskolor och Skolor AB,49050798,111,"95,5",~100,"233,9",2014
Helsingborg,Västra Alléskolan,Enskild,Pysslingen Förskolor och Skolor AB,57590681,..,..,..,..,2014
Helsingborg,Sally Bauerskolans Högstadium,Enskild,Sally Bauer Skolans Högstadium,53515359,42,"95,2","100,0","234,3",2014
Helsingborg,Pauliskolan,Enskild,Stiftelsen Pauliskolan,50194424,..,..,..,..,2014
Helsingborg,Vittra Adolfsberg,Enskild,Vittraskolorna AB,71069736,20,"80,0",~100,"214,0",2014
Helsingborg,Vittra Landborgen,Enskild,Vittraskolorna AB,90080902,56,"67,9","85,7","222,4",2014
Herrljunga,Altorpskolan,Kommunal,Herrljunga,24142437,90,"76,7","88,9","210,9",2014
Hjo,Guldkroksskolan 7-9,Kommunal,Hjo,81342093,87,"85,1","90,8","212,3",2014
Hofors,Petreskolan,Kommunal,Hofors,25716177,98,"68,4","75,5","194,4",2014
Huddinge,Annerstaskolan,Kommunal,Huddinge,79012683,95,"77,9","84,2","215,3",2014
Huddinge,Balingsnässkolan,Kommunal,Huddinge,13654969,48,"91,7",~100,"228,3",2014
Huddinge,Edboskolan,Kommunal,Huddinge,98477278,86,"93,0",~100,"233,9",2014
Huddinge,Kungsklippeskolan,Kommunal,Huddinge,89510449,43,"79,1","83,7","222,5",2014
Huddinge,Kvarnbergsskolan,Kommunal,Huddinge,54516737,192,"87,0","90,6","221,2",2014
Huddinge,Källbrinksskolan,Kommunal,Huddinge,41213404,121,"96,7",~100,"229,9",2014
Huddinge,Rosenhillskolan,Kommunal,Huddinge,16654786,..,.,.,..,2014
Huddinge,Segeltorpsskolan,Kommunal,Huddinge,15483394,81,"87,7","93,8","220,0",2014
Huddinge,Tomtbergaskolan,Kommunal,Huddinge,28313791,42,"66,7","81,0","207,0",2014
Huddinge,Trångsundsskolan,Kommunal,Huddinge,42601396,70,"80,0","91,4","212,6",2014
Huddinge,Vistaskolan,Kommunal,Huddinge,50783450,46,"93,5",~100,"238,9",2014
Huddinge,Vårbyskolan,Kommunal,Huddinge,64949601,29,..,"58,6","182,2",2014
Huddinge,Östra grundskolan,Kommunal,Huddinge,39229061,106,"75,5","80,2","216,9",2014
Huddinge,Södertörns friskola,Enskild,Södertörns Friskola Ek. För.,22019000,106,"85,8","95,3","238,8",2014
Hudiksvall,Glada Hudikskolan,Enskild,Hudik Friskoleutbildning AB,63507156,43,"60,5",~100,"202,0",2014
Hudiksvall,Ede skola,Kommunal,Hudiksvall,83627088,49,"77,6","87,8","218,2",2014
Hudiksvall,Iggesunds skola,Kommunal,Hudiksvall,80631297,46,"69,6","84,8","209,1",2014
Hudiksvall,Läroverket,Kommunal,Hudiksvall,23786565,145,"69,7","82,1","204,6",2014
Hudiksvall,Östra skolan,Kommunal,Hudiksvall,50190330,115,"72,2","82,6","192,9",2014
Hultsfred,Albäcksskolan 1,Kommunal,Hultsfred,77239653,103,"83,5","86,4","216,4",2014
Hultsfred,Prolympia Virserum,Enskild,Nya Centralskolan i Virserum AB,12289594,18,"77,8",~100,"210,4",2014
Hylte,Örnaskolan 2,Kommunal,Hylte,74001260,79,"75,9","91,1","220,1",2014
Hylte,Örnaskolan 3,Kommunal,Hylte,80477825,22,"95,5","100,0","221,0",2014
Hylte,Labora Grundskola,Enskild,Laboraskolan AB,48694604,..,..,..,..,2014
Håbo,Futurum,Kommunal,Håbo,64305292,76,"78,9",~100,"213,0",2014
Håbo,Gransäterskolan,Kommunal,Håbo,90826660,49,"55,1","89,8","180,4",2014
Håbo,Resursskolan,Kommunal,Håbo,44553894,..,.,..,..,2014
Håbo,Västerängsskolan,Kommunal,Håbo,29299366,54,"72,2",~100,"219,6",2014
Håbo,Läraskolan,Enskild,Läraskolan i Bålsta AB,28306495,20,"90,0","100,0","224,4",2014
Håbo,Potentia Education,Enskild,Potentia Education AB,15081255,24,"95,8","100,0","248,4",2014
Hällefors,Klockarhagsskolan,Kommunal,Hällefors,38657898,76,"61,8","78,9","192,4",2014
Härjedalen,Funäsdalens skola,Kommunal,Härjedalen,72295998,15,"93,3",~100,"218,2",2014
Härjedalen,Sonfjällsskolan,Kommunal,Härjedalen,85325551,27,"77,8",~100,"224,8",2014
Härjedalen,Södra Skolan,Kommunal,Härjedalen,79022806,47,"61,7","72,3","192,9",2014
Härjedalen,Ytterhogdals Centralskola,Kommunal,Härjedalen,92387607,..,..,..,..,2014
Härnösand,Gerestaskolan åk 4-9,Kommunal,Härnösand,71734314,39,"87,2",~100,"213,1",2014
Härnösand,Kiörningskolan,Kommunal,Härnösand,13510547,59,"74,6","76,3","188,6",2014
Härnösand,Landgrenskolan,Kommunal,Härnösand,19405413,78,"78,2","85,9","199,9",2014
Härnösand,Murbergsskolan,Kommunal,Härnösand,93068004,70,"78,6","90,0","215,1",2014
Härnösand,Kastellskolan,Enskild,Kastellskolan,69454219,..,..,..,..,2014
Härryda,Pixbo Montessoriskola,Enskild,AB Pixbo Montessoriskola,54688919,10,..,"100,0","235,0",2014
Härryda,"Fridaskolan, Härryda",Enskild,Fridaskolorna AB,27274628,70,"97,1",~100,"260,7",2014
Härryda,Båtsmansskolan,Kommunal,Härryda,37772170,60,"93,3",~100,"242,2",2014
Härryda,Djupedalskolan,Kommunal,Härryda,91978548,39,"79,5",~100,"213,5",2014
Härryda,Ekdalaskolan,Kommunal,Härryda,17730768,59,"86,4",~100,"231,9",2014
Härryda,Landvetterskolan 1,Kommunal,Härryda,98934110,77,"88,3",~100,"227,0",2014
Härryda,Rävlandaskolan,Kommunal,Härryda,34127854,49,"69,4","83,7","202,2",2014
Härryda,Önnerödsskolan,Kommunal,Härryda,28698437,64,"92,2","100,0","232,0",2014
Hässleholm,Bjärnums skola 4-9,Kommunal,Hässleholm,83878055,46,"78,3","89,1","203,7",2014
Hässleholm,Furutorpskolan 7-9,Kommunal,Hässleholm,78602001,72,"69,4","84,7","195,2",2014
Hässleholm,Hästveda skola 4-9,Kommunal,Hässleholm,50909158,33,"87,9",~100,"228,2",2014
Hässleholm,Linné 7-9,Kommunal,Hässleholm,84432632,50,"74,0","76,0","188,8",2014
Hässleholm,Läredaskolan 7-9,Kommunal,Hässleholm,29689372,74,"82,4","83,8","212,5",2014
Hässleholm,Silviaskolan 1-9,Kommunal,Hässleholm,65408331,..,..,..,..,2014
Hässleholm,T4 skolan Grundsärskola,Kommunal,Hässleholm,31764864,..,.,.,..,2014
Hässleholm,T4-skolan F-9,Kommunal,Hässleholm,76278008,44,"75,0","79,5","198,8",2014
Hässleholm,T4-skolan Montessori 1-9,Kommunal,Hässleholm,28804882,19,"94,7","100,0","223,0",2014
Hässleholm,Tyringe skola 7-9,Kommunal,Hässleholm,98064311,79,"82,3","91,1","209,0",2014
Hässleholm,Vannarödsskolan 6-9,Kommunal,Hässleholm,93845278,52,"73,1","82,7","202,7",2014
Hässleholm,Västerskolan 7-9,Kommunal,Hässleholm,91571086,60,"55,0","76,7","192,1",2014
Höganäs,Brunnbyskolan,Enskild,Brunnby Skola M-I HB,95113658,13,"92,3",~100,"255,0",2014
Höganäs,Bruksskolan,Kommunal,Höganäs,95635160,31,"87,1",~100,"213,4",2014
Höganäs,Jonstorpsskolan,Kommunal,Höganäs,27665244,44,"88,6",~100,"207,8",2014
Höganäs,Lerbergsskolan,Kommunal,Höganäs,26702041,42,"88,1",~100,"240,8",2014
Höganäs,Nyhamnsskolan,Kommunal,Höganäs,28226699,40,"92,5",~100,"239,1",2014
Höganäs,Tornlyckeskolan,Kommunal,Höganäs,75919914,37,"59,5","73,0","197,5",2014
Höganäs,Vikenskolan,Kommunal,Höganäs,99439224,43,"90,7","100,0","234,0",2014
Höganäs,Montessoriskolan Tellus,Enskild,Montessoriskolan i Höganäs AB,69182531,..,..,..,..,2014
Höganäs,"PeterSvenskolan, Höganäs",Enskild,Pysslingen Förskolor och Skolor AB,40689020,18,"77,8",~100,"205,4",2014
Högsby,Fröviskolan,Kommunal,Högsby,26879428,70,"77,1","82,9","208,2",2014
Hörby,Frostaskolan 7-9,Kommunal,Hörby,38299211,78,"70,5","89,7","205,0",2014
Hörby,Georgshillsskolan 4-9,Kommunal,Hörby,90834434,77,"64,9","77,9","186,2",2014
Hörby,Ludvigsborgs friskola,Enskild,"Ludvigsborgs Fristående Skola, Ek. För.",52665905,..,..,..,..,2014
Hörby,Pilevallens skola,Enskild,Pilevallens Vård och Behandling AB,93569920,..,..,..,..,2014
Höör,Emiliaskolan Höörs waldorfsk.,Enskild,Föreningen Emiliaskolan,63846783,17,"76,5",~100,"224,3",2014
Höör,Ringsjöskolan,Kommunal,Höör,82942801,86,"67,4","83,7","201,5",2014
Höör,Sätoftaskolan,Kommunal,Höör,35670754,57,"73,7","86,0","207,9",2014
Höör,Segrande Liv Grundskola,Enskild,Segrande Liv  Grundskola,95024923,..,..,..,..,2014
Jokkmokk,Östra skolan,Kommunal,Jokkmokk,86851817,40,"77,5",~100,"219,4",2014
Jokkmokk,Vuollerims Friskola,Enskild,Vuollerims Friskola AB,33468088,14,"78,6",~100,"215,0",2014
Järfälla,Engelska Skolan i Järfälla,Enskild,Internationella Engelska Skolan i Sverige AB,79093755,120,"94,2",~100,"246,9",2014
Järfälla,Björkebyskolan,Kommunal,Järfälla,40847752,81,"76,5","87,7","211,5",2014
Järfälla,Fjällenskolan,Kommunal,Järfälla,15080815,110,"70,0","90,9","214,6",2014
Järfälla,Källtorpskolan,Kommunal,Järfälla,17287315,106,"76,4","88,7","210,0",2014
Järfälla,Tallbohovskolan,Kommunal,Järfälla,97777849,69,"46,4","62,3","181,7",2014
Järfälla,Viksjöskolan,Kommunal,Järfälla,98925408,180,"78,3","90,0","219,2",2014
Järfälla,Vittra Jakobsberg,Enskild,Vittraskolorna AB,66634449,43,"83,7",~100,"235,9",2014
Jönköping,Grennaskolan GR,Enskild,Grennaskolan Riksinternat AB,66533280,24,"91,7","100,0","249,6",2014
Jönköping,Engelska Skolan i Jönköping,Enskild,Internationella Engelska Skolan i Sverige AB,86499334,117,"81,2","94,0","238,3",2014
Jönköping,Magnus Ladulås skola grund,Enskild,J-Son Pedagogikcentrum AB,17890412,..,.,..,..,2014
Jönköping,Alfred Dalinskolan,Kommunal,Jönköping,85416841,166,"62,7","76,5","191,3",2014
Jönköping,Attarpsskolan 6-9,Kommunal,Jönköping,40546319,106,"94,3",~100,"229,9",2014
Jönköping,Flahultsskolan,Kommunal,Jönköping,28849109,131,"80,2","88,5","211,0",2014
Jönköping,Herrgårdsskolan,Kommunal,Jönköping,92212933,..,..,..,..,2014
Jönköping,Junedalsskolan,Kommunal,Jönköping,20696736,258,"86,4","92,6","225,6",2014
Jönköping,Ljungarumsskolan,Kommunal,Jönköping,40224836,129,"71,3","81,4","203,5",2014
Jönköping,Ribbaskolan,Kommunal,Jönköping,83919671,77,"81,8","89,6","223,8",2014
Jönköping,Rosenlundsskolan 7-9,Kommunal,Jönköping,96558008,138,"52,2","65,9","175,4",2014
Jönköping,Sanda idrottshögstadium,Kommunal,Jönköping,98088982,75,"88,0",~100,"233,6",2014
Jönköping,Stadsgårdsskolan,Kommunal,Jönköping,12759583,85,"65,9","88,2","201,8",2014
Jönköping,Strandskolan,Enskild,Jönköpings Kristna Skolförening,23250615,17,"76,5",~100,"203,5",2014
Jönköping,Kunskapsskolan Jönköping,Enskild,Kunskapsskolan i Sverige AB,86562542,24,"62,5",~100,"227,2",2014
Jönköping,Bergaskolan,Enskild,Magelungen Utveckling AB,79427132,..,.,..,..,2014
Jönköping,"Prolympia, Jönköping",Enskild,Prolympia AB,95673344,70,"82,9","88,6","221,9",2014
Kalix,Manhemsskolan,Kommunal,Kalix,10617819,165,"81,2","89,1","209,8",2014
Kalix,Norrskenets Friskola i Kalix,Enskild,Pysslingen Förskolor och Skolor AB,20525218,..,..,..,..,2014
Kalmar,Barkestorpsskolan,Kommunal,Kalmar,58215076,56,"69,6","75,0","202,2",2014
Kalmar,Falkenbergsskolan,Kommunal,Kalmar,99856371,71,"87,3",~100,"220,2",2014
Kalmar,Kalmarsundsskolan,Kommunal,Kalmar,24092221,74,"70,3","78,4","193,8",2014
Kalmar,Lindsdalsskolorna,Kommunal,Kalmar,51848797,102,"88,2","94,1","211,8",2014
Kalmar,Södermöreskolan,Kommunal,Kalmar,79012102,68,"85,3","91,2","202,8",2014
Kalmar,Vasa skolområde,Kommunal,Kalmar,51627420,35,"88,6","100,0","206,5",2014
Kalmar,Östra Funkaboskolan,Kommunal,Kalmar,12852899,99,"75,8","87,9","207,8",2014
Kalmar,Solhagaskolan,Enskild,Solängsskolan i Hammenhög AB,87544967,..,.,..,..,2014
Kalmar,Kalmar waldorfskola,Enskild,Stiftelsen Kalmar Waldorfskola,16517618,19,"52,6","73,7","203,3",2014
Kalmar,Södra skolan,Enskild,Södra Skolan i Kalmar AB,13936858,69,"95,7",~100,"238,2",2014
Karlsborg,Carl Johanskolan,Kommunal,Karlsborg,34231336,61,"91,8",~100,"213,2",2014
Karlshamn,Waldorfskolan i Karlshamn,Enskild,Daggkåpan Ek. För. i Karlshamn,22909101,10,..,"100,0","247,3",2014
Karlshamn,Karl-Oskarskolan i Karlshamn,Enskild,Karl-Oskar Utbildning AB,16249641,27,"74,1",~100,"213,7",2014
Karlshamn,Norrevångskolan,Kommunal,Karlshamn,89878714,56,"67,9","85,7","210,5",2014
Karlshamn,Stenbackaskolan,Kommunal,Karlshamn,16767324,96,"80,2","92,7","215,5",2014
Karlshamn,Österslättsskolan A,Kommunal,Karlshamn,72744832,66,"62,1","86,4","204,4",2014
Karlshamn,Österslättsskolan B,Kommunal,Karlshamn,56399024,74,"71,6","85,1","200,6",2014
Karlskoga,Bregårdsskolan åk 7-9,Kommunal,Karlskoga,71762216,114,"76,3","84,2","201,2",2014
Karlskoga,Skranta skola,Kommunal,Karlskoga,65654358,131,"68,7","77,9","199,4",2014
