skolverket_kommunnamn,skolverket_skolnamn,huvudman,skolverket_huvudman_namn,school_unit,skolverket_antal_elever_tcv139,skolverket_andel_natt_malen_alla_amnen_tcv139,skolverket_and_beh_yrk_tcv139,skolverket_gnm_meritvarde_tcv139,year
Södertälje,Brunnsängskolan,Kommunal,Södertälje,60570294,84,"66,7","84,5","200,2",2014
Södertälje,Hovsjöskolan,Kommunal,Södertälje,82137009,49,"44,9","65,3","181,5",2014
Södertälje,Hölöskolan,Kommunal,Södertälje,79466321,40,"77,5","80,0","204,1",2014
Södertälje,Järna grundskolor,Kommunal,Södertälje,97655739,69,"85,5","92,8","232,5",2014
Södertälje,Lina grundskola,Kommunal,Södertälje,62288230,41,"41,5","61,0","181,3",2014
Södertälje,Pershagenskolan,Kommunal,Södertälje,38653015,53,"86,8","90,6","226,4",2014
Södertälje,Ronnaskolan,Kommunal,Södertälje,51210001,65,"52,3","72,3","193,9",2014
Södertälje,Rosenborgskolan,Kommunal,Södertälje,11914814,125,"73,6","87,2","210,4",2014
Södertälje,Soldalaskolan,Kommunal,Södertälje,40175889,53,"58,5","79,2","186,8",2014
Södertälje,Wasaskolan,Kommunal,Södertälje,56568612,61,"63,9",~100,"213,7",2014
Södertälje,Södertälje friskola,Enskild,Södertälje Friskola AB,38394561,27,"77,8",~100,"218,6",2014
Södertälje,Vittra Östertälje,Enskild,Vittraskolorna AB,12757193,61,"93,4",~100,"239,2",2014
Sölvesborg,Bokelundsskolan H,Kommunal,Sölvesborg,94309839,103,"75,7","87,4","208,4",2014
Sölvesborg,Mjällby skola H,Kommunal,Sölvesborg,24822447,67,"74,6","85,1","204,9",2014
Tanum,Hamburgsundskolan,Kommunal,Tanum,81072495,32,"81,3",~100,"216,2",2014
Tanum,Tanumskolan,Kommunal,Tanum,74079446,66,"86,4","90,9","211,5",2014
Tibro,Nyboskolan arbetslag A,Kommunal,Tibro,97306690,62,"56,5","67,7","191,0",2014
Tibro,Nyboskolan arbetslag B,Kommunal,Tibro,24564454,68,"63,2","66,2","185,5",2014
Tidaholm,Forsenskolan 4-9,Kommunal,Tidaholm,40717964,38,"81,6","84,2","202,4",2014
Tidaholm,Hökensåsskolan 7-9,Kommunal,Tidaholm,42899954,76,"73,7","85,5","194,8",2014
Tierp,Aspenskolan,Kommunal,Tierp,15416514,64,"31,3","54,7","160,4",2014
Tierp,Centralskolan,Kommunal,Tierp,17240817,46,"58,7","87,0","196,0",2014
Tierp,Ol Andersskolan,Kommunal,Tierp,65153737,48,"87,5",~100,"227,8",2014
Tierp,Örbyhus skola,Kommunal,Tierp,69241995,38,"57,9","73,7","176,8",2014
Timrå,Ala skola,Kommunal,Timrå,59092675,50,"54,0","82,0","182,6",2014
Timrå,Arenaskolan,Kommunal,Timrå,81784662,145,"54,5","80,0","187,8",2014
Tingsryd,Idekulla skola,Enskild,Idekulla Skola HB,66342347,17,"100,0","100,0","227,9",2014
Tingsryd,Dackeskolan 4-9,Kommunal,Tingsryd,56361478,114,"63,2","75,4","191,6",2014
Tjörn,Bleketskolan,Kommunal,Tjörn,16656370,75,"94,7",~100,"232,0",2014
Tjörn,Häggvallskolan,Kommunal,Tjörn,23228302,79,"82,3","87,3","224,6",2014
Tomelilla,Kastanjeskolan,Kommunal,Tomelilla,90360196,106,"63,2","82,1","191,1",2014
Torsby,Frykenskolan,Kommunal,Torsby,21568934,118,"75,4","83,9","200,6",2014
Torsby,Kvistbergsskolan,Kommunal,Torsby,83025413,18,"66,7","72,2","187,4",2014
Torsås,Torskolan H,Kommunal,Torsås,99636909,75,"74,7","85,3","197,3",2014
Tranemo,Tranängskolan 7-9,Kommunal,Tranemo,33759766,147,"68,0","79,6","190,3",2014
Tranås,Junkaremålsskolan 7-9,Kommunal,Tranås,18476537,108,"75,9","86,1","207,2",2014
Tranås,Ängarydsskolan,Kommunal,Tranås,10155751,85,"71,8","89,4","203,5",2014
Trelleborg,Kunskapsskolan Trelleborg,Enskild,Kunskapsskolan i Sverige AB,65892623,57,"96,5",~100,"243,6",2014
Trelleborg,Fågelbäcksskolan 6-9,Kommunal,Trelleborg,94965726,37,"70,3","81,1","201,6",2014
Trelleborg,Liljeborgsskolan 7-9,Kommunal,Trelleborg,42096980,167,"74,9","83,2","218,9",2014
Trelleborg,Vannhögskolan 6-9,Kommunal,Trelleborg,92281801,74,"81,1","89,2","218,1",2014
Trelleborg,Väståkraskolan F-9,Kommunal,Trelleborg,16081769,67,"94,0",~100,"223,3",2014
Trollhättan,"Fridaskolan, Trollhättan",Enskild,Fridaskolorna AB,56884611,74,"89,2","93,2","217,0",2014
Trollhättan,"Nya Skolan, Trollhättan",Enskild,Nya Skolan Trollhättan AB,11588924,40,"77,5",~100,"224,3",2014
Trollhättan,Hjortmosseskolan 6-9,Kommunal,Trollhättan,66644468,41,"56,1","70,7","190,7",2014
Trollhättan,Kronan 6-9,Kommunal,Trollhättan,63750711,66,"30,3","45,5","149,8",2014
Trollhättan,Lyrfågelskolan 4-9,Kommunal,Trollhättan,12667629,85,"82,4","83,5","213,9",2014
Trollhättan,Paradisskolan 7-9,Kommunal,Trollhättan,38786603,67,"80,6","88,1","220,5",2014
Trollhättan,Sjuntorpskolan 4-9,Kommunal,Trollhättan,39396701,52,"90,4",~100,"222,4",2014
Trollhättan,Skogshöjdens skola 3-9,Kommunal,Trollhättan,77954455,31,"87,1",~100,"230,7",2014
Trollhättan,Stavreskolan 4-9,Kommunal,Trollhättan,49525819,53,"75,5","88,7","214,1",2014
Trollhättan,Strömslundsskolan 7-9,Kommunal,Trollhättan,96091081,48,"87,5","89,6","211,5",2014
Trollhättan,Sylteskolan 7-9,Kommunal,Trollhättan,66414430,47,"42,6","59,6","183,3",2014
Trosa,Hedebyskolan,Kommunal,Trosa,45500152,45,"71,1","82,2","199,6",2014
Trosa,Tomtaklintskolan,Kommunal,Trosa,51044218,69,"79,7","85,5","228,0",2014
Tyresö,Yggdrasil resursskola,Enskild,Skolgrunden AB,97439385,..,..,..,..,2014
Tyresö,Dalskolan,Kommunal,Tyresö,56130729,81,"79,0","91,4","203,0",2014
Tyresö,Kumla skola,Kommunal,Tyresö,37147254,136,"85,3","87,5","218,3",2014
Tyresö,Nyboda skola,Kommunal,Tyresö,31281674,125,"67,2","73,6","201,2",2014
Tyresö,Strandskolan,Kommunal,Tyresö,87665835,62,"91,9",~100,"225,0",2014
Tyresö,Tyresö skola,Kommunal,Tyresö,83020784,75,"94,7","100,0","250,4",2014
Täby,Byängsskolan,Enskild,Byängsskolan AB,65839656,51,"94,1",~100,"234,6",2014
Täby,Mellansjö skola,Enskild,Enigma Omsorg AB,54332921,..,.,..,..,2014
Täby,Futuraskolan Bergtorp,Enskild,Futuraskolan AB,24142153,164,"89,6",~100,"249,3",2014
Täby,Engelska Skolan i Täby,Enskild,Internationella Engelska Skolan i Sverige AB,12332278,178,"97,8",~100,"256,4",2014
Täby,Kunskapsskolan Täby,Enskild,Kunskapsskolan i Sverige AB,25309669,43,"95,3","100,0","256,0",2014
Täby,Nya Tidens Montessorisk. Täby,Enskild,Nya Tidens Montessoriskola i Täby AB,89424201,22,"63,6","100,0","225,7",2014
Täby,Milstensskolan,Enskild,Pysslingen Förskolor och Skolor AB,23312767,14,"100,0","100,0","240,9",2014
Täby,Kristinaskolan,Enskild,Specialpedagogiskt Forum TRT AB,16244673,..,.,.,..,2014
Täby,Svalnäs skola,Enskild,"Svalnäs, Ek. För.",84230778,..,.,.,..,2014
Täby,Attundaskolan,Kommunal,Täby,85045274,..,.,..,..,2014
Täby,Gribby Gård,Kommunal,Täby,20587249,..,..,..,..,2014
Täby,Näsbydalskolan,Kommunal,Täby,22807677,103,"95,1",~100,"251,5",2014
Täby,Näsbyparksskolan,Kommunal,Täby,96330648,48,"79,2","85,4","230,7",2014
Täby,Skarpängsskolan,Kommunal,Täby,83454509,125,"92,8",~100,"223,5",2014
Täby,Skolhagenskolan,Kommunal,Täby,69088221,71,"93,0",~100,"230,9",2014
Täby,Vallatorpsskolan,Kommunal,Täby,57206066,82,"90,2","92,7","222,0",2014
Täby,Täby Friskola-Enhagen,Enskild,Täby Friskola AB,32231541,79,"98,7","100,0","270,4",2014
Täby,Helleborusskolan,Enskild,ZACU AB,45984740,16,"68,8",~100,"193,0",2014
Töreboda,Töreboda Centralskola,Kommunal,Töreboda,94707451,96,"71,9","84,4","200,0",2014
Uddevalla,"Fridaskolan, Uddevalla",Enskild,Fridaskolorna AB,27489448,60,"86,7","90,0","215,6",2014
Uddevalla,Hällebergsskolan,Enskild,Hällebergsförsamlingen,52464734,11,..,..,"234,5",2014
Uddevalla,Linnéaskolan,Enskild,Linnéaskolan AB,92086024,40,"80,0","87,5","227,8",2014
Uddevalla,Stenbackeskolan,Enskild,Stiftelsen Uddevalla Kristna Skola,77005811,..,..,..,..,2014
Uddevalla,Bergiusskolan,Kommunal,Uddevalla,44018113,..,..,..,..,2014
Uddevalla,Norgårdenskolan 7-9,Kommunal,Uddevalla,10405686,108,"75,9","95,4","200,2",2014
Uddevalla,Ramnerödsskolan,Kommunal,Uddevalla,83416307,112,"57,1","81,3","192,8",2014
Uddevalla,Västerskolan,Kommunal,Uddevalla,62222568,115,"89,6",~100,"227,0",2014
Uddevalla,Äsperödsskolan 7-9,Kommunal,Uddevalla,45535775,71,"52,1","84,5","179,6",2014
Uddevalla,Östanvindsskolan,Kommunal,Uddevalla,75650987,..,.,.,..,2014
Uddevalla,Vassbo skola,Enskild,Vassbo Behandlingshem AB,29585776,..,.,.,..,2014
Ulricehamn,Stenbocksskolan ST 1 + 2,Kommunal,Ulricehamn,68980697,100,"73,0","88,0","207,8",2014
Ulricehamn,Stenbocksskolan ST 3 + 4,Kommunal,Ulricehamn,53032398,71,"70,4","80,3","205,9",2014
Ulricehamn,Ätradalsskolan,Kommunal,Ulricehamn,28080863,66,"60,6","77,3","200,3",2014
Umeå,Minervaskolan,Enskild,Minervaskolan i Umeå AB,75713343,62,"91,9",~100,"245,2",2014
Umeå,"Umeå Waldorfskola, gr",Enskild,Stiftelsen Umeå Waldorfskola R Karlsson Mfl,16183719,16,"81,3","100,0","227,3",2014
Umeå,"Prolympia, Umeå",Enskild,ULNO AB,28958120,76,"92,1",~100,"223,5",2014
Umeå,Bräntbergsskolan 1,Kommunal,Umeå,44391304,29,"89,7",~100,"228,1",2014
Umeå,Bräntbergsskolan 2,Kommunal,Umeå,51963791,62,"69,4","75,8","204,3",2014
Umeå,Carlshöjdsskolan 2,Kommunal,Umeå,42259280,32,"87,5",~100,"226,9",2014
Umeå,Ersängsskolan 7-9,Kommunal,Umeå,96783420,65,"63,1","78,5","208,5",2014
Umeå,Grubbeskolan 1,Kommunal,Umeå,21768043,104,"88,5","91,3","225,3",2014
Umeå,Grubbeskolan 2,Kommunal,Umeå,89248713,26,"88,5",~100,"228,5",2014
Umeå,Hagaskolan 7-9,Kommunal,Umeå,53016523,83,"77,1","88,0","216,3",2014
Umeå,Hedlunda underv för nyanlända,Kommunal,Umeå,45854948,..,.,.,..,2014
Umeå,Hörnefors Centralskola 7-9,Kommunal,Umeå,85438284,41,"85,4",~100,"205,5",2014
Umeå,Linneaskolan,Kommunal,Umeå,39117429,51,"84,3",~100,"217,9",2014
Umeå,Obbola skola 6-9,Kommunal,Umeå,31716818,27,"96,3",~100,"232,7",2014
Umeå,Sjöfruskolan Supra,Kommunal,Umeå,77062355,30,"90,0",~100,"238,0",2014
Umeå,Storsjöskolan 2,Kommunal,Umeå,10954341,49,"87,8",~100,"214,7",2014
Umeå,Sävar skola 1,Kommunal,Umeå,90639590,24,"83,3",~100,"217,9",2014
Umeå,Sävar skola 2,Kommunal,Umeå,37864129,46,"80,4",~100,"223,0",2014
Umeå,Tegs centralskola 1,Kommunal,Umeå,96517991,70,"84,3",~100,"213,7",2014
Umeå,Tegs centralskola 2,Kommunal,Umeå,74820849,48,"85,4",~100,"215,5",2014
Umeå,Västangårds skola,Kommunal,Umeå,36171517,26,"73,1",~100,"203,8",2014
Umeå,Ålidhemsskolan 4-9,Kommunal,Umeå,42752416,42,"81,0","88,1","229,2",2014
Umeå,Hannaskolan,Enskild,Umeå Kristna Skolförening,68950088,12,"91,7","100,0","239,0",2014
Upplands Väsby,Sandbergska skolan,Enskild,Sandbergska skolan AB,97762139,20,"80,0","100,0","234,4",2014
Upplands Väsby,"Sverigefinska sk, Uppl Väsby",Enskild,Stiftelsen Språkskolan i Upplands Väsby,68403656,..,..,..,..,2014
Upplands Väsby,Södervikskolan,Enskild,Södervikskolan AB,49021135,87,"85,1","92,0","225,7",2014
Upplands Väsby,Grimsta skola,Kommunal,Upplands Väsby,44227469,119,"66,4","81,5","199,1",2014
Upplands Väsby,Runby skola,Kommunal,Upplands Väsby,77624936,53,"66,0","71,7","205,9",2014
Upplands Väsby,Smedby skola,Kommunal,Upplands Väsby,36789655,15,..,..,"184,3",2014
Upplands Väsby,Väsby skola,Kommunal,Upplands Väsby,31018677,83,"57,8","72,3","193,7",2014
Upplands Väsby,Vittra Väsby,Enskild,Vittraskolorna AB,24374886,31,"77,4",~100,"212,3",2014
Upplands-Bro,Källskolan,Enskild,Föreningen För Kristen Skola i Upplands-Bro,69098787,30,"83,3",~100,"218,6",2014
Upplands-Bro,Broskolan,Kommunal,Upplands-Bro,16983719,92,"81,5","91,3","232,0",2014
Upplands-Bro,Ekhammarskolan,Kommunal,Upplands-Bro,92284588,77,"71,4","88,3","207,0",2014
Upplands-Bro,Hagnässkolan,Kommunal,Upplands-Bro,16969143,52,"88,5",~100,"228,5",2014
Uppsala,Kajan Friskola,Enskild,Center för vård och omsorg i Uppsala AB,95219888,..,.,.,..,2014
Uppsala,Gluntens Montessoriskola,Enskild,Gluntens Montessoriskola Ek. För.,57484572,25,"100,0","100,0","255,6",2014
Uppsala,Katarinaskolan,Enskild,Heliga Katarinas Skolstiftelse,71951060,93,"88,2",~100,"249,0",2014
Uppsala,Raoul Wallenbergskolan Uppsala,Enskild,International Swedish School AB,56867001,61,"85,2",~100,"227,2",2014
Uppsala,Engelska skolan i Uppsala,Enskild,Internationella Engelska Skolan i Sverige AB,83401016,59,"74,6","88,1","233,7",2014
Uppsala,JENSEN grundskola Uppsala,Enskild,JENSEN education college AB,25730446,23,"95,7","100,0","255,8",2014
Uppsala,Kunskapsskolan Uppsala,Enskild,Kunskapsskolan i Sverige AB,73947432,123,"93,5","93,5","249,6",2014
Uppsala,Kunskapsskolan Uppsala Norra,Enskild,Kunskapsskolan i Sverige AB,73806643,40,"92,5",~100,"233,8",2014
Uppsala,Skogstibble grundskola,Enskild,SRK Konsultation AB,49262000,..,.,.,..,2014
Uppsala,LOKS Kyrkskolan 7-9,Enskild,"Stiftelsen Livets Ord, Bibelcenter O Förlag",35561766,64,"95,3","100,0","242,8",2014
Uppsala,Uppsala Musikklasser,Enskild,Stiftelsen Uppsala Musikklasser,89387408,67,"100,0","100,0","269,4",2014
Uppsala,Uppsala waldorfskola,Enskild,Stiftelsen Uppsala Waldorfskola,69405762,..,..,..,..,2014
Uppsala,Almunge skola,Kommunal,Uppsala,99056007,51,"72,5","76,5","201,6",2014
Uppsala,Björkvallsskolan,Kommunal,Uppsala,89112467,71,"81,7","87,3","199,5",2014
Uppsala,Eriksbergsskolan,Kommunal,Uppsala,18733789,76,"75,0","90,8","225,1",2014
Uppsala,Gottsundaskolan 2,Kommunal,Uppsala,93042073,120,"84,2","90,0","223,2",2014
Uppsala,Gränbyskolan,Kommunal,Uppsala,60782519,160,"79,4","91,3","210,5",2014
Uppsala,Gåvsta skola,Kommunal,Uppsala,12275851,22,"77,3",~100,"212,5",2014
Uppsala,Kvarngärdesskolan,Kommunal,Uppsala,61003071,19,"89,5",~100,"257,9",2014
Uppsala,Luthagens skolor 1,Kommunal,Uppsala,92713811,73,"97,3","100,0","246,0",2014
Uppsala,Luthagens skolor 2,Kommunal,Uppsala,12733075,60,"90,0",~100,"242,7",2014
Uppsala,Nannaskolan,Kommunal,Uppsala,29677535,123,"82,9","91,1","217,4",2014
Uppsala,Stavby skola,Kommunal,Uppsala,72802066,13,"100,0","100,0","243,1",2014
Uppsala,Stordammen,Kommunal,Uppsala,95132430,46,"67,4","76,1","191,5",2014
Uppsala,Tuna skola,Kommunal,Uppsala,26666728,13,..,~100,"205,2",2014
Uppsala,Tunabergsskolan 1,Kommunal,Uppsala,54742485,128,"91,4","96,1","229,4",2014
Uppsala,Vaksalaskolan,Kommunal,Uppsala,28006480,84,"83,3",~100,"235,2",2014
Uppsala,Valsätraskolan,Kommunal,Uppsala,56446888,120,"75,0","82,5","225,3",2014
Uppsala,von Bahrs skola 2,Kommunal,Uppsala,67720051,47,"66,0","80,9","197,9",2014
Uppsala,Västra Stenhagenskolan,Kommunal,Uppsala,48134074,70,"68,6","81,4","209,7",2014
Uppsala,Ärentunaskolan 1,Kommunal,Uppsala,64800741,122,"76,2","91,0","213,0",2014
Uppvidinge,Åsedaskolan 7-9,Kommunal,Uppvidinge,75658239,42,"97,6",~100,"224,6",2014
Uppvidinge,Älghultskolan,Kommunal,Uppvidinge,73077490,47,"83,0","89,4","210,8",2014
Vadstena,Petrus Magni skola H,Kommunal,Vadstena,21550555,72,"81,9","93,1","221,3",2014
Vaggeryd,Fågelforsskolan 6-9,Kommunal,Vaggeryd,38944084,75,"85,3","92,0","206,4",2014
Vaggeryd,Hjortsjöskolan 6-9,Kommunal,Vaggeryd,95197505,85,"69,4","83,5","205,5",2014
Valdemarsvik,Vammarskolan 7-9,Kommunal,Valdemarsvik,53620708,70,"68,6","77,1","198,5",2014
Vallentuna,Aktiviaskolan,Enskild,Aktivia AB,48184058,..,.,.,..,2014
Vallentuna,"Atlas, resursklass",Kommunal,Vallentuna,40724774,..,..,..,..,2014
Vallentuna,Bällstabergsskolan,Kommunal,Vallentuna,52293921,18,"88,9","100,0","218,8",2014
Vallentuna,"Clavis, resursklass",Kommunal,Vallentuna,42652939,..,..,..,..,2014
Vallentuna,Ekebyskolan,Kommunal,Vallentuna,78821726,33,"48,5","66,7","199,2",2014
Vallentuna,Hammarbacksskolan,Kommunal,Vallentuna,31772387,45,"88,9",~100,"225,0",2014
Vallentuna,Hjälmstaskolan,Kommunal,Vallentuna,16855764,57,"80,7",~100,"215,9",2014
Vallentuna,Karbyskolan,Kommunal,Vallentuna,57370453,36,"91,7",~100,"227,6",2014
Vallentuna,Lovisedalsskolan,Kommunal,Vallentuna,29278599,53,"92,5",~100,"226,3",2014
Vallentuna,Strix Hammarbacksskolans,Kommunal,Vallentuna,97468609,..,.,.,..,2014
Vallentuna,"Tunaskolan, resursklass",Kommunal,Vallentuna,56878797,..,..,..,..,2014
Vallentuna,"Vallen, resursklass",Kommunal,Vallentuna,48822997,..,.,.,..,2014
Vallentuna,Vallentuna Friskola,Enskild,Vallentuna Friskola AB,72378947,49,"89,8",~100,"224,8",2014
Vallentuna,Vittra Vallentuna,Enskild,Vittraskolorna AB,46206050,32,"96,9","100,0","250,8",2014
Vansbro,Smedbergsskolan 6-9,Kommunal,Vansbro,20545871,63,"73,0","76,2","207,4",2014
Vara,Alléskolan,Kommunal,Vara,45270097,105,"79,0","84,8","208,4",2014
Vara,Nästegårdsskolan,Kommunal,Vara,88862132,64,"71,9","90,6","215,7",2014
Varberg,Nyhemsskolan Varbergs Krist sk,Enskild,"Nyhemsskolan-Varbergs Kristna Skola, Ek. För.",74843338,..,..,..,..,2014
Varberg,Almers skola 7-9 och grundsärskolan äldre elever,Kommunal,Varberg,72527414,48,"81,3",~100,"211,3",2014
Varberg,Ankarskolan 4-9 och fritidshem,Kommunal,Varberg,68653982,37,"91,9",~100,"217,6",2014
Varberg,Bläshammar skola F-9 och fritidshem,Kommunal,Varberg,13220136,18,"100,0","100,0","218,8",2014
Varberg,Bosgårdsskolan 4-9 och fritidshem,Kommunal,Varberg,92184735,53,"75,5","86,8","212,1",2014
Varberg,Buaskolan F-9 och fritidshem,Kommunal,Varberg,11061967,19,"84,2",~100,"214,3",2014
Varberg,Göthriks skola F-9 och fritidshem,Kommunal,Varberg,67801661,14,"85,7",~100,"224,2",2014
Varberg,Hagaskolan 6-9,Kommunal,Varberg,26579492,39,"79,5",~100,"225,4",2014
Varberg,Håstensskolan 8-9,Kommunal,Varberg,75684823,102,"84,3","93,1","216,6",2014
Varberg,Lindbergs skola 1-9,Kommunal,Varberg,23521056,50,"86,0","88,0","207,4",2014
Varberg,Påskbergsskolan 6-9,Kommunal,Varberg,42127916,53,"90,6",~100,"232,5",2014
Varberg,Rolfstorps skola F-9 och fritidshem,Kommunal,Varberg,46202890,29,"89,7",~100,"208,1",2014
Varberg,Vidhögeskolan 6-9,Kommunal,Varberg,70460569,42,"64,3","83,3","193,7",2014
Varberg,Väröbackaskolan F-9 och fritidshem,Kommunal,Varberg,68613823,16,"93,8","100,0","209,7",2014
Varberg,Varbergs Montessoriskola,Enskild,Varbergs Montessoriskola Ek. För.,68980561,17,"70,6",~100,"218,8",2014
Vaxholm,Norrbergsskolan,Kommunal,Vaxholm,24710426,87,"83,9",~100,"221,4",2014
Vellinge,Framtidskomp. V Ingelstad sk,Enskild,Framtidskompassen AB,44979671,42,"95,2","100,0","235,4",2014
Vellinge,Framtidskompassen i Vellinge,Enskild,Framtidskompassen AB,15068529,41,"92,7","100,0","244,7",2014
Vellinge,Skanör Falsterbo Montessorisk.,Enskild,Skanörs Montessori Förskola,46725455,16,"100,0","100,0","275,8",2014
Vellinge,Herrestorpskolan,Kommunal,Vellinge,16650439,20,"75,0",~100,"226,9",2014
Vellinge,Ljungenskolan,Kommunal,Vellinge,41197162,50,"100,0","100,0","257,0",2014
Vellinge,Sandeplanskolan,Kommunal,Vellinge,71367825,48,"91,7",~100,"246,4",2014
Vellinge,Skanörs skola,Kommunal,Vellinge,46945514,..,.,..,..,2014
Vellinge,Stora Hammars skola,Kommunal,Vellinge,24181728,57,"96,5","100,0","240,3",2014
Vellinge,Södervångskolan,Kommunal,Vellinge,28023150,47,"93,6","100,0","234,3",2014
Vellinge,Tångvallaskolan,Kommunal,Vellinge,58994715,46,"97,8","100,0","253,9",2014
Vellinge,Ängdalaskolan,Enskild,Ängdala Skolor AB,11885832,48,"95,8",~100,"237,4",2014
Vetlanda,Landsbro skola 7-9,Kommunal,Vetlanda,69564434,91,"81,3","91,2","201,6",2014
Vetlanda,Mogärdeskolan 7-9,Kommunal,Vetlanda,28429330,81,"75,3","85,2","206,8",2014
Vetlanda,Withalaskolan,Kommunal,Vetlanda,71069662,157,"68,8","84,7","194,2",2014
Vetlanda,Vetlanda Friskola,Enskild,"Vetlanda Bibelcenter, Stiftelsen",13123046,..,..,..,..,2014
Vilhelmina,Hembergsskolan,Kommunal,Vilhelmina,99257809,52,"75,0","86,5","205,0",2014
Vilhelmina,Strandskolan,Enskild,Vilhelmina Fria Församling,45737019,..,..,..,..,2014
Vimmerby,Astrid Lindgrens skola 7-9,Kommunal,Vimmerby,92620495,68,"75,0","79,4","205,3",2014
Vimmerby,Vimarskolan 7-9,Kommunal,Vimmerby,39345593,81,"74,1","86,4","205,2",2014
Vindeln,Renforsskolan,Kommunal,Vindeln,74352559,61,"77,0","90,2","188,0",2014
Vingåker,Vidåkersskolan,Kommunal,Vingåker,53174138,129,"58,1","62,8","160,2",2014
Vårgårda,Gullhögskolan,Kommunal,Vårgårda,84179524,128,"80,5","88,3","218,2",2014
Vänersborg,"Fridaskolan, Vänersborg",Enskild,Fridaskolorna AB,10982633,69,"78,3","91,3","245,9",2014
Vänersborg,Centrala skolenheten,Kommunal,Vänersborg,33067448,257,"71,2","86,8","208,7",2014
Vänersborg,Dalboskolan,Kommunal,Vänersborg,93140467,60,"68,3","78,3","193,5",2014
Vännäs,Hammarskolan 7-9 AB,Kommunal,Vännäs,94348319,45,"75,6","84,4","203,1",2014
Vännäs,Hammarskolan 7-9 CD,Kommunal,Vännäs,59355811,40,"80,0","85,0","205,4",2014
Värmdö,Lemshaga Akademi,Enskild,Lemshagastiftelsen,11364996,52,"100,0","100,0","263,2",2014
Värmdö,Brunns skola,Kommunal,Värmdö,42434583,59,"88,1",~100,"229,0",2014
Värmdö,Farstavikens skola,Kommunal,Värmdö,60624757,91,"75,8","81,3","222,8",2014
Värmdö,Hemmestaskolan,Kommunal,Värmdö,24561769,84,"83,3","94,0","214,8",2014
Värmdö,"Kullsvedskolan, Grundskola",Kommunal,Värmdö,67362048,..,..,..,..,2014
Värmdö,Värmdö Skärgårdsskola,Kommunal,Värmdö,77630712,39,"94,9",~100,"217,4",2014
Värmdö,Ösbyskolan,Kommunal,Värmdö,88283203,76,"89,5",~100,"243,3",2014
Värnamo,Apladalsskolan,Kommunal,Värnamo,40576389,118,"75,4","86,4","214,2",2014
Värnamo,Bors skola,Kommunal,Värnamo,68702432,66,"74,2","81,8","214,5",2014
Värnamo,Forshedaskolan,Kommunal,Värnamo,23192281,80,"76,3","82,5","216,1",2014
Värnamo,Gröndalsskolan,Kommunal,Värnamo,41729877,129,"93,0",~100,"229,2",2014
Västervik,Alphaskolan,Enskild,Kunskapsnavet AB,25749057,42,"64,3","88,1","211,8",2014
Västervik,Gamlebyvikens friskola,Enskild,Stiftelsen Josua,80536102,..,..,..,..,2014
Västervik,AL5/Falken,Kommunal,Västervik,46345666,..,.,.,..,2014
Västervik,Ankarsrums skola,Kommunal,Västervik,72904597,36,"80,6","83,3","213,5",2014
Västervik,Ellen Keyskolan,Kommunal,Västervik,88600321,108,"77,8","88,0","230,1",2014
Västervik,Ludvigsborgsskolan,Kommunal,Västervik,16547623,100,"81,0","86,0","219,7",2014
Västervik,Åbyskolan,Kommunal,Västervik,48015765,48,"77,1","83,3","210,0",2014
Västervik,Överumsskolan 7-9,Kommunal,Västervik,75732352,17,"88,2",~100,"191,6",2014
Västerås,Centuriaskolan,Enskild,021 Skol AB,83896681,25,"64,0","100,0","200,8",2014
Västerås,Entréskolan Västerås,Enskild,AmiSgo AB,77743622,43,"90,7",~100,"202,3",2014
Västerås,Engelska Skolan i Västerås,Enskild,Internationella Engelska Skolan i Sverige AB,46042136,31,"100,0","100,0","262,8",2014
Västerås,Kunskapsskolan Västerås,Enskild,Kunskapsskolan i Sverige AB,30576881,102,"91,2",~100,"254,6",2014
Västerås,"MBC skolan, Västerås",Enskild,Magelungen Utveckling AB,82151850,..,.,.,..,2014
Västerås,Rotundaskolan,Enskild,Pysslingen Förskolor och Skolor AB,80009811,52,"65,4",~100,"215,5",2014
Västerås,Fryxellska skolan,Enskild,Stiftelsen Fryx,73093445,128,"93,0",~100,"240,3",2014
Västerås,Pilträdsskolan,Enskild,Stiftelsen Källan,81265119,..,..,..,..,2014
Västerås,"Västerås Waldorfskola, grund",Enskild,Stiftelsen Västerås Waldorfskola,14896115,10,..,..,"224,0",2014
Västerås,Grundskolan Äventyret,Enskild,Stiftelsen Äventyret,57243353,10,..,..,"218,8",2014
Västerås,Apalbyskolan 6-9,Kommunal,Västerås,99947080,45,"64,4","73,3","192,3",2014
Västerås,Bäckbyskolan 1,Kommunal,Västerås,82768033,65,"53,8","66,2","175,0",2014
Västerås,Bäckbyskolan 2,Kommunal,Västerås,36793802,..,.,..,..,2014
Västerås,Irstaskolan 7-9,Kommunal,Västerås,12507517,78,"89,7",~100,"231,2",2014
Västerås,Kristiansborgsskolan,Kommunal,Västerås,65736810,130,"80,8","89,2","212,8",2014
Västerås,Nybyggeskolan 1,Kommunal,Västerås,14086188,70,"48,6","60,0","173,1",2014
Västerås,Nybyggeskolan 2,Kommunal,Västerås,39103253,95,"80,0","93,7","211,2",2014
Västerås,Persboskolan,Kommunal,Västerås,10453232,47,"66,0","87,2","198,0",2014
Västerås,Rönnbyskolan 6-9,Kommunal,Västerås,16313755,55,"89,1",~100,"229,9",2014
