skolverket_kommunnamn,skolverket_skolnamn,school_unit,huvudman,skolverket_school_subject,skolverket_tot_m_betyg_tcv200,skolverket_fli_m_betyg_tcv200,skolverket_poj_m_betyg_tcv200,skolverket_tot_andel_ae_tcv200,skolverket_fli_andel_ae_tcv200,skolverket_poj_andel_ae_tcv200,skolverket_tot_gbp_tcv200,skolverket_fli_gbp_tcv200,skolverket_poj_gbp_tcv200,year
Eksjö,Prästängsskolan,48457931,Kommunal,Historia,127,61,66,"91,3","91,8","90,9","13,9","15,0","12,8",2014
Enköping,Bergtallens skola,73178642,Enskild,Historia,..,.,..,..,.,..,..,.,..,2014
Enköping,Kunskapsskolan Enköping,67723630,Enskild,Historia,91,59,32,~100,~100,~100,"14,9","15,6","13,7",2014
Enköping,S:t Iliansskolan/Västerledsskolan,18143807,Kommunal,Historia,145,70,75,"68,3","68,6","68,0","8,6","8,6","8,6",2014
Enköping,Örsundsbroskolan,98587494,Kommunal,Historia,34,18,16,~100,"100,0",~100,"11,1","12,4","9,7",2014
Eskilstuna,Engelska Skolan i Eskilstuna,36759013,Enskild,Historia,180,94,86,"97,2",~100,~100,"15,2","15,9","14,5",2014
Eskilstuna,Gökstensskolan 7-9,40577236,Kommunal,Historia,107,53,54,"92,5","90,6",~100,"12,8","13,3","12,3",2014
Eskilstuna,Skogstorpsskolan1 6-9,80168622,Kommunal,Historia,49,19,30,~100,"100,0",~100,"15,3","16,6","14,5",2014
Eskilstuna,Årbyskolan 7-9,60791109,Kommunal,Historia,69,36,33,"88,4",~100,"81,8","12,0","12,6","11,3",2014
Eslöv,Ekenässkolan,83526311,Kommunal,Historia,110,52,58,"90,9","90,4","91,4","12,5","12,6","12,5",2014
Eslöv,Källebergsskolan,26645758,Kommunal,Historia,78,34,44,"89,7",~100,"86,4","11,7","12,9","10,7",2014
Essunga,Nossebro skola år 6-9,26531220,Kommunal,Historia,59,30,29,~100,~100,~100,"14,3","14,3","14,2",2014
Fagersta,Lindgårdsskolan,50128489,Enskild,Historia,23,10,13,~100,"100,0",~100,"12,3","13,3","11,5",2014
Fagersta,Risbroskolan,88657987,Kommunal,Historia,107,43,64,"87,9",~100,"84,4","12,1","13,9","11,0",2014
Falkenberg,Apelskolan 1,31158776,Kommunal,Historia,47,19,28,~100,"100,0",~100,"14,0","16,6","12,2",2014
Falköping,Gudhemsskolan,48695990,Kommunal,Historia,22,..,..,~100,..,~100,"12,2",..,"12,1",2014
Falun,Backafors Resursskola,27560810,Enskild,Historia,..,..,..,..,..,.,..,..,..,2014
Filipstad,Ferlinskolan,76981284,Kommunal,Historia,82,51,31,"74,4","66,7",~100,"10,4","9,4","12,1",2014
Forshaga,Forshaga lärcenter H-stadiet,68533503,Kommunal,Historia,97,57,40,"77,3","82,5","70,0","9,9","10,9","8,6",2014
Gagnef,Djuråsskolan F-9,36819574,Kommunal,Historia,60,14,46,"91,7","100,0","89,1","13,3","15,0","12,7",2014
Gagnef,Mockfjärdsskolan,95610127,Kommunal,Historia,49,24,25,~100,~100,~100,"12,9","13,6","12,1",2014
Gotland,Romaskolan,60700608,Kommunal,Historia,26,11,15,~100,"100,0",~100,"11,3","13,6","9,7",2014
Gotland,Södervärnsskolans 7-9,80013231,Kommunal,Historia,95,38,57,"89,5",~100,"89,5","12,9","13,6","12,5",2014
Gällivare,Hedskolan LMH,13185131,Kommunal,Historia,45,31,14,"84,4",~100,~100,"11,0","12,1","8,6",2014
Gällivare,Malmens friskola,37140962,Enskild,Historia,20,..,..,~100,..,..,"12,9",..,"10,7",2014
Gällivare,Sjöparksskolan LMH,24426745,Kommunal,Historia,32,15,17,~100,~100,"100,0","13,1","13,0","13,2",2014
Gävle,Bergby Centralskola 1-9,55373417,Kommunal,Historia,36,21,15,"66,7","66,7","66,7","8,3","8,6","8,0",2014
Gävle,Engelska Skolan i Gävle,53952728,Enskild,Historia,195,107,88,"96,9",~100,~100,"15,3","15,9","14,6",2014
Gävle,Stora Sätraskolan,49779956,Kommunal,Historia,59,21,38,"81,4","66,7",~100,"10,5","8,2","11,8",2014
Göteborg,Fiskebäcksskolan 6-9,99641533,Kommunal,Historia,51,23,28,~100,"100,0",~100,"14,7","15,8","13,8",2014
Göteborg,Fjällskolan,53332364,Kommunal,Historia,63,30,33,"87,3",~100,~100,"13,7","14,3","13,1",2014
Göteborg,Franska skolan Göteborg,55860193,Enskild,Historia,25,15,10,"100,0","100,0","100,0","16,4","16,2","16,8",2014
Göteborg,Glöstorpsskolan 7-9,85656343,Kommunal,Historia,40,18,22,"70,0",~100,"54,5","9,9","12,8","7,6",2014
Göteborg,Int Engelska Skolan i Göteborg,45124936,Enskild,Historia,177,102,75,"89,8","92,2","86,7","11,6","12,0","10,9",2014
Göteborg,Jättestensskolan 4-9,89438692,Kommunal,Historia,40,17,23,"65,0","58,8","69,6","8,5","7,9","8,9",2014
Göteborg,Park-Kålltorpsskolan 7-9,89792955,Kommunal,Historia,118,64,54,"94,1",~100,"90,7","13,8","14,6","12,8",2014
Göteborg,Rudolf Steinerskolan Göteborg,42817980,Enskild,Historia,13,..,..,"100,0",..,..,"16,2",..,..,2014
Göteborg,Sannaskolan,71588377,Kommunal,Historia,67,20,47,"89,6",~100,~100,"12,3","11,5","12,6",2014
Göteborg,Sjumilaskolan F-9,25261308,Kommunal,Historia,50,24,26,"60,0","62,5","57,7","7,7","8,1","7,2",2014
Göteborg,Styrsöskolan,81179515,Kommunal,Historia,33,18,15,~100,"100,0",~100,"17,2","18,1","16,2",2014
Göteborg,Toleredsskolan 7-9,27774991,Kommunal,Historia,74,40,34,"77,0","80,0","73,5","9,9","10,5","9,2",2014
Göteborg,Torslandaskolan 6-9,54282652,Kommunal,Historia,90,50,40,"91,1",~100,"87,5","13,1","13,7","12,4",2014
Göteborg,Tynneredsskolan,12026626,Kommunal,Historia,67,40,27,"82,1","77,5",~100,"11,0","10,6","11,8",2014
Hagfors,Älvstranden bildn.centrum 7-9,18315553,Kommunal,Historia,64,29,35,"73,4","79,3","68,6","10,2","11,1","9,4",2014
Halmstad,Getingeskolan 1,99829869,Kommunal,Historia,70,35,35,~100,~100,"100,0","14,8","16,1","13,6",2014
Halmstad,Söndrumskolan 1,18751410,Kommunal,Historia,39,19,20,~100,~100,"100,0","13,7","13,9","13,4",2014
Halmstad,Wallbergsskolan,42422737,Enskild,Historia,20,..,..,"100,0","100,0",..,"14,0","14,0",..,2014
Halmstad,Österledskolan 1,92337813,Kommunal,Historia,59,37,22,"89,8","86,5",~100,"13,1","13,6","12,3",2014
Halmstad,Österledskolan 2,14732915,Kommunal,Historia,21,..,..,~100,~100,..,"10,6","11,0",..,2014
Hammarö,Mörmoskolan 7-9,47480841,Kommunal,Historia,65,30,35,"89,2",~100,"82,9","12,7","13,8","11,8",2014
Haninge,Ribbyskolan,59497255,Kommunal,Historia,115,40,75,"78,3","72,5","81,3","9,9","9,1","10,3",2014
Haninge,Tungelsta skola,38975788,Kommunal,Historia,65,28,37,~100,~100,~100,"12,5","12,8","12,3",2014
Haninge,Vendelsömalmsskolan,72266104,Kommunal,Historia,81,44,37,"76,5","81,8","70,3","10,4","11,3","9,4",2014
Haparanda,Gränsskolan,29991096,Kommunal,Historia,52,19,33,"75,0",~100,"69,7","9,0","10,4","8,3",2014
Haparanda,Språkskolan,98675845,Kommunal,Historia,14,..,..,~100,..,..,"14,5",..,..,2014
Hedemora,Olympica,87686617,Enskild,Historia,19,..,..,~100,..,..,"10,7",..,"11,4",2014
Hedemora,Vasaskolan 9,78633454,Kommunal,Historia,119,57,62,"85,7","87,7","83,9","10,8","11,8","9,9",2014
Helsingborg,Dalhemsskolan,86764194,Kommunal,Historia,18,..,..,"66,7",~100,..,"8,9","10,6",..,2014
Helsingborg,Gantofta skola,28424574,Kommunal,Historia,22,..,..,"77,3",..,..,"11,3","10,2",..,2014
Helsingborg,Högastensskolan,13175575,Kommunal,Historia,49,32,17,"89,8","100,0","70,6","12,6","14,1","9,9",2014
Helsingborg,Laröds skola,87251726,Kommunal,Historia,29,12,17,"100,0","100,0","100,0","16,5","17,3","15,9",2014
Helsingborg,Maria Parkskolan,42164778,Kommunal,Historia,..,..,..,..,.,..,..,..,..,2014
Helsingborg,Pauliskolan,50194424,Enskild,Historia,..,..,..,..,..,..,..,..,..,2014
Helsingborg,"PeterSvenskolan, Helsingborg 1",16688128,Enskild,Historia,80,35,45,"88,8",~100,"88,9","12,3","13,9","11,1",2014
Helsingborg,Sally Bauerskolans Högstadium,53515359,Enskild,Historia,41,25,16,~100,"100,0",~100,"13,2","13,8","12,3",2014
Helsingborg,Vittra Landborgen,90080902,Enskild,Historia,55,35,20,"85,5","82,9",~100,"12,5","12,9","11,8",2014
Helsingborg,Västra Berga skola,28060171,Kommunal,Historia,25,14,11,"60,0",..,..,"7,7","8,2","7,0",2014
Hjo,Guldkroksskolan 7-9,81342093,Kommunal,Historia,76,42,34,"71,1","83,3","55,9","9,1","11,0","6,8",2014
Hofors,Petreskolan,25716177,Kommunal,Historia,84,42,42,"66,7","78,6","54,8","8,4","10,5","6,4",2014
Huddinge,Balingsnässkolan,13654969,Kommunal,Historia,48,29,19,~100,"100,0",~100,"14,5","15,3","13,2",2014
Huddinge,Kungsklippeskolan,89510449,Kommunal,Historia,39,16,23,~100,~100,~100,"14,4","14,2","14,5",2014
Huddinge,Rosenhillskolan,16654786,Kommunal,Historia,..,..,..,..,..,.,..,..,..,2014
Huddinge,Södertörns friskola,22019000,Enskild,Historia,98,48,50,~100,~100,~100,"16,2","16,3","16,1",2014
Hultsfred,Prolympia Virserum,12289594,Enskild,Historia,15,..,..,~100,..,..,"13,8",..,..,2014
Hylte,Örnaskolan 2,74001260,Kommunal,Historia,71,33,38,"93,0",~100,~100,"13,3","15,0","11,8",2014
Hylte,Örnaskolan 3,80477825,Kommunal,Historia,22,..,..,~100,..,"100,0","12,6",..,"12,9",2014
Håbo,Futurum,64305292,Kommunal,Historia,69,33,36,"88,4","100,0","77,8","11,7","14,2","9,4",2014
Håbo,Gransäterskolan,90826660,Kommunal,Historia,44,22,22,~100,"100,0",~100,"13,1","14,7","11,6",2014
Härjedalen,Ytterhogdals Centralskola,92387607,Kommunal,Historia,..,..,..,..,..,..,..,..,..,2014
Härnösand,Gerestaskolan åk 4-9,71734314,Kommunal,Historia,36,21,15,~100,~100,~100,"12,2","12,3","12,2",2014
Härnösand,Kiörningskolan,13510547,Kommunal,Historia,46,22,24,"87,0",~100,~100,"12,2","12,0","12,3",2014
Härnösand,Landgrenskolan,19405413,Kommunal,Historia,73,29,44,"86,3",~100,"81,8","11,8","13,4","10,7",2014
Härryda,Båtsmansskolan,37772170,Kommunal,Historia,60,25,35,~100,"100,0",~100,"13,8","14,9","12,9",2014
Härryda,Ekdalaskolan,17730768,Kommunal,Historia,53,25,28,~100,"100,0",~100,"14,4","15,5","13,5",2014
Hässleholm,Linné 7-9,84432632,Kommunal,Historia,41,17,24,"78,0","58,8",~100,"10,4","7,9","12,1",2014
Hässleholm,Läredaskolan 7-9,29689372,Kommunal,Historia,..,.,..,..,.,..,..,.,..,2014
Höganäs,Lerbergsskolan,26702041,Kommunal,Historia,41,21,20,~100,~100,~100,"14,4","15,0","13,8",2014
Höganäs,Montessoriskolan Tellus,69182531,Enskild,Historia,..,..,..,..,..,..,..,..,..,2014
Höganäs,Vikenskolan,99439224,Kommunal,Historia,41,21,20,~100,"100,0",~100,"15,4","17,3","13,4",2014
Hörby,Frostaskolan 7-9,38299211,Kommunal,Historia,74,30,44,"71,6","80,0","65,9","10,4","12,8","8,9",2014
Hörby,Pilevallens skola,93569920,Enskild,Historia,..,..,..,..,..,..,..,..,..,2014
Järfälla,Engelska Skolan i Järfälla,79093755,Enskild,Historia,112,54,58,~100,~100,~100,"14,3","14,6","14,0",2014
Jönköping,Alfred Dalinskolan,85416841,Kommunal,Historia,162,86,76,"74,1","74,4","73,7","9,8","10,1","9,3",2014
Jönköping,Ljungarumsskolan,40224836,Kommunal,Historia,118,64,54,"82,2","82,8","81,5","10,8","11,8","9,7",2014
Jönköping,Magnus Ladulås skola grund,17890412,Enskild,Historia,..,..,.,..,..,.,..,..,.,2014
Jönköping,"Prolympia, Jönköping",95673344,Enskild,Historia,68,30,38,"91,2",~100,"86,8","12,1","14,1","10,6",2014
Jönköping,Sanda idrottshögstadium,98088982,Kommunal,Historia,74,35,39,"91,9",~100,~100,"13,0","13,2","12,9",2014
Jönköping,Stadsgårdsskolan,12759583,Kommunal,Historia,84,40,44,"85,7","82,5","88,6","11,7","11,8","11,6",2014
Kalmar,Södra skolan,13936858,Enskild,Historia,69,33,36,~100,"100,0",~100,"14,5","15,6","13,5",2014
Karlshamn,Norrevångskolan,89878714,Kommunal,Historia,54,25,29,~100,~100,~100,"13,7","14,0","13,4",2014
Karlshamn,Österslättsskolan A,72744832,Kommunal,Historia,60,24,36,"76,7","75,0","77,8","9,9","10,2","9,7",2014
Karlskrona,Galären Hälsa och Idrott,66984600,Enskild,Historia,41,20,21,"87,8",~100,~100,"11,4","12,9","10,0",2014
Karlskrona,Piggelinen,99469094,Enskild,Historia,24,10,14,~100,..,~100,"11,6","13,0","10,5",2014
Karlskrona,Sunnadalskolan 7-9,68263602,Kommunal,Historia,31,14,17,"61,3",~100,..,"7,7","10,7","5,1",2014
Karlstad,Ilandaskolan,27418903,Kommunal,Historia,104,50,54,"94,2",~100,"90,7","12,9","13,5","12,4",2014
Katrineholm,Floda friskola,42354333,Enskild,Historia,28,16,12,"64,3",~100,..,"8,5","10,6","5,6",2014
Katrineholm,Kunskapsskolan Katrineholm,16603772,Enskild,Historia,24,..,..,"62,5","70,6",..,"8,6","9,7",..,2014
Kiruna,Högalidskolan 7-9,80693905,Kommunal,Historia,87,50,37,"88,5",~100,"83,8","12,4","12,9","11,8",2014
Kiruna,Karesuando skola,79467784,Kommunal,Historia,15,..,..,"100,0",..,..,"13,5",..,..,2014
Kiruna,Språkcentrum,77403120,Kommunal,Historia,..,.,..,..,.,..,..,.,..,2014
Kiruna,Svappavaara skola,21462543,Kommunal,Historia,..,..,..,..,..,..,..,..,..,2014
Knivsta,Margarethaskolan,51867275,Enskild,Historia,12,..,..,"100,0",..,..,"14,8",..,..,2014
Kristianstad,Antonskolan Österäng,57538739,Enskild,Historia,17,..,..,~100,..,..,"10,6",..,..,2014
Kristianstad,Fjälkinge skola MH,13867770,Kommunal,Historia,..,.,..,.,.,.,..,.,..,2014
Kristianstad,Fröknegårdskolan H1,80871896,Kommunal,Historia,..,.,..,.,.,.,..,.,..,2014
Kristianstad,Norretullskolan,59782586,Kommunal,Historia,51,18,33,~100,~100,~100,"11,7","11,9","11,5",2014
Kristianstad,Nosabyskolan,69725960,Kommunal,Historia,..,.,..,.,.,.,..,.,..,2014
Kristianstad,Rönnowskolan H,13756290,Kommunal,Historia,..,.,..,.,.,.,..,.,..,2014
Kristianstad,Slättängsskolan H,63356940,Kommunal,Historia,..,.,..,..,.,..,..,.,..,2014
Kristianstad,Spängerskolan,64694970,Kommunal,Historia,19,..,..,~100,~100,..,"12,4","13,4",..,2014
Kristianstad,Väskolan MH,75922665,Kommunal,Historia,..,.,..,.,.,.,..,.,..,2014
Kristianstad,Öllsjöskolan H,46211392,Kommunal,Historia,55,26,29,~100,~100,~100,"13,0","13,4","12,7",2014
Kristianstad,Önnestads skola H,18636287,Kommunal,Historia,38,13,25,~100,"100,0",~100,"16,3","17,1","15,8",2014
Krokom,Ås skola 4-9,54952732,Kommunal,Historia,28,13,15,~100,~100,"100,0","13,6","13,3","13,8",2014
Krokom,Änge skola,25036714,Kommunal,Historia,29,15,14,~100,"100,0",~100,"12,0","12,5","11,4",2014
Kungsbacka,Frillesåsskolan 4-9,10927868,Kommunal,Historia,33,13,20,"100,0","100,0","100,0","14,0","14,4","13,8",2014
Kungsbacka,Hålabäcksskolan 6-9,99688470,Kommunal,Historia,46,23,23,"84,8",~100,~100,"11,9","12,9","10,9",2014
Kungsbacka,Kapareskolan A-D,28803215,Kommunal,Historia,69,34,35,~100,~100,~100,"14,1","14,5","13,8",2014
Kungsbacka,Kapareskolan E-H,84111198,Kommunal,Historia,83,35,48,"94,0",~100,~100,"13,9","13,8","14,0",2014
Kungsbacka,Kullaviks Montessoriskola,10902849,Enskild,Historia,24,..,..,"100,0",..,"100,0","17,0",..,"16,3",2014
Kungsbacka,Smedingeskolan A,68861484,Kommunal,Historia,72,29,43,"81,9","82,8","81,4","10,6","11,5","10,1",2014
Kungälv,Strandskolan,21917957,Enskild,Historia,25,12,13,"100,0","100,0","100,0","14,9","15,2","14,6",2014
Kävlinge,Barsebäcks Montessoriskola,22957852,Enskild,Historia,..,..,..,..,..,..,..,..,..,2014
Laholm,Veingeskolan 7-9,95134514,Kommunal,Historia,73,32,41,~100,"100,0",~100,"13,6","14,6","12,8",2014
Landskrona,Dianaskolan,70072964,Enskild,Historia,27,..,..,~100,..,~100,"16,0",..,"15,1",2014
Landskrona,Seminarieskolan 7-9,22078228,Kommunal,Historia,85,51,34,"65,9","64,7","67,6","7,6","7,4","8,0",2014
Leksand,Banérskolan,89749001,Enskild,Historia,..,..,..,..,..,..,..,..,..,2014
Leksand,Sammilsdalskolan 7-9,99792496,Kommunal,Historia,90,40,50,"84,4",~100,"76,0","10,0","11,6","8,8",2014
Lerum,Alléskolan skolenhet Bok,57470446,Kommunal,Historia,45,19,26,~100,"100,0",~100,"15,0","15,7","14,5",2014
Lerum,Torpskolan skolenhet 2,20361674,Kommunal,Historia,46,22,24,~100,~100,~100,"16,0","16,7","15,4",2014
Lidköping,Dalängskolan,37707717,Kommunal,Historia,142,77,65,"88,7","88,3","89,2","12,3","12,3","12,2",2014
Lidköping,Fredriksdalskolan,25486432,Kommunal,Historia,97,37,60,"86,6",~100,"81,7","11,5","13,4","10,4",2014
Lilla Edet,Fuxernaskolan 7-9,22512947,Kommunal,Historia,61,32,29,"65,6","65,6","65,5","9,0","9,5","8,4",2014
Lindesberg,Fröviskolan 7-9,81993942,Kommunal,Historia,68,31,37,"77,9","80,6","75,7","10,5","11,5","9,7",2014
Linköping,Berzeliusskolan 6,39169577,Kommunal,Historia,..,.,..,..,.,..,..,.,..,2014
Linköping,Dar Al Uloum skola,80769468,Enskild,Historia,..,..,..,..,..,..,..,..,..,2014
Linköping,Engelska Skolan i Linköping,82086591,Enskild,Historia,114,66,48,"95,6",~100,~100,"14,7","15,1","14,1",2014
Linköping,Skäggetorpskolan,46577157,Kommunal,Historia,51,25,26,"68,6","68,0","69,2","9,5","9,2","9,7",2014
Ljungby,Astradskolan 1,83388272,Kommunal,Historia,103,60,43,"90,3",~100,"83,7","13,1","14,2","11,7",2014
Ljusdal,Friskolan Vintergatan,62270371,Enskild,Historia,35,22,13,~100,~100,"100,0","15,1","16,0","13,7",2014
Ljusdal,Ramsjö skola,27980866,Kommunal,Historia,..,..,..,..,.,..,..,..,..,2014
Luleå,Kråkbergsskolan,46323920,Kommunal,Historia,55,29,26,~100,~100,"100,0","14,2","14,9","13,5",2014
Luleå,Residensskolan 7-9,73462793,Kommunal,Historia,47,35,12,~100,~100,"100,0","13,7","13,8","13,3",2014
Luleå,Råneskolan 7-9,22462490,Kommunal,Historia,49,27,22,"75,5",~100,"63,6","11,4","12,7","9,8",2014
Luleå,Stadsöskolan 7-9,95536453,Kommunal,Historia,67,31,36,"85,1","83,9","86,1","12,7","13,9","11,7",2014
Lund,Fäladsgården,54391347,Kommunal,Historia,87,38,49,"92,0",~100,~100,"14,3","14,9","13,8",2014
Lund,Genarps skola,42589243,Kommunal,Historia,27,16,11,~100,"100,0",..,"11,6","14,5","7,3",2014
Lund,Gunnesboskolan,91672607,Kommunal,Historia,55,26,29,"87,3",~100,~100,"12,7","12,2","13,2",2014
Lund,Killebäckskolan,88266589,Kommunal,Historia,83,41,42,"91,6",~100,"88,1","13,6","13,8","13,4",2014
Lund,Lerbäckskolan,81923307,Kommunal,Historia,77,31,46,"90,9","100,0","84,8","14,1","16,8","12,3",2014
Lund,Lunds Waldorfskola,96533068,Enskild,Historia,15,..,..,~100,..,..,"13,5","12,8",..,2014
Lund,Önneslövskolan,41615217,Kommunal,Historia,..,.,..,..,.,..,..,.,..,2014
Lund,Östratornskolan,41430370,Kommunal,Historia,47,29,18,~100,~100,~100,"14,0","14,1","13,9",2014
Lycksele,Finnbacksskolan,35637430,Kommunal,Historia,127,55,72,"92,1",~100,"90,3","12,6","13,9","11,6",2014
Lysekil,Gullmarsskolan 7-9,12247315,Kommunal,Historia,124,59,65,"96,0",~100,~100,"13,8","14,7","12,8",2014
Malmö,Bergaskolan 6-9,40035084,Kommunal,Historia,137,62,75,"96,4",~100,~100,"14,2","14,8","13,6",2014
Malmö,Hermodsdalsskolan,56666435,Kommunal,Historia,36,18,18,"86,1",~100,~100,"10,6","11,8","9,4",2014
Malmö,Höjaskolan,99835038,Kommunal,Historia,53,21,32,"83,0",~100,"81,3","11,4","12,1","10,9",2014
Malmö,Johannesskolan,82797662,Kommunal,Historia,22,..,..,~100,~100,..,"11,1","11,6",..,2014
Malmö,Kastanjeskolan,19024032,Enskild,Historia,20,..,..,~100,~100,..,"15,8","15,0",..,2014
Malmö,Malmö Montessoriskola,13299659,Enskild,Historia,27,15,12,~100,~100,"100,0","15,4","14,8","16,0",2014
Malmö,Mariaskolan,67272295,Enskild,Historia,17,..,..,"100,0","100,0",..,"16,6","17,3",..,2014
Malmö,Möllevångsskolan,88590084,Kommunal,Historia,27,17,10,"55,6","64,7",..,"6,9","7,9","5,0",2014
Malmö,Runstyckets skola,57386343,Enskild,Historia,20,..,..,"100,0","100,0",..,"14,3","15,4",..,2014
Malmö,Rönnenskolan,93599910,Kommunal,Historia,67,35,32,"89,6",~100,~100,"13,8","14,3","13,2",2014
Malmö,Sakura,89945429,Kommunal,Historia,..,.,..,..,.,..,..,.,..,2014
Malmö,Söderkullaskolan,66656783,Kommunal,Historia,85,39,46,"76,5","76,9","76,1","10,1","10,8","9,6",2014
Malmö,Velanderskolan,71203301,Kommunal,Historia,..,..,..,..,..,..,..,..,..,2014
Malå,Nilaskolan 7-9,28454424,Kommunal,Historia,28,17,11,~100,~100,..,"12,5","14,1","10,0",2014
Mariestad,Tunaholmsskolan,48016437,Kommunal,Historia,93,36,57,"68,8","77,8","63,2","8,9","10,1","8,2",2014
Mark,Fritslaskolan 3-9,10100177,Kommunal,Historia,27,15,12,"66,7",~100,..,"8,8","10,3","6,9",2014
Mjölby,Trojenborgsskolan MH,37310404,Kommunal,Historia,61,32,29,"75,4","78,1","72,4","10,7","11,6","9,7",2014
Mjölby,Vifolkaskolan 7-9,16727370,Kommunal,Historia,74,28,46,"85,1",~100,"80,4","12,4","14,0","11,4",2014
Mora,Morkarlbyhöjdens skola 7-9,95649680,Kommunal,Historia,96,35,61,"74,0","80,0","70,5","9,6","11,3","8,6",2014
Motala,Hällaskolan,87963970,Kommunal,Historia,53,24,29,"83,0",~100,"82,8","11,4","11,6","11,3",2014
Motala,Mariebergsskolan,87531665,Kommunal,Historia,57,27,30,~100,~100,~100,"14,3","15,6","13,3",2014
Mölndal,Hallenskolan,32309720,Kommunal,Historia,31,18,13,"100,0","100,0","100,0","15,4","16,1","14,4",2014
Mölndal,Sinntorpsskolan 4-9,90949251,Kommunal,Historia,56,26,30,~100,"100,0",~100,"14,1","16,2","12,3",2014
Mölndal,Streteredsskolan,54881559,Kommunal,Historia,47,19,28,"83,0",~100,~100,"11,6","11,6","11,6",2014
Mönsterås,Parkskolan,84285512,Kommunal,Historia,86,40,46,"67,4","70,0","65,2","9,0","9,4","8,7",2014
Nacka,Kunskapsskolan Saltsjöbaden,11496096,Enskild,Historia,28,14,14,"100,0","100,0","100,0","17,3","17,3","17,3",2014
Nacka,Montessorisk. Castello Nacka,34135484,Enskild,Historia,25,11,14,"100,0","100,0","100,0","17,0","17,7","16,4",2014
Nacka,Stavsborgsskolan,14040970,Kommunal,Historia,79,24,55,~100,~100,~100,"13,5","13,6","13,4",2014
Nacka,Vittra Saltsjö-Boo,44802890,Enskild,Historia,..,..,..,..,..,..,..,..,..,2014
Norrköping,Erlaskolan Norrköping Östra,90838156,Enskild,Historia,48,31,17,"89,6",~100,~100,"11,0","11,7","9,9",2014
Norrköping,Hagaskolan 7-9,17315625,Kommunal,Historia,93,58,35,"72,0","75,9","65,7","9,8","10,7","8,4",2014
Norrköping,Hultdalskolan,40393888,Kommunal,Historia,64,34,30,~100,"100,0",~100,"14,9","15,1","14,7",2014
Norrköping,Johannesskolan Norrkpg Kr Sk,57529996,Enskild,Historia,..,..,..,..,..,.,..,..,..,2014
Norrköping,Jönsbergska Idrottsskolan,61454000,Enskild,Historia,52,19,33,~100,~100,~100,"14,4","15,1","13,9",2014
Norrköping,Kunskapsskolan Norrköping,77437748,Enskild,Historia,97,50,47,"93,8","100,0","87,2","13,4","14,2","12,7",2014
Norrköping,Mosstorpsskolan,41484780,Kommunal,Historia,57,31,26,"73,7","74,2","73,1","9,5","9,4","9,5",2014
Norrköping,"Rudolf Steinerskolan, gr",33530590,Enskild,Historia,..,..,..,..,..,..,..,..,..,2014
Norrköping,Stegehus Waldorfskola,73656861,Enskild,Historia,..,..,..,..,..,..,..,..,..,2014
Norrköping,Vittra Röda stan,38936292,Enskild,Historia,38,21,17,~100,~100,~100,"12,8","14,5","10,6",2014
Norrtälje,Freinetskolan Mimer,45133950,Enskild,Historia,11,..,..,"100,0",..,..,"12,7",..,..,2014
Norrtälje,Roslagsskolan,31851256,Kommunal,Historia,136,71,65,"89,7","91,5","87,7","12,4","12,6","12,0",2014
Nybro,Madesjöskolan Ma02,38198417,Kommunal,Historia,67,36,31,"89,6",~100,"83,9","13,7","15,8","11,1",2014
Nyköping,Fokusskolan,18915192,Enskild,Historia,11,..,..,~100,..,..,"11,8",..,..,2014
Nynäshamn,Gröndalsskolan F-9,65717061,Kommunal,Historia,69,31,38,"76,8","74,2","78,9","10,0","10,2","9,9",2014
Nässjö,Norråsaskolan,19118399,Kommunal,Historia,124,60,64,"80,6","90,0","71,9","11,1","13,3","9,0",2014
Nässjö,Parkskolan,97882848,Kommunal,Historia,70,27,43,"90,0",~100,"86,0","12,6","14,7","11,3",2014
Orsa,Orsaskolan,19694910,Kommunal,Historia,39,15,24,~100,"100,0",~100,"13,3","15,7","11,9",2014
Orust,Henåns skola år 7-9,76943513,Kommunal,Historia,97,38,59,"66,0","78,9","57,6","8,6","10,8","7,1",2014
Osby,Parkskolan 7-9 E,16078764,Kommunal,Historia,17,..,..,..,..,..,"6,9",..,"4,0",2014
Ovanåker,Celsiusskolan 7-9,43362307,Kommunal,Historia,53,20,33,"71,7",~100,"60,6","9,5","11,8","8,1",2014
Partille,Casa Montessori,68358072,Enskild,Historia,16,..,..,"100,0",..,"100,0","14,8",..,"14,1",2014
Partille,Ugglums skola 5-9,78100490,Kommunal,Historia,54,28,26,"100,0","100,0","100,0","16,0","17,2","14,7",2014
Partille,Öjersjö Brunn skola 4-9,49402521,Kommunal,Historia,62,31,31,"100,0","100,0","100,0","14,6","15,4","13,9",2014
Perstorp,Centralskolan 1,97348759,Kommunal,Historia,66,30,36,"86,4","83,3",~100,"12,0","12,7","11,5",2014
Piteå,Pitholm skolenhet 7-9,18339846,Kommunal,Historia,82,37,45,~100,~100,~100,"14,0","13,9","14,1",2014
Ronneby,Kallingeskolan 7-9,53155267,Kommunal,Historia,60,32,28,~100,~100,~100,"13,1","13,4","12,7",2014
Salem,Rönninge skola,71677992,Kommunal,Historia,55,33,22,~100,~100,"100,0","14,6","14,6","14,5",2014
Sandviken,Murgårdsskolan  I,93190753,Kommunal,Historia,38,20,18,"57,9","75,0",..,"8,9","11,0","6,7",2014
