skolverket_kommunnamn,skolverket_skolnamn,huvudman,skolverket_huvudman_namn,school_unit,skolverket_antal_fli_tcv140,skolverket_andel_fli_tcv140,skolverket_and_uppn_alla_amnen_fli_tcv140,skolverket_and_behorig_fli_tcv140,skolverket_gmv_fli_tcv140,skolverket_antal_poj_tcv140,skolverket_andel_poj_tcv140,skolverket_and_uppn_alla_amnen_poj_tcv140,skolverket_and_behorig_poj_tcv140,skolverket_gmv_poj_tcv140,year
Kungsbacka,Frillesåsskolan 4-9,Kommunal,Kungsbacka,10927868,23,"53,5","87,0",~100,"261,7",20,"46,5","75,0",~100,"215,6",2015
Kungsbacka,Fullriggaren Malevik 4-9,Kommunal,Kungsbacka,33170625,20,"44,4","100,0","100,0","273,8",25,"55,6","100,0","100,0","266,4",2015
Kungsbacka,Hedeskolan 4-9,Kommunal,Kungsbacka,11231816,25,"59,5","92,0",~100,"264,2",17,"40,5","88,2",~100,"219,6",2015
Kungsbacka,Hålabäcksskolan 6-9,Kommunal,Kungsbacka,99688470,25,"40,3","84,0",~100,"233,0",37,"59,7","78,4","78,4","204,7",2015
Kungsbacka,Kapareskolan A-D,Kommunal,Kungsbacka,28803215,35,"53,8","68,6","80,0","209,0",30,"46,2","90,0",~100,"229,5",2015
Kungsbacka,Kapareskolan E-H,Kommunal,Kungsbacka,84111198,37,"50,0","94,6",~100,"255,1",37,"50,0","94,6",~100,"228,3",2015
Kungsbacka,Kullaviksskolan 7-9,Kommunal,Kungsbacka,75835202,36,"61,0","91,7",~100,"279,2",23,"39,0","87,0",~100,"243,2",2015
Kungsbacka,Kullenskolan,Kommunal,Kungsbacka,77574230,..,..,.,..,..,..,..,.,.,..,2015
Kungsbacka,Smedingeskolan B,Kommunal,Kungsbacka,29293076,42,"47,2","81,0","88,1","240,5",47,"52,8","76,6","87,2","219,0",2015
Kungsbacka,Särö skola 4-9,Kommunal,Kungsbacka,72090315,18,"40,0","94,4","100,0","287,9",27,"60,0","100,0","100,0","249,4",2015
Kungsbacka,Toråsskolan 4-9,Kommunal,Kungsbacka,14101582,22,"44,9","100,0","100,0","263,3",27,"55,1","85,2",~100,"228,9",2015
Kungsbacka,Varlaskolan norra,Kommunal,Kungsbacka,37101902,50,"51,0","88,0",~100,"236,5",48,"49,0","77,1","89,6","208,8",2015
Kungsbacka,Varlaskolan södra,Kommunal,Kungsbacka,70143574,35,"50,0","88,6","100,0","242,8",35,"50,0","85,7",~100,"232,3",2015
Kungsbacka,Åsa Gårds skola 4-9,Kommunal,Kungsbacka,16824824,12,"42,9","83,3",~100,"245,2",16,"57,1","68,8","68,8","205,6",2015
Kungsbacka,Åsaskolan 4-9,Kommunal,Kungsbacka,18035112,26,"65,0","88,5",~100,"257,2",14,"35,0",..,~100,"176,3",2015
Kungsbacka,Älvsåkersskolan 4-9,Kommunal,Kungsbacka,74587667,13,"40,6","84,6",~100,"246,7",19,"59,4","78,9",~100,"222,4",2015
Kungsbacka,Nova Montessoriskola,Enskild,Montenova Montessoriskola Ekonomisk Förening,47832100,17,"56,7","94,1",~100,"274,4",13,"43,3","100,0","100,0","255,4",2015
Kungsbacka,Onsala Montessoriskola,Enskild,Montessoriskolan i Onsala Ekonomisk Förening,90784555,..,..,..,..,..,..,..,"100,0","100,0","240,4",2015
Kungsbacka,Vittra Forsgläntan,Enskild,Vittraskolorna AB,42568760,18,"60,0","100,0","100,0","254,7",12,"40,0",..,..,"241,3",2015
Kungsör,Kung Karls skola,Kommunal,Kungsör,46834580,34,"48,6","79,4","79,4","233,9",36,"51,4","61,1","80,6","199,6",2015
Kungälv,"Fredkullaskolan ,waldorfskola,",Enskild,Föreningen För Waldorfpedagogik i Kungälv,38353942,..,..,"62,5","100,0","234,4",..,..,..,..,..,2015
Kungälv,Munkegärdeskolan,Kommunal,Kungälv,51596946,43,"49,4","79,1","83,7","248,5",44,"50,6","90,9",~100,"226,2",2015
Kungälv,Thorildskolan,Kommunal,Kungälv,73505986,64,"49,2","90,6",~100,"231,8",66,"50,8","83,3","92,4","225,2",2015
Kungälv,Ytterbyskolan 1,Kommunal,Kungälv,63621283,79,"50,6","82,3","91,1","238,3",77,"49,4","88,3",~100,"226,6",2015
Kungälv,Friskolan i Kärna,Enskild,Mona Hurtig Skol AB,25790317,13,"50,0","100,0","100,0","248,1",13,"50,0","92,3",~100,"221,3",2015
Kungälv,Montessoriskolan Älvkullen,Enskild,Stiftelsen Montessori För Alla Barn,49323438,..,..,"92,3","100,0","235,0",..,..,..,..,..,2015
Kungälv,Tobiasskolan,Enskild,Stiftelsen Tobiasgården,31356056,..,..,.,.,.,..,..,..,..,..,2015
Kungälv,Strandskolan,Enskild,"Strandskolan, Montessoriföreningen i Kungälv",21917957,10,"38,5","100,0","100,0","253,8",16,"61,5","93,8",~100,"226,9",2015
Kävlinge,Björkenässkolan,Enskild,AcadeMedia fria grundskolor AB,19504051,18,"50,0","88,9",~100,"230,1",18,"50,0","100,0","100,0","226,3",2015
Kävlinge,Barsebäcks Montessoriskola,Enskild,Barsebäcks Montessori Ekonomisk Förening,22957852,..,..,..,..,..,..,..,..,..,..,2015
Kävlinge,Korsbackaskolan,Kommunal,Kävlinge,46107605,76,"49,0","89,5","92,1","245,4",79,"51,0","77,2","83,5","205,8",2015
Kävlinge,Tolvåkerskolan,Kommunal,Kävlinge,13578112,58,"53,7","89,7","91,4","246,0",50,"46,3","88,0",~100,"224,8",2015
Köping,Karlbergsskolan,Kommunal,Köping,31319179,55,"48,2","81,8","85,5","243,3",59,"51,8","79,7","88,1","205,0",2015
Köping,Malmaskolan 3-9,Kommunal,Köping,49665496,18,"40,9","88,9","100,0","226,0",26,"59,1","80,8","100,0","207,5",2015
Köping,Scheeleskolan,Kommunal,Köping,24379201,46,"40,4","47,8","73,9","202,6",68,"59,6","42,6","69,1","166,3",2015
Laholm,Lagaholmsskolan,Kommunal,Laholm,50150550,52,"43,3","73,1","80,8","231,9",68,"56,7","72,1","82,4","206,6",2015
Laholm,Veingeskolan 7-9,Kommunal,Laholm,95134514,37,"50,7","62,2","67,6","213,4",36,"49,3","58,3","72,2","179,9",2015
Laholm,Våxtorpsskolan,Kommunal,Laholm,35795213,22,"46,8","81,8",~100,"231,5",25,"53,2","68,0",~100,"212,4",2015
Landskrona,Möllebackskolan,Enskild,"Föreningen Fogdaröd omsorg, vård & utbildning utan personligt ansvar",29167021,..,..,.,.,.,..,..,..,..,..,2015
Landskrona,Kunskapsskolan Landskrona,Enskild,Kunskapsskolan i Sverige Aktiebolag,60956248,27,"52,9","92,6","100,0","263,6",24,"47,1","95,8","100,0","235,3",2015
Landskrona,Asmundtorps skola 7-9,Kommunal,Landskrona,70803452,16,"38,1","100,0","100,0","282,7",26,"61,9","76,9",~100,"211,7",2015
Landskrona,Glumslövs skola,Kommunal,Landskrona,30917121,20,"48,8","100,0","100,0","269,6",21,"51,2","85,7","100,0","213,5",2015
Landskrona,Sandåkerskolan 2,Kommunal,Landskrona,50566943,30,"44,1","70,0","80,0","220,3",38,"55,9","84,2",~100,"231,1",2015
Landskrona,Seminarieskolan 7-9,Kommunal,Landskrona,22078228,36,"40,0","47,2","58,3","199,1",54,"60,0","35,2","50,0","175,7",2015
Landskrona,Västervångskolan 7-9,Kommunal,Landskrona,29541747,50,"44,2","90,0",~100,"247,4",63,"55,8","68,3","79,4","209,7",2015
Landskrona,Landskrona BoIS Fotbollsakademi,Enskild,Landskrona BOIS Fotbolls Akademi AB,70072964,..,..,..,..,..,..,..,"96,6",~100,"220,1",2015
Landskrona,Säbyholms Montessoriskola,Enskild,Landskrona Montessoriförening Ek.Förening,42908219,11,"50,0",..,..,"263,9",11,"50,0","100,0","100,0","249,3",2015
Landskrona,PeterSvenskola Landskrona,Enskild,Pysslingen Förskolor och Skolor AB,94830241,..,..,..,..,..,..,..,..,..,..,2015
Laxå,Centralskolan,Kommunal,Laxå,24748604,26,"39,4","80,8","80,8","213,1",40,"60,6","50,0","62,5","168,0",2015
Lekeberg,Lekebergsskolan 7-9,Kommunal,Lekeberg,97648883,21,"44,7","95,2","100,0","252,0",26,"55,3","61,5",~100,"193,2",2015
Leksand,Sammilsdalskolan F-9,Kommunal,Leksand,61834375,50,"50,5","80,0","80,0","230,4",49,"49,5","75,5","79,6","197,6",2015
Leksand,Åkerö skola 7-9,Kommunal,Leksand,28235575,25,"34,7","80,0",~100,"245,0",47,"65,3","87,2","87,2","224,3",2015
Leksand,Banérskolan,Enskild,Stiftelsen Segerbaneret,89749001,..,..,..,..,..,..,..,..,..,..,2015
Lerum,Alléskolan skolenhet Ask,Kommunal,Lerum,51403955,11,"39,3",..,..,"204,8",17,"60,7","82,4",~100,"222,9",2015
Lerum,Alléskolan skolenhet Bok,Kommunal,Lerum,57470446,30,"35,3","80,0",~100,"249,3",55,"64,7","85,5","90,9","223,5",2015
Lerum,Ljungviksskolan skolenhet A,Kommunal,Lerum,44095064,25,"53,2","88,0",~100,"236,5",22,"46,8","63,6",~100,"183,6",2015
Lerum,Rydsbergsskolan grundskola,Kommunal,Lerum,24103764,28,"38,9","89,3",~100,"230,3",44,"61,1","68,2","84,1","191,5",2015
Lerum,Röselidsskolan skolenhet B,Kommunal,Lerum,38539206,21,"42,9","90,5",~100,"233,0",28,"57,1","75,0",~100,"196,6",2015
Lerum,Stenkulan 4-9,Kommunal,Lerum,49419497,17,"45,9","58,8","64,7","178,2",20,"54,1","65,0","100,0","204,0",2015
Lerum,Torpskolan skolenhet 1,Kommunal,Lerum,21176313,25,"53,2","88,0",~100,"236,6",22,"46,8","77,3",~100,"212,4",2015
Lerum,Torpskolan skolenhet 2,Kommunal,Lerum,20361674,38,"51,4","92,1",~100,"256,8",36,"48,6","80,6",~100,"209,3",2015
Lerum,Montessoriskolan Floda säteri,Enskild,Montessoriskolan Floda Säteri,82651095,14,"56,0","100,0","100,0","273,4",11,"44,0","100,0","100,0","237,3",2015
Lessebo,Bikupan,Kommunal,Lessebo,74218950,33,"38,4","75,8","81,8","219,5",53,"61,6","66,0","79,2","180,6",2015
Lidingö,Futuraskolan Lidingö/Dalénum,Enskild,Futuraskolan AB,36276828,15,"39,5","80,0",~100,"273,7",23,"60,5","78,3",~100,"254,7",2015
Lidingö,Bodals skola,Kommunal,Lidingö,98780182,..,..,..,..,..,..,..,..,..,"234,8",2015
Lidingö,Högsätra skola 7-9,Kommunal,Lidingö,49631077,34,"46,6","79,4",~100,"246,0",39,"53,4","84,6",~100,"242,2",2015
Lidingö,Källängens skola,Kommunal,Lidingö,69329486,65,"52,4","96,9","100,0","276,2",59,"47,6","100,0","100,0","258,5",2015
Lidingö,Käppala skola 5-9,Kommunal,Lidingö,20137688,37,"47,4","89,2",~100,"261,3",41,"52,6","97,6","100,0","248,9",2015
Lidingö,Torsviks skola 7-9,Kommunal,Lidingö,45104329,58,"48,3","96,6",~100,"264,7",62,"51,7","96,8","100,0","254,0",2015
Lidingö,Vittra på Lidingö,Enskild,Vittraskolorna AB,46585145,14,"42,4","100,0","100,0","283,4",19,"57,6","89,5","100,0","267,1",2015
Lidköping,Broholmskolan,Enskild,Broholmskolans ekonomiska förening,98083121,14,"38,9","92,9","100,0","246,3",22,"61,1","100,0","100,0","236,3",2015
Lidköping,Dalängskolan,Kommunal,Lidköping,37707717,65,"50,8","90,8",~100,"247,2",63,"49,2","57,1","77,8","201,0",2015
Lilla Edet,Fuxernaskolan 7-9,Kommunal,Lilla Edet,22512947,31,"41,9","87,1",~100,"251,8",43,"58,1","60,5","67,4","186,0",2015
Lilla Edet,Tingbergsskolan 4-9,Kommunal,Lilla Edet,48148032,20,"48,8","80,0",~100,"228,6",21,"51,2","57,1","76,2","184,6",2015
Lilla Edet,"Nya Skolan, Lilla Edet",Enskild,Nya Skolan Trollhättan Aktiebolag,74771085,..,..,..,..,"214,3",..,..,..,..,..,2015
Lindesberg,Fröviskolan 7-9,Kommunal,Lindesberg,81993942,35,"52,2","65,7","71,4","204,0",32,"47,8","71,9","75,0","208,0",2015
Lindesberg,Stadsskogsskolan 1,Kommunal,Lindesberg,11576148,22,"37,9","81,8",~100,"223,1",36,"62,1","61,1","72,2","178,8",2015
Lindesberg,Stadsskogsskolan 2,Kommunal,Lindesberg,29424201,22,"42,3","59,1","72,7","191,0",30,"57,7","50,0","66,7","176,5",2015
Lindesberg,Storåskolan,Kommunal,Lindesberg,88486410,23,"52,3","65,2",~100,"212,6",21,"47,7","66,7","76,2","183,7",2015
Linköping,Pandionskolan,Enskild,Frösunda Omsorg i Östergötland AB,16928929,..,..,.,.,..,..,..,.,..,..,2015
Linköping,Engelska Skolan i Linköping,Enskild,Internationella Engelska Skolan i Sverige AB,82086591,69,"46,6","94,2","100,0","263,1",79,"53,4","86,1","100,0","239,7",2015
Linköping,Kunskapsskolan Linköping,Enskild,Kunskapsskolan i Sverige Aktiebolag,67505597,17,"42,5","70,6",~100,"248,1",23,"57,5","69,6",~100,"202,9",2015
Linköping,Atlasskolan 7-9,Kommunal,Linköping,99403437,..,..,..,..,..,..,..,"85,7",~100,"259,8",2015
Linköping,Berzeliusskolan 4,Kommunal,Linköping,59327275,107,"51,9","86,9","91,6","248,2",99,"48,1","92,9",~100,"236,8",2015
Linköping,Berzeliusskolan 6,Kommunal,Linköping,39169577,..,..,..,..,..,..,..,..,..,..,2015
Linköping,Ekholmsskolan,Kommunal,Linköping,96360048,38,"44,7","81,6","84,2","243,2",47,"55,3","80,9","85,1","214,7",2015
Linköping,Folkungaskolan grundskola,Kommunal,Linköping,65857121,64,"69,6","100,0","100,0","270,9",28,"30,4","92,9",~100,"257,1",2015
Linköping,Kungsbergsskolan 7-9,Kommunal,Linköping,69901106,38,"30,9","81,6",~100,"238,3",85,"69,1","78,8","89,4","215,8",2015
Linköping,Linghemsskolan,Kommunal,Linköping,93274980,19,"37,3","94,7",~100,"247,6",32,"62,7","59,4","81,3","204,5",2015
Linköping,Ljungsbro skola 7-9,Kommunal,Linköping,85992138,33,"50,8","78,8",~100,"222,3",32,"49,2","75,0","81,3","189,9",2015
Linköping,Malmslättsskolorna Tokarpsskolan,Kommunal,Linköping,68326694,50,"43,9","88,0",~100,"243,9",64,"56,1","85,9","92,2","223,6",2015
Linköping,Nya Rydsskolan 7-9,Kommunal,Linköping,28438233,26,"52,0","61,5","69,2","191,7",24,"48,0",..,"58,3","159,8",2015
Linköping,Skäggetorpskolan,Kommunal,Linköping,46577157,34,"45,9","32,4","41,2","153,8",40,"54,1","47,5","65,0","183,2",2015
Linköping,Slussenskolan,Kommunal,Linköping,77844194,..,..,.,..,..,..,..,.,.,..,2015
Linköping,Stångåskolan,Kommunal,Linköping,25519969,..,..,.,.,.,..,..,.,..,..,2015
Linköping,Tinnerbäcksskolan,Kommunal,Linköping,24877681,..,..,.,.,..,..,..,.,.,.,2015
Linköping,Tornhagsskolan 6-9,Kommunal,Linköping,75688028,33,"58,9","75,8",~100,"216,6",23,"41,1","56,5",~100,"197,8",2015
Linköping,Ånestadsskolan,Kommunal,Linköping,59548402,40,"46,0","52,5","62,5","209,0",47,"54,0","31,9","57,4","162,3",2015
Linköping,Nya Munken,Enskild,Nya Munken Aktiebolag,76521863,99,"56,3","87,9","93,9","245,7",77,"43,8","87,0","93,5","232,6",2015
Linköping,Dar Al Uloum skola,Enskild,Stiftelsen Dar Al Uloum i Linköping,80769468,..,..,..,..,..,..,..,..,..,..,2015
Linköping,Björkö friskola,Enskild,Stiftelsen Waldorfpedagogik i Vreta Kloster,78992223,..,..,..,..,"214,6",..,..,..,..,..,2015
Linköping,Klara Privata skola Linköping,Enskild,Theducation AB,31658010,40,"60,6","65,0",~100,"225,1",26,"39,4","61,5",~100,"201,4",2015
Linköping,Vittra Lambohov,Enskild,Vittraskolorna AB,26255239,..,..,..,..,..,..,..,..,..,..,2015
Ljungby,"Karl-Oskarskolan, Ljungby",Enskild,Karl-Oskar Utbildning AB,59021648,..,..,"92,3",~100,"253,8",..,..,..,..,..,2015
Ljungby,Astradskolan 2,Kommunal,Ljungby,90628474,34,"36,2","79,4",~100,"240,7",60,"63,8","75,0","88,3","201,5",2015
Ljungby,Kungshögsskolan 2,Kommunal,Ljungby,87262274,23,"52,3","91,3",~100,"268,3",21,"47,7","61,9","76,2","203,8",2015
Ljungby,Kungshögsskolan 3,Kommunal,Ljungby,96958960,36,"42,4","86,1","86,1","239,5",49,"57,6","69,4","79,6","207,8",2015
Ljungby,Åbyskolan 2,Kommunal,Ljungby,75853223,20,"43,5","90,0",~100,"255,5",26,"56,5","84,6",~100,"218,4",2015
Ljusdal,Friskolan Vintergatan,Enskild,Friskolan Vintergatan Ekonomisk Förening,62270371,19,"55,9","73,7","100,0","262,8",15,"44,1","66,7",~100,"182,8",2015
Ljusdal,Färila skola,Kommunal,Ljusdal,36425969,18,"62,1","83,3",~100,"232,9",11,"37,9","100,0","100,0","224,5",2015
Ljusdal,Los skola,Kommunal,Ljusdal,87366152,..,..,..,..,..,..,..,..,..,..,2015
Ljusdal,Stenhamreskolan,Kommunal,Ljusdal,38870809,25,"37,9","68,0","76,0","219,3",41,"62,1","31,7","48,8","175,0",2015
Ljusdal,Öjeskolan,Kommunal,Ljusdal,47378558,34,"55,7","73,5",~100,"241,7",27,"44,3","77,8",~100,"207,2",2015
Ljusdal,Tallbacken,Enskild,Tallbackenhuset AB,84673347,..,..,..,..,..,..,..,..,..,"185,2",2015
Ljusnarsberg,Kyrkbacksskolan,Kommunal,Ljusnarsberg,82038420,16,"41,0",..,~100,"202,2",23,"59,0","65,2","78,3","187,4",2015
Lomma,Bjärehovskolan,Kommunal,Lomma,41254600,49,"43,4","98,0",~100,"275,2",64,"56,6","100,0","100,0","263,4",2015
Lomma,Pilängskolan,Kommunal,Lomma,15610637,44,"41,9","86,4","88,6","250,0",61,"58,1","90,2",~100,"244,3",2015
Lomma,Rutsborgskolan,Kommunal,Lomma,19570704,25,"47,2","88,0","100,0","245,6",28,"52,8","89,3",~100,"238,7",2015
Lomma,Montessoriskolan i Bjärred,Enskild,Montessori-Bjerred Ekonomisk Förening,52025747,..,..,..,..,..,..,..,..,..,..,2015
Ludvika,Fredriksbergs skola,Kommunal,Ludvika,88233361,..,..,..,..,..,..,..,..,..,..,2015
Ludvika,Kyrkskolan 7-9,Kommunal,Ludvika,28230949,57,"46,3","66,7","77,2","201,4",66,"53,7","71,2","83,3","187,7",2015
Ludvika,Lorensbergaskolan 7-9,Kommunal,Ludvika,47736072,56,"52,8","83,9","89,3","227,5",50,"47,2","84,0","88,0","201,0",2015
Ludvika,Parkskolan,Kommunal,Ludvika,61260328,17,"43,6","64,7",~100,"206,5",22,"56,4","72,7",~100,"199,1",2015
Luleå,Bergskolan,Kommunal,Luleå,72942852,38,"36,2","89,5",~100,"246,9",67,"63,8","91,0","91,0","222,6",2015
Luleå,Björkskataskolan,Kommunal,Luleå,89477984,44,"54,3","86,4",~100,"238,3",37,"45,7","91,9",~100,"219,0",2015
Luleå,Hertsöskolan 7-9,Kommunal,Luleå,15579589,54,"58,7","85,2","85,2","241,2",38,"41,3","78,9","84,2","214,5",2015
Luleå,Kråkbergsskolan,Kommunal,Luleå,46323920,23,"59,0","100,0","100,0","281,1",16,"41,0","93,8",~100,"236,3",2015
Luleå,Montessori,Kommunal,Luleå,35085794,22,"64,7","81,8","100,0","241,7",12,"35,3","83,3","100,0","230,2",2015
Luleå,Residensskolan 7-9,Kommunal,Luleå,73462793,17,"42,5","58,8",~100,"244,8",23,"57,5","73,9",~100,"211,8",2015
Luleå,Råneskolan 7-9,Kommunal,Luleå,22462490,23,"44,2","82,6",~100,"262,0",29,"55,8","72,4",~100,"205,0",2015
Luleå,Stadsöskolan 7-9,Kommunal,Luleå,95536453,34,"43,6","100,0","100,0","258,4",44,"56,4","97,7",~100,"236,9",2015
Luleå,Tunaskolan 7-9,Kommunal,Luleå,43539193,26,"48,1","88,5",~100,"255,0",28,"51,9","85,7",~100,"212,9",2015
Luleå,Örnässkolan 7-9,Kommunal,Luleå,20104143,34,"44,2","76,5","85,3","220,6",43,"55,8","86,0",~100,"223,8",2015
Luleå,Nya Läroverket,Enskild,Nya läroverket Luleå AB,82183259,25,"59,5","88,0","100,0","249,6",17,"40,5","94,1",~100,"253,4",2015
Luleå,Nya Läroverket Bergnäset,Enskild,Nya läroverket Luleå AB,52734580,..,..,..,..,..,..,..,"100,0","100,0","224,1",2015
Luleå,Norrskenets Friskola i Luleå,Enskild,Pysslingen Förskolor och Skolor AB,55520065,..,..,..,..,..,..,..,"84,6",~100,"218,5",2015
Lund,Freinetskolan i Lund,Enskild,"Freinetskolan i Lund,Ideell Förening",60492534,..,..,"80,0",~100,"263,6",..,..,..,..,..,2015
Lund,Lunds Montessorigrundskola,Enskild,Föreningen Lunds Montessorigrundskola,70044059,..,..,"100,0","100,0","277,1",..,..,..,..,..,2015
Lund,Kunskapsskolan Lund,Enskild,Kunskapsskolan i Sverige Aktiebolag,52037312,48,"60,0","97,9",~100,"263,7",32,"40,0","96,9",~100,"250,6",2015
Lund,Ekelundsskolan,Kommunal,Lund,15466912,..,..,.,..,..,..,..,.,.,..,2015
Lund,Fågelskolan 4-9,Kommunal,Lund,64936034,24,"47,1","70,8","70,8","232,3",27,"52,9","77,8",~100,"219,8",2015
Lund,Fågelskolan LIG,Kommunal,Lund,37859279,..,..,.,.,.,..,..,..,..,..,2015
Lund,Fåglasångskolan,Kommunal,Lund,60754811,..,..,.,.,.,..,..,.,.,..,2015
Lund,Fäladsgården,Kommunal,Lund,54391347,57,"57,6","86,0",~100,"264,5",42,"42,4","90,5",~100,"254,7",2015
Lund,Fäladsgården LIG,Kommunal,Lund,52748045,..,..,.,.,.,..,..,..,..,..,2015
Lund,Genarps skola 6-9,Kommunal,Lund,19145800,16,"39,0","100,0","100,0","264,8",25,"61,0","80,0",~100,"226,3",2015
Lund,Gunnesboskolan 6-9,Kommunal,Lund,85762828,23,"45,1","82,6",~100,"257,5",28,"54,9","78,6","82,1","214,9",2015
Lund,ISLK/Int. School of Lund,Kommunal,Lund,70615815,14,"50,0",.,.,.,14,"50,0",.,.,.,2015
Lund,Järnåkraskolan 4-9,Kommunal,Lund,39307298,34,"39,1","97,1","100,0","270,1",53,"60,9","88,7",~100,"237,5",2015
Lund,Killebäckskolan 7-9,Kommunal,Lund,42754004,47,"54,7","87,2",~100,"253,2",39,"45,3","92,3",~100,"255,4",2015
Lund,Lerbäckskolan 7-9,Kommunal,Lund,90340546,47,"55,3","93,6","100,0","269,3",38,"44,7","86,8","86,8","261,6",2015
Lund,Lerbäckskolan Förberedelseklass 7-9,Kommunal,Lund,90102417,..,..,.,.,.,..,..,.,.,.,2015
Lund,Nya Almelundsskolan,Kommunal,Lund,92834089,..,..,..,..,..,..,..,..,..,..,2015
Lund,Nyvångskolan 7-9,Kommunal,Lund,70811599,35,"41,7","91,4",~100,"262,1",49,"58,3","89,8",~100,"230,5",2015
Lund,Nyvångskolan LIG,Kommunal,Lund,83378388,..,..,.,.,.,..,..,..,..,..,2015
Lund,Svaleboskolan 7-9,Kommunal,Lund,27508103,32,"50,0","90,6","100,0","270,6",32,"50,0","87,5",~100,"234,1",2015
Lund,Svaneskolan,Kommunal,Lund,67020135,44,"48,9","86,4",~100,"247,0",46,"51,1","82,6","87,0","241,0",2015
Lund,Tunaskolan 6-9,Kommunal,Lund,76684064,52,"58,4","94,2","100,0","285,5",37,"41,6","94,6",~100,"266,9",2015
Lund,Tunaskolan LIG,Kommunal,Lund,11731664,..,..,.,.,.,..,..,.,..,..,2015
Lund,Vikingaskolan Förberedelseklass,Kommunal,Lund,45545480,..,..,.,.,..,..,..,.,.,..,2015
Lund,Värpingeskolan,Kommunal,Lund,15421898,..,..,.,.,..,..,..,.,.,.,2015
Lund,Östratornskolan 7-9,Kommunal,Lund,58622330,19,"35,2","89,5",~100,"258,2",35,"64,8","91,4",~100,"243,3",2015
Lund,Maria Montessori-skolan,Enskild,Pysslingen Förskolor och Skolor AB,40248457,..,..,..,..,..,..,..,..,..,..,2015
Lund,Stiftelsen BMSL,Enskild,Stiftelsen Bmsl,75154610,14,"53,8","92,9","100,0","289,3",12,"46,2","100,0","100,0","267,9",2015
Lund,Lunds Waldorfskola,Enskild,Stiftelsen Rudolf Steinerskolan i Lund,96533068,..,..,..,..,..,..,..,..,..,..,2015
Lund,Sankt Thomas Skola,Enskild,Stiftelsen s:t Thomas Skola,28753548,..,..,..,..,..,..,..,..,..,..,2015
Lycksele,Finnbacksskolan,Kommunal,Lycksele,35637430,62,"50,4","77,4","90,3","227,2",61,"49,6","67,2","80,3","185,5",2015
Lysekil,Gullmarsskolan 7-9,Kommunal,Lysekil,12247315,64,"44,4","81,3","85,9","238,7",80,"55,6","70,0","73,8","195,1",2015
Malmö,Videdals privatskolor,Enskild,Aktiebolaget Videdals Privatskolor,31996111,..,..,..,..,..,..,..,..,..,..,2015
Malmö,Bladins grundskola,Enskild,"Bladins Skola, Stiftelsen",57534630,13,"54,2","84,6","100,0","295,6",11,"45,8","100,0","100,0","260,7",2015
Malmö,Bladins Intern School of Malmö,Enskild,"Bladins Skola, Stiftelsen",78986228,27,"54,0",.,.,.,23,"46,0",.,.,.,2015
Malmö,Europaportens grundskola,Enskild,Europaportens Skolor AB,24339301,12,"48,0","100,0","100,0","288,8",13,"52,0","100,0","100,0","294,4",2015
Malmö,Backaskolan,Enskild,Föreningen Backaskolan,55040455,..,..,"90,0",~100,"225,4",..,..,..,..,..,2015
Malmö,Kastanjeskolan,Enskild,Föreningen Kastanjeskolan,19024032,11,"52,4","100,0","100,0","282,3",10,"47,6",..,"100,0","246,8",2015
Malmö,Malmö Montessoriskola,Enskild,"Hemgårdar i Malmö, Föreningen",13299659,16,"50,0","93,8",~100,"277,3",16,"50,0","93,8",~100,"252,0",2015
Malmö,Humfryskolan,Enskild,Humfry Utbildning AB,91823719,17,"50,0","88,2","100,0","233,8",17,"50,0","88,2","100,0","249,4",2015
Malmö,Kilowattskolan i Malmö,Enskild,Kilowatt AB,61317595,..,..,..,..,..,..,..,..,..,..,2015
Malmö,Mariaskolan,Enskild,Kristna Skolföreningen i Malmö,67272295,..,..,..,..,..,..,..,"92,3","100,0","267,1",2015
Malmö,Apelgårdsskolan,Kommunal,Malmö,56672773,23,"46,9",..,"73,9","189,5",26,"53,1",..,"57,7","159,7",2015
Malmö,Augustenborgsskolan,Kommunal,Malmö,89876778,60,"58,3","66,7","90,0","249,7",43,"41,7","32,6","53,5","169,9",2015
Malmö,Bergaskolan 6-9,Kommunal,Malmö,40035084,77,"56,6","97,4",~100,"273,3",59,"43,4","88,1","100,0","241,1",2015
Malmö,Bäckagårdsskolan,Kommunal,Malmö,12636945,25,"47,2","96,0",~100,"276,4",28,"52,8","89,3",~100,"258,2",2015
Malmö,Dammfriskolan,Kommunal,Malmö,48874671,42,"56,0","76,2","85,7","238,8",33,"44,0","54,5","81,8","199,2",2015
Malmö,Gottorpskolan,Kommunal,Malmö,56363473,22,"34,4","68,2","72,7","231,9",42,"65,6","88,1","88,1","238,3",2015
Malmö,Hermodsdalsskolan,Kommunal,Malmö,56666435,15,"32,6",..,..,"169,5",31,"67,4","45,2","61,3","193,4",2015
Malmö,Höjaskolan,Kommunal,Malmö,99835038,23,"39,7","69,6","73,9","222,8",35,"60,3","77,1","82,9","221,6",2015
