skolverket_kommunnamn,skolverket_skolnamn,huvudman,skolverket_huvudman_namn,school_unit,skolverket_foraldr_utb_tcv95,skolverket_and_utl_bakgr_tcv95,skolverket_andel_pojkar_tcv95,skolverket_ver_and_uppn_malen_tcv95,skolverket_ber_and_uppn_malen_tcv95,skolverket_sal_and_uppn_malen_tcv95,skolverket_ver_meritvarde_tcv95,skolverket_ber_meritvarde_tcv95,skolverket_sal_meritvarde_tcv95,year
Göteborg,ISGR/Swedish-English,Enskild,Göteborgsregionens Internationella Skola AB,80498460,"2,68",0,56,83,93,-10,268,262,6,2018
Göteborg,JENSEN grundskola Göteborg,Enskild,Jensen Education College AB,62764006,"2,1",2,44,81,75,7,251,224,27,2018
Göteborg,Jättestensskolan 2 F-9,Kommunal,Göteborg,55124975,"2,14",18,71,82,61,21,218,200,18,2018
Göteborg,Katolska skolan av Notre Dame,Enskild,Stiftelsen Katolska Skolan Av Notre Dame,45045293,"2,05",23,55,39,56,-18,198,195,2,2018
Göteborg,Klarebergsskolan 7-9,Kommunal,Göteborg,20429308,"2,25",8,43,72,75,-2,214,228,-14,2018
Göteborg,Kristinaskolan,Enskild,Stiftelsen För Kristna Skolor i Angeredområdet,46512685,"1,67",6,22,33,60,-27,188,198,-10,2018
Göteborg,Kunskapsskolan Krokslätt,Enskild,Kunskapsskolan i Sverige Aktiebolag,83045482,"2,35",6,52,80,79,2,225,234,-10,2018
Göteborg,Kålltorpsskolan 4-9,Kommunal,Göteborg,16954837,"2,54",2,51,85,88,-3,240,253,-13,2018
Göteborg,Kärralundsskolan F-9,Kommunal,Göteborg,14037390,"2,61",0,50,95,92,3,266,260,7,2018
Göteborg,Kärraskolan 4-9 och grundsärskola åk 1-9,Kommunal,Göteborg,85930744,"2,33",9,49,66,76,-10,211,231,-20,2018
Göteborg,Lindåsskolan 4-9,Kommunal,Göteborg,61845870,"2,62",13,47,75,82,-7,228,248,-20,2018
Göteborg,Lundenskolan F-9,Kommunal,Göteborg,37379026,"2,2",18,56,56,65,-9,212,211,1,2018
Göteborg,Lövgärdesskolan 4-9,Kommunal,Göteborg,31928894,"1,76",22,48,26,48,-22,168,178,-10,2018
Göteborg,Montessoriskolan Casa,Enskild,Stiftelsen Casa Dei Bambini,76938537,"2,65",3,55,100,90,10,289,257,32,2018
Göteborg,Montessoriskolan Centrum,Enskild,Stiftelsen Montessoriskolan Centrum,73995321,"2,42",0,46,89,86,3,260,248,12,2018
Göteborg,Montessoriskolan Elyseum,Kommunal,Göteborg,46489893,"2,5",6,28,83,86,-2,280,254,25,2018
Göteborg,Montessoriskolan Skäret,Enskild,Skäret Skolkooperativ Ek.För.,25894254,"2,73",0,48,91,95,-4,254,269,-15,2018
Göteborg,Nordhemsskolan 2,Kommunal,Göteborg,32380381,"2,64",9,47,81,86,-4,245,254,-8,2018
Göteborg,Nordlyckeskolan,Kommunal,Göteborg,93002896,"2,62",6,46,93,88,6,252,256,-4,2018
Göteborg,Nygårdsskolan 4-9,Kommunal,Göteborg,65651613,"2,62",3,44,79,90,-11,256,260,-3,2018
Göteborg,Nytorpsskolan 4-9,Kommunal,Göteborg,16396010,"1,61",16,53,43,48,-5,179,172,7,2018
Göteborg,Prolympia Göteborg,Enskild,Gothenburg Association AB,54367867,"2,22",0,61,95,79,17,239,228,11,2018
Göteborg,Påvelundsskolan 7-9 A,Kommunal,Göteborg,33511119,"2,64",3,49,84,90,-6,256,259,-4,2018
Göteborg,Påvelundsskolan 7-9 B,Kommunal,Göteborg,43441529,"2,69",4,57,90,90,0,253,258,-5,2018
Göteborg,Rudolf Steinerskolan Göteborg,Enskild,Stiftelsen Rudolf Steinerskolan,42817980,"2,5",0,29,90,90,1,259,260,-1,2018
Göteborg,Ryaskolan 4-9,Kommunal,Göteborg,28890717,"1,72",20,68,49,47,2,187,170,17,2018
Göteborg,Römosseskolan,Enskild,Föreningen Islamiska Skolan i Göteborg,72408586,"1,78",5,44,73,62,11,252,198,54,2018
Göteborg,Sandeklevsskolan 2,Kommunal,Göteborg,91683255,"1,57",26,55,52,39,14,182,158,24,2018
Göteborg,Sannaskolan 2,Kommunal,Göteborg,42792002,"2,46",8,50,56,81,-25,208,242,-33,2018
Göteborg,Santosskolan,Kommunal,Göteborg,76261770,"2,29",9,49,66,74,-8,221,228,-7,2018
Göteborg,Sjumilaskolan 7-9,Kommunal,Göteborg,70791331,"1,68",25,38,44,44,-1,192,173,18,2018
Göteborg,Skälltorpsskolan 7-9,Kommunal,Göteborg,21231498,"2,17",19,59,53,62,-10,194,206,-12,2018
Göteborg,Styrsöskolan,Kommunal,Göteborg,81179515,"2,41",2,49,78,84,-5,217,244,-27,2018
Göteborg,Svartedalsskolan B,Kommunal,Göteborg,98179004,"1,74",19,52,47,50,-3,182,179,4,2018
Göteborg,The English School Gothenburg,Enskild,Stiftelsen English School In Gothenburg,66890810,"2,61",0,55,93,91,2,281,258,24,2018
Göteborg,Toleredsskolan 7-9,Kommunal,Göteborg,27774991,"2,2",11,48,62,70,-8,196,220,-24,2018
Göteborg,Torpaskolan,Kommunal,Göteborg,11465652,"2,33",6,49,65,78,-13,218,234,-16,2018
Göteborg,Torslandaskolan 6-9 spår B,Kommunal,Göteborg,88371868,"2,48",4,48,94,84,10,242,247,-5,2018
Göteborg,Trulsegårdsskolan B,Kommunal,Göteborg,26152423,"2,48",2,49,91,86,5,254,249,4,2018
Göteborg,Utmarksskolan,Kommunal,Göteborg,39000072,"1,87",31,51,31,45,-14,161,176,-16,2018
Göteborg,Vasaskolan,Enskild,Stiftelsen För Kristna Skolor,56168083,"2,72",0,47,87,95,-9,245,269,-24,2018
Göteborg,Vetenskapsskolan,Enskild,Vetenskapsskolan i Göteborg AB,71259819,"2,07",0,52,100,74,26,269,221,48,2018
Göteborg,Victoriaskolan,Enskild,Tyska Skolan Göteborg Ek. För.,80678068,"2,46",4,36,79,85,-6,255,250,5,2018
Göteborg,Vittra Kronhusparken,Enskild,Vittraskolorna AB,67543412,"1,96",0,46,83,72,11,240,216,24,2018
Göteborg,Vättleskolan 4-9,Kommunal,Göteborg,27760036,"1,81",21,44,28,51,-23,143,183,-41,2018
Göteborg,Änglagårdskolan,Enskild,Gothenburg Association AB,87427999,"2,22",0,60,85,79,6,250,229,21,2018
Göteborg,Önneredsskolan 7-9,Kommunal,Göteborg,26855170,"2,57",6,57,81,86,-5,246,249,-3,2018
Götene,Liljestensskolan 2,Kommunal,Götene,16790280,"2,2",6,52,85,74,10,221,225,-4,2018
Habo,Hagabodaskolan,Kommunal,Habo,38553494,"2,27",6,58,68,76,-8,214,227,-13,2018
Hagfors,Kyrkhedens skola 4-9,Kommunal,Hagfors,86113785,"2,21",11,54,89,71,19,239,219,20,2018
Hagfors,Älvstranden bildn.centrum 7-9,Kommunal,Hagfors,18315553,"2,12",3,51,82,74,9,226,222,4,2018
Hallsberg,Folkasboskolan,Kommunal,Hallsberg,99707554,"2,14",9,36,80,71,9,238,222,16,2018
Hallsberg,Transtenskolan,Kommunal,Hallsberg,63503591,"2,11",7,60,61,70,-8,191,213,-22,2018
Hallstahammar,Parkskolan,Kommunal,Hallstahammar,91030682,"2,08",17,56,58,61,-3,198,203,-4,2018
Hallstahammar,Tunboskolan,Kommunal,Hallstahammar,32758035,"2,28",0,47,81,81,-1,244,237,7,2018
Halmstad,Brunnsåkersskolan 3,Kommunal,Halmstad,61539121,"2,32",13,56,65,72,-7,218,224,-6,2018
Halmstad,Eketånga Montessoriskola,Enskild,Ideella Föreningen Eketånga Montessoriskola,28459364,"2,69",0,38,96,95,1,276,270,7,2018
Halmstad,Engelska Skolan i Halmstad,Enskild,Internationella Engelska Skolan i Sverige AB,78323330,"2,52",0,42,85,90,-4,268,257,11,2018
Halmstad,Furulundsskolan 1,Kommunal,Halmstad,84189577,"2,38",5,67,69,79,-11,222,232,-10,2018
Halmstad,Fyllingeskolan 1,Kommunal,Halmstad,65388353,"2,15",15,55,63,65,-3,211,210,0,2018
Halmstad,Getingeskolan 2,Kommunal,Halmstad,28451136,"2,26",9,42,78,74,3,230,229,1,2018
Halmstad,Gullbrandstorpsskolan 1,Kommunal,Halmstad,74772092,"2,49",2,60,94,86,8,256,246,10,2018
Halmstad,Stenstorpsskolan 1,Kommunal,Halmstad,52347444,"2,4",13,46,74,76,-1,235,233,2,2018
Halmstad,Söndrumskolan 1,Kommunal,Halmstad,18751410,"2,49",1,52,91,86,5,248,249,0,2018
Halmstad,Söndrumskolan 2,Kommunal,Halmstad,67995611,"2,59",4,53,89,88,2,253,253,-1,2018
Halmstad,Trönningeskolan 1,Kommunal,Halmstad,86573921,"2,35",4,54,79,80,-1,229,235,-6,2018
Halmstad,Vallåsskolan 3,Kommunal,Halmstad,45539695,"1,91",12,53,70,61,9,213,198,15,2018
Halmstad,Vallåsskolan 4,Kommunal,Halmstad,31012040,"2,34",5,55,68,79,-11,223,235,-11,2018
Halmstad,Wallbergsskolan,Enskild,Wallbergsskolans Ideella Förening,42422737,"2,68",0,57,90,93,-3,246,262,-16,2018
Halmstad,Östergårdsskolan 1,Kommunal,Halmstad,74243509,"2,14",14,48,57,66,-9,212,213,0,2018
Halmstad,Östergårdsskolan 3,Kommunal,Halmstad,63902508,"1,99",13,56,53,62,-9,199,200,-2,2018
Halmstad,Österledskolan 1,Kommunal,Halmstad,92337813,"2,29",7,61,75,75,0,221,226,-5,2018
Halmstad,Österledskolan 2,Kommunal,Halmstad,14732915,"2,15",2,54,77,76,2,210,224,-14,2018
Hammarö,Hammarlundens skola 7-9,Kommunal,Hammarö,95243847,"2,63",0,49,97,92,5,264,262,2,2018
Hammarö,Mörmoskolan 7-9,Kommunal,Hammarö,47480841,"2,41",6,44,85,81,4,230,241,-12,2018
Haninge,Brandbergsskolan,Kommunal,Haninge,73184968,2,12,45,58,64,-6,217,206,10,2018
Haninge,Dalarö skola,Kommunal,Haninge,47640376,"2,37",14,48,76,74,2,242,229,13,2018
Haninge,Deltaskolan,Enskild,Deltaskolan AB,73926940,"2,16",2,68,75,75,0,230,220,10,2018
Haninge,HagaLyckebyskolan,Kommunal,Haninge,81680693,"2,21",1,52,94,78,16,240,230,10,2018
Haninge,Ribbyskolan,Kommunal,Haninge,59497255,"2,1",10,54,72,68,4,218,212,6,2018
Haninge,Rudanskolan,Enskild,Pysslingen Förskolor och Skolor AB,17957898,"2,2",0,29,76,80,-4,241,239,2,2018
Haninge,Söderbymalmsskolan,Kommunal,Haninge,10035236,"1,93",21,50,50,55,-5,188,191,-3,2018
Haninge,Tungelsta skola,Kommunal,Haninge,38975788,"2,11",3,54,69,73,-4,204,220,-16,2018
Haninge,Vendelsömalmsskolan,Kommunal,Haninge,72266104,"2,16",6,68,69,72,-3,209,216,-7,2018
Haparanda,Gränsskolan,Kommunal,Haparanda,29991096,"2,03",21,56,56,57,0,175,195,-20,2018
Haparanda,Marielundsskolan,Kommunal,Haparanda,13768276,"2,12",6,39,78,73,5,216,223,-8,2018
Heby,Heby skola 7-9,Kommunal,Heby,36374693,"2,19",17,57,74,65,8,222,211,11,2018
Heby,Östervåla skola 7-9,Kommunal,Heby,88091927,"2,02",10,48,52,65,-13,196,208,-12,2018
Hedemora,Olympica,Enskild,Olympica AB,87686617,"2,09",5,51,74,71,3,225,217,7,2018
Hedemora,Vasaskolan 7-9,Kommunal,Hedemora,35494110,"2,04",18,50,67,59,7,201,200,0,2018
Helsingborg,Dalhemsskolan,Kommunal,Helsingborg,86764194,"1,83",35,55,35,40,-5,161,167,-6,2018
Helsingborg,Elinebergsskolan,Kommunal,Helsingborg,41811292,"2,27",5,55,79,76,3,226,228,-2,2018
Helsingborg,Gantofta skola,Kommunal,Helsingborg,28424574,"2,29",12,44,79,73,6,234,227,7,2018
Helsingborg,Gläntanskolan,Kommunal,Helsingborg,67721487,"2,05",13,45,71,65,6,216,209,6,2018
Helsingborg,Holstagårdsskolan,Kommunal,Helsingborg,28754789,"2,45",0,58,96,86,10,273,246,27,2018
Helsingborg,Högastensskolan,Kommunal,Helsingborg,13175575,"2,12",7,52,72,71,1,234,217,17,2018
Helsingborg,Kubikskolan,Enskild,Kubikskolan Aktiebolag,82943624,"2,43",10,49,73,79,-6,242,237,4,2018
Helsingborg,Kunskapsskolan Helsingborg,Enskild,Kunskapsskolan i Sverige Aktiebolag,48798589,"2,46",1,38,98,87,11,276,253,23,2018
Helsingborg,Laröds skola,Kommunal,Helsingborg,87251726,"2,63",13,58,87,82,5,273,245,28,2018
Helsingborg,Maria Parkskolan,Kommunal,Helsingborg,42164778,"2,48",10,45,86,80,6,251,242,9,2018
Helsingborg,Musikgrundskolan Synkopen,Kommunal,Helsingborg,55200547,"2,55",4,25,79,88,-9,245,260,-15,2018
Helsingborg,PeterSvenskolan 1,Enskild,Pysslingen Förskolor och Skolor AB,16688128,"2,26",6,44,78,76,2,221,231,-10,2018
Helsingborg,PeterSvenskolan 2,Enskild,Pysslingen Förskolor och Skolor AB,49050798,"2,15",4,59,93,74,19,257,221,37,2018
Helsingborg,Påarps skola,Kommunal,Helsingborg,66351593,"2,05",2,54,74,72,2,223,217,6,2018
Helsingborg,Rydebäckskolan,Kommunal,Helsingborg,40385157,"2,51",5,50,85,84,1,265,247,18,2018
Helsingborg,Sally Bauerskolans Högstadium,Enskild,Sally Bauer Skolans Högstadium,53515359,"2,4",5,49,93,81,11,252,241,11,2018
Helsingborg,Slottsvångsskolan,Kommunal,Helsingborg,63957271,"1,87",26,70,26,47,-21,167,174,-6,2018
Helsingborg,Svensgårdsskolan,Kommunal,Helsingborg,89693828,"2,31",6,69,69,77,-7,212,226,-14,2018
Helsingborg,Tågaborgsskolan,Kommunal,Helsingborg,87948789,"2,29",10,37,71,75,-3,220,231,-11,2018
Helsingborg,Vittra Adolfsberg,Enskild,Vittraskolorna AB,71069736,"1,93",9,45,86,64,23,219,204,15,2018
Helsingborg,Vittra Landborgen,Enskild,Vittraskolorna AB,90080902,2,6,47,76,68,8,218,212,6,2018
Helsingborg,Västra Allé,Enskild,Pysslingen Förskolor och Skolor AB,57590681,"2,49",2,73,88,84,4,261,240,21,2018
Helsingborg,Västra Berga skola,Kommunal,Helsingborg,28060171,"1,91",8,44,68,64,4,226,204,22,2018
Helsingborg,Wieselgrensskolan,Kommunal,Helsingborg,51014228,2,28,51,44,51,-7,189,188,1,2018
Helsingborg,Ättekullaskolan,Kommunal,Helsingborg,64728140,"2,13",11,61,50,67,-17,206,211,-5,2018
Herrljunga,Altorpskolan,Kommunal,Herrljunga,24142437,"2,19",9,53,73,71,2,221,220,1,2018
Hjo,Guldkroksskolan 7-9,Kommunal,Hjo,81342093,"2,2",10,54,73,71,2,220,220,0,2018
Hofors,Petreskolan 7-9,Kommunal,Hofors,25716177,"2,08",1,53,79,74,6,214,220,-6,2018
Huddinge,Annerstaskolan,Kommunal,Huddinge,79012683,"1,97",26,67,49,50,-1,195,182,13,2018
Huddinge,Balingsnässkolan,Kommunal,Huddinge,13654969,"2,34",0,49,91,83,8,247,241,6,2018
Huddinge,Edboskolan,Kommunal,Huddinge,98477278,"2,23",7,53,87,74,13,248,224,23,2018
Huddinge,Internationella Engelska Skolan Huddinge,Enskild,Internationella Engelska Skolan i Sverige AB,97942210,"2,4",0,58,92,84,8,277,242,34,2018
Huddinge,Kungsklippeskolan,Kommunal,Huddinge,89510449,"2,56",0,46,89,90,-1,259,258,2,2018
Huddinge,Kvarnbergsskolan,Kommunal,Huddinge,54516737,"2,35",2,52,86,81,5,231,238,-7,2018
Huddinge,Källbrinksskolan,Kommunal,Huddinge,41213404,"2,47",6,58,88,82,6,242,241,1,2018
Huddinge,Segeltorpsskolan,Kommunal,Huddinge,15483394,"2,39",6,42,82,81,1,240,242,-2,2018
Huddinge,Södertörns friskola,Enskild,Södertörns Friskola Ekonomisk Förening,22019000,"2,64",0,41,88,93,-5,268,265,3,2018
Huddinge,Trångsundsskolan,Kommunal,Huddinge,42601396,"2,26",6,56,85,76,9,238,228,10,2018
Huddinge,Vistaskolan,Kommunal,Huddinge,50783450,"2,27",10,49,84,73,11,234,225,9,2018
Huddinge,Vårbyskolan,Kommunal,Huddinge,64949601,"1,89",22,65,53,51,3,194,180,14,2018
Huddinge,Östra grundskolan,Kommunal,Huddinge,39229061,"2,15",12,49,73,68,5,230,215,15,2018
Hudiksvall,Ede skola,Kommunal,Hudiksvall,83627088,"2,26",6,45,78,76,2,221,230,-9,2018
Hudiksvall,Hudikskolan 7-9,Enskild,Hudik Friskoleutbildning AB,77537602,"2,2",0,57,79,78,1,218,229,-10,2018
Hudiksvall,Iggesunds skola,Kommunal,Hudiksvall,80631297,"2,15",13,53,72,67,5,215,212,3,2018
Hudiksvall,Läroverket,Kommunal,Hudiksvall,23786565,"2,21",3,42,80,77,3,231,231,0,2018
Hudiksvall,Östra skolan,Kommunal,Hudiksvall,50190330,"2,3",4,52,74,78,-5,218,233,-15,2018
Hultsfred,Albäcksskolan 2,Kommunal,Hultsfred,84230115,"1,97",23,53,59,54,5,197,191,6,2018
Hultsfred,Prolympia Virserum,Enskild,Nya Centralskolan i Virserum AB,12289594,"2,11",8,56,88,69,19,227,214,13,2018
Hylte,Örnaskolan 3,Kommunal,Hylte,80477825,"2,02",23,55,59,55,4,196,193,3,2018
Håbo,Futurum,Kommunal,Håbo,61956762,"2,31",7,51,83,77,6,237,231,6,2018
Håbo,Gransäterskolan,Kommunal,Håbo,90826660,"2,12",2,62,82,74,8,231,219,12,2018
Håbo,Gröna dalen,Kommunal,Håbo,49674763,"1,97",17,50,58,59,0,203,198,6,2018
Håbo,Läraskolan,Enskild,Läraskolan i Bålsta AB,28306495,"2,43",5,36,91,84,7,250,247,3,2018
Håbo,Potentia Education,Enskild,Potentia education AB,15081255,"2,24",0,57,100,79,21,268,231,37,2018
Håbo,Västerängsskolan,Kommunal,Håbo,29299366,"2,3",7,50,72,76,-4,219,230,-11,2018
Hällefors,Klockarhagsskolan åk 7-9,Kommunal,Hällefors,72295739,2,15,52,63,60,3,215,200,15,2018
Härjedalen,Funäsdalens skola,Kommunal,Härjedalen,72295998,"2,42",0,44,92,86,6,249,249,0,2018
Härjedalen,Sonfjällsskolan,Kommunal,Härjedalen,85325551,"2,18",3,48,86,76,11,217,226,-9,2018
Härjedalen,Södra Skolan,Kommunal,Härjedalen,79022806,"2,11",7,57,77,70,7,224,215,9,2018
Härnösand,Hedda Wisingskolan,Kommunal,Härnösand,16490220,"2,4",14,50,68,74,-7,215,231,-16,2018
Härnösand,Wendela Hellmanskolan,Kommunal,Härnösand,97940004,"2,3",15,51,71,70,1,214,222,-8,2018
Härryda,Båtsmansskolan,Kommunal,Härryda,37772170,"2,7",0,44,95,95,0,271,269,3,2018
Härryda,Djupedalskolan,Kommunal,Härryda,91978548,"2,52",0,59,90,88,3,249,250,-1,2018
Härryda,Ekdalaskolan,Kommunal,Härryda,17730768,"2,47",4,57,84,84,0,246,244,2,2018
Härryda,"Fridaskolan, Härryda",Enskild,Fridaskolorna AB,27274628,"2,77",0,45,96,97,-1,265,273,-8,2018
Härryda,Landvetterskolan 1,Kommunal,Härryda,98934110,"2,22",0,62,76,78,-2,224,228,-4,2018
Härryda,Rävlandaskolan,Kommunal,Härryda,34127854,"2,29",6,40,62,78,-16,205,235,-30,2018
Härryda,Önnerödsskolan,Kommunal,Härryda,28698437,"2,46",1,53,93,86,7,247,247,1,2018
Hässleholm,Bjärnums skola F-9,Kommunal,Hässleholm,65212509,"2,03",25,46,62,54,8,196,194,2,2018
Hässleholm,Furutorpskolan 7-9,Kommunal,Hässleholm,78602001,"2,2",9,47,54,73,-18,199,223,-24,2018
Hässleholm,Hästveda skola F-9,Kommunal,Hässleholm,56398338,"2,08",13,47,84,65,19,230,210,20,2018
Hässleholm,Internationella Engelska Skolan Hässleholm,Enskild,Internationella Engelska Skolan i Sverige AB,79716826,"2,46",6,42,84,83,2,279,246,33,2018
Hässleholm,Linnéskolan F-9,Kommunal,Hässleholm,84432632,"2,19",30,51,57,55,2,190,199,-9,2018
Hässleholm,Läredaskolan 7-9,Kommunal,Hässleholm,29689372,"2,07",25,56,52,55,-3,166,194,-27,2018
Hässleholm,T4-skolan Montessori F-9,Kommunal,Hässleholm,28804882,"2,48",0,30,89,89,0,248,258,-10,2018
Hässleholm,Thoren Framtid i Hässleholm,Enskild,Thoren Framtid AB,79864142,"2,31",8,54,83,76,8,241,229,12,2018
Hässleholm,Tyringe skola F-9,Kommunal,Hässleholm,98058756,"2,09",19,51,59,61,-2,211,203,7,2018
Hässleholm,Vannarödsskolan 6-9,Kommunal,Hässleholm,93845278,"2,12",17,58,69,62,7,210,205,5,2018
Hässleholm,Västerskolan 7-9,Kommunal,Hässleholm,91571086,"2,17",12,65,71,67,4,212,211,1,2018
Höganäs,Bruksskolan 7-9,Kommunal,Höganäs,58312480,"2,41",3,47,75,83,-8,219,244,-24,2018
Höganäs,Jonstorpsskolan 7-9,Kommunal,Höganäs,66888504,"2,44",5,55,81,82,-1,225,241,-16,2018
Höganäs,Lerbergsskolan 7-9,Kommunal,Höganäs,11721378,"2,49",0,50,94,88,7,265,251,14,2018
Höganäs,Nyhamnsskolan 7-9,Kommunal,Höganäs,18031893,"2,47",6,48,88,83,5,251,244,7,2018
Höganäs,Tonlyckeskolan 7-9,Kommunal,Höganäs,36274763,"2,09",11,57,66,66,0,223,209,14,2018
Höganäs,Vikenskolan 7-9,Kommunal,Höganäs,18383147,"2,48",2,53,94,86,8,256,248,9,2018
Högsby,Fröviskolan 7-9,Kommunal,Högsby,78308250,"2,1",20,53,63,60,3,204,202,2,2018
Hörby,Frostaskolan 7-9,Kommunal,Hörby,38299211,"2,22",12,53,62,70,-8,195,219,-25,2018
Hörby,Georgshillsskolan 4-9,Kommunal,Hörby,90834434,"2,24",2,41,70,79,-9,225,235,-10,2018
Hörby,Ludvigsborgs friskola,Enskild,"Ludvigsborgs Fristående Skola, Ek. Förening",52665905,"2,21",0,40,95,80,15,239,235,4,2018
Höör,Emiliaskolan Höörs waldorfsk.,Enskild,Föreningen Emiliaskolan,63846783,"2,48",0,60,75,87,-12,234,247,-13,2018
Höör,Ringsjöskolan,Kommunal,Höör,82942801,"2,35",3,63,74,80,-6,228,233,-5,2018
Höör,Sätoftaskolan,Kommunal,Höör,35670754,"2,34",2,43,72,82,-10,223,241,-18,2018
Jokkmokk,Östra skolan,Kommunal,Jokkmokk,86851817,"2,21",3,42,75,78,-3,230,232,-3,2018
Järfälla,Björkebyskolan,Kommunal,Järfälla,40847752,"2,26",7,56,74,75,-1,231,226,5,2018
Järfälla,Fjällenskolan,Kommunal,Järfälla,15080815,"2,38",7,47,79,79,0,231,237,-6,2018
Järfälla,Internationella Engelska Skolan  Järfälla,Enskild,Internationella Engelska Skolan i Sverige AB,79093755,"2,63",0,58,97,92,5,275,258,17,2018
Järfälla,Kvarnskolan,Kommunal,Järfälla,77763178,"2,3",13,63,70,71,-1,218,219,-1,2018
Järfälla,Källtorpskolan,Kommunal,Järfälla,17287315,"2,27",10,50,70,73,-3,226,225,0,2018
Järfälla,Viksjöskolan,Kommunal,Järfälla,98925408,"2,36",7,61,80,78,2,248,231,17,2018
Järfälla,Vittra Jakobsberg,Enskild,Vittraskolorna AB,66634449,"2,42",2,35,83,85,-3,263,250,13,2018
Jönköping,Alfred Dalinskolan,Kommunal,Jönköping,85416841,"2,25",10,42,74,73,1,222,227,-5,2018
Jönköping,Attarpsskolan 7-9,Kommunal,Jönköping,40546319,"2,51",1,55,90,88,3,232,250,-18,2018
Jönköping,Flahultsskolan,Kommunal,Jönköping,28849109,"2,3",0,62,79,81,-2,222,233,-12,2018
Jönköping,Internationella Engelska Skolan Jönköping,Enskild,Internationella Engelska Skolan i Sverige AB,86499334,"2,38",1,46,89,84,5,259,244,14,2018
Jönköping,Junedalsskolan,Kommunal,Jönköping,20696736,"2,49",7,49,83,83,1,244,245,-1,2018
Jönköping,Kunskapsskolan Jönköping,Enskild,Kunskapsskolan i Sverige Aktiebolag,86562542,"2,11",0,51,83,76,7,236,224,12,2018
Jönköping,Ljungarumsskolan 7-9,Kommunal,Jönköping,84917564,"2,31",4,48,76,80,-4,223,236,-13,2018
Jönköping,"Prolympia, Jönköping",Enskild,Prolympia AB,95673344,"2,36",0,73,95,82,13,245,234,12,2018
Jönköping,Ribbaskolan,Kommunal,Jönköping,83919671,"2,33",1,60,81,81,0,232,235,-4,2018
Jönköping,Rosenlundsskolan 7-9,Kommunal,Jönköping,96558008,"2,2",14,47,78,69,10,223,218,5,2018
Jönköping,Sanda idrottshögstadium,Kommunal,Jönköping,98088982,"2,4",5,53,77,81,-4,222,238,-16,2018
Jönköping,Stadsgårdsskolan,Kommunal,Jönköping,12759583,"1,94",8,58,75,63,12,223,201,22,2018
Jönköping,Strandskolan,Enskild,Jönköpings Kristna Skolförening,23250615,"2,58",4,64,60,87,-27,206,249,-43,2018
Kalix,Manhemsskolan,Kommunal,Kalix,10617819,"2,24",8,55,80,73,7,217,223,-6,2018
Kalmar,Barkestorpsskolan,Kommunal,Kalmar,58215076,"2,25",7,49,79,75,3,226,228,-2,2018
Kalmar,Falkenbergsskolan,Kommunal,Kalmar,99856371,"2,54",1,40,96,89,7,251,257,-7,2018
Kalmar,Funkaboskolan,Kommunal,Kalmar,21736926,"2,55",10,55,87,82,5,248,244,4,2018
Kalmar,Kalmarsundsskolan,Kommunal,Kalmar,24092221,"2,16",12,44,60,68,-8,215,217,-2,2018
Kalmar,Lindsdalsskolorna,Kommunal,Kalmar,51848797,"2,4",3,44,93,83,10,241,244,-3,2018
Kalmar,Södermöreskolan,Kommunal,Kalmar,79012102,"2,21",1,55,74,78,-4,211,228,-17,2018
Kalmar,Södra skolan,Enskild,Södra skolan i Kalmar AB,13936858,"2,59",1,45,92,90,2,245,259,-14,2018
Kalmar,Vasaskolan,Kommunal,Kalmar,18784702,"2,42",5,42,84,82,2,240,244,-3,2018
Kalmar,Västra Skolan Kalmar,Enskild,CIS Kalmar AB,94235119,"2,46",0,31,90,88,1,246,256,-10,2018
Karlsborg,Carl Johanskolan,Kommunal,Karlsborg,34231336,"2,07",13,51,81,65,17,220,208,12,2018
Karlshamn,Norrevångskolan,Kommunal,Karlshamn,89878714,"2,11",9,54,67,69,-2,211,214,-3,2018
Karlshamn,Stenbackaskolan,Kommunal,Karlshamn,16767324,"2,25",3,49,64,78,-14,211,232,-21,2018
Karlshamn,Thoren Framtid i Karlshamn,Enskild,Thoren Framtid AB,16249641,"2,26",0,58,79,80,-1,227,232,-5,2018
Karlshamn,Österslättsskolan,Kommunal,Karlshamn,43859477,"2,28",12,46,63,72,-10,197,226,-28,2018
Karlskoga,Bregårdsskolan åk 7-9,Kommunal,Karlskoga,71762216,"2,22",4,45,76,77,-1,215,230,-15,2018
Karlskoga,Skrantaskolan,Kommunal,Karlskoga,65654358,"2,09",13,61,65,65,0,200,206,-6,2018
Karlskoga,Österledskolan,Kommunal,Karlskoga,34767418,"2,17",6,48,62,73,-11,208,223,-15,2018
Karlskrona,Friskolan Svettpärlan,Enskild,Friskolan Svettpärlan AB,93964634,"2,85",0,44,100,99,1,251,278,-28,2018
Karlskrona,Galären Rosenholm,Enskild,AcadeMedia fria grundskolor AB,10662754,"2,34",6,53,77,78,-1,217,233,-16,2018
Karlskrona,Galären Trossö,Enskild,AcadeMedia fria grundskolor AB,64959079,"2,36",2,59,65,81,-16,194,237,-42,2018
Karlskrona,Jändelskolan 7-9,Kommunal,Karlskrona,20104552,"2,21",3,52,69,77,-8,210,228,-18,2018
Karlskrona,Karlskrona Montessorifriskola,Enskild,Karlskrona Montessorifriskola AB,67509465,"2,57",0,55,91,90,1,265,255,10,2018
